iban,currency
RO11WLPE9526340400253163,TND
RO59UKGK9468087753618669,ISK
RO64DNSL7632521931269107,SLL
RO63VGTB7066735690162030,NGN
RO28PCMA6099380948282328,XPF
RO13MOZK5856591082071213,ILS
RO53USEF5636906320492165,DJF
RO32NITN9373165907278416,MVR
RO36YLVV6573659546558246,WST
RO06YRXH1340218799881813,USD
RO71KFWH7887294701325362,NIS
RO45EHXB1808507327056840,VUV
RO72TRID5369727415660559,ETB
RO61GTJL3728285819533606,QAR
RO18OHBU4513472679719586,PYG
RO23RYHV6165421978244040,SOS
RO24AGWR1276768151659220,UZS
RO60DIIT9192613928523153,DOP
RO33VHFB0838191619628252,LAK
RO43UECY0019625571478010,TRY
RO06RXKK1484767123251488,HKD
RO43GBMS8168101106057623,BMD
RO83SCEA7731589766415657,LRD
RO33DQLE2244413761364932,KGS
RO27NEOU7110714879865742,CAD
RO79CDQH2404145389876608,JEP
RO69EUIN2070373722782965,BAM
RO26JVQE3423228141634504,CZK
RO57EOSC6864356603468544,MDL
RO43ZKFQ2456362973793421,CNY
RO70MDQR3301892517565516,KPW
RO93SGQA4168941328347394,SEK
RO88WRDO9136022071766185,CDF
RO47QQWE2461821578553115,SVC
RO22MLJD6410919750549352,IQD
RO17YYRN5179150517133150,INR
RO38JYFF3514650129901689,MVR
RO78NVCL3832967630437082,SGD
RO74USGP2346688023464601,SVC
RO27FXVW4770136783335886,PHP
RO61VCSO9543442024991988,KZT
RO06FNTS9155231639583070,COP
RO70KFRP7115983700153223,BTN
RO53OMNP2569359239413752,SPL
RO62SLJJ1600659549447178,CVE
RO02VUSJ3160759859087877,CVE
RO18BZLU5727408225941974,TZS
RO42LDLP2281826693939377,UAH
RO49CBXG2086579579155335,LYD
RO87MRCL7542785279127528,NIS
RO30BQZN2803065658684448,GGP
RO41TSEL4481441026651229,LYD
RO64QFNS8916048477846460,INR
RO61DTXM4957737185552116,LTL
RO32EKNJ3102571771366288,KMF
RO48SOXI0646373274809539,KYD
RO03NKWO9873953324719458,MNT
RO84MYJL0223189459870000,GTQ
RO19OWAU9414880373748911,XPF
RO16JBUM2975952691080749,DOP
RO64TTZT8756425274025052,CDF
RO40BFBW1197870218727403,EUR
RO16MUYR6154211379674969,SRD
RO77AABR2906485417772312,ISK
RO22HUTM9678059324801365,JMD
RO48MVAA7625306235523041,BMD
RO66QGYT3290042382602766,OMR
RO44ETTK9816662636739904,JPY
RO44UFZA9528907033495728,XAF
RO40NIUZ7735714202970032,MWK
RO19PALC4163423042507937,GTQ
RO23QLWM3417167417537243,FJD
RO61QMHE9639742975658104,RON
RO09XAXH1316186393565214,TOP
RO23MBHS1810269621202137,PYG
RO02ZAOX2188538497848842,VUV
RO16ZTLB7468487966442470,PAB
RO74FEHD6496551807478547,FKP
RO78WGAT6023735953440935,MWK
RO93MDJT0517773194506496,MOP
RO29PEVC7430298976529449,KYD
RO76ISMW1883012990877354,USD
RO22IZLP6554389140758710,VEF
RO06JPUS0846216316136453,IDR
RO04NRDB4746803901319143,PAB
RO19UKDR3419580773687575,AUD
RO93QEAA6799392567347726,PEN
RO88KRTO2125066456066111,DKK
RO27IGUK6820552613705108,USD
RO19JMHV9247679850327787,XAF
RO10IVTJ0771333627452746,MMK
RO88YAAI8799441241470664,BIF
RO25EBTE0243021385050233,GEL
RO86HGEU7309006473831488,PEN
RO26UTOV6355838926669519,BDT
RO96LCVJ8182432643649023,TOP
RO36WIPY8383177707140031,DZD
RO88ZANH3653753938345501,XOF
RO70GQMB4033824081925050,CDF
RO62ZFDO5438474652857958,BSD
RO05LCDP7150709023126388,VEF
RO19YMUI0137850250883545,UYU
RO89ZAFA3543204719152832,IQD
RO15KPVE3781379043143250,TMT
RO96VJNN2697958138365827,GNF
RO41GGNU8657379468672617,UYU
RO31NMEC5702915135866841,RON
RO43BMYR2137658315734488,BSD
RO04ICPJ1691197376227938,QAR
RO68FRAJ7921587246334494,PGK
RO59OTKU0867964443930631,LAK
RO22GOSI0724410862787390,HKD
RO44YDMB3891459208321395,LYD
RO06SNRC7688105263945144,DZD
RO26FNIR4580474035013119,GTQ
RO98DKYN7991764779234308,BDT
RO48TLGT5111989574128754,CUC
RO52IPPK6933033747916136,AZN
RO95SCGI3168363228986876,SEK
RO98RHGS4609681397653803,EUR
RO09ZVOX9830408375902313,BSD
RO18XTSU5416684246973707,CDF
RO75YRXE3256013304727789,BIF
RO16EEGD9948409989835863,BMD
RO70AGXS9713441981094925,PYG
RO14KSYH8842689266678570,BSD
RO48VVYW6921127311036205,NAD
RO90TTQN1304647727604006,BIF
RO34CIMR3320203150481420,SHP
RO64YOQK8029773728001857,CDF
RO63UGNJ4363637854566292,MDL
RO76ZTAG2430963268156816,MYR
RO80FTTD6716389398020010,KWD
RO12MPGY6121343831626612,TTD
RO68GRSB2117070125838020,RWF
RO89HHJE9552722904227586,OMR
RO23WQAC7864504012082178,OMR
RO92BUII9308791263217845,MMK
RO67XCSU4020911860836240,SCR
RO48PDLQ5357384417817196,WST
RO78CRAX9783773016158051,JEP
RO65WCYN7625791051506692,BRL
RO45HPNJ1224086485766481,PLN
RO08IWKN9123182924336872,XDR
RO18TVKK1137098974730692,GMD
RO98XSAU8190476552816010,MOP
RO64POZY5446122025102390,QAR
RO51APRX8198430159293450,THB
RO46ODLM0402801658176226,SZL
RO48UEDY5778650005675345,MMK
RO61DYJU0424482201435279,ARS
RO28OFIU7117115942788639,OMR
RO89EOPE1521068367093668,ZMW
RO13HADN4856492233367182,BTN
RO43VLSV2607304355750806,GYD
RO81UPZM2843772706697178,KZT
RO85OFBW9856012598262760,DZD
RO76JEEM0376767747924672,KMF
RO85NIZP6040702034302103,AMD
RO67MIRN2297904654434723,XCD
RO14EPEP4810657170670551,MYR
RO05AJUQ3718726321664204,JOD
RO39TTUM9822112233411727,TZS
RO81JJLF7736399450063526,XCD
RO34KSIU1850247744166959,YER
RO56UMOA6494164282415474,MDL
RO37NWAY8454944775483410,BMD
RO10DKPY6709826347558084,SRD
RO26QATQ1634463827070102,PHP
RO85OTTY9561313631088455,XOF
RO88GEHM0024119616907390,BSD
RO65VKQU7066275744738931,AWG
RO76ONLL3343065177611798,AUD
RO18UBLI3875302436270724,CHF
RO44VCWN3258656051416515,UAH
RO97EQSP2388904958160383,BAM
RO95XBOO6337578160041451,EGP
RO97YVGG1095152343557512,NPR
RO89GSXG1245970803042995,TRY
RO66KTPI3904183356250789,BZD
RO78HPPM6083245353638392,FKP
RO47UHVM0442712925147450,CHF
RO67KOLX8882021752951637,BSD
RO38HUNL3365905135526309,ARS
RO27CDGV1064813112601473,GNF
RO40QZKL8962228626567813,AWG
RO92SVRR0151930606787988,HKD
RO20TVXL5095683368391821,DOP
RO63AEKO6237125784201493,HKD
RO96VLXV5328865891292109,YER
RO24NKEX9721771653149916,LBP
RO63QKBC7169815855795837,KWD
RO07GRDE2942259493040314,CZK
RO66JKQT3708943763833898,JPY
RO84HRXJ8538729155231473,AFN
RO71CVJM2731987770752101,ARS
RO55IFOJ0495009352200028,BWP
RO87GPWU3797896022756669,COP
RO60FWLO1113115706561291,XDR
RO11DSGK7891888986205889,PKR
RO48SACH8679661692824906,PHP
RO73DZUN9215676725205496,ARS
RO22TCAI5335697493616913,THB
RO37ITWW0120028783995896,DOP
RO54WWKV1285639013194703,NPR
RO88YTUA7292537287526130,TOP
RO47RWMN1822500791043308,IMP
RO70UUDQ7600871838193496,TTD
RO44GEOH6891864915007995,NPR
RO18SMWP0906032833764669,GGP
RO89QPGB2818802201472424,IDR
RO90SEPG1775534575766294,UAH
RO59PQXX3251558977340576,UZS
RO11XZAX1380734965712693,UAH
RO77WTZB5017190651603761,TND
RO18TKRZ7729514732600797,MUR
RO40VLGW5512981653538304,MRO
RO19QLVJ8882246385441968,AOA
RO98SRMT4555281088484938,ZWD
RO12TNJP8167842975446684,TND
RO04UMIE8385363478793924,CHF
RO76BKFC8617982569872318,KPW
RO44EYES8923795928798618,CVE
RO25ZNHZ3319218546138475,VUV
RO70ZQGF2722552886867053,MGA
RO65LLIB4783335460517978,LTL
RO14NJJO7638465382093770,MDL
RO38ANZR3004636773498665,XOF
RO66BPCZ0170436354245261,XAF
RO63CWDD4391126894031837,FJD
RO90YQCW2233092001915261,CHF
RO26DKJZ4813890524956028,AED
RO97CLRT5973453092417999,CRC
RO20YNEH3568469790231517,SBD
RO37VQEK0836700722434116,QAR
RO25MAAL2695441504229915,CUP
RO29ZDEM9045101719418529,SAR
RO04QONR6116736680745351,CZK
RO42FVUX0969684985237816,TND
RO65AMZC3617270780431705,SAR
RO92VFWW8708244814950678,LSL
RO81TKCI8858546122436630,XPF
RO19HEIZ8702017539077973,AUD
RO82AQAM8997047272061335,NIO
RO10YEAR8165574170062843,HTG
RO35FPMR7571917924871537,ETB
RO26OMLC4734058116136033,MKD
RO74SCXV8024633963075529,PGK
RO54RLWO1271429234785272,VUV
RO70ZBZS8868698690895463,BMD
RO70LODV3704099703159649,ZAR
RO05IBLI8249959413350844,GYD
RO13YWNN3920716885345780,GYD
RO40SOJL8631115683038585,KHR
RO53KDPT9587361177890841,SAR
RO73ACOB8826100390451092,UYU
RO89XLGG2658524339100382,PKR
RO07HJRE3110878409235161,KZT
RO06FCLR1841113611194926,VUV
RO41YSZX9764889028675769,MKD
RO44NJDP1749332262085029,AFN
RO21STWJ8665106306307535,JEP
RO10ILIZ6921418172519593,ETB
RO45OAIA0563838157755157,SPL
RO92ZXBY8177122659582857,MYR
RO83CARH9020136891558323,MOP
RO74PDVY5692613504239243,AFN
RO21JYMP8678341937306486,HNL
RO79AKHV8055442235043032,HNL
RO56BYMI9725299314137365,CNY
RO30NFTT9375410397682309,KRW
RO47REDF7140603660034485,LAK
RO76WAPI3378626814105553,TMT
RO29CNIG8779410736883318,SBD
RO47DPNV4601511649214614,NZD
RO77ASZT4083490145908249,INR
RO78MQQY6123519230618017,PHP
RO71OUEO9981428737144976,MVR
RO89VAYP1098361160821539,BAM
RO42RLUV9331804304596706,HUF
RO95UXIZ3276197098618924,SHP
RO55JDJS3654936544468947,NPR
RO98KUXV4455210450543342,MDL
RO89BPVX1381601685021616,JOD
RO49RSOA1847146625652615,MRO
RO70RPPU4948629519427324,OMR
RO66GENB2336491233487484,SYP
RO06SBFJ1345865434990071,RWF
RO25PJQX6939080721277213,SHP
RO46RWRP7801770080297897,QAR
RO95TEZY6858314001907421,DOP
RO33DSZC1533303796020411,KPW
RO33TJJD2405292459577663,CUP
RO56IDBI9367089815363160,USD
RO29QPGY7027391197828901,MVR
RO22ELEI1171693806627204,NIO
RO38XILR9271400222309841,NPR
RO15GSDC9521355693332816,BTN
RO62PJRO4637695359477010,NGN
RO98VNGC5165589402590747,AMD
RO64OKWI5504367473749067,ZAR
RO09JHFW0792055769884405,CUP
RO20VIXK6225725410690098,RSD
RO42JSEE7593176453320437,AWG
RO46YCHI1963459497467755,VEF
RO24MMSK4702986090999605,KZT
RO24EDQK3846539457580219,MZN
RO72LPSB0330612382870233,NPR
RO21MHWT3953723917605394,XAF
RO40YMHQ6046225835047238,CHF
RO87UBOJ5731194559786834,JEP
RO97SDYT7984099245780524,CRC
RO25CLJP0465362018894068,IRR
RO68AESL0697953737432176,NPR
RO72NSNR8815508514760971,SLL
RO13MJDZ9349578585540440,IRR
RO55MGOJ2444700989545063,AWG
RO03TQJZ9488321407769967,BHD
RO39ABRN9504786650304363,AFN
RO90LGXB1331848774532773,ZMW
RO20BPJO0748633141854076,MNT
RO77RFOP7038163459006447,MMK
RO98JENN7489599264146427,XOF
RO80OJMF2935517482149706,JOD
RO46JTAJ7664859256588139,LTL
RO76ZQZV4561846432012154,SEK
RO76LOCE1164420127576532,ETB
RO51NYKL3645007024345512,AMD
RO88AZLJ8485097293405829,HUF
RO07GTNM0542154492497417,SGD
RO97KGUR8625636267128004,SVC
RO03KWAA5592249313376214,ZAR
RO56ZUJQ3090681635733170,BOB
RO80IEWW6210382887676873,ALL
RO92KFZO4127214492550328,CHF
RO46YBQD4879536231751834,LTL
RO72PBVH8076660371149171,PLN
RO75UENN0091920219754311,STD
RO82VMRH4264106239004725,KMF
RO60SIUJ5367074462424097,BYR
RO48ZOHK1587649417460242,SVC
RO63OATT5745957057240806,UZS
RO72SPUU9160706798993901,MXN
RO11GICU1537775804117188,TTD
RO34SJZC7638795474596008,BIF
RO75QOXE4574611789240978,PYG
RO17AQGM2248795481887781,PHP
RO18KORI9821276249283965,PHP
RO23YGXE9260986609038617,LYD
RO77YRXE3094781924038930,NIS
RO40MKRU6280029917275491,ARS
RO85ULOB1415439237051133,MZN
RO96HMLT4419590573912386,HUF
RO93QLOW7621365675334099,TZS
RO62PMQO1263508951900085,LYD
RO27KVJN4169638017862696,TMT
RO76CAKH0176806471246424,NAD
RO91NZKH0011016497141013,DOP
RO37YTVG6801365170884706,MRO
RO47YWIY1144127116325573,HNL
RO90WFBE4092239611247770,MXN
RO36CLYG3138858490620613,ARS
RO13MCQS7734979707666227,BTN
RO62EIGC2057917649238653,VND
RO19QHEF2703738923615599,AED
RO53IJPF6083932621401806,EGP
RO09KWJQ9089737530726323,BRL
RO07JZDU5800512048074164,AUD
RO08KTOB1185509979226929,KHR
RO39IHYG3080445833364251,BTN
RO38YWGQ5357052715982217,NIO
RO30RCAY8324099733283416,XPF
RO36ICDC4646256362676909,SGD
RO96QRXK6854639981781510,GTQ
RO25XVOV6199214655702060,BIF
RO72SMWF0812298488019963,GMD
RO21GABQ3669054954288843,XAF
RO50CURW1267434868283796,UYU
RO04LZYV6430402222198083,THB
RO26UBTC4198332076096435,SHP
RO78CQRO0107702864858137,PGK
RO80DQVR1232138713230703,UGX
RO05SWXN4833824564501730,SCR
RO75PVIP5518780119145179,NGN
RO62CJKS1301218953963335,CDF
RO82AUWL3224032912178640,JEP
RO17EBEO8758781426646286,MWK
RO66PHSS6158987418399361,LBP
RO88CSQI3242510358896312,SLL
RO24EEXU7397646151835687,CZK
RO06NIUT2174670935330902,KPW
RO95EXDF9783979267614290,ARS
RO68STAD0692665221530520,JPY
RO87UEAQ2598797622331435,FKP
RO41KRNB5632852640511252,TOP
RO40WWCG2058638793375541,BBD
RO15YIGI9212930041466532,MVR
RO86UUUH3841543277016271,BBD
RO47QIAL1198546352254070,OMR
RO45FSQA1334671838079939,RWF
RO61BTUR5115158209003086,ZWD
RO21IGHM0182969432513109,MUR
RO76ZRPP8262173530864895,TWD
RO72ZQHY8095333606825991,VUV
RO40RFJE9144603555995844,SYP
RO93XEMQ0311353814001747,XAF
RO28QBJO8155317424488981,NGN
RO47MEUE8291788888462616,CAD
RO81NMXP8707390835798668,PAB
RO37OCEE5419605236260426,LTL
RO17ZIKR3795842515846784,MRO
RO49RYUW7603302908548384,AZN
RO29AHLS5221891487976762,THB
RO77EAPR8907844015758236,WST
RO53PQNF6823892528009172,VEF
RO88SYIP8258035034861910,OMR
RO70PMPN8469017997695118,MKD
RO58PQUN0373439123092378,CUP
RO61BAXP6481080412203831,SHP
RO61OGKI8309432055699914,KZT
RO78CLFM0640579449805169,BYR
RO86ZVNY0793674795435655,KMF
RO33DEGR4064461307931093,MOP
RO91KGIR0958480105782362,VEF
RO36YBJG9218292190146525,DZD
RO46FIOE6098789583162444,JOD
RO28VCTB6677200385638537,LTL
RO09SUQF1125332824779414,IQD
RO43TKKR3492190485777651,RWF
RO66RTRZ6552602120795771,TWD
RO54LGFI3823987057220146,GBP
RO26JZSJ6896435397639154,MDL
RO02OUBF5018948046691729,DZD
RO66DEIQ9524645527362626,MMK
RO38PJCS8651736709606388,STD
RO90UINY9777336397886381,BBD
RO39YAOX1190703007557006,ZMW
RO85DIAT9485947999367355,XCD
RO31BMHX2727605460930533,COP
RO53THKR3608360276921715,HTG
RO62GPHF2939056327665857,FJD
RO90UXXE1632623614933598,CAD
RO76SFFY2785169000760172,RON
RO14XJZE0511361158598912,VND
RO31HPNV5783796419300826,PKR
RO14EAIZ9793288485823552,CUP
RO63QJXC8748359433148260,PKR
RO76JCDI0363689964758086,ZWD
RO19TEWF4563403153625586,ETB
RO10PGEY3363460119069156,SGD
RO77ASMI7410074546402899,GEL
RO81KDOK6665850570423288,LSL
RO81LPIY3231956790431919,PHP
RO37RNZD8501756311822139,IDR
RO56UGBR8587493494031100,INR
RO48KTYE6177762847391378,GBP
RO06HZQV4024162660626087,IQD
RO74QYIF7058515157485218,KZT
RO29ZHWY2374706610509878,LTL
RO74PWUY9540830372207698,KHR
RO21PEEU4502102232410784,PYG
RO74IHXF9400179804278177,AZN
RO04PWOL9612383876844996,PGK
RO41AAFK8133303124076289,MYR
RO89BXVF3284086728428832,MAD
RO97GCKY6845293603524537,BOB
RO25CSOJ2413052580155421,IDR
RO17DRAS9392877700437019,CNY
RO78AVBD9939836607430463,KGS
RO60OGBX5515857442395564,IMP
RO74DIGA7875308669403479,VUV
RO42TYPI5188627558702873,LKR
RO66DRJU8472367416619904,CLP
RO51GHRS4399278421803890,PEN
RO19NUWM5029246944439024,MGA
RO10UUZQ9216384625156437,CLP
RO84GTUL7016914992653223,SAR
RO90BIID5920171461867085,CNY
RO09DCCC1979688922129020,LRD
RO60XJOA9425988224149426,IQD
RO51RHKG9644041641118923,BBD
RO36LNKU6437257422036008,ARS
RO55ZPLY2549684218984680,ANG
RO49FQNM4507074346242558,NOK
RO11GKKD7317146868502889,BIF
RO61VWRA4871936176640421,EGP
RO41PUVR6509343680105608,NIS
RO18FYFI8174698923077667,SGD
RO89QPXN9444136106295123,TZS
RO66CVTJ8995009448051299,LTL
RO69HTAI4256025689335589,CLP
RO45IQSF7190418544115699,KPW
RO48RRCB9965712299231356,GNF
RO82POLU8364965744603038,MRO
RO28EHVL9131581962578619,THB
RO51ZKOV5672804535055767,HUF
RO43XJBE2787173606989302,RUB
RO07FPAW2547026537040124,LRD
RO32YENC4844112732417760,KZT
RO58JYHB5709926474386114,KWD
RO72RJZV1360669825511386,BWP
RO05SLPW2812131112915953,EGP
RO97UPAZ0220583245624941,CDF
RO21TSUL7380024210018367,SVC
RO62OFUN9590018684279605,LAK
RO08WSFT9886464974718576,LSL
RO97NROM7503545784975492,PEN
RO83QQMH5944022596994297,TJS
RO87FXJY6232519329734470,SCR
RO27KLWK8533931209700016,SCR
RO31NXKC5601319762928985,VUV
RO82EVNA4599631562608467,MOP
RO70EYGJ7284092212026852,RON
RO28ZHWN9781235470961048,NIO
RO27AVEE6806343634830424,HRK
RO74UPVD8378664149106596,KMF
RO81XMFT8156389248241902,MXN
RO73QCIW1627862697572074,SYP
RO44BVKF9357910626287319,IDR
RO56ZBLT9955969734142089,GIP
RO36RJEZ0211997801569816,JEP
RO18KSKP8889581408590503,MAD
RO22IRUI5185360407173194,STD
RO15NLQB2676309620128240,KPW
RO17AZVX9358968185827179,SBD
RO57IUMF3544476514301907,HTG
RO76LTYN4768365152215972,CLP
RO14MSKJ9219756975706689,LSL
RO43ZXSR8256360298770388,THB
RO08LPDL9308775222180836,LAK
RO33EFSB2653892834040513,HKD
RO43WEIK8647868724181844,BYR
RO33RBQM1805846242400333,LSL
RO71WFID1108434452621394,FKP
RO16RGYD0882648638184193,IRR
RO57GTIS0495889459955088,CZK
RO98QIBY5346675047416724,FJD
RO32YFKA8875336649402728,MDL
RO58DIWG4967999906439199,STD
RO80KBDR1359696372879426,XAF
RO91GDKF2154538656478260,EGP
RO79YLLA1952914886435110,SYP
RO59VKFK6775913468258179,ZWD
RO77BWRJ5742424192461890,PLN
RO22HZVY6389834970695696,AUD
RO96ECIC1791447203696432,MYR
RO82FDNQ3142848960655148,UZS
RO25EWSX9062395422679637,SDG
RO43EAAT6500789616085590,XPF
RO51IIRK7248047748579358,TZS
RO66AYOY6305804379626548,SOS
RO85RNSG1797283950512437,YER
RO84QTSL2652656519210790,KZT
RO60BBWE9860381194302170,AUD
RO85HDBH6208917854891498,EUR
RO38VRYM0115022456229521,SZL
RO27ZXOC6217079655256907,HNL
RO31VEGY9936942757689815,PKR
RO67FQGP7333274165670012,XOF
RO75EOTS5359952819259922,TTD
RO39UOTG2799962968843749,TOP
RO72FVYI2577333750602335,NIS
RO76KKPO8812192680190246,UGX
RO80JTNZ9210774485638451,CVE
RO08XWLZ6719776583005659,CHF
RO31WTFR8887323745090052,UZS
RO51XBXO7254286925212233,KHR
RO84LTCP7740491507536604,BTN
RO30DGQD0702979935377460,SBD
RO74WMEI8214885533862743,CUP
RO15LZRB7959093126093813,JOD
RO56KYPJ9637683072575166,GEL
RO18RTPP8489481850104927,PHP
RO98EUGA6962472912451082,RON
RO52UPKS0251918244976423,BOB
RO34ZJGE8975923845967231,AOA
RO76ZWXT5225557505876648,KWD
RO92SSQV9186303106261797,IMP
RO14GZBM5871696191811609,BDT
RO10WAMP0287943517265543,PLN
RO91MLLV7826114806621087,SBD
RO76VAIV6742716142759804,GGP
RO32HCKF1298817107026405,KMF
RO09YUPA8520338459858683,GGP
RO71VNFB0294840881902125,TZS
RO55ILCM4971902618950838,PYG
RO08TMRV1343830448786062,RUB
RO13IRTB6564136175104065,SLL
RO77RYWU1695374654960253,SHP
RO37CLVF5129252082015517,IDR
RO33OQEY0256964079521320,GBP
RO19CXYC5630628864066613,BAM
RO21DFLJ5770285488140536,AMD
RO89QTUQ0245196950239990,GTQ
RO64JXUN0232312675560375,ZAR
RO98WAFU7737647447430145,TWD
RO35WYPU0059659881013547,ALL
RO88HCTA8958585386998321,MMK
RO33LUKF1799436652024158,FKP
RO41MDBD0346724899762702,RWF
RO64KRNM1148085318292567,BZD
RO50BZLY6016124228919494,BDT
RO62CUDN9466400858363509,YER
RO80MLKN5640338313306379,FJD
RO92QNJS0294788577082931,ZMW
RO45PYSQ4690949042931121,DZD
RO82PETZ9783371637597561,VND
RO86ZTCB4154452613745599,YER
RO18IKXW1944025555427543,WST
RO67IQIS2265074849462098,TZS
RO47BFQO9224977461452532,BWP
RO30MMAJ8284896177915601,AED
RO33QPTF4390720964488619,KPW
RO30PQFL9225485668769295,FKP
RO90FWSZ9692949535686914,TJS
RO34SZWC3627662926341678,UZS
RO03LIJH7987731665299107,AFN
RO34BLQX0094383333243804,SBD
RO33PJOV7262572696614835,AED
RO77FRGN9200453277141593,GBP
RO51MROR5523224664158765,NOK
RO91JLJL6988805865896405,GYD
RO93EIHP2367001311952416,JPY
RO09JLTS8011740802986088,JEP
RO96WFAW3634105875503643,UGX
RO25MAKW1421180900114267,INR
RO96SFPZ9774074739992923,ALL
RO62NUQO4117876188413121,LTL
RO59UCOT0511847315389988,CRC
RO70GMCP1904887019678266,BTN
RO51SQLO9976501836687371,HKD
RO59JLJR7994481107621129,WST
RO24KVHJ5461737150720906,LBP
RO50MHON2957657427183514,YER
RO94IJJK5885993670172764,TMT
RO21ZMVV8724458488291555,GGP
RO24QUKE6829691840373506,PLN
RO62ACZA7722140798492033,INR
RO66HHBD9048957478189004,SEK
RO93WFNQ4337015158064642,DJF
RO96WDVU8418398635892190,SHP
RO51WYHD1155029305249009,SCR
RO89NVXU9720260090412930,STD
RO89LSEW3111180889305383,SZL
RO33CKHE7803498909906870,LTL
RO20BUQL7431449350784547,KHR
RO38QCKM4663225897395021,ARS
RO83SJKO3738046833370572,KPW
RO68TXMJ8877354041903963,UZS
RO51KBBN9457902516753933,SDG
RO08GNIM5722847947660790,MNT
RO69VZJS8289046134662332,ZMW
RO66GDOX1129558751928957,HNL
RO87DQFL8277254600255978,CHF
RO83HNQB0924353947389759,TND
RO30TSVD7451642631160193,TOP
RO77AGAZ1953996256488415,IMP
RO58VCDO2468431801877218,CVE
RO88XALM7327150892097036,SCR
RO74DQSH8667388741850083,UGX
RO36YJLT0438885538736274,BMD
RO35UFHS1365736172822197,AMD
RO83JYLD6032228427110213,AMD
RO32WDUD3139266292371352,MGA
RO31HHDG5082881359324012,WST
RO81XRGA8453553726495832,RUB
RO16FJBX7398812164038872,YER
RO88QZMF8141441586811939,RON
RO81YPMV3273126152013826,SEK
RO56VCEA7588353896704085,AED
RO95LIOS3848194091429845,IRR
RO90AWRN1313044131202653,NOK
RO37DVBX0745880322414277,BSD
RO38AYPQ6488101611361922,LTL
RO89QTNL3964063023178129,UYU
RO70GASP1883642426622565,HNL
RO11XQTG0489487218128946,LRD
RO39NVKI2837388102090367,MWK
RO48PAZI4079702585984721,HNL
RO48AIRH4553766674274321,QAR
RO57REIB8574303983895960,JPY
RO96HDRJ4875148371686935,CUP
RO80CTVM1800892709427054,BTN
RO04KVDQ5336874232897688,CZK
RO52KBXE0336753375895204,ERN
RO71RJUP7109392992056244,MWK
RO78SGEH8015912006047191,TMT
RO30KUYB8631414832673620,CRC
RO47WGRJ8605015156812623,DKK
RO86MUJY5914140831182702,XPF
RO77JPPK3980106813229794,LSL
RO77PMZA8304115223890668,GNF
RO84REIP8945170110954201,BWP
RO24KQUZ2283042513470677,KWD
RO03TVVM1993830547065607,WST
RO49TVKW3009628242029926,HNL
RO82GFPY2016043180477345,PKR
RO26GSVT7653598860179246,JOD
RO91DTHE2006967953000377,THB
RO59XITY2959861797722116,RON
RO96YMMM9551730246601672,SCR
RO68GBQA1701704787978714,VEF
RO61UOMW5496856379214608,PKR
RO68JGST3179804390172555,CRC
RO70PHMB3951034274498047,HNL
RO65FHTU2069934727262481,HKD
RO55SILB3778048955889528,GMD
RO45TNUL1882616340302348,STD
RO45KGOU6170277284678945,ERN
RO56IUYG1262079783595827,CAD
RO58RYOZ9945063397144448,NIS
RO95RWNA6563048378968694,SBD
RO67DKYX1537979207510857,HRK
RO85BPQG3868638116563036,CHF
RO02JKGG5856090265158948,HKD
RO51YUQI5882396631142315,MZN
RO46XRXJ5475884230881915,EGP
RO80SBNH4081368475851525,DJF
RO44MJEH2770363982112566,SYP
RO15XJNI7161381869587807,MNT
RO15SQGI0598964296090253,ILS
RO87AYLC8729153864370722,BBD
RO38PWLE9131302092716614,FKP
RO33YMQY3856044770982544,BMD
RO55IPUR2623657919716843,AFN
RO61QKXO8382697936419193,AMD
RO09RYNL1353999401969106,PYG
RO18SRVX6856063171102977,AWG
RO80NBRR9178720237598915,AUD
RO98VPWK5087350081391609,EGP
RO92WBIX3084781073422218,PHP
RO46JWWW3415493773611306,DZD
RO50FIXP7812477362596552,UAH
RO83AJTX0421051666141667,KHR
RO42JZTQ5196511594478954,JMD
RO67CHDM8280296259811166,RWF
RO74FBMA3620781551349702,NIO
RO34UZPJ4270119523687531,MUR
RO31DTGS6673419988587884,TTD
RO38YJVY8050293840722014,PGK
RO48HLKJ9270410340491833,JPY
RO61HJLT8050188985894570,ETB
RO13DBJC9949226906400691,TRY
RO37SZZT4067443925108884,LKR
RO27PCOF3803730793415618,ERN
RO18VJBP9010753848578675,GIP
RO54JFCY2920613818303326,JPY
RO93VGEX0125672468551276,ETB
RO57BHNA4245105880936839,CAD
RO92VQJC3139050955573523,BWP
RO86UHRC1258379841107613,JMD
RO28XXJW7021544982279866,VEF
RO43NPUV4096360070612134,AUD
RO97MTII1121015291593361,HNL
RO27HKRG1618389795350328,MWK
RO34STEP8678885732992155,NZD
RO83FDFH5593184382588134,ERN
RO27IGEM0114708163637662,KMF
RO19KNCL5557126891166908,BRL
RO28DLZA7290316961585869,VEF
RO21WLAC2208967030799328,SOS
RO77FKNE9617853812533815,MGA
RO13ZQDL1608551600289193,HUF
RO11YHZA8110937475937269,SRD
RO62OJAK2634013078567041,NPR
RO51NDIH0100152733218669,SLL
RO73KCQL8913003394530073,IRR
RO37WXCL4142487503417351,TMT
RO42YMTN5582376710215492,TOP
RO60EKNN7175335351650439,KYD
RO23NNFW6518480133772697,PLN
RO40ZZKO0756667534854001,CUC
RO12ZVJO1845688315589616,STD
RO78FLKQ2445742407445709,LTL
RO33RVUC8309993189428785,SLL
RO09DKRY6358820617155944,LAK
