first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,job,iban,currency,balance,latitude,longitude
Andreea,Oprea,5730920146711,2004-08-23,"Intrarea Preda, Sancraiu de Mures, 625383",Arad,0724 272 036,ce:07:d7:a9:09:76,38.37.167.150,Administrator Public,RO92DEWJ6593855218153303,BZD,62595795159,-6.6762805,163.282865
Albertina,Oprea,5250408447861,1921-05-14,"Soseaua Nistor Nr. 482, Ploiesti, 366102",București,0746 305 659,9a:38:8c:fc:58:b6,109.58.48.59,Analist Teritorial,RO24XYVM4036891592324676,IQD,49868856085,10.010035,-59.156000
Marcel,Pop,3970310519003,1991-07-07,"Intrarea Popescu Nr. 86, Vatra Dornei, 772761",Tulcea,0785 866 894,1a:55:13:dc:a5:93,65.139.163.1,"Marinar, Pilot Naval, Barjist",RO53THSB5285417917114389,CLP,5736787063,39.7411925,-36.883962
Jean,Marin,6981210462716,1942-11-03,"Aleea Ioniță Nr. 88 Bl. 54  Sc. 82 Ap. 750, Gheorgheni, 969161",Iași,0736 759 230,32:d5:70:e2:f5:f3,21.77.203.205,Profesor Universitar,RO20AWTL4248952081170468,PKR,76953286274,43.8711325,-5.488021
Eufrosina,Diaconu,8080320080879,1978-02-04,"Aleea Dumitrescu Nr. 651 Bl. 21  Sc. 63 Ap. 404, Raducaneni, 938975",Caraș Severin,0711 977 362,1d:cf:5f:71:79:3b,23.22.118.12,Tehnician Mobilitate Personal,RO43NQDK8799928436504433,MMK,73776045094,-45.263887,-126.215214
Eufrosina,Dochioiu,3650729236796,1920-06-15,"Strada Manole Nr. 469, Marasesti, 246719",Sibiu,0726 808 153,34:3d:dd:89:59:7d,186.193.63.49,Ghid Turism Ecvestru,RO29NHTP3018573657242175,PKR,79199314099,-3.390487,38.107889
Violeta,Barbu,3620601412856,1945-01-24,"Drumul Tabacu Nr. 757, Filiasi, 860790",Neamț,0723 142 085,0a:ad:3e:19:78:9e,125.56.129.192,Sef Sector Exploatare Imbunatatiri Funciare,RO45OZLU0832475214157963,JOD,37123675224,-72.533563,53.085489
Elena,Voinea,8300109227199,1983-11-14,"Strada Valeria Albu Nr. 413, Targu Secuiesc, 240844",Sălaj,0744 326 800,d7:ae:ec:2e:35:b7,2.204.135.95,Inginer Electromecanic Scb,RO26HVWP8331365070103800,DJF,63627621078,-31.4835855,-95.260686
Mirela,Eftimie,8890726455284,2007-07-06,"Bulevardul Pușcașu, Turda, 262990",Covasna,0750 164 870,00:4e:64:f3:1c:73,147.237.171.149,Sudor Manual Cu Flacara De Gaze,RO28BVQU1472710190559382,TTD,94358517512,-73.962065,-145.683912
Eliana,Aanei,1270112042261,2018-03-09,"Aleea Dumitrescu Nr. 83, Insuratei, 704607",Caraș Severin,0725 524 162,14:42:fd:51:15:c1,37.154.185.196,Tehnician In Reconstructia Ecologica,RO36XEZJ6022731452009757,XPF,25497811590,74.1462645,-116.034441
Noemi,Pop,2320824302956,2003-05-09,"Bulevardul Dobre, Curtici, 731465",Arad,0262 041 541,c0:d5:92:45:32:02,55.48.208.75,Operator Calitate Flux,RO63UUZA1343160108762402,LKR,96754375013,29.849652,-58.943373
Constanța,Ababei,2520605392924,1932-07-03,"Aleea Codrin Pop Nr. 211, Tecuci, 270244",Timiș,0265 123 712,48:fb:b7:a7:25:f0,102.137.206.34,Parinte Social,RO78TSNT0008928949014115,ANG,15367674283,-56.867309,-86.981916
Iustin,Oprea,1890111124929,1934-03-24,"Intrarea Diaconescu Nr. 537 Bl. 71  Sc. 94 Ap. 617, Buzau, 798709",Arad,0767 306 182,b9:f1:d6:80:5b:07,139.146.119.58,Tehnician In Hematologie,RO21HTZS7365673430153225,BHD,11177172643,22.4364165,-75.658852
Paul,Stancu,2951215104650,1981-10-16,"Aleea Manole, Sancraiu de Mures, 117273",Prahova,0242 087 535,54:6e:99:a3:61:17,154.196.135.224,Operator Masuratori Speciale Sonde,RO19GAON2217796072176346,BIF,44898513843,59.122783,13.099162
Maricica,Voinea,2711123338043,2015-04-24,"Intrarea Daiana Niță, Giurgiu, 719030",Iași,0732 678 371,1f:aa:8f:30:86:79,173.85.15.195,Inginer Chimist,RO20LICE2165186042178115,VEF,20979469635,-21.6121195,-25.894905
Mircea,Mazilescu,6341026352195,1949-10-11,"Drumul Agnos Ionescu Nr. 31, Mioveni, 116937",Cluj,0745 628 425,4c:ec:ba:9d:42:d5,46.64.0.170,Dozator La Fabricarea Electrozilor De Sudura,RO84HZLA7012169737175177,JOD,42107152163,-14.892750,36.517339
Iolanda,Dinu,3560410432385,2022-08-04,"Intrarea Pușcașu Nr. 13, Petrila, 678204",Giurgiu,0259 390 378,a1:2a:7b:e6:c6:c4,157.197.65.43,Analist De Mediu,RO86JWGQ2092470607375724,BZD,62081247909,6.1763665,176.312121
Vlaicu,Ababei,6070206072197,1916-07-04,"Drumul Dima Nr. 59, Balan, 404205",Harghita,0749 335 338,37:73:a5:74:f9:b8,68.155.33.91,Operator La Prelucrarea Maselor Plastice,RO46MRVQ1007823618560716,YER,96582410659,-77.838989,-45.983300
Aristița,Diaconescu,8211030431670,1930-04-12,"Intrarea Diaconu, Botosani, 519965",Sălaj,0256 596 464,b1:58:c2:1c:bd:be,222.109.153.141,Montor Emisie,RO53HUJD7503424521047533,AOA,97238377535,-10.099569,179.701335
Tiberiu,Ioniță,7051204453249,1985-03-12,"Drumul Gheorghiu, Timisoara, 720895",Harghita,0752 597 615,fb:a5:91:83:3f:ef,25.137.207.214,Director Braserie,RO74CCLL2700955623349324,STD,79310281248,-27.7280875,-140.182686
Mioara,Suciu,1940631346541,1926-12-11,"Drumul Popescu Nr. 49 Bl. 44  Sc. 61 Ap. 162, Bistrita, 930461",Satu Mare,0765 884 504,38:15:4f:a9:fb:ce,30.171.167.113,Corhanitor,RO90DBNB8825161459955460,AWG,74748894151,-68.855444,118.148695
Inocențiu,Dobre,6550327151358,1915-06-20,"Drumul Veta Dumitrescu, Boldesti-Scaeni, 333408",Vaslui,0243 107 844,bb:12:74:db:cf:22,16.249.103.51,Director Magazin,RO94UWLG0673575482030784,ZAR,13938423137,6.841575,104.460220
Iuliana,Ababei,6220331423877,1968-09-23,"Drumul Nistor Nr. 87 Bl. 81  Sc. 69 Ap. 946, Eforie Nord, 779140",Hunedoara,0243 980 089,2f:82:1b:ce:d2:df,190.104.193.208,Asistent Maternal,RO46TRMU9573687426173933,BWP,82834979750,78.0069415,-35.587514
Silvian,Diaconu,6360113363640,1938-11-18,"Soseaua Dima, Focsani, 399604",Covasna,0766 532 215,74:e3:e8:3a:f4:d1,77.249.151.76,Merceolog,RO27FWDJ2606979694635260,GGP,76186709031,-59.734879,87.345252
Rebeca,Diaconescu,8780810027840,1999-12-15,"Aleea Tania Diaconescu, Bals, 275597",Timiș,0739 929 777,bf:34:17:0b:f4:9b,176.1.182.57,Electrician In Constructii Civile Si Industriale,RO10QWAC0271464107970013,LRD,57244681179,-38.713223,-76.366357
Leontina,Mazilescu,6330223162441,1954-01-14,"Bulevardul Norman Pușcașu Nr. 341, Buhusi, 360982",Vaslui,0729 800 917,52:1e:05:1c:22:26,82.153.230.138,Sef Complex Zootehnic,RO43BDHW5724957751509355,KYD,75643301290,0.6438945,-155.083152
Simi,Popescu,2391114108736,1926-09-30,"Intrarea Theodor Gheorghiu, Sfantu Gheorghe, 630249",Vrancea,0759 641 752,a7:49:b7:e3:e0:6f,30.100.176.25,Administrator Pensiune Turistica,RO95UHQD4644072536460766,USD,40517112518,-54.9115905,129.458065
Eleonora,Ardelean,1881219454199,1990-10-23,"Drumul Dorin Barbu Nr. 69, Bistrita, 353232",Sălaj,0266 148 267,a9:6d:72:ef:6a:7c,8.4.77.41,Operator Metrar-Volator-Dublator Textile,RO71VJPN8360658942529766,ETB,11565934640,-21.416490,5.484402
Maria,Pop,7250422460974,1958-08-03,"Strada Ioniță Nr. 591 Bl. 71  Sc. 13 Ap. 360, Cisnadie, 235730",Alba,0734 440 576,8a:ad:d7:19:a3:d4,98.167.165.142,Specialist In Proceduri Si Instrumente De Securitate A Istemelor Informatice,RO19CNTA1162376048876364,NOK,79275287535,59.075316,52.364595
Sava,Pușcașu,6191013343872,1975-10-14,"Strada Codrin Voinea Nr. 58, Horodnic de Sus, 102714",Brăila,0231 328 658,87:5c:74:bd:fc:55,135.155.28.18,Auditor Financiar,RO39YPBX0180909611747216,HRK,13419641703,-46.807105,-22.762953
Nae,Diaconu,7821213048452,1917-10-03,"Aleea Barbu Nr. 52, Deta, 585042",Arad,0753 188 274,65:f2:7e:65:99:7b,10.149.159.228,Expert Inginer Industrializarea Lemnului,RO86BMZM0780022745467837,MKD,53888080929,57.044322,-126.484502
Adrian,Ene,8910120443577,1994-07-03,"Strada Niță Nr. 843 Bl. 84  Sc. 45 Ap. 888, Covasna, 194916",Ialomița,0731 193 890,c8:44:b2:ea:b4:59,34.190.185.153,"Ofiter Bancar (Credite, Marketing, Produse Si Servicii Bancare)",RO13DJUY0544385131583997,RWF,81358142057,-61.3893095,-136.627697
Fabian,Ene,7290701187193,1944-10-04,"Intrarea Roxelana Dobre, Talmaciu, 448015",Prahova,0735 377 928,df:a7:6a:2f:04:8d,32.48.139.215,Plantator Elemente Electronice,RO65JKQT6332204561424836,RON,77264660562,81.0621435,-114.219343
Ciprian,Dinu,7451113120146,1941-03-16,"Intrarea Georgescu Nr. 186, Barbulesti, 405221",Caraș Severin,0234 881 806,cb:0b:7a:d3:92:7f,213.226.120.134,Muncitor Necalificat La Ambalarea Produselor Solide Si Semisolide,RO67WMDZ1571861366717871,QAR,14536673018,6.9681835,57.013986
Livia,Aanei,3710712084852,1919-01-30,"Aleea Dumitrescu, Uricani, 856771",Bihor,0764 978 570,9e:8e:5f:72:f2:75,169.50.157.184,Sef Lot Telecomunicatii,RO97DYMJ4797012086144592,SLL,49967390368,-53.2531185,48.816250
Antim,Voinea,6751227197091,2012-04-05,"Drumul Dochioiu Nr. 635, Fundulea, 187078",Tulcea,0240 617 948,0d:dc:57:9b:40:4c,210.216.201.112,Casier Trezorier,RO06FFJP8948697017370602,MKD,39083835682,38.2469455,-146.912073
Roberta,Albu,5580808360224,1967-12-09,"Soseaua Nemeș, Mogosoaia, 620948",Harghita,0234 269 540,1d:f6:30:23:ae:56,128.70.178.166,Viceguvernator,RO76MVCG3330440968531582,CRC,16346733406,66.214084,-52.725920
Nicoară,Aanei,4610714159425,1987-09-04,"Soseaua Octaviu Ioniță, Nasaud, 554414",Argeș,0725 997 502,ae:9d:f2:55:b8:83,131.103.254.22,Granulator/ Sortator Abrazive,RO47UVOS8703981690417976,AED,39716143529,83.778695,-161.174076
Grațiana,Niță,1390524405029,1948-03-30,"Bulevardul Dumitrescu, Magurele, 884658",București,0735 671 307,5c:57:20:8e:ee:48,155.55.1.93,Preparator-Presator Produse Din Carbune,RO81ICVS4539553487885960,PYG,98546942698,-61.8149515,-101.563997
Iosefina,Mazilescu,1280313352842,1957-05-23,"Soseaua Dinu Nr. 34 Bl. 23  Sc. 96 Ap. 122, Deta, 236037",Cluj,0764 344 085,f3:55:d4:9f:c6:5c,34.0.100.75,Redactor,RO84PXRY7564102754496423,MXN,40182656996,-22.2956145,154.089788
Izabela,Dima,2451002346262,1980-01-26,"Strada Preda, Raducaneni, 831990",Bacău,0780 394 077,2f:e9:94:a1:53:6e,74.179.19.95,Confectioner Rondele Din Pluta,RO76YPNF2069437259224516,BHD,7159940517,-41.7260925,-47.604021
Gregorian,Pușcașu,3981103085877,1925-10-22,"Strada Mocanu Nr. 418 Bl. 60  Sc. 13 Ap. 696, Eforie Nord, 829516",Dolj,0743 973 057,b4:f7:15:5b:a8:9f,222.59.17.128,"Meserias Intretinere Poduri Metalice, Viaducte Si Tuneluri",RO91MTDA1128802614435100,SVC,25529487057,58.7194745,156.697464
Lucia,Suciu,1270123100050,2004-02-03,"Strada Stan Nr. 236 Bl. 36  Sc. 78 Ap. 630, Rosiori de Vede, 467191",Maramureș,0249 320 693,3c:fe:f7:df:7b:ed,166.250.231.28,Specialisti Pentru Prevenire,RO43KATK9034528570332055,NAD,40092856985,63.6597735,146.735127
Augustina,Ionescu,1280517223782,2022-05-20,"Strada Popescu, Vicovu de Sus, 137539",Timiș,0736 723 755,75:ec:50:36:54:69,49.143.217.84,Cercetator In Calculatoare,RO30JQWU2036690148922919,CUC,22261020228,-86.9182685,160.666768
Aurelia,Eftimie,2301220437486,1951-07-28,"Aleea Tudor Nr. 98, Bacau, 779915",Harghita,0260 016 248,71:62:6c:55:d4:a3,116.225.154.55,Inspector De Specialitate Arhitect,RO64LNJP4795513984297631,EUR,6785963536,3.3593465,-79.331806
Noemi,Diaconescu,7050628333130,2010-01-24,"Aleea Eusebia Tudor, Moldova Veche, 487878",Gorj,0237 960 318,76:2d:41:80:76:24,52.202.179.93,Operator La Roboti Industriali,RO93LNCO7529434861162348,ERN,2543469054,-25.9495325,164.269601
Victoria,Tomescu,7051121053831,1929-09-02,"Soseaua Sava Stan Nr. 88, Nadlac, 818699",Ialomița,0765 067 488,2b:3d:e9:20:7c:a7,94.69.46.166,Consilier Geolog,RO73FTIB0523931241626615,RUB,95228256991,-47.750568,102.181709
Costache,Stoica,5381030243216,1963-01-23,"Soseaua Georgescu Nr. 574, Suceava, 512115",Teleorman,0244 231 018,52:b6:8a:f2:3e:5e,136.81.247.8,Economist-Sef,RO87DYGL9578607391193305,KWD,84204402376,-44.957986,155.706407
Natașa,Suciu,7250307041876,2017-12-08,"Strada Stan Nr. 826, Lupeni, 555047",Călărași,0264 276 630,86:c2:ec:1c:2b:13,113.118.108.103,Inspector De Specialitate In Administratia Publica,RO83KWZM7349813648053004,GMD,51976177533,-69.401044,70.420853
Pavel,Ababei,1300129121415,1939-01-12,"Drumul Mazilescu, Sinaia, 489989",Brașov,0724 453 925,f5:83:11:5f:88:f5,140.129.100.172,Montor Articole Din Piele,RO52FBZP8438220175708540,SYP,61038611106,-84.101831,-38.999215
Andra,Georgescu,2810808431970,2001-04-28,"Aleea Ioniță Nr. 699, Arbore, 453830",Galați,0239 104 109,0f:07:5b:50:be:de,93.49.230.63,Bibliotecar (Studii Superioare),RO63UAML0248715267702998,SCR,49766688785,7.753438,79.920893
Octavia,Cristea,8880511468485,1937-12-25,"Intrarea Stănescu, Arad, 701641",Cluj,0264 339 400,d0:de:ee:68:e1:7f,165.140.253.92,Consilier Inginer Horticol,RO16OEDE1930934713012656,MAD,28689801404,-10.487868,-61.276864
Ovidiu,Oprea,2911001345822,1946-11-16,"Intrarea Aanei, Ovidiu, 446808",Galați,0756 980 005,c3:93:85:c1:60:d0,33.104.84.65,Sef Mecanic Maritim/Fluvial,RO97ORDU7551111732037170,MVR,54273951412,-29.480578,-88.424668
Viorel,Popescu,6770214090581,2021-03-26,"Drumul Tamara Dinu, Dobroesti, 701141",Maramureș,0741 512 212,5a:97:1e:10:8f:41,161.164.71.119,Tamplar Mecanic La Rindeluit,RO18CCEW7927832359073946,TND,93428625794,57.0746865,151.543513
Visarion,Tudor,7380626205128,2023-07-22,"Aleea Dorian Aanei Nr. 71 Bl. 21  Sc. 35 Ap. 382, Huedin, 617491",Teleorman,0765 616 465,67:59:e5:d3:90:75,178.205.111.33,Comisar,RO38CDDT4271716642994165,TOP,2708687364,32.079965,162.105830
Emil,Dumitrescu,4570929267465,1997-01-23,"Intrarea Nistor Nr. 76 Bl. 88  Sc. 75 Ap. 465, Sannicolau Mare, 914204",Prahova,0262 675 910,b0:22:5b:e6:2a:f4,103.251.16.118,Emailator Prin Pulverizare,RO69USCU6059428324411526,DKK,3197096697,-76.7208205,-13.007562
Romulus,Popa,5421010367083,1938-11-27,"Drumul Cristea Dochioiu Nr. 46 Bl. 82  Sc. 95 Ap. 151, Fundeni, 143165",Cluj,0784 228 240,60:a0:3a:0c:b1:f6,102.212.76.0,Herghelegiu,RO56YNJA1385595725264050,BAM,72534949602,58.191386,-4.190511
Octavia,Mocanu,7090207324658,1938-10-07,"Bulevardul Nistor Nr. 293 Bl. 57  Sc. 66 Ap. 356, Siria, 454364",Gorj,0249 425 964,38:df:d4:16:0a:26,167.77.133.106,Urbanist,RO26EXPU8720616987091554,NZD,48163098218,20.861013,100.341575
Ioan,Niță,6160707148165,2000-08-14,"Bulevardul Voinea Nr. 22 Bl. 14  Sc. 17 Ap. 606, Uricani, 106666",Cluj,0250 825 755,f9:a7:1b:f2:5f:9e,5.13.78.17,Croitor-Stantator Piese Incaltaminte,RO79CIYH8756718707775855,CVE,57353881194,-44.4391145,-3.110142
Jasmina,Ene,7050215025290,2010-07-07,"Bulevardul Fabian Oprea Nr. 561 Bl. 69  Sc. 79 Ap. 656, Lugoj, 718803",Vâlcea,0739 839 158,eb:3c:4b:ff:7f:e1,157.89.229.27,"Confectioner Nasturi, Piepteni",RO86KONZ4927162798447799,MRO,60413210860,63.4286735,40.294674
Suzana,Marin,2490612283287,1950-05-25,"Intrarea Evelina Diaconu Nr. 743, Toplita, 660395",Dolj,0741 281 691,5e:94:17:af:93:20,28.187.177.218,Corodor Prin Procedee Chimice (Tiefdruc Si Zinco),RO96MTSA7611431395957984,MZN,8343123242,58.196930,-158.604530
Emil,Nistor,6441119427392,1946-11-28,"Intrarea Teohari Dobre Nr. 68, Buftea, 204646",Covasna,0732 333 480,c1:e9:54:4f:12:fd,139.111.207.188,Miner In Subteran Pentru Constructii,RO28WYBT6536277700765918,GIP,95430316986,51.1170015,164.022434
Ligia,Ene,2850920101129,1940-01-08,"Intrarea Nemeș Nr. 57, Barbulesti, 800899",Hunedoara,0763 490 780,bd:fc:53:46:dc:0b,183.221.79.33,Tehnician Pentru Sisteme Si Instalatii De Limitare Si Stingere A Incendiilor,RO14HIOO8968599052611171,DZD,41435553459,73.3668685,-41.084591
Dragoș,Ababei,7990713039343,1947-11-02,"Aleea Anghel Dobre Nr. 89, Miercurea-Ciuc, 338233",Ialomița,0724 527 616,e2:e6:eb:e1:a8:1a,219.208.79.130,Revizor General Siguranta Circulatiei,RO46JVFM2718708715824202,ETB,98776687703,24.2764435,-103.749304
Angel,Dima,7080623203831,1931-05-09,"Strada Ababei Nr. 859, Cudalbi, 546069",Teleorman,0740 476 995,bd:f3:89:e7:d8:9b,21.178.241.19,Sef Ferma Agricola (Agrozootehnica),RO55CWAD5576618629274310,FJD,31285403717,44.3877975,-131.114073
Leonard,Niță,4461207228593,1969-09-27,"Bulevardul Stan Nr. 643, Otelu Rosu, 430628",Gorj,0234 466 944,6b:0f:5c:3a:09:83,64.126.141.50,Inginer Topograf,RO08OEBE7057089940604020,MOP,2283615345,68.7343135,44.127133
Olga,Ionescu,7631116266858,2011-03-13,"Bulevardul Rafila Stancu Nr. 481 Bl. 37  Sc. 47 Ap. 972, Remetea, 968078",Mehedinți,0749 222 626,88:eb:4b:be:63:4b,101.210.82.65,Preparator Email,RO41EHWW6830911765209232,COP,69954055763,48.7289185,-14.787682
Marin,Cristea,1050708408521,1956-04-26,"Bulevardul Pop, Cluj-Napoca, 837749",Iași,0769 024 526,f0:0c:d4:17:53:aa,114.208.24.119,"Operator Navaditor, Lipitor, Innodator Fire",RO14VYVZ6403936225042148,UAH,57792831659,35.9746955,-2.513489
Teodora,Diaconu,5130122073488,1999-09-29,"Bulevardul Diaconescu Nr. 52 Bl. 99  Sc. 24 Ap. 864, Petrila, 563131",Vaslui,0258 752 732,b1:ba:4c:ba:bb:1a,38.47.15.69,Presator Piese Din Pulberi Metalice,RO64JEDR0493861853532325,SZL,7015283102,2.3218255,-58.098580
Marta,Diaconescu,4580625164664,1955-05-05,"Soseaua Iridenta Diaconescu Nr. 277 Bl. 34  Sc. 44 Ap. 202, Magurele, 760458",Brașov,0253 282 412,ad:c8:b8:42:73:ef,122.17.140.206,Educator In Unitati De Handicapati,RO16YPYI0678155559899197,KPW,86559155061,52.537509,-137.130437
Emanuel,Mocanu,2430811436774,1986-05-07,"Bulevardul Dima Nr. 12 Bl. 42  Sc. 58 Ap. 801, Peris, 854380",Botoșani,0768 349 993,ed:de:62:12:a6:a8,21.121.115.63,Specialist In Formare,RO39JPPN9699824729268585,PAB,33091794474,32.605487,-22.332991
Teea,Oprea,6590617278825,1929-11-29,"Drumul Oprea, Schela Cladovei, 340701",Vâlcea,0756 911 622,53:76:02:cb:05:65,48.108.62.120,Preparator La Concentratele Miniere,RO14LVLP6569136802114087,TZS,14318682550,-29.964615,8.898393
Lică,Mazilescu,4210505255654,1969-06-03,"Strada Veniamin Tudor, Segarcea, 635442",Cluj,0739 523 007,e7:82:12:cc:74:ef,54.93.107.64,Tehnician Reglementari/Omologari Oficiale,RO17QJSC9049087750652279,EGP,70080894858,-53.170535,55.343390
Mugurel,Nistor,1690923051725,1928-12-21,"Intrarea Nistor, Campina, 685093",Hunedoara,0244 387 993,fb:08:05:e2:2d:81,122.20.168.61,Tehnician Zootehnist ,RO41TQDD9308962448641947,LRD,11949027962,-1.1638805,133.857976
Theodor,Diaconu,6811029342011,1968-10-04,"Bulevardul Augustina Dochioiu Nr. 906, Calan, 504455",Ilfov,0731 302 757,c6:c9:a6:b6:fe:0e,17.241.71.70,Inginer De Cercetare In Calculatoare,RO76KRSY9924942039228360,SVC,36522730628,-36.048914,-38.268584
Edmond,Gheorghiu,1610927034094,1938-07-19,"Drumul Voinea, Dabuleni, 580052",Covasna,0765 974 848,a4:bc:67:88:bd:e2,110.63.18.240,Ajutor Maistru Filator,RO79GFUB3229852955895524,BHD,36478815353,88.917270,123.169442
Blanduzia,Popescu,4761212057149,1976-02-25,"Soseaua Pușcașu Nr. 448, Navodari, 778293",Satu Mare,0747 615 718,00:8e:80:45:da:8a,214.116.103.250,Director Unitate De Invatamant,RO20EVRD6195759581502648,KMF,94182397489,42.9194625,-12.029240
Antonia,Niță,4660801184453,1933-12-11,"Aleea Diaconu Nr. 881 Bl. 69  Sc. 82 Ap. 922, Tulcea, 202135",Brăila,0721 322 498,4d:8e:b4:75:a6:c0,88.109.132.224,Parinte Social,RO97IHAE7200235834301022,JPY,9405237042,-5.9921435,-36.789660
Adina,Niță,5760912261781,1978-08-25,"Bulevardul Pop Nr. 34, Poiana Mare, 516092",Cluj,0238 719 822,bd:4e:06:4f:41:4f,221.70.137.145,Emailator Prin Pulverizare,RO36DXTC1549351127213279,SDG,12662819004,-2.131907,91.933447
Emanuil,Florea,1861113256162,2007-01-16,"Strada Diaconu Nr. 69 Bl. 12  Sc. 45 Ap. 438, Husi, 206842",Sibiu,0765 098 949,8a:af:00:a0:46:6d,45.33.190.167,Asistent De Cercetare In Tehnologii Carbochimice,RO89JXNA8931623224485258,TND,81183289233,-1.293407,-44.066324
Nae,Pop,3241123050386,2013-03-05,"Strada Nistor Nr. 22, Darmanesti, 211629",Teleorman,0245 434 352,7f:e7:08:3b:75:eb,76.142.42.32,"Preparator Lacuri, Vopsele, Paste De Fludor Folosite La Aparataj Electric",RO75SJWK7713900086608867,SCR,61622940340,60.5553065,90.293959
Răzvan,Albu,3750727432289,1959-01-27,"Strada Barbu, Apahida, 501472",Ilfov,0246 174 124,9c:e7:36:70:82:94,108.188.39.45,Smantanitor,RO62HTYI9314155273142393,UYU,96762758982,87.961742,-79.820125
Gicu,Marin,7601117434630,1916-10-02,"Aleea Oprea Nr. 298 Bl. 87  Sc. 47 Ap. 674, Urziceni, 900910",Argeș,0736 001 817,a6:bc:3c:09:e0:65,137.169.38.83,Instructor Sportiv,RO48OAPK6826519013667971,BBD,94094575801,-23.284259,-94.424860
Pătru,Nistor,4110714458185,1953-10-21,"Aleea Dinu Nr. 493, Babadag, 783899",Bihor,0259 608 054,0a:c3:be:8d:e0:65,21.104.82.22,Asistent De Cercetare In Educatie Fizica Si Sport,RO70CINI5498846856579058,KZT,14579329577,-19.835150,116.692010
Severina,Georgescu,3021101148366,1934-10-04,"Bulevardul Marin Nr. 270 Bl. 59  Sc. 79 Ap. 643, Sancraiu de Mures, 138108",Bihor,0255 868 304,74:36:f5:be:bf:45,175.3.66.107,Consultant Cameral,RO38AMCS1063574184101587,BTN,97729502165,-5.3394035,101.986104
Lorin,Cristea,6410313043346,1935-10-29,"Aleea Alexandrina Stan Nr. 698 Bl. 14  Sc. 11 Ap. 556, Chitila, 608972",Hunedoara,0780 962 621,32:5b:94:d3:d5:1e,17.129.172.160,Instructor Auto,RO17EGGJ2865332698235675,UYU,5146018572,-86.691134,-111.764874
Codruț,Dima,6571004065267,1925-03-29,"Aleea Dinu Nr. 51, Pipera (Voluntari), 347840",Botoșani,0730 063 750,0d:03:b9:61:fc:14,36.71.238.85,Ghid Turism Speologic,RO98GAGE4268033106134267,XCD,62614848023,-83.133959,61.759721
Horia,Dobre,2880508443150,2012-02-23,"Soseaua Melania Albu, Ramnicu Valcea, 717016",Vâlcea,0268 760 227,1f:47:35:60:87:e2,146.131.186.204,Operator La Utilaje De Reabilitari Conducte Subterane,RO81JIWM0616951773650075,KHR,26049575688,-87.777979,-76.350265
Traian,Nistor,6891201416652,1976-03-08,"Intrarea Loredana Pușcașu, Murfatlar, 439752",Botoșani,0254 495 266,7c:41:0d:27:b3:ab,163.54.48.68,Inspector De Specialitate Chimist,RO51TNKZ3880256205798986,LKR,43589622236,50.891278,17.988151
Codruța,Mocanu,2551030298898,1925-04-19,"Soseaua Pușcașu Nr. 79, Hunedoara, 442733",Neamț,0721 968 415,1b:a6:67:91:19:2e,141.141.102.205,Operator La Instalatiile De Turbine Cu Abur Sau Gaze,RO40UNBQ9857943530085706,GHS,86189610589,60.542919,-39.119800
Jasmina,Dima,2100329240996,2012-07-25,"Soseaua Ene Nr. 33, Pucioasa, 174742",Constanța,0244 830 193,58:92:4d:0a:30:b2,54.130.171.63,Biolog,RO59ZCYH3549528860049163,DJF,14204098979,-57.584101,-1.446679
Daria,Diaconescu,4990501094520,2021-01-08,"Aleea Aanei Nr. 78 Bl. 75  Sc. 92 Ap. 734, Harsova, 654139",Prahova,0250 971 939,51:f2:d2:2b:ed:e6,194.159.177.159,Sef Departament Organizatie Sindicala,RO11GDAT1685195509811258,BRL,75415860153,40.4511515,-118.973414
David,Oprea,8920919376517,1912-07-13,"Drumul Nemeș Nr. 151 Bl. 12  Sc. 81 Ap. 449, Lunca Cetatuii, 375047",Vâlcea,0758 439 150,db:a7:8c:ec:4b:49,172.215.28.177,Reprezentant Tehnic,RO68ZEFM2025883446446517,TVD,31282793991,66.9851835,102.432244
Matilda,Popescu,7110515258478,1925-09-13,"Strada Stancu Nr. 613, Nadlac, 949720",Suceava,0768 558 608,e5:cc:81:83:87:7c,123.206.195.4,Cuptorar Produse Refractare,RO66OBNZ8700982360001319,BIF,4531115919,-40.456172,-65.646477
Vasile,Oprea,3101220115213,1983-08-06,"Aleea Tomescu Nr. 647 Bl. 84  Sc. 11 Ap. 197, Marghita, 479686",Teleorman,0735 000 045,a5:9b:d8:fb:13:78,125.241.171.217,Interpret In Limbaj Mimico-Gestual (Studii Superioare),RO94AUEZ1144309407995087,AZN,14571979701,85.0106325,-46.460220
Ilona,Stancu,4850828100110,2012-06-08,"Aleea Dinu Nr. 95 Bl. 24  Sc. 58 Ap. 668, Viseu de Sus, 505418",Olt,0720 727 127,27:27:98:b5:04:f8,41.119.106.191,Inginer Emisie,RO79JTKX9030972204013656,PEN,54039591002,62.034478,157.547371
Bucur,Stănescu,5971126260615,2009-05-31,"Strada Ene Nr. 582 Bl. 11  Sc. 57 Ap. 665, Baicoi, 169581",Brăila,0769 101 462,17:13:06:b8:2f:d4,122.38.149.64,Referent De Specialitate Ecolog,RO14AQBG2398148772348407,VND,6727866474,-58.515025,143.823778
