"personal_id","user_id","personal_number","birthdate","address","country","phone_number"
"2101","12065","7160815244395","1946-12-11","Intrarea Pop Nr. 96, Sovata, 247252","Sibiu","0237 413 971"
"2102","12066","5640931035257","1928-11-27","Strada Sava Ababei Nr. 790, Adjud, 567472","Vaslui","0756 828 233"
"2103","12068","2780127067530","1921-03-16","Soseaua Claudiu Diaconescu Nr. 254, Valea Mare (Negresti), 703007","Brașov","0751 648 573"
"2104","12069","7340315033432","1976-05-05","Aleea Dochioiu Nr. 21 Bl. 29  Sc. 89 Ap. 445, Botosani, 833231","Dolj","0723 099 224"
"2105","12070","8921017189716","1946-09-18","Bulevardul Diaconescu Nr. 89 Bl. 11  Sc. 16 Ap. 663, Schela Cladovei, 299223","Maramureș","0733 494 835"
"2106","12071","2021017426026","2015-07-26","Bulevardul Ariadna Dima Nr. 144, Cernavoda, 669020","Harghita","0760 690 259"
"2107","12072","6680428353673","1912-03-03","Bulevardul Toma, Maieru, 718100","Tulcea","0240 227 532"
"2108","12073","1891022288129","1940-11-11","Strada Nemeș Nr. 773, Intorsura Buzaului, 823786","Tulcea","0267 257 692"
"2109","12074","5321022466590","2008-03-31","Soseaua Popescu, Pascani, 403667","Vaslui","0770 559 728"
"2110","12075","4061023189356","2003-06-22","Bulevardul Barbu Nr. 135 Bl. 91  Sc. 99 Ap. 261, Sangeorgiu de Mures, 264188","Prahova","0739 541 875"
"2111","12076","8190227134452","1908-06-10","Aleea Mazilescu Nr. 74, Rodna, 782261","Prahova","0738 093 862"
"2112","12077","2880607409954","1976-10-16","Aleea Giorgian Preda Nr. 205, Covasna, 511999","Hunedoara","0786 492 437"
"2113","12078","7770217356550","1950-12-26","Aleea Eftimie Nr. 174 Bl. 44  Sc. 77 Ap. 341, Beclean, 449401","Timiș","0764 581 645"
"2114","12079","6110303117781","1994-01-14","Intrarea Niță, Campulung, 933465","București","0740 190 605"
"2115","12080","3110109035632","1975-01-28","Intrarea Stancu Nr. 792 Bl. 80  Sc. 10 Ap. 245, Lumina, 735155","Brăila","0235 793 996"
"2116","12081","7510515026348","2004-03-02","Aleea Dochioiu Nr. 13, Nasaud, 528431","Mureș","0249 712 761"
"2117","12082","5171031111330","2005-01-08","Drumul Ene Nr. 98, Moreni, 160227","Sibiu","0248 046 714"
"2118","12083","6900719249236","1992-09-02","Aleea Preda Nr. 333 Bl. 66  Sc. 43 Ap. 137, Ramnicu Sarat, 354605","Caraș Severin","0734 234 760"
"2119","12084","3830823387805","1967-06-08","Bulevardul Ioniță Nr. 22 Bl. 76  Sc. 88 Ap. 903, Vaslui, 530973","Bacău","0737 397 719"
"2120","12085","4191207127365","1942-12-13","Intrarea Adelin Ioniță Nr. 97, Moldova Veche, 343799","Galați","0243 459 809"
"2121","12086","4270606127462","1961-05-19","Strada Tudor Nr. 27, Baia Sprie, 553752","Călărași","0262 216 819"
"2122","12087","4380329300555","1913-11-23","Drumul Eleonora Oprea, Bacau, 475137","Maramureș","0766 010 933"
"2123","12088","4681117181160","1969-09-27","Aleea Marin Nr. 26, Chisineu-Cris, 379260","Ilfov","0768 137 555"
"2124","12089","2840120043656","1971-10-03","Aleea Ionică Cristea Nr. 11 Bl. 24  Sc. 28 Ap. 491, Sinaia, 673369","Alba","0761 597 022"
"2125","12090","5170412404098","1936-03-07","Bulevardul Voinea Nr. 97, Salonta, 103620","Satu Mare","0262 428 070"
"2126","12091","8450917340458","1974-01-06","Strada Dochioiu Nr. 87 Bl. 67  Sc. 10 Ap. 354, Poienile de sub Munte, 485516","Bihor","0258 344 414"
"2127","12092","8450516418407","1960-06-28","Strada Tomescu Nr. 63, Resita, 394539","Satu Mare","0735 493 027"
"2128","12093","4111031162282","1924-11-25","Drumul Carla Pușcașu Nr. 719 Bl. 12  Sc. 36 Ap. 409, Tufesti, 411132","Timiș","0759 316 171"
"2129","12094","6470825268005","1980-12-28","Drumul Marin Nr. 79 Bl. 65  Sc. 20 Ap. 358, Dobroesti, 488357","Hunedoara","0252 747 656"
"2130","12095","6500716450443","1973-03-21","Intrarea Costel Diaconescu Nr. 884 Bl. 33  Sc. 82 Ap. 848, Sighisoara, 326267","Suceava","0738 521 859"
"2131","12096","5711024263804","1969-07-20","Drumul Vera Diaconescu Nr. 725 Bl. 31  Sc. 32 Ap. 907, Dragalina, 956811","Brăila","0251 843 986"
"2132","12097","5451020390701","2000-02-13","Aleea Ababei, Resita, 951426","Cluj","0745 638 863"
"2133","12098","7570207128037","1957-01-07","Soseaua Nistor, Turnu Magurele, 501898","Vâlcea","0749 799 622"
"2134","12099","2411001416403","1977-07-28","Strada Suciu Nr. 25, Vicovu de Sus, 201422","Galați","0768 238 889"
"2135","12100","8360402062940","1960-05-11","Bulevardul Aanei Nr. 943 Bl. 99  Sc. 16 Ap. 632, Corund, 162970","Buzău","0752 464 708"
"2136","12101","6700408244753","1969-06-03","Aleea Voinea Nr. 292 Bl. 50  Sc. 28 Ap. 240, Tandarei, 907768","Harghita","0730 776 193"
"2137","12102","3351012256813","2007-02-13","Aleea Georgescu Nr. 36, Reghin, 712403","Brăila","0269 241 172"
"2138","12103","5590230246163","1991-12-01","Aleea Stela Niță Nr. 33, Babeni, 204276","Covasna","0266 371 923"
"2139","12104","5820121373944","2005-04-10","Aleea Alexe Ioniță, Modelu, 935016","Harghita","0262 581 343"
"2140","12105","4261111314588","1945-11-16","Drumul Adonis Albu Nr. 235 Bl. 85  Sc. 31 Ap. 270, Petrosani, 901854","Suceava","0711 151 532"
"2141","12106","8230809449511","1952-01-30","Intrarea Natalia Dochioiu, Medias, 797709","Vâlcea","0742 608 430"
"2142","12229","7251216121261","1934-07-12","Soseaua Victoria Popescu Nr. 498, Fieni, 749869","Argeș","0238 130 948"
"2143","12107","2651013464357","2018-12-20","Bulevardul Tomescu Nr. 109 Bl. 79  Sc. 10 Ap. 452, Curcani, 393060","Bacău","0249 111 095"
"2144","12108","4490408319844","2007-11-20","Drumul Stan Nr. 321, Paunesti, 797697","Olt","0738 951 576"
"2145","12109","6600502215893","1908-07-12","Soseaua Marin Gheorghiu Nr. 11, Feldru, 379043","Brăila","0739 643 305"
"2146","12110","8501220258321","2012-03-26","Bulevardul Georgescu Nr. 67 Bl. 28  Sc. 75 Ap. 401, Ruscova, 377246","Alba","0253 116 200"
"2147","12111","3681013109283","1994-02-22","Intrarea Nidia Ardelean Nr. 288, Cornetu, 941779","Vâlcea","0247 680 060"
"2148","12112","2740627107141","1972-09-05","Bulevardul Georgescu Nr. 358, Cernavoda, 867278","Dâmbovița","0751 269 317"
"2149","12113","6970709412398","1936-04-30","Drumul Stan Nr. 58, Bocsa, 960243","Vrancea","0235 091 398"
"2150","12114","7660521464749","1998-10-29","Strada Preda Nr. 239 Bl. 49  Sc. 18 Ap. 501, Urlati, 764901","Covasna","0236 868 720"
"2151","12115","4630520013151","1957-11-04","Strada Marin, Moinesti, 760876","Ialomița","0247 991 536"
"2152","12116","3510431268613","2008-10-04","Intrarea Tomescu Nr. 66, Maieru, 839797","Maramureș","0758 011 027"
"2153","12117","5360408014738","1984-01-01","Soseaua Sanda Ababei Nr. 425, Insuratei, 633866","București","0721 309 481"
"2154","12118","5280419259645","2023-11-28","Strada Ene Nr. 54, Chisineu-Cris, 884248","Cluj","0251 858 366"
"2155","12119","8510824165361","1919-01-02","Drumul Florea Nr. 35 Bl. 22  Sc. 11 Ap. 248, Pogoanele, 112256","Arad","0770 659 990"
"2156","12120","1140103453628","1996-05-02","Drumul Mazilescu, Zimnicea, 380085","Brăila","0249 572 145"
"2157","12121","6750415435595","1931-08-05","Strada Mariana Voinea, Fundulea, 736323","Ilfov","0748 326 005"
"2158","12122","2580323236935","1974-11-24","Aleea Ene Nr. 229, Medgidia, 538681","Olt","0738 128 637"
"2159","12123","5180408129820","1908-09-15","Intrarea Tudor Tomescu Nr. 47 Bl. 49  Sc. 70 Ap. 751, Caransebes, 539345","Cluj","0725 645 501"
"2160","12124","7790517245255","1943-03-15","Bulevardul Pop Nr. 59, Caracal, 276160","Arad","0756 428 243"
"2161","12125","7181028243379","1997-12-21","Drumul Cristea, Adjud, 914963","Olt","0265 051 425"
"2162","12126","4810816409969","1960-04-17","Strada Sabina Pușcașu Nr. 419, Dabuleni, 366786","Galați","0250 803 346"
"2163","12127","2991229427901","1995-02-21","Bulevardul Ionescu Nr. 412 Bl. 17  Sc. 41 Ap. 662, Dragu-Brad, 130277","Giurgiu","0780 600 057"
"2164","12128","6351009177400","1940-10-03","Strada Maxim Voinea Nr. 535, Darmanesti, 997251","Dolj","0254 460 257"
"2165","12129","2490821145586","1958-08-19","Soseaua Aurica Stănescu Nr. 14, Fundulea, 192353","Ialomița","0767 713 190"
"2166","12130","6870910164900","2014-10-07","Drumul Tiberiu Popa Nr. 51, Breaza de Sus, 561513","Prahova","0231 922 432"
"2167","12131","1530818251395","1992-09-10","Drumul Suciu, Campia Turzii, 872410","Ilfov","0763 240 890"
"2168","12132","4970321375131","1964-04-29","Soseaua Stoica Nr. 962 Bl. 34  Sc. 15 Ap. 531, Sacele, 597625","Argeș","0721 206 774"
"2169","12133","7890920346881","2016-03-02","Aleea Cristina Diaconescu, Campina, 468793","Satu Mare","0233 830 209"
"2170","12134","4850817204747","1919-06-04","Bulevardul Stănescu Nr. 942, Odobesti, 518215","Bihor","0771 863 172"
"2171","12135","7400205515252","1946-06-27","Bulevardul Marin, Raducaneni, 334285","Bihor","0742 439 453"
"2172","12136","5500506235171","1990-10-29","Intrarea Antim Dima Nr. 55 Bl. 73  Sc. 69 Ap. 821, Fagetel (Remetea), 533017","Vrancea","0730 939 071"
"2173","12137","6680425390214","1998-12-17","Drumul Florea Nr. 84 Bl. 97  Sc. 31 Ap. 986, Bumbesti-Jiu, 493827","Sibiu","0727 092 348"
"2174","12138","5580815389441","2012-01-09","Soseaua Iancu Georgescu Nr. 845 Bl. 64  Sc. 10 Ap. 191, Pascani, 714934","Bihor","0244 207 977"
"2175","12139","8450719234195","1970-04-19","Bulevardul Ababei Nr. 637 Bl. 94  Sc. 32 Ap. 522, Poienile de sub Munte, 372940","Covasna","0744 496 957"
"2176","12140","7341222381150","1988-10-02","Bulevardul Georgescu Nr. 442, Mihail Kogalniceanu, 827527","Olt","0759 490 990"
"2177","12141","1381103188365","1986-01-21","Intrarea Gheorghiu Nr. 258, Campina, 961186","București","0238 744 908"
"2178","12142","8200608197573","1950-03-01","Aleea Romeo Dima, Lupeni, 405847","Covasna","0237 644 136"
"2179","12143","2140402305954","1948-01-19","Intrarea Nistor Nr. 53, Afumati, 615251","Vrancea","0738 318 303"
"2180","12144","7120528403553","2015-01-20","Bulevardul Dida Dumitrescu Nr. 727, Huedin, 398007","Brăila","0265 061 207"
"2181","12145","4280504072616","2011-09-15","Soseaua Albu Nr. 268 Bl. 66  Sc. 23 Ap. 772, Marghita, 151495","Ialomița","0747 977 506"
"2182","12146","6680926245977","1922-06-05","Bulevardul Narcisa Marin Nr. 796 Bl. 87  Sc. 32 Ap. 650, Tunari, 342000","Giurgiu","0738 658 793"
"2183","12147","3930430212287","1967-06-17","Soseaua Florea Nr. 272, Curtea de Arges, 704251","Ialomița","0788 642 804"
"2184","12148","6120930309927","2010-06-24","Intrarea Suciu, Dancu, 281953","Constanța","0784 245 855"
"2185","12149","1870902269403","1966-06-03","Intrarea Ionescu Nr. 147, Reghin, 503342","Cluj","0754 430 141"
"2186","12150","6120712527641","1971-09-24","Aleea Eftimie, Calafat, 116572","Galați","0231 555 399"
"2187","12151","3351221261440","1970-07-17","Strada Magdalena Ioniță Nr. 413 Bl. 47  Sc. 73 Ap. 285, Sabaoani, 639415","Dâmbovița","0722 953 237"
"2188","12152","6230212057962","1970-10-03","Drumul Stan, Lipova, 680127","Călărași","0741 850 805"
"2189","12153","3721223049405","1942-09-08","Intrarea Silvian Dima Nr. 56, Tunari, 543595","Arad","0740 425 665"
"2190","12154","2400230180540","1933-06-06","Soseaua Tudor Nr. 505 Bl. 65  Sc. 99 Ap. 688, Petrila, 750401","Vrancea","0758 499 306"
"2191","12155","6280721463903","1938-05-20","Soseaua Mazilescu Nr. 130 Bl. 28  Sc. 16 Ap. 455, Miercurea-Ciuc, 470051","Galați","0248 118 518"
"2192","12156","1101112275644","1962-09-01","Bulevardul Anuța Florea Nr. 662, Valea Mare (Babeni), 327420","Suceava","0755 143 955"
"2193","12157","5380724266881","1922-07-13","Aleea Voinea, Aiud, 193497","Cluj","0772 712 054"
"2194","12158","4830830326665","1983-07-11","Soseaua Dina Pop Nr. 214 Bl. 40  Sc. 21 Ap. 181, Dorohoi, 552362","Prahova","0722 478 410"
"2195","12159","7640901274779","1963-02-21","Intrarea Emilia Nistor Nr. 307, Campia Turzii, 883773","Harghita","0231 824 927"
"2196","12160","6030410032618","1985-06-30","Bulevardul Codin Dinu Nr. 76 Bl. 84  Sc. 89 Ap. 190, Vlahita, 170348","Buzău","0746 439 532"
"2197","12161","7090603322690","2017-08-31","Bulevardul Clara Albu Nr. 988, Branesti, 544401","Bihor","0738 424 646"
"2198","12162","1230811180202","1953-10-28","Drumul Pușcașu Nr. 23, Radauti, 689237","Galați","0239 861 912"
"2199","12163","1620527197833","1942-10-07","Drumul Manole Nr. 901, Buhusi, 984433","Constanța","0234 176 597"
"2200","12164","4960121259716","1983-12-31","Bulevardul Barbu Nr. 528, Raducaneni, 307423","Teleorman","0242 096 049"
"2201","12165","5980603369081","2013-04-26","Aleea Dochioiu, Rasnov, 891526","Alba","0732 068 088"
"2202","12166","2530431051741","1951-11-03","Intrarea Cristea, Huedin, 263789","Tulcea","0231 326 731"
"2203","12167","3450930049621","2011-05-28","Soseaua Georgescu Nr. 526 Bl. 61  Sc. 23 Ap. 422, Reghin, 600444","Mureș","0235 054 836"
"2204","12168","1100111063667","1965-01-30","Bulevardul Barbu, Reghin, 929262","Iași","0243 374 647"
"2205","12169","2880402235617","2023-05-06","Strada Profira Voinea Nr. 31 Bl. 46  Sc. 71 Ap. 508, Pucioasa, 622280","Harghita","0737 727 619"
"2206","12170","1891117137021","1971-02-02","Intrarea Pop Nr. 78 Bl. 45  Sc. 36 Ap. 770, Sancraiu de Mures, 434935","Vrancea","0261 523 157"
"2207","12171","6670418282915","2008-12-02","Aleea Voinea Nr. 67, Teius, 153890","Vrancea","0784 653 868"
"2208","12172","1151001466321","1927-01-04","Drumul Suciu Nr. 29, Aiud, 107515","Mureș","0264 270 124"
"2209","12173","8800723189114","1982-12-12","Aleea Stoica Nr. 609, Pecica, 878900","București","0784 240 676"
"2210","12174","1640609419415","1933-03-30","Soseaua Bogdana Oprea, Titu, 686035","Tulcea","0771 469 385"
"2211","12175","5380211298439","1984-09-18","Bulevardul Dinu, Fagaras, 156098","Bacău","0788 723 691"
"2212","12176","3550604205181","1908-08-07","Bulevardul Valentina Ardelean, Zimnicea, 961776","Maramureș","0757 146 436"
"2213","12177","4010514101197","1952-09-28","Drumul Niță, Fundeni, 273436","Olt","0240 046 481"
"2214","12178","7760812412356","1988-05-20","Aleea Florea Nr. 864 Bl. 39  Sc. 65 Ap. 891, Talmaciu, 820575","Cluj","0237 276 535"
"2215","12179","5180824433585","1932-10-27","Aleea Zamfir Dumitrescu, Tomesti, 308025","Olt","0711 769 918"
"2216","12180","2421008077352","2010-12-06","Bulevardul Georgescu Nr. 159, Mogosoaia, 547410","Galați","0739 281 216"
"2217","12181","5980903011977","1982-05-31","Aleea Aurică Stoica Nr. 738 Bl. 76  Sc. 89 Ap. 534, Fetesti-Gara, 240884","Mehedinți","0726 602 100"
"2218","12182","5201102147279","1952-06-06","Soseaua Florea Nr. 572 Bl. 68  Sc. 28 Ap. 112, Oravita, 742115","Bistrița-Năsăud","0720 631 188"
"2219","12183","1501021053406","1945-09-12","Aleea Ancuța Diaconu, Afumati, 438215","Tulcea","0749 215 168"
"2220","12184","1900715181500","2013-02-20","Soseaua Georgia Ene Nr. 131, Fundeni, 828008","Vrancea","0723 884 095"
"2221","12185","2280924160486","1979-08-18","Strada Georgescu Nr. 31, Campulung Moldovenesc, 355962","Bacău","0236 646 079"
"2222","12186","3660215158080","1937-07-01","Aleea Panait Albu, Barlad, 681351","Satu Mare","0769 453 979"
"2223","12187","6940119438456","1924-07-03","Intrarea Cristea Nr. 199 Bl. 78  Sc. 61 Ap. 226, Targu Jiu, 795518","Alba","0746 604 557"
"2224","12188","4510830137539","1940-06-13","Bulevardul Stoica Nr. 73, Dragalina, 541155","Vâlcea","0751 434 815"
"2225","12189","1590809152591","2004-10-31","Bulevardul Stănescu Nr. 467, Maieru, 600296","Bacău","0728 812 607"
"2226","12190","5610315258719","2012-11-27","Strada Gheorghiu Nr. 286, Rosiori de Vede, 517364","Dolj","0233 480 441"
"2227","12191","6451209072523","1931-10-08","Aleea Axinte Popescu, Petrosani, 344782","Mehedinți","0753 693 543"
"2228","12192","1400117102661","1996-08-18","Intrarea Dima Nr. 93 Bl. 85  Sc. 51 Ap. 620, Fundeni, 847134","Brăila","0734 882 654"
"2229","12193","5901202269309","1908-07-10","Strada Popa Nr. 68 Bl. 17  Sc. 99 Ap. 427, Valea Caselor (Dragasani), 117896","Tulcea","0770 817 304"
"2230","12194","1430802263638","1948-10-11","Intrarea Ionică Ioniță Nr. 479, Odobesti, 418550","Iași","0725 071 762"
"2231","12195","6170305363483","1955-10-14","Aleea Aanei Nr. 43 Bl. 95  Sc. 94 Ap. 671, Targu Ocna, 650497","Ialomița","0730 813 104"
"2232","12196","8710802029310","1944-05-25","Intrarea Pușcașu, Sovata, 672349","Mureș","0735 676 068"
"2233","12197","7780514398191","1999-05-02","Bulevardul Stoica, Ianca, 800531","Bacău","0741 525 795"
"2234","12198","6050331388367","1934-02-26","Soseaua Margareta Nemeș, Mangalia, 150134","Brăila","0760 011 593"
"2235","12199","7580219134423","1979-03-06","Drumul Popa, Dorohoi, 122633","Hunedoara","0258 114 393"
"2236","12200","8050930401726","2011-07-25","Intrarea Popescu Nr. 46, Dragasani, 666789","Hunedoara","0739 462 635"
"2237","12201","8460622409694","1908-11-28","Intrarea Tudora Dobre Nr. 639, Reghin, 812501","Galați","0266 453 921"
"2238","12202","8880429186179","1979-11-01","Soseaua Atena Toma, Sannicolau Mare, 602721","Constanța","0243 893 313"
"2239","12203","7350328417929","2003-01-15","Aleea Stănescu Nr. 117, Gilau, 903213","Covasna","0725 038 762"
"2240","12204","4191222441773","2017-07-16","Drumul Vlad Tudor Nr. 930, Sadova, 681717","Caraș Severin","0746 445 680"
"2241","12205","3360302298093","1938-04-12","Strada Marin Nr. 371, Vicovu de Jos, 559091","București","0784 379 465"
"2242","12206","5130610230818","2006-02-22","Strada Cătălina Nistor Nr. 942, Rasnov Romacril, 386091","Cluj","0242 362 662"
"2243","12207","4211019373763","1956-08-20","Intrarea Marin Nr. 76, Constanta, 905160","Vaslui","0266 002 793"
"2244","12208","2590126180070","1951-08-04","Aleea Leopoldina Dima, Seini, 216943","Cluj","0238 406 407"
"2245","12209","7670120437401","1918-11-28","Drumul Achim Ababei, Salonta, 187690","Buzău","0720 291 683"
"2246","12210","5481002379833","1956-06-03","Soseaua Tabacu Nr. 292, Rodna, 503530","Vaslui","0742 053 680"
"2247","12211","1270226328771","1948-08-13","Strada Barbu, Zimnicea, 231525","Bihor","0233 274 610"
"2248","12212","4520126079397","1920-05-01","Strada Lorelei Nistor Nr. 53 Bl. 80  Sc. 25 Ap. 510, Tulcea, 439986","Cluj","0784 758 095"
"2249","12213","6021209063747","1982-09-27","Strada Stoica, Tudora, 654754","Mehedinți","0251 922 356"
"2250","12214","1140804194594","1968-03-21","Soseaua Ilinca Georgescu Nr. 850, Sebes, 673489","Sălaj","0780 535 317"
"2251","12215","8570107088712","1995-05-31","Intrarea Suzana Tomescu Nr. 874 Bl. 34  Sc. 37 Ap. 200, Alba Iulia, 890265","Botoșani","0723 207 772"
"2252","12216","3180928389271","1954-11-28","Strada Ardelean, Odorheiu Secuiesc, 350259","Gorj","0251 857 861"
"2253","12217","1370123061201","2023-05-04","Strada Pușcașu Nr. 915 Bl. 44  Sc. 25 Ap. 494, Beclean, 493389","Gorj","0722 537 775"
"2254","12218","5680631279246","1971-09-24","Drumul Oprea, Comanesti, 788902","Ialomița","0772 227 323"
"2255","12219","4981228458326","1927-09-16","Drumul Preda Nr. 57, Breaza de Sus, 751322","Timiș","0772 891 296"
"2256","12220","1410702281540","2007-03-02","Bulevardul Mazilescu Nr. 42, Tomesti, 986686","Giurgiu","0727 464 496"
"2257","12221","7540128011628","1961-06-09","Drumul Popa Nr. 844 Bl. 29  Sc. 64 Ap. 356, Otopeni, 947806","Ialomița","0728 615 013"
"2258","12222","3491011066092","2024-01-17","Intrarea Dima Nr. 267, Pechea, 408396","Botoșani","0245 333 594"
"2259","12223","1590705146888","1980-05-26","Drumul Angela Pop Nr. 20 Bl. 78  Sc. 12 Ap. 270, Timisoara, 371663","Arad","0247 315 566"
"2260","12224","1990128016614","1981-02-18","Drumul Tabacu, Vaslui, 325393","Bihor","0755 133 771"
"2261","12225","7100907269318","1934-08-06","Aleea Stan Nr. 50 Bl. 50  Sc. 94 Ap. 624, Sabaoani, 723173","Buzău","0256 734 509"
"2262","12226","5880903382301","2007-06-19","Bulevardul Aurelian Mocanu Nr. 519 Bl. 13  Sc. 17 Ap. 807, Aiud, 376599","Caraș Severin","0730 010 337"
"2263","12227","7980210176507","1979-02-16","Intrarea Sabrina Dobre, Sebis, 952339","Caraș Severin","0243 526 517"
"2264","12228","1680228404853","1921-12-05","Aleea Diaconu Nr. 31, Cobadin, 957860","Arad","0730 123 205"
"2265","12230","5721115207225","1935-08-06","Bulevardul Severina Popa, Lugoj, 385559","Giurgiu","0253 049 585"
"2266","12231","2810527459029","1961-11-28","Strada Mazilescu, Gura Humorului, 648589","Vrancea","0769 690 736"
"2267","12232","6041029527887","1931-10-14","Aleea Ababei Nr. 673, Roman, 108125","Mehedinți","0756 428 237"
"2268","12233","7170629460946","1925-10-12","Intrarea Suciu, Adjud, 134759","Tulcea","0746 877 684"
"2269","12234","7821129411403","1960-04-03","Drumul Tudorița Albu Nr. 432 Bl. 24  Sc. 96 Ap. 599, Zimnicea, 327735","Hunedoara","0720 386 519"
"2270","12235","4580319354740","1933-05-13","Strada Ecaterina Stănescu Nr. 98 Bl. 54  Sc. 21 Ap. 523, Calafat, 175238","Bihor","0244 673 748"
"2271","12236","3121004355253","2011-12-29","Drumul Bogdan Preda Nr. 67 Bl. 30  Sc. 16 Ap. 292, Targu Lapus, 757126","Bistrița-Năsăud","0758 079 447"
"2272","12237","8020503046219","1990-10-27","Drumul Ababei Nr. 38, Horodnic de Sus, 857938","Călărași","0755 792 859"
"2273","12238","2000119014387","1943-01-27","Aleea Barbu Nr. 627, Stei, 395422","Giurgiu","0780 863 474"
"2274","12239","8480227194529","1992-11-10","Soseaua Oprea Nr. 44, Copsa Mica, 769452","Iași","0780 869 027"
"2275","12240","4250704378154","2007-02-16","Drumul Ioniță, Tufesti, 408020","Alba","0768 015 433"
"2276","12241","1141102029002","1933-06-01","Soseaua Dima Nr. 240, Baicoi, 874124","Bacău","0734 595 273"
"2277","12242","4280628344967","1973-12-02","Bulevardul Ene Nr. 72, Savinesti, 314941","Giurgiu","0772 489 265"
"2278","12243","8180830126088","1960-01-22","Soseaua Jeana Nistor Nr. 94 Bl. 71  Sc. 42 Ap. 749, Segarcea, 944381","Timiș","0241 959 515"
"2279","12244","2230316330325","1988-12-05","Intrarea Florea, Strehaia, 334368","Maramureș","0738 237 616"
"2280","12245","5700426437148","1965-05-21","Aleea Cristea, Ramnicu Valcea, 848880","Giurgiu","0758 905 869"
"2281","12246","4770316014234","1949-01-29","Soseaua Antonela Tabacu Nr. 55 Bl. 61  Sc. 76 Ap. 598, Satu Mare, 743619","Bacău","0784 277 897"
"2282","12247","7820723289412","1985-12-15","Bulevardul Tudor Nr. 810, Victoria, 744950","Satu Mare","0242 299 278"
"2283","12248","3530826188225","1916-07-16","Intrarea Mocanu Nr. 680, Cisnadie, 611170","Mureș","0785 629 319"
"2284","12249","5800431278578","1928-01-16","Strada Sânziana Pușcașu Nr. 199 Bl. 64  Sc. 34 Ap. 990, Voluntari, 643217","Olt","0763 930 805"
"2285","12250","4010404465029","1932-03-10","Strada Diaconescu Nr. 77 Bl. 84  Sc. 92 Ap. 790, Oituz, 112321","Vrancea","0735 194 637"
"2286","12251","4460209286256","1997-11-21","Soseaua Marin, Zarnesti, 446624","Timiș","0241 832 535"
"2287","12252","3030507119591","1987-01-16","Intrarea Toma Nr. 66 Bl. 60  Sc. 78 Ap. 301, Deva, 879094","Botoșani","0753 352 761"
"2288","12253","8510329256198","1987-12-10","Strada Pop, Botosani, 587517","Arad","0729 308 687"
"2289","12254","4460410406781","2011-04-19","Strada Pop, Apahida, 706111","Timiș","0754 420 585"
"2290","12255","2070113092972","2003-05-01","Drumul Dumitrescu Nr. 615 Bl. 92  Sc. 82 Ap. 370, Cugir, 363150","Neamț","0721 643 463"
"2291","12256","8801030383019","1991-10-03","Drumul Ardelean, Motatei, 673123","Buzău","0711 907 394"
"2292","12257","6630527072998","1996-01-25","Intrarea Gheorghiu, Pascani, 302641","Olt","0734 417 374"
"2293","12258","1140331251906","1949-02-24","Aleea Suciu Nr. 241 Bl. 55  Sc. 35 Ap. 327, Lupeni, 737273","Sibiu","0759 217 934"
"2294","12259","2390813279903","2003-02-07","Aleea Popescu, Cudalbi, 137133","Suceava","0743 455 107"
"2295","12260","2100506284351","2019-04-07","Drumul Stancu Nr. 89, Titu, 774574","Vrancea","0237 989 861"
"2296","12261","2130609217107","1956-04-10","Aleea Dochioiu Nr. 67 Bl. 46  Sc. 15 Ap. 864, Miercurea-Ciuc, 420873","Suceava","0755 349 617"
"2297","12262","2520704351991","1913-09-20","Bulevardul Gheorghiu, Sangeorgiu de Mures, 972080","Brașov","0727 549 227"
"2298","12263","3570419388049","1915-01-24","Soseaua Stoica Nr. 855 Bl. 48  Sc. 48 Ap. 836, Otopeni, 332210","Tulcea","0238 216 860"
"2299","12264","5550502248850","1998-09-24","Bulevardul Stănescu, Hunedoara, 574280","Vaslui","0751 170 481"
"2300","12265","6831021254426","2001-07-05","Soseaua Draga Dobre Nr. 911 Bl. 22  Sc. 20 Ap. 140, Valea Mare (Babeni), 939423","Dâmbovița","0768 466 903"
"2301","12266","6120114048075","1927-08-23","Drumul Voinea, Glina, 885882","Botoșani","0266 949 759"
"2302","12267","1640613067961","1947-06-28","Bulevardul Ionescu Nr. 53 Bl. 13  Sc. 86 Ap. 705, Jibou, 373024","Botoșani","0258 135 134"
"2303","12268","2270912520891","2022-01-25","Intrarea Caterina Dinu Nr. 23, Pitesti, 347104","Caraș Severin","0747 248 397"
"2304","12269","2820920116999","1915-06-10","Intrarea Maximilian Manole Nr. 86, Pitesti, 744995","Brăila","0749 621 301"
"2305","12310","1800622247694","1933-04-24","Aleea Dinu Nr. 392, Campina, 415712","Harghita","0254 667 896"
"2306","12270","7170613445295","1937-06-01","Drumul Ababei Nr. 11 Bl. 26  Sc. 59 Ap. 321, Constanta, 486090","Vaslui","0247 750 808"
"2307","12271","3440430323594","1968-10-09","Soseaua Aanei Nr. 274 Bl. 58  Sc. 64 Ap. 200, Bosanci, 545923","Caraș Severin","0238 094 415"
"2308","12272","7720931169887","1958-08-29","Drumul Pușcașu Nr. 84 Bl. 60  Sc. 26 Ap. 558, Codlea, 868863","Bistrița-Năsăud","0763 147 291"
"2309","12273","1930625263367","1983-02-10","Bulevardul Marin Nr. 87, Corund, 280037","Vaslui","0722 996 737"
"2310","12274","6810408331231","1949-06-11","Intrarea Barbu Nr. 64 Bl. 26  Sc. 72 Ap. 519, Dobroesti, 524987","Sălaj","0258 433 030"
