,phone_number,birthdate,address,job
1988,0771 946 308,1931-11-13,ac3eb0b823a9270c415e539dab72d8b1e370bb9b441432711d2ef87893d4e05d,Deputat
1989,0258 669 810,1983-03-19,94a79a99f6d3446cc17a437dea914d337e016c0dd3285fe4ced3057545fe2cdd,Agent Transporturi Interne
1990,0738 271 970,1985-11-22,e5fab4cdf845a872747913f0007e7cb2d8c4e548b29c1e3c49c5f03e57f9e70e,Stivuitorist Portuar
1991,0753 423 580,2003-09-19,cbc64b23445a803833d8450394d94c88c0578825ed76d499edc4697ed85fbe5b,Formator Pfl
1992,0734 686 244,1955-02-25,9de26aa91fcb7e85d44d6a2eb9c0b5ad5aff3680f412b148b7df8c8592143f9a,Asistent De Cercetare In Echipamente Si Instalatii De Bord
1993,0235 084 913,1960-02-04,6019bb8f9bca11e110ee63da406644f4576dc3f9c732dc22db209a10e228f032,"Secretar Si Secretar Adjunct Ai Asociatiilor, Filialelor Si Organizatiilor Obstesti"
1994,0725 395 886,1988-09-24,7cfb6bb3777a0f8ffa645c678315865d68178473d901344c9ecfe75b5cfd79e6,Organizator Spectacole
1995,0260 195 351,1967-07-31,1059e91291d20f10d9135303800ccfc11998f27c20eab7bc59a87d9493dbd4d3,Operator Control Nedistructiv Cu Particule Magnetice
1996,0745 533 831,1964-01-14,e4e5664f9ef1f21e71a2b18590d9aa1b85098c2de857fea6ecc4b2cc49cbd150,Tamplar Universal
1997,0261 470 913,1958-11-11,3e0015c17e7d2d38f7c787e11ea48d19287b391ce33a1e7e5647734b3217bca5,Cercetator In Geofizica
1998,0752 709 429,1997-07-14,840f74af7441cc102f386121c6a42cd66bac9e96d00bedf1f512312a0e04a3b3,Presedinte Tribunal
1999,0258 117 976,1921-03-07,6fbddd6c1faf9de5d5d8d53b308164fb1e738f0c4342f93fd11b0596ce2c4517,Ilustrator Muzical (Studii Superioare)
2000,0260 254 106,1922-09-01,eea645d3942ef46abe1f8cde95cb037e5b657044a120fb4f5f96cb7dd24c83e8,Operator La Prelucrarea Tuburilor Din Sticla
2001,0756 092 069,1938-07-29,8fac9a3cde00ab8eac6c77ac7e23d8ddb1895cbd2e5e606c9e944630363288d6,Confectioner Flori Artificiale
2002,0249 935 965,1932-03-12,2243007cbc6335a1007195e84014da1a63188a73ab94020c8aa19423558aa6c0,Sef Serviciu Control Zonal Comunicatii
2003,0768 420 064,1971-04-24,93fa4e18de3ed25e0625444da80e7086bb4c9cd1f6c9a6c6dc89be407ab4e26e,Maestru De Lumini
2004,0253 976 871,1945-12-13,330417fa341f35c5a5244de2d29ae6f083c8c0c22d86ecb77776794bb4da9f53,Analist Sisteme Salarizare
2005,0742 185 460,1979-08-06,addfffce930cddbc1d39d455d4b7b00e3b8864b561ab9f1471298ac188c2168d,Subinginer Prelucrarea Sticlei Si Ceramicii
2006,0742 665 450,1968-10-14,6df09b13fef80804a3909831bb3157cd8641485b0ce458daec25edabc113cf9e,Consul
2007,0746 120 548,1944-02-29,d9641896f94ccc65b7e59ec8123ebccaec2280ec5ae773904b8631a266baec97,Stantator Piese Pentru Incaltaminte Din Piele Si Cauciuc
2008,0770 658 759,2019-03-14,27ba60339a4cae8276d0c18c6825b61b0bb9a10a83e061fa5f675349bb8b3108,Sef Agentie Reclama Publicitara
2009,0262 725 014,1936-12-07,77ee4c02af58c099030d46f24999da1e83eee400ea7dbcccb1efecf64d761bf7,Sinterizator
2010,0770 263 192,1971-10-29,df61287a4afcb454ed68846d16c860ffac2ce2683b19a8bae7ab4877930a3dbb,Consultant In Administratia Publica
2011,0772 223 281,1993-04-02,9fd9dc2643df3b30264b7573d972ea8875ce56cd1523ade0bc35d10f856ea6e8,Inginer De Cercetare In Utilaje Si Instalatii Portuare
2012,0744 174 355,2014-05-02,3e98010036d711d8b3678d85b4cf84803da0f1ffe74952be6ada08527a649afa,Inginer Topograf Minier
2013,0724 702 969,1987-02-13,f7323b77fb044f76096822ed2f2753c40055550f86ec02f1254c993e085ae709,Director Sucursala
2014,0765 663 341,1914-02-04,b9797c7103c6c3cc52a27211b155f8457b0587d569c91cf5a2850ed366dcc9c0,Regizor Culise
2015,0752 758 590,2011-05-11,2d3451cb9812407f0efdc00edb9bd5311733f3eb6e2917ef305c1102f57cd791,Capitan Secund
2016,0261 744 069,1988-11-22,c6b57b2df7eca615aed416329afa61f1736ad51923935efc2758c0c21ded627b,Cizelator
2017,0237 829 045,2003-02-28,ac5fe9ed1d92153c72612591d778954718ad1abb1e96ae59a53135448ed6182a,"Sef Statie Hidrologica, Meteorologica Si Incubatie"
2018,0784 293 112,1948-12-28,e76bee0612607da5cd063be6067dfd99907ba2060654c28cb89a6df044c6a59e,Sef Centrala Telefonica
2019,0269 001 016,1912-08-24,2f47fd23c145ef629cef2b21c7d56c048adf86df3944c31d2e33d5f819b602d2,Finisor Creioane Si Tocuri
2020,0731 716 929,1982-12-24,f696d129b097e916147a60ebd1b0e1eadd6a985d311265d917c2b19f483de287,Inspector Pilotaj
2021,0771 255 804,1997-07-21,1b3b20de84f9674bc3bfe75967ff9a2312a64f12c932e7c4daa7110febb04edd,Asistent De Cercetare In Petrol (Extractieprospectiune)
2022,0733 991 148,1939-02-25,bcaf2945a680ab5e7668f78e51190af727cdbf1f3256d9f35750a437263dde94,Diacon
2023,0730 698 822,2003-07-09,ebeb1bdb0065e1a234d191e6955279f08b84b88b9057694b32a37df84db505f7,Dulgher (Exclusiv Restaurator)
2024,0241 387 464,1929-01-19,ee2e4fd63a60c89f38ae58c569474431a350ec7ad7ea1c0edeeb8121cf15f647,Controlor Tezaur
2025,0257 538 728,1952-07-28,939806e3f100f52f44495bcaf660e165e79f56e63d8287380615cae0244a1823,Pomicultor
2026,0742 106 801,1938-05-07,9c52023ab4cbde11725b86e20553c822b50f41f8bde2e28e3f07f1c68370cc50,Magistrat-Asistent
2027,0255 364 228,2012-05-16,c71512b32895808794764f5fe55069d85971f22957020b7a1c62173c233bc847,Operator Chimist La Producerea Compusilor Organici Ai Sulfului Si Ingrasamintelor Fosfatice
2028,0259 490 767,1909-10-02,ece93dcb23f3f54ff84b305f81d51b496ca21c30d37fec198763ef1e62117e8e,Valtar Calandru Mase Plastice
2029,0761 277 454,1975-01-01,56c0d6fc42b826184e6cc9f1c37b7f05450b980f35e572c2faa697518d805d27,Cercetator In Botanica
2030,0242 206 999,1913-05-11,8f08e56acf112b2ef96cd933a6fa183c97803d7376a6ad48227c50626ca56594,Vanzator
2031,0765 110 147,2022-01-11,45d7d2c9b01783ab5d03f10a8af4b00f8b8bf51d0cfda26c7d3a69024c6895ca,Corector Transmisie
2032,0259 740 667,1968-09-09,26cb5ab13f4e470b34e733ed2f146f5e49d154f5d8b35a369dc1adda459af486,Sef Centru Prelucrare
2033,0259 059 576,1953-03-05,fae028dc3e1994c6cee59c638e571cbe5add7d8923d98c5da1821772ef563a93,Masinist Pod Rulant
2034,0240 579 036,1919-05-15,0c864f4357f67cf6aea17664927c397ade8f2c7ec1e585eb76eba6d511d26f51,Masinist La Masini Pentru Terasamente (Ifronist
2035,0723 367 161,1996-03-07,2017eec511397e5c62fe0bb6f02d64cb0a0fcc63c368042947a45f3d1f43cf34,Referent De Specialitate Inginer Silvic
2036,0751 155 593,1925-07-23,7952d7c6de7a9d19d405ec8dac8b69b767e7967fd4bf9be36c9d2df466ea0d0a,Animator Socioeducativ
2037,0246 307 871,1957-05-14,200c3c1f4ac7f8cdb11eaa3e34bf973dd9433654d87116b05251a63a594f17a7,Aprod
2038,0771 143 663,1943-05-21,7f3505268bae5ad4d68c4d08fb6ec9019f8a40a8aa687e7fb40051b3211c4a1d,Laborant Apa Potabila
2039,0234 886 143,2021-01-05,ebe043ef669a7bf136f02d99fd5bd11b6ebf39446af5757c3d5709136c696669,Consilier Biolog
2040,0732 772 106,1951-11-12,0d22fa30465c0bc94759e27b155ee628e3124583942264e995ff8307d5146aa2,Arhondar
2041,0721 486 777,1976-08-22,eafab6d6cb8df03e81ecb8cc58d6a4e3aa4739f86ff6555a01ced1f9bcaaff97,Confectioner Plase Pescaresti
2042,0732 291 349,1921-11-02,e5c8a3479eee75c2abd008865b21dba0e4207074d184fbcc79f6bd080eb76db7,Sef Statie Radiorelee
2043,0735 190 216,1986-06-08,20cd0e2ec2fab93de38bb717c048d473840d6823fd5cf8ac4969fa0c1ee4a5b7,Exarh
2044,0736 369 877,1963-12-04,499857d8bc5801fd49b9af003709663e0ca8e070149b79be8ab20adc5e4567f2,Comisar Garda Financiara
2045,0246 605 253,1915-07-20,fa1db2ebec1371a4fcea58e42643333a1d3ca3da8a7581e799dc1fc7ada8aca2,Sef Atelier
2046,0729 359 731,1951-11-01,a9db7dc3869000e69e4bae47daa30fc516e1369be9f17c3be65f50306dd64d32,Schelar
2047,0741 670 244,1939-02-18,1dc5f0485036b0a4217b8dceecb82cb0dd0119a06b6fc7b38278a6eccb5619c6,Lucrator Operativ Pentru Autocontainere
2048,0785 100 430,1996-02-27,cfc2878a034b5743faf21e45fb5e296564873e6bb30111533a2c7d313418facd,Defectolog
2049,0735 366 284,1909-12-26,b172ef5cb0dcdc02b168c0f5c08bd52857853e2f699aea0b26d4879ddbc2bafb,Agent Agricol
2050,0764 034 867,2000-02-02,01757b9adcc7f739a7a0909c5bd0526898ae7de077bc5afd8a8d325768ae103f,Consilier Microbiolog
2051,0256 298 646,1940-02-03,5eb69d014e3ebfb5d9206259c3919baebac995b777ae76fc16b5f365f1ac0c28,Maistru Aparate Electromedicale
2052,0257 766 221,2007-04-20,cca5d2d0065e74d58760aef2a9b4f92a8bad58ebb56c02d8a47ff175ae6876e6,Bobinator Transformatoare
2053,0251 729 417,1908-07-08,4a10f9f9baa63b82ce54e0f17e25f30ca7bec3a4d52f8336eec145e495ab1325,Asistent Universitar
2054,0766 256 065,2021-04-29,cd35155d68ebdcb3c4a2f02075208de650d951e770b63dc860324802deef6eea,Sef Complex Hotelier
2055,0759 829 996,1936-09-28,4cd69af99d99314c106d6e9be12b5123c8d06c3bc2374b0e546c525944449570,Consilier Scolar
2056,0259 689 400,1989-10-04,3fec9875d8f471702d879ae7dbe075a3e97e82a8d71918ba4806d380be55b539,Ciupercar
2057,0764 032 169,2005-03-07,283226cca196c313b35e412ad9525d23d88ee48012962aad757fa2d81d66db8c,Proiectant Produse Bancare
2058,0739 285 708,1910-07-14,bb2c0a69f657629855c366952282622f3ba0c5d242fa64d1ec66225eda83b962,Sef Departament
2059,0764 710 116,1924-09-14,6c2b0503c8019fa620e2fd0e525ad64c88a08181a2b87df9a5d1ac23c48d2237,Tehnician Economist
2060,0784 109 989,1961-01-15,db86910b436c1a7e35591d75a6774568b70f76b02b8bd0f8800dde90f0259c41,Desenator Film Animatie
2061,0243 609 460,1922-08-05,d10b7988d5c68983bb245e146ff62deffec9a0e0f1c0acc6d6d5debd4c4e0c7a,Remaieur Ciorapi
2062,0258 553 364,1988-04-14,6df94692f7785569933bacb07115477cc72e104b405ffc0e84b627018e570b7f,"Confectioner Stampile De Cauciuc, Metal, Facsimile"
2063,0755 877 052,1949-07-23,8d8b01b2a9ac6d278bfec5f77d77a183c04b92c0a4614af040e78dbd60d59c58,Tinichigiu In Constructii
2064,0749 171 472,1977-07-25,1e55db12a4b0aea12ae12d19917b23dc5aec50ba6b0ea1b7e7fd9e5728d44e50,Automatist Pentru Supraveghere Si Intretinere Cazane
2065,0753 039 199,1967-04-24,9bf33e4a3f48953b592f38c6283e6b95d1cb29fcf9a839b301d917349d37ce9e,Operator Generatoare Terestre Sonice Si Cu Agent Activ De Insamantare
2066,0258 824 734,1993-01-15,e5f2d25c2ff86418c63f6d2f691a46c6ddb7770188bfb946e55b8a0f4528962e,Casier Incasator
2067,0728 126 714,1941-05-11,a2084b9136c137e6f18358183fa055407f700c913cd8831caf0dedd712739c30,Inspector In Domeniul Securitatii Si Sanatatii In Munca
2068,0732 796 327,1943-04-16,dff33e1ff3e3b8ee13c834ba08d1139deb5914f82012b1a75cdf8652faed90a2,Administrator Judiciar
2069,0725 638 508,1953-11-07,88493abb24a37455bbd0276919c7d8dd62179583b1d4c70838e9c98e263d751a,Muncitor Necalificat In Mine Si Cariere
2070,0745 640 609,1942-09-17,cb1cd292f8b78c8b0471764ba0418d2454da518a9f199eb5035142320a5ac2ce,Asistent Analist
2071,0237 563 063,2002-07-28,1ef98655d3725c22ce1b63d911ca98c89e41553cdb26b5570e12561cd361c604,"Sef Revizie Locomotive, Automotoare"
2072,0759 025 370,1932-06-05,2ec8d56ac65edd12238ba856ccbff47cdfbdfda6eaeff964a097d48745c05ec8,Electrometalurgist
2073,0736 759 994,1930-03-20,ef45429c5ad213876690f7f31664cb920d2d722f91c0f557ead597c981b0acc2,Lucrator In Ateliere De Modele
2074,0721 745 062,1935-01-03,994072098ec3b8d76e9e161b846962c5908c758ff70e50f2d9d8a9e1e1a9a417,Asistent De Cercetare In Geodezie
2075,0234 406 501,2003-09-06,44127d372b118a294739eac4688b424fecb3ee1724b47e62a73abdf1c45b12db,Serigraf
2076,0757 433 468,1929-04-08,b0d6fae9c937b7fe8a5597bccc76405aa3d1f237451e7156614b0db57ce7ecbe,Tehnician Analist Calitate
2077,0267 411 093,2006-08-17,0ea2832a887fc8f9c2dd0a2ed72390543616aea4b69164365d584a882654bc42,Asistent De Nutritie
2078,0244 487 705,2010-01-13,912c00a7898c0d8eb768eaa8dd0ecf2abf98c68e50632af0ba8445882d936eaa,Timonier Maritim/ Fluvial
2079,0729 023 207,1912-03-09,9741d5370ea6d07f5fb2103b832682cd6109ae02d5168869775180f299f4d967,Executor Judecatoresc
2080,0784 831 657,1921-10-10,07f484f2156cf27969188b1bdb3dde9e70205d7e2163aff139546d8cb6b55ab6,Confectioner Palarii
2081,0711 256 695,1958-02-18,03b59d3abca398d01f7e65eccca60d4e2ca5953f72522aadbe1eaa4fb186ac11,Tehnician Homeopat
2082,0763 992 769,1935-03-04,5ed4e1a7349fa70b869cb7de26c34a059dc1aeaffb3e448b23195af00ba97ef3,Diriginte Santier
2083,0722 018 412,2016-03-12,3ecf47c587a3b2fa001f91b65ae215215354e39f408adeda59f570ab2afb589e,Asistent De Cercetare In Masini Si Instalatii Mecanice
2084,0748 956 793,1995-07-15,ffe32696e1393991874853c4a20a8a62918bf311dd268b32d7e6c83a72c1e70f,Sef Oficiu Zonal Posta
2085,0733 296 270,1978-05-29,27801598bf9868aff8ca26fb93f31a3f2d38a56d74c39eae09bf6562c4e963e5,"Biolog Sef Sectie, Laborator"
2086,0725 200 682,1932-07-14,e4716b5caffdefde1e39b94d196d0328288b58af6289779c966dea4e685c0dc4,Inginer De Cercetare In Electrotehnica
2087,0767 884 353,1984-09-06,897b09bcc97e949ef5faae005b65080561bcd43bbd1e7033245410dc792be325,Functionar Administrativ
2088,0258 652 263,2012-12-28,d559e2e5802467f57860d9177b2159fc48a0329e59d18f42a0033141586f0815,Secretar Notariat
2089,0250 198 779,1979-09-01,36b4f68fb845f569812e06fdbac7434b91ceda6832654bb9cfa6b6f29c997418,Prelucrator Manual De Par
2090,0232 015 295,1918-05-20,ae08f6f238b5ff9410b97c14d34c7defc1a99ee297b6ed34b57a91d9c9c2e72c,Preparator Sampanie
2091,0726 722 700,2022-06-08,9261336a5daf6c56372d223af54692fcae1dc5451389da49a509867127d075c3,Fasonator Produse Din Azbociment
2092,0728 336 273,1960-10-03,de694854a4007824b60a75ddbef046f15d9a796d7707b2bff8648961e39c9808,Finisor Produse Din Azbociment
2093,0235 717 432,1919-06-25,41654ff4586048d90097423d09704fb1b6862bf581f61c26798d7ceb0ce8e451,Asistent De Cercetare In Chimie Fizica
2094,0759 829 939,1993-04-16,67cc3851c69a6289f9681b3e473339f98b7e9520c2f7c14abd21901e1b346b61,Trasator
2095,0753 794 852,1925-12-19,4298807d12015449c491bcb30a41d8cd76e73b79e36f7be8d2fc0dab1ac47348,Impresar Sportiv
2096,0255 550 860,2000-12-23,8549b290a33cf8b084b42ababfafd5b2d8e661d72edde810ddd433de239a5d3d,Incadrator Confectii
2097,0750 182 086,1941-06-20,26601a8091d665498d8b9d2c5d273e3c4d05e8d67585534c8a8c2ada8fee8c56,Psiholog Scolar
2098,0758 340 747,2016-01-07,7a50177b17be31f472f88c8cccd9beb3b501eab9deb734ecd2ea6df00c039482,Consilier Pentru Tineret
2099,0752 522 788,2017-10-29,419224bc81c1765c49ded5c2a3bbaf1630e5b5dc6c533b5c919c785dc62122bc,Scafandru Salvator
2100,0263 302 585,1955-05-26,d23736a7a4f15c243f264ec355980512b6b0418c5d5f04d41e0edd0ca5a3249c,Asistent Comercial
2101,0750 901 208,1957-07-02,9a536d232b91f0b98c855d4ffe9308257bbb0bd9b0dc362704e25160c603cc65,Asistent De Cercetare In Geologie Tehnica
2102,0750 842 460,1913-06-09,a029d5682c2322585e0271c75e1e7c48139ddf8e78348e328bec9f3b96f6f02a,Zdrobitor Si Uleiator Textile
2103,0238 273 741,2006-11-27,e03771de22efef2ccda017391e785022b1b72d773c262d1632aec01aa133b544,Preparator La Prepararea Produselor Cosmetice Si De Parfumerie
2104,0231 626 230,2004-10-23,9768c2dac56ef5bfffa89799ad7abdd6244427639f89b8573ff09b57ff5dbc31,"Maistru Lacatus, Constructii Metalice"
2105,0751 288 356,2013-07-28,2cbd2955df0117aea728171ebd37b040858f8887af35fe972343a30ea7b7fb94,Melanjorist
2106,0760 239 041,1999-02-10,94f65ddf22fe5f37227294a245a52f5ab29a5fc62211f45a1b909c1d43e40152,Secretar National Organizatie Profesionala Nationala
2107,0738 697 694,1943-09-28,d741ae763da6e679cfe6cf05517d290aeb0e5edd169d710b287225f573c67a3b,Reglor La Masini Pentru Fabricarea Lampilor Electrice
2108,0235 500 778,1939-12-09,bcb4e66170084bc501dda50c05efb7a5a0ae8d488c2ed84b4aae8d8c5ab4ab3b,Spalator Geamuri Si Parbrize
2109,0725 203 144,2024-01-12,a0d012630d857a59ce30cc9c3ae134e3deb79e96ccf49086e8ece950d455ec43,Tinichigiu Structurist De Aviatie
2110,0769 090 003,1942-05-04,c25fcd4f46620344c0346c827456d583a1e27704c0595677016a90cd99c444c3,Referent Literar
2111,0765 038 145,1944-05-27,8d28424ba0319959b35332992b77856626a97e6b7b067f87c7a6f9957fbde772,Restaurator Opere De Arta Si Monumente Istorice (Studii Superioare)
2112,0722 500 353,1969-08-19,17866ee31acdb6f31dbbcbcc1fcca3836972060443334a1c179e4e3fec723559,Specialist Strategie Industriala
2113,0740 490 477,1997-10-29,96cae0e80dc5cdcf77b501c0d3de2c4159a93664596ba312db8f714e2e505bc0,Sef Centru Zonal Interventii Radiorelee
2114,0248 185 906,1946-05-11,caecf606292381a1e658b8119f6083ac00371f51f64d7fe764d513012fcbef2b,Preparator Inghetata
2115,0232 229 423,1999-07-18,3e955269905d7ba0df7e1bcafe8215be6a0b23b3912fcd8be8c660b6bf01da0d,Conducator De Motoscuter
2116,0250 305 136,1976-03-31,1843996f0aa5995ddfcf0c2d1183275f42c87210f203ad368f3746e1ab8046bb,Portar
2117,0711 549 100,1939-02-27,5868ba18f3bac8c34379d3aef51e425c8e9d76bd206549d969e21a4236d7ba03,Operator La Prepararea Bauturilor Alcoolice Si Racoritoare
2118,0734 100 941,1959-11-10,1d84eba8446ef4164db2aa3812247513d302947d3e17cf09428c5e1c7013c51f,Inspector In Domeniul Securitatii Si Sanatatii In Munca
2119,0772 866 452,1934-12-11,11f596ef8f6048e1dbc943fb70c9a10cdcaf812cd98ad6ca52829b453bcbb5b0,Lucrator Room-Service Hotel
2120,0236 074 098,1992-10-14,e45b8fa8846d27a6aefdcf340f478c455131e777ebe431425334613464877fcc,Chimist
2121,0728 727 395,1974-11-05,8ee5244cdedca97292606dc23caa71c56a6c277c1f2a616ecc1da3e38f3b6bcb,Conducator Autotrailer
2122,0252 842 753,1944-12-12,26795a857b80ea3032a40bc51ef4acace309674dfb7447a91d86d3c9cddc7041,Confectioner Circuite Imprimate
2123,0720 478 153,1934-12-24,ad5228c4ead67c84a455e75ee06c189aa9725bd757cd3e6c13e485eec2c88c45,Cofetar
2124,0749 933 862,1940-04-27,4a80728b2ee61d4e62e7c2f40587571d0570c83b13225d12bbc4b12b1de25c2f,Ingrijitor Caini In Adaposturi
2125,0744 970 051,2001-12-14,470245c4fc08b827573056cb94f320989f2c181b6e8d302cd4e422ed2003d9f7,Secretar Platou
2126,0743 201 205,1990-03-18,7e964a8f3629ea60eed500c1566b053073a685634bf734228b64950d0eaa6679,Sef Sectie Mecanizare
2127,0255 317 155,1957-07-19,34354f693f9f7747204435f9378370c06605a1464cf5e1a2fedaa65b37609122,Polierator Franghii
2128,0264 363 872,1920-08-18,9ec94bf10fb5672b33199712a4cf5d6c7c3a4b109fa4a4116cbd6c1185145dc0,Laborant Chimist
2129,0785 799 835,2022-07-11,5ed467dc15f8f236d915c5b33a582932ba6163e1fb42988c4c75166efe02a617,Lector Carte
2130,0765 964 722,1994-11-15,eeeb9d2b336cc400dad885f4228bf65794fb6dd91900c01ed5c6cfba82c1d542,Separator La Prepararea Carbunilor
2131,0770 128 112,1983-07-14,d6c46fbad54b867acbdae3eb22759d52709218b41b46855b780726147f35ca7e,Expert Arhitect
2132,0235 659 540,2020-06-27,337db6c47188ea056e6d990f789fd654a5102e3c8ae8afb1d3d195e3e5463fa7,Consul
2133,0758 404 867,1995-07-01,42a35d76e2d5e48e25c0232000079f700ee18f13727b3f85d20d38911e9a709b,Ignifugator
2134,0757 910 853,1910-07-18,4297781fb69558b274406d811472044c912a3f6abae7420610665738241ad977,Referent De Specialitate Matematician
2135,0231 023 099,1938-12-20,095a0080caabc05187ab518533afe7208a4bc08b14071be1d20c8410a051c5f5,Consilier Geolog
2136,0760 561 000,1908-07-04,255558b12eb960c1b9c86c6310eab9ce029fc2a8f3476bfe043bbf1bceac2056,Tehnician Mineralurg
2137,0750 355 464,1993-09-20,a5fab6daecabd9da248d9d82b37c1c2ce8d6269184c97a06b1c5ac83c5f39567,Capitan Port
2138,0723 683 991,2012-07-23,e872cc75470787b80955e4ea20da3bc0ff3a1b4f2b0b0d8e87a1d271b71de431,Flotator La Prepararea Carbunilor
2139,0730 604 557,2001-12-07,93b28acf85de2169bf91f17ef3d1c0967fb2e185d499448c6801e9f846c2614a,Confectioner Cartuse De Vanatoare
2140,0256 454 273,1918-11-28,939696b0b94a69345b4884f1ef6f9b3f8f68cd860bf8fe9f412700f9cc7967bc,Corepetitor
2141,0738 194 676,1979-04-28,9ec7aa4eaf72263bf7a805fbd8640cb0be77c7a3e4eefc4eeecd1fe09acacb1d,Confectioner Tricotaje Dupa Comanda
2142,0772 349 578,1959-08-18,05fc4f34c22fc2ad739949f513751f93180a95b797844033161b2ac9a58e609e,Programator Ajutor
2143,0711 087 424,1912-06-05,3119ce22c15828e112462f5bd761c027c01946209744bf7e8590727db82843a4,Sef Birou Senatorial
2144,0240 145 291,2022-04-02,0a4cda612bcb7712f065ccc939dd89e614287eb274a69f9a6f859d4cff2e1236,Confectioner Palarii
2145,0749 602 930,1964-09-21,0dcd08d91b37424323918500b6239aaa6cf0a57e217c8ffb785897bd41f43814,Tamplar Universal
2146,0260 309 717,1924-01-17,f4cfb81086f77c5d8a16d4e1b7ae8b0c9e60d0b37ceb6b4ab186a2b69deac9a4,Cercetator Roboti Industriali
2147,0259 455 146,1941-12-26,225e4ecfc30a28e78326ba2d8b7ed1de43f28c5ae666bd1bc4b1527d210f48e3,Operator La Masina De Etichetat
2148,0753 277 152,2020-09-12,e6488637bbf815f5170ccfaf7beac130b65c447766944c804bd7724e3b1e4314,Asistent De Cercetare In Etnologie
2149,0233 760 327,1940-04-03,ab6d2f8b136a5c609d1ea89bd02a1539c884f2383d12e436fecdb824a3cc3e46,Decupator Furnire
2150,0711 320 785,2016-01-27,4ae01ed55de330c27a2a70c3823f85f4f2327c5fbf18076481588b9b20053d40,Ecolog
2151,0767 828 200,1951-11-29,e1f1fbc3d6c89d20e286857b40df8e3f9714dc9335554c0035c7bffb5c1be76b,Reflexoterapeut
2152,0757 726 834,2018-02-28,019987413a0d3f8df7839fc705d7d98776cb0fe1476d186ccb65fd527c1b550c,Glazurator Produse Din Ceramica Fina
2153,0734 682 092,1927-02-08,e427db874277980bcbb47d679c423b97eee8128732f33aaf04dedf90489a72da,Montator Aparatura Optica
2154,0765 725 945,2019-08-11,16a030bf07d6c7b1998cc5ba7d499c592b6b557dfbebc2f59405df9194cb744f,Lucrator Operativ Pentru Autocontainere
2155,0736 215 307,2020-11-15,a805e970062b7d463b7e743958b50f196f230b39b2aee4a43bfb4a4fe45c705b,Operator Receptie
2156,0767 300 014,1989-06-01,6679aa5d55d07b265d4adbf06e01bfd7d46f91f90001639e5e6acfdea2a46b07,Inspector De Specialitate Farmacolog
2157,0728 421 065,1991-10-19,5d8e2dd6b737e36be341cea8b12cce656b015ed8557163f10fa40552f132aa76,Asistent De Cercetare In Sociologie
2158,0755 195 853,1931-01-18,55411570e39473b7395675830f0559f9153839d1c86f7e6ee56c155c88d72023,Vopsitor Imbracaminte Din Blana
2159,0259 756 690,1992-06-22,255c17e42be7f207f8c576f47a44d676ba5b9a5bb25c21be90f36a68e0b51fba,Terminolog
2160,0234 866 995,1912-12-01,f593277b8951e040add9802f4253a98d777d93808c82be701830de5e457b0e7b,Expert Receptie Investitii Industriale
2161,0754 450 453,1996-09-29,c7309aa3a3216de4946f0613f4e50557ddc8ffc14636a195ab76c82d7af7dde9,Psiholog In Specialitatea Psihologie Clinica
2162,0256 776 361,1931-09-17,15188ee4a22fdb06088ef66eb044282c674005e1be278eb197ae5b9e2bcd76f6,Cercetator In Energetica Industriala
2163,0752 192 029,1980-03-01,9373aaaf7bcfba2683b0d59882fe36510115752e83e80e7b94c0d37800cc9c46,Cercetator In Chimie Fizica
2164,0769 994 643,2018-07-04,bc2343006ba2f933a751c933ca068b4a616c46d09d3f5f5fa273b6a08f409b0f,Lacatus-Montator
2165,0268 197 952,1967-10-20,c95bb9ecae051f7c66f00ef8854980b7593addf0269a8b20716c008e3d253909,Referent De Specialitate Botanist
2166,0711 167 643,1955-05-30,97913895a3559979f08721f68ac2e377ea0d3c1b3d748a16774e6b3eb1f66358,Subinginer Materiale De Constructii
2167,0239 892 359,2005-01-26,aab17caea5a4f603917604ca61d72ebb26686d677a24c68a2f8b8c7d3600bae9,Operator La Fabricarea Uleiurilor Vegetale
2168,0721 387 546,1977-08-18,11445a48eb7ff5ec125391e419745b894ac8061a0f48d1eb6eb9d5d83e69c3da,Recuziter
2169,0246 487 273,1954-04-17,017aa992f8e3ad9d571402d9798cb1bb3e434c8876719b6d79bd18009b316a62,Referent De Specialitate Inginer Zootehnist
2170,0256 146 794,1932-03-28,1bbb4316c7a06c7d14a0eeb45930be4d26f69fea5f486b7a11a3aa41c8b488d6,Amanetar
2171,0237 200 272,1927-07-05,341ffc6ad4a2db08a070c8bc8b10bbf275f302b12069f15db14456315995b32a,Inginer Hidroenergetica
2172,0741 688 516,1986-12-30,21feddef4bf4ee906d0c934b980220eab9036c8859eea1b6d204ca3a33d08fd8,Consultant De Securitate
2173,0720 588 611,1997-06-24,c571d71ca425dd7781937efc28f762d6d8132564529207f779c9431385d7c88a,Salvator Montan
2174,0232 720 917,1951-08-22,0ff213834780113bc9fe901ec9c05d38abd2828a8b07252f73f98a6c22998c93,Sef Serviciu Aprovizionare-Desfacere
2175,0741 536 076,1924-01-02,da495054ec60dd5011314c061f4e5140b850cfa808f621c028bed89d94822fea,Asistent De Cercetare In Chimie Fizica
2176,0755 081 449,1977-02-03,2bd856853099f979c88aaea0d9ecd321f0db590a95e155d43c882ee21ca33c58,Asistent De Cercetare In Medicina Stomatologica
