personal_number,birthdate,address,phone_number
2140723105175,1974-09-12,"Aleea Simina Dochioiu, Titu, 909262",0726 696 583
1501127418981,1946-01-28,"Soseaua Mihai Dinu Nr. 195, Gilau, 706298",0757 375 717
1861113373246,1925-01-26,"Aleea Tabacu Nr. 330, Jibou, 859608",0727 654 174
6830413151083,1929-01-11,"Intrarea Melina Ioniță, Radauti, 697409",0725 049 741
8900322466272,1927-07-22,"Aleea Popa, Sacele, 113998",0749 108 386
6690805098508,1970-01-20,"Soseaua Filofteia Ardelean, Dej, 644304",0736 063 698
7401131391863,1999-11-19,"Intrarea Dinu Nr. 80 Bl. 78  Sc. 32 Ap. 651, Calarasi, 218713",0724 491 938
7541018512552,2002-07-30,"Strada Georgescu Nr. 63, Mogosoaia, 689432",0763 848 178
4880412128644,1943-11-17,"Aleea Voinea, Calarasi, 353431",0771 059 134
5020427373772,1959-08-06,"Drumul Popa Nr. 648 Bl. 66  Sc. 69 Ap. 515, Curtea de Arges, 805717",0725 033 335
2631230362125,1957-04-02,"Soseaua Marin Nr. 74 Bl. 72  Sc. 95 Ap. 415, Salonta, 425577",0750 062 672
1810904245766,1998-03-17,"Intrarea Tiberia Diaconu Nr. 12 Bl. 57  Sc. 22 Ap. 357, Focsani, 534940",0253 931 292
3050128096931,1938-12-29,"Strada Octavia Dumitrescu, Jimbolia, 605792",0742 044 666
7091003110913,1999-03-24,"Drumul Pușcașu Nr. 62 Bl. 36  Sc. 51 Ap. 724, Dancu, 248121",0763 844 477
4171002270024,1977-02-18,"Drumul Manole Nr. 43, Rasnov Romacril, 582272",0269 383 628
5080621355165,1936-12-13,"Soseaua Dima Nr. 35, Mihail Kogalniceanu, 354586",0730 788 280
7080131202514,1934-04-22,"Strada Nistor, Sacueni, 537437",0711 409 788
3110902224781,1976-01-10,"Drumul Manole, Agnita, 453476",0239 662 734
1070917399643,1955-03-01,"Soseaua Voinea Nr. 20 Bl. 58  Sc. 41 Ap. 619, Bals, 404751",0729 510 867
8071108128071,1909-06-20,"Aleea Sandu Eftimie Nr. 358 Bl. 47  Sc. 86 Ap. 628, Buftea, 878105",0730 480 057
1320201057963,1943-05-03,"Soseaua Dima Nr. 681, Titu, 281323",0240 916 821
7781217035795,1916-04-26,"Bulevardul Ardelean Nr. 62 Bl. 89  Sc. 35 Ap. 741, Berceni, 230466",0743 469 017
2250926292524,1963-08-05,"Intrarea Mazilescu Nr. 92 Bl. 80  Sc. 85 Ap. 791, Baia Sprie, 528807",0754 222 320
2880129273080,2007-04-07,"Aleea Mocanu Nr. 49, Bolintin-Vale, 344308",0748 017 089
7841003082341,1932-04-17,"Bulevardul Diaconescu, Campina, 739185",0262 769 618
8320328117543,1964-10-07,"Drumul Popa Nr. 375 Bl. 53  Sc. 55 Ap. 786, Covasna, 677516",0761 734 551
8250112344804,1956-05-29,"Soseaua Popa Nr. 45 Bl. 54  Sc. 10 Ap. 722, Giarmata, 488458",0745 610 467
2620424191631,1935-11-23,"Soseaua Nistor Nr. 310 Bl. 29  Sc. 17 Ap. 387, Siret, 755476",0769 028 285
1600205217908,2016-05-12,"Strada Florea Nr. 25 Bl. 79  Sc. 83 Ap. 340, Ocna Mures, 338957",0267 056 202
8810422184494,1961-09-02,"Drumul Toma Nr. 49 Bl. 19  Sc. 66 Ap. 226, Iasi, 385897",0720 201 577
2480704081351,1977-01-19,"Strada Pop Nr. 42, Siria, 463145",0760 216 166
7231003229941,1920-08-08,"Soseaua Dinu Nr. 61, Tandarei, 606944",0725 676 254
8671007256568,1961-07-11,"Intrarea Lică Ene Nr. 49, Onesti, 283773",0237 332 494
8980503337897,2010-12-27,"Drumul Gheorghiu Nr. 859, Fundeni, 136813",0784 530 334
6680705229020,1944-09-16,"Soseaua Tudor, Topoloveni, 633555",0756 979 544
7410301220911,2012-05-05,"Aleea Pop, Baraolt, 502622",0730 005 761
2691009444161,1950-03-05,"Soseaua Casandra Albu Nr. 782, Suceava, 379491",0771 048 903
1290521437531,2013-11-19,"Bulevardul Stănescu Nr. 171, Moreni, 325840",0268 315 517
8490823042195,1971-02-27,"Drumul Florea, Tudora, 944562",0740 952 592
8710831373006,1940-07-02,"Strada Xenia Ionescu, Gheorgheni, 960164",0253 305 243
8420619437976,1941-07-31,"Aleea Nistor Nr. 33 Bl. 82  Sc. 20 Ap. 759, Focsani, 182202",0243 706 601
5820826386380,1929-10-02,"Aleea Marilena Dobre Nr. 66, Strehaia, 245825",0741 655 473
2460111243960,1933-02-17,"Drumul Iuliana Nistor Nr. 49, Breaza de Sus, 678765",0730 345 131
7840523356515,2019-10-16,"Drumul Ieremia Eftimie Nr. 19, Vicovu de Sus, 965082",0767 148 214
8580113262460,1976-07-06,"Intrarea Dobre Nr. 92 Bl. 42  Sc. 53 Ap. 291, Brasov, 898852",0753 214 579
5720129418413,1989-10-02,"Strada Tamara Diaconu Nr. 825 Bl. 54  Sc. 84 Ap. 178, Suceava, 739389",0736 805 037
1250619438870,1996-12-12,"Intrarea Dumitrescu Nr. 41, Oravita, 659541",0732 761 794
4060722065791,1986-10-17,"Strada Nemeș Nr. 751 Bl. 14  Sc. 52 Ap. 657, Moreni, 459271",0764 575 116
2530805366650,1927-11-07,"Intrarea Betina Dumitrescu, Miercurea-Ciuc, 520105",0761 771 605
1551012368578,2007-01-29,"Soseaua Pop Nr. 83 Bl. 24  Sc. 76 Ap. 567, Sabaoani, 399265",0265 807 919
7160606124169,2005-04-15,"Aleea Sabina Marin Nr. 162 Bl. 94  Sc. 57 Ap. 318, Harlau, 548609",0752 107 371
3880617090733,1996-11-06,"Strada Stoica Nr. 932, Slobozia, 756429",0249 492 694
5881110156710,1914-03-12,"Intrarea Popescu Nr. 166, Braila, 571475",0246 467 518
1020111367246,1930-07-14,"Intrarea Voinea, Zalau, 598570",0763 546 698
5271204224544,1925-12-19,"Strada Janeta Dobre Nr. 957, Gheorgheni, 175180",0245 618 221
7930625217238,1952-03-21,"Intrarea Stoica Nr. 365, Fagaras, 402764",0741 984 776
6980114015422,1980-01-10,"Drumul Natașa Suciu Nr. 68 Bl. 97  Sc. 93 Ap. 598, Balotesti, 114895",0252 038 586
7611027363580,2002-04-24,"Intrarea Tudor Nr. 840 Bl. 16  Sc. 95 Ap. 206, Murfatlar, 861846",0240 651 571
2491228404720,1932-12-07,"Bulevardul Voinea Nr. 876 Bl. 93  Sc. 53 Ap. 867, Giarmata, 375774",0733 499 030
4611111098816,2012-11-25,"Intrarea Lascăr Aanei Nr. 990 Bl. 92  Sc. 70 Ap. 973, Dumbravita, 852794",0752 708 371
6280829380401,1997-06-14,"Bulevardul Aanei Nr. 47, Beius, 605804",0766 165 561
6270306409986,1928-04-30,"Drumul Melina Ababei Nr. 58 Bl. 80  Sc. 19 Ap. 516, Braila, 499980",0258 296 367
6360525123779,2016-10-31,"Soseaua Stan Nr. 30, Caransebes, 141201",0785 457 575
5581002144821,1982-04-06,"Strada Stancu Nr. 74, Fundulea, 290075",0263 423 825
3900911297300,1964-06-10,"Soseaua Doina Mazilescu Nr. 17 Bl. 11  Sc. 66 Ap. 718, Dorohoi, 262359",0267 104 567
3061029145241,1985-07-09,"Drumul Diaconescu Nr. 442 Bl. 69  Sc. 90 Ap. 930, Ianca, 873473",0762 552 760
6981016362181,1971-08-06,"Soseaua Toma Ababei Nr. 854 Bl. 77  Sc. 89 Ap. 242, Copsa Mica, 197837",0741 236 348
7551118221353,2010-07-25,"Soseaua Raul Dima, Baicoi, 495241",0742 041 101
5700212343502,2014-07-14,"Intrarea Hortensia Toma Nr. 175, Balan, 888985",0731 771 680
6511231444724,1962-11-30,"Intrarea Olimpia Ionescu, Murfatlar, 580136",0784 731 826
6310210357098,1988-12-10,"Bulevardul Voinea Nr. 838 Bl. 24  Sc. 40 Ap. 559, Sighisoara, 505874",0749 839 715
8550431420671,1949-10-22,"Bulevardul Marin, Targu Mures, 906864",0256 997 340
4480401151949,1929-05-08,"Strada Victor Tomescu, Pogoanele, 699758",0762 762 402
2910717152591,1998-08-06,"Soseaua Cristea Nr. 29 Bl. 87  Sc. 87 Ap. 428, Baia Mare, 815454",0770 020 043
6570418192946,1992-02-26,"Soseaua Evanghelina Stancu Nr. 467 Bl. 93  Sc. 35 Ap. 942, Ramnicu Valcea, 383291",0723 330 744
3810519397590,1965-03-11,"Intrarea Floare Cristea Nr. 466 Bl. 38  Sc. 23 Ap. 127, Vicovu de Sus, 413857",0747 059 911
4200224373157,1977-10-14,"Aleea Lioara Stan Nr. 67 Bl. 60  Sc. 20 Ap. 368, Calafat, 428975",0737 124 019
6860308082057,1973-06-05,"Strada Dochia Oprea Nr. 63, Ineu, 673211",0788 772 452
2960331202556,1955-05-25,"Aleea Stoica Nr. 607, Motru, 415009",0727 021 858
6601014342409,1918-02-07,"Intrarea Cristea Nr. 336 Bl. 20  Sc. 17 Ap. 395, Lunca Cetatuii, 714227",0771 336 747
4451117220752,1998-10-17,"Soseaua Ionescu Nr. 778 Bl. 54  Sc. 54 Ap. 782, Poiana Mare, 652881",0728 035 800
7340815297051,2004-05-28,"Bulevardul Manole Nr. 96, Maieru, 461521",0261 193 028
2111110446971,1980-01-08,"Drumul Suciu Nr. 918, Remetea, 135747",0788 378 487
6340402093020,1926-08-04,"Bulevardul Albu Nr. 46, Tufesti, 874590",0732 361 700
1780402246546,1951-05-02,"Drumul Magdalena Stan Nr. 18, Gilau, 331189",0745 484 843
3560125340083,1943-11-08,"Aleea Magdalena Marin, Corund, 535291",0766 664 916
3011103154304,1941-08-21,"Drumul Marin, Arad, 366259",0767 592 310
7801022259986,1978-03-31,"Bulevardul Voinea Nr. 46, Poiana Mare, 833602",0257 622 231
6980610437911,1968-04-25,"Drumul Ionescu Nr. 94, Sacueni, 177043",0250 617 884
4200412042746,1971-08-17,"Bulevardul Ilinca Nemeș Nr. 50, Moldova Veche, 947211",0247 735 207
4891101121633,1928-10-17,"Bulevardul Mazilescu, Uricani, 532712",0729 956 045
3610111018217,1992-07-04,"Soseaua Ardelean Nr. 747, Brasov, 492935",0258 453 877
8150109070538,2012-02-21,"Intrarea Stan, Babadag, 561663",0243 933 552
8410113351614,2019-11-29,"Strada Tabacu Nr. 552 Bl. 48  Sc. 21 Ap. 271, Vicovu de Jos, 177130",0253 240 127
7850526198160,2011-03-31,"Aleea Ardelean, Bistrita, 512472",0739 687 206
7430702132629,1991-09-22,"Strada Albu, Vicovu de Sus, 546648",0734 879 277
2100130294934,2006-10-08,"Strada Măriuca Aanei, Otelu Rosu, 883067",0237 801 219
7700231398059,1957-04-22,"Bulevardul Dinu Nr. 78 Bl. 65  Sc. 50 Ap. 404, Negresti, 419882",0749 346 718
4210321464416,1948-10-28,"Drumul Diaconu, Arbore, 901760",0752 302 145
5040213072691,2023-06-18,"Drumul Stoica Nr. 841 Bl. 77  Sc. 34 Ap. 596, Mogosoaia, 992710",0268 023 005
3860124042370,2003-12-17,"Soseaua Pleșu Stănescu Nr. 804 Bl. 23  Sc. 38 Ap. 503, Bumbesti-Jiu, 600919",0746 332 419
2560719153592,1999-10-04,"Strada Flavia Toma Nr. 245 Bl. 47  Sc. 41 Ap. 229, Cumpana, 955961",0231 622 542
3331002244466,1921-01-06,"Aleea Tabacu Nr. 782 Bl. 37  Sc. 59 Ap. 404, Campina, 385225",0786 050 810
3611231238400,1922-09-09,"Drumul Nemeș, Rovinari, 968721",0735 058 173
5040315422682,1970-08-12,"Drumul Aanei Nr. 54 Bl. 52  Sc. 21 Ap. 903, Rasnov, 569220",0752 606 412
7461222224257,1937-08-21,"Bulevardul Stoica Nr. 71 Bl. 89  Sc. 97 Ap. 940, Uricani, 580613",0268 578 868
7491205430831,1956-05-08,"Aleea Lazăr Diaconu Nr. 81, Otelu Rosu, 838028",0737 501 613
8640630268546,1988-04-22,"Drumul Dobre Nr. 88, Bolintin-Vale, 406402",0257 277 394
6480204146638,2023-04-21,"Drumul Manuela Marin, Targu Secuiesc, 494375",0249 380 077
2910709510122,1939-12-11,"Bulevardul Semenica Pop Nr. 550 Bl. 34  Sc. 98 Ap. 168, Ludus, 637945",0737 635 003
6890328177630,1925-11-27,"Strada Dochioiu, Cristuru Secuiesc, 919473",0786 293 204
3631225365569,1922-03-29,"Soseaua Mirabela Tabacu, Darabani, 141801",0747 172 652
8890423150602,1941-08-18,"Bulevardul Tudor Nr. 347, Sebes, 142889",0785 767 804
4900901522677,1955-06-27,"Soseaua Voicu Niță Nr. 192 Bl. 75  Sc. 64 Ap. 720, Murfatlar, 274716",0767 303 299
7331126364249,1991-12-21,"Drumul Niță, Harsova, 257585",0237 076 932
7181011363074,2019-10-14,"Strada Toma, Campulung, 819911",0759 423 927
2590114461791,2013-03-23,"Soseaua Florea, Valea lui Mihai, 611231",0785 867 449
7160605447151,1957-04-30,"Soseaua Stan Nr. 318, Miercurea-Ciuc, 793509",0264 367 957
3110409019652,1939-03-21,"Strada Ardelean Nr. 857, Galati, 980078",0730 225 233
6440901330860,1912-04-27,"Soseaua Popescu Nr. 78 Bl. 20  Sc. 79 Ap. 772, Segarcea, 535058",0238 622 399
3610831122371,1939-02-11,"Aleea Pușcașu Nr. 48 Bl. 77  Sc. 92 Ap. 279, Rodna, 933931",0726 984 851
8480901459555,2021-07-30,"Strada Gicu Florea Nr. 58 Bl. 78  Sc. 94 Ap. 992, Motru, 741895",0767 531 106
2410614185497,1967-05-22,"Soseaua Dana Dochioiu, Beius, 607603",0266 997 382
1591207372177,1914-03-13,"Soseaua Tomescu Nr. 31, Darmanesti, 268861",0250 093 143
8110902462863,1979-07-31,"Bulevardul Ioniță, Targu Ocna, 887649",0236 987 666
8680809339784,2019-06-16,"Soseaua Leordean Stănescu Nr. 13, Alesd, 640350",0764 395 767
7790515223577,1995-10-26,"Intrarea Ionescu, Comanesti, 841025",0235 584 961
7270712221830,1949-11-12,"Intrarea Mocanu, Ramnicu Sarat, 918357",0739 639 973
8271126420368,1989-09-20,"Aleea Mocanu Nr. 605 Bl. 70  Sc. 34 Ap. 222, Petrosani, 317579",0726 009 444
2720315369228,1908-10-15,"Drumul Florea Nr. 75, Husi, 473106",0269 848 436
1470821372209,1910-01-01,"Bulevardul Robertina Pop, Anina, 625986",0262 546 434
7811224237761,2007-07-09,"Drumul Malvina Dumitrescu Nr. 659, Pecica, 283637",0254 909 203
7660315192864,1955-11-23,"Soseaua Dumitrescu, Tudora, 414015",0751 626 372
4220518317364,2014-03-10,"Strada Aurelia Ioniță Nr. 754, Savinesti, 448755",0755 699 642
3361215256390,1970-08-28,"Drumul Nicuță Suciu Nr. 830 Bl. 80  Sc. 74 Ap. 604, Giurgiu, 358021",0754 970 506
1670109419024,1948-05-01,"Intrarea Nemeș Nr. 72 Bl. 21  Sc. 38 Ap. 441, Sovata, 325585",0249 896 056
1080122182901,1912-12-01,"Bulevardul Ramona Albu, Fetesti, 612463",0768 061 018
1621216020749,1917-08-31,"Bulevardul Zenovia Mazilescu Nr. 952 Bl. 42  Sc. 60 Ap. 929, Homocea, 720855",0266 997 789
6840614426277,1972-08-19,"Soseaua Nicolae Eftimie Nr. 29 Bl. 77  Sc. 67 Ap. 567, Sibiu, 158858",0736 195 381
4460120382272,1996-11-03,"Bulevardul Viorela Aanei Nr. 50 Bl. 93  Sc. 75 Ap. 406, Amara, 583760",0245 465 674
8441115442691,1932-05-21,"Soseaua Stancu Nr. 87, Covasna, 917043",0260 266 631
1500127191632,1972-06-12,"Intrarea Sergiu Ababei Nr. 835 Bl. 45  Sc. 24 Ap. 175, Cernavoda, 882765",0731 231 653
5471007442417,2015-09-02,"Strada Matilda Ardelean Nr. 772 Bl. 70  Sc. 49 Ap. 221, Pipera (Voluntari), 951615",0723 352 898
3160121142698,1924-05-01,"Intrarea Stoica Nr. 435 Bl. 70  Sc. 99 Ap. 432, Baciu, 628174",0741 266 676
4340619190386,1963-06-27,"Intrarea Florea, Buftea, 143710",0786 710 570
8651204372378,1986-07-31,"Strada Georgel Voinea Nr. 711, Hunedoara, 250252",0788 367 311
8060704126043,1995-04-23,"Drumul Pop Nr. 212, Amara, 694408",0752 784 035
1781109224969,1948-08-07,"Bulevardul Niță Nr. 190 Bl. 87  Sc. 53 Ap. 969, Rodna, 248263",0266 345 425
5600608518444,1982-08-25,"Soseaua Cristea Nr. 359 Bl. 96  Sc. 72 Ap. 789, Ineu, 645767",0234 512 935
7510924435189,1973-04-04,"Aleea Marin Nr. 56, Petrila, 671586",0734 333 302
8240627145427,1931-10-18,"Soseaua Tabacu Nr. 26, Brad, 387905",0771 273 888
4530514154111,1941-06-01,"Intrarea Ionescu Nr. 52, Gheorgheni, 222685",0262 993 624
1321025427578,1989-09-07,"Bulevardul Albu, Poiana Mare, 166974",0257 922 583
6800512355115,1919-07-30,"Intrarea Tudor Nr. 45 Bl. 21  Sc. 68 Ap. 729, Cobadin, 914917",0244 937 904
4020924362384,1975-05-29,"Aleea Ioniță Nr. 655 Bl. 98  Sc. 74 Ap. 135, Cobadin, 751833",0755 426 114
6220111516003,1970-02-11,"Bulevardul Ionescu Nr. 22, Galati, 463024",0246 416 981
8940317349001,1912-01-02,"Soseaua Ene, Campulung Moldovenesc, 259291",0720 067 024
6830419405623,1923-10-06,"Soseaua Barbu Nr. 357, Babadag, 516496",0771 385 025
8740119427503,1958-10-30,"Strada Cristea Nr. 55 Bl. 47  Sc. 65 Ap. 647, Talmaciu, 545873",0255 923 467
3380814067299,1941-12-05,"Strada Dida Tabacu Nr. 49, Mangalia, 646216",0745 846 373
3161131416773,2022-05-04,"Drumul Popescu Nr. 56, Ineu, 379312",0753 048 175
7840620344093,2009-10-16,"Intrarea Stancu Nr. 427 Bl. 79  Sc. 51 Ap. 978, Galati, 817097",0734 076 430
1870826422601,1913-05-25,"Aleea Caius Ene, Oituz, 254122",0761 457 896
6920729241794,2002-02-18,"Strada Florea Nr. 406, Bumbesti-Jiu, 406752",0732 991 273
3891115218689,1940-12-19,"Soseaua Vladimir Pușcașu Nr. 313 Bl. 83  Sc. 20 Ap. 196, Suceava, 572197",0728 176 576
4990530259494,1975-10-15,"Bulevardul Dumitrescu Nr. 736 Bl. 22  Sc. 81 Ap. 889, Cristuru Secuiesc, 450915",0252 581 915
6590211445991,1955-05-21,"Intrarea Eftimie Voinea Nr. 795, Borcea, 322382",0266 929 614
7970314123229,1941-12-22,"Soseaua Toma Albu Nr. 60 Bl. 70  Sc. 31 Ap. 532, Popesti-Leordeni, 831172",0744 365 536
8630430342005,1925-03-15,"Bulevardul Petre Dochioiu Nr. 61 Bl. 80  Sc. 84 Ap. 377, Baia, 826224",0786 695 076
8820729154992,2015-09-17,"Drumul Elvira Manole Nr. 92, Saveni, 498970",0268 551 615
7390719365315,2020-02-13,"Soseaua Ardelean, Sacele, 442621",0746 122 128
6671229144730,1958-11-13,"Bulevardul Stancu Nr. 10 Bl. 99  Sc. 27 Ap. 468, Dej, 527456",0251 262 877
4680211141416,1911-07-04,"Drumul Tomescu Nr. 334, Maieru, 374821",0723 742 770
5171110448873,1953-04-24,"Bulevardul Ababei Nr. 641, Baciu, 476020",0744 622 630
8341030425284,1913-05-16,"Soseaua Victoria Ababei, Eforie Nord, 816732",0749 969 044
2280611245958,1958-11-20,"Aleea Luiza Tabacu Nr. 768, Curcani, 975046",0251 072 801
1891106088780,2006-12-12,"Strada Codrina Gheorghiu Nr. 37, Tulcea, 871355",0258 755 960
8521031460486,1972-10-11,"Aleea Albu Nr. 56 Bl. 93  Sc. 86 Ap. 704, Berceni, 658756",0737 698 192
4510206034756,1997-09-04,"Intrarea Dinu Ioniță, Avrig, 561531",0241 893 922
8910715082832,1945-01-13,"Strada Tabacu Nr. 635 Bl. 86  Sc. 23 Ap. 661, Mioveni, 521641",0265 150 269
7531007171760,2021-12-03,"Strada Aanei, Ocna Mures, 219583",0261 847 161
7140506066167,1938-12-23,"Strada Ionescu Nr. 71, Valea lui Mihai, 822271",0723 833 261
3340326131549,1953-08-11,"Soseaua Pop Nr. 75, Caracal, 217028",0743 360 216
7280117014418,1968-11-12,"Strada Popescu, Tunari, 169596",0772 717 287
1001005418023,1913-07-18,"Soseaua Diaconu Nr. 966 Bl. 56  Sc. 98 Ap. 858, Tomesti, 780377",0238 998 630
1020115067294,1919-02-26,"Drumul Raul Florea Nr. 91, Otopeni, 496635",0250 864 937
8040708271859,1958-05-26,"Strada Ioniță Nr. 35 Bl. 91  Sc. 44 Ap. 242, Feldru, 993022",0236 474 029
4690803087200,1916-04-11,"Aleea Niță Nr. 23 Bl. 72  Sc. 36 Ap. 581, Eforie Nord, 928292",0258 471 999
6621213019714,2009-01-14,"Aleea Niță Nr. 40, Baraolt, 961733",0734 513 705
6491004442783,1935-03-11,"Strada Nemeș Nr. 807, Sebis, 341667",0729 327 828
1460628245981,1924-04-29,"Strada Mazilescu Nr. 297, Babeni, 653944",0747 800 118
8501212010599,1949-08-20,"Intrarea Alexandra Diaconescu Nr. 408, Covasna, 567390",0720 817 477
3530122445252,1994-11-29,"Drumul Mocanu Nr. 278 Bl. 98  Sc. 17 Ap. 218, Odobesti, 690880",0723 873 778
4260610082404,1925-02-21,"Bulevardul Mocanu, Sancraiu de Mures, 806323",0760 285 647
8740130033018,2006-07-08,"Strada Savina Oprea Nr. 55 Bl. 15  Sc. 45 Ap. 867, Suceava, 198329",0262 420 721
6530603406103,1936-01-26,"Strada Nistor, Talmaciu, 660440",0245 648 421
5910623152473,1948-11-02,"Bulevardul Diaconu Nr. 307 Bl. 19  Sc. 29 Ap. 473, Horodnic de Sus, 997977",0265 616 445
5271212385819,2015-10-06,"Intrarea Barbu, Slatina, 529484",0780 468 880
1880928047399,2012-04-10,"Aleea Gheorghiu Nr. 870, Victoria, 690487",0784 922 602
7000424318240,1971-06-21,"Bulevardul Nistor Nr. 33 Bl. 89  Sc. 84 Ap. 783, Sovata, 925821",0259 089 114
2280625092497,1945-05-29,"Drumul Veronica Diaconu, Medias, 685815",0232 044 436
8391124118967,1912-11-03,"Aleea Milena Nemeș Nr. 75, Bals, 240389",0785 839 985
1220721287684,1990-10-31,"Soseaua Doina Stancu Nr. 24 Bl. 87  Sc. 51 Ap. 964, Lipova, 106374",0238 976 026
8850308276860,1925-05-03,"Strada Ionescu Nr. 44 Bl. 90  Sc. 25 Ap. 407, Dobroesti, 530414",0765 718 176
7600209424732,1912-07-05,"Soseaua Suciu Nr. 653, Poiana Mare, 904844",0268 698 747
8380427174250,1944-03-09,"Intrarea Nistor Nr. 384, Sebis, 757123",0754 723 977
7851004012972,2016-02-24,"Aleea Dinu Nr. 16, Drobeta-Turnu Severin, 870159",0729 584 768
7960504221186,1964-02-08,"Intrarea Manole, Rucar, 863422",0750 249 706
3980925187343,1920-09-12,"Bulevardul Aanei Nr. 90 Bl. 33  Sc. 52 Ap. 618, Motatei, 931596",0745 240 104
4220328215612,1978-05-10,"Drumul Aanei Nr. 30, Valu lui Traian, 876665",0238 771 654
7520205151515,1928-06-17,"Drumul Tomescu, Sangeorgiu de Mures, 626948",0757 486 534
5240504461665,1951-12-08,"Drumul Ardelean, Cornetu, 411966",0745 585 612
5070418342750,1940-06-16,"Strada Toma Nr. 43, Petrila, 183097",0755 267 633
4661210329433,2023-06-18,"Intrarea Albu Nr. 42, Deta, 384272",0731 452 624
1291024451593,1999-01-27,"Drumul Teofil Tomescu Nr. 38, Odorheiu Secuiesc, 616007",0238 886 711
6120501041102,2018-02-10,"Intrarea Ardelean, Oravita, 547016",0740 684 307
3610413449928,2008-12-20,"Drumul Ozana Dumitrescu, Medgidia, 798076",0746 942 930
1050120254684,1965-02-11,"Soseaua Carmina Mocanu Nr. 664 Bl. 75  Sc. 46 Ap. 168, Slobozia, 900047",0723 553 126
4980723328323,2000-08-01,"Intrarea Stănescu, Tudora, 989878",0738 169 520
3001206017668,1927-07-11,"Aleea Ilinca Cristea Nr. 76, Cristuru Secuiesc, 224931",0755 850 675
4780416203641,1949-04-12,"Strada Oprea, Hunedoara, 727417",0766 120 432
7651202386463,1923-08-26,"Drumul Sorin Gheorghiu Nr. 37, Iasi, 359238",0257 525 991
3480622422888,2023-05-03,"Strada Cristea, Uricani, 247534",0749 869 392
1260801521670,2015-03-02,"Intrarea Suciu Nr. 645, Babeni, 699731",0732 855 844
4280416061876,1920-07-09,"Aleea Marin, Braila, 510595",0268 196 608
5210211163587,1983-02-24,"Aleea Dida Pușcașu, Babadag, 723828",0764 145 679
4000827011487,2014-08-10,"Drumul Oana Pușcașu Nr. 76 Bl. 54  Sc. 64 Ap. 340, Rosu, 718638",0746 918 453
3711003174238,1926-10-04,"Bulevardul Gheorghiu Nr. 57 Bl. 19  Sc. 94 Ap. 923, Sangeorz-Bai, 727458",0746 339 107
5081112366850,1942-03-12,"Bulevardul Dinu Nr. 664 Bl. 59  Sc. 67 Ap. 259, Fetesti-Gara, 251633",0232 161 231
3610415527882,2001-07-11,"Drumul Mocanu Nr. 68, Adjud, 442787",0761 924 286
2521016363462,1937-11-03,"Strada Nelu Nistor Nr. 25 Bl. 72  Sc. 59 Ap. 541, Valea lui Mihai, 653647",0722 341 023
1870130281640,1949-03-26,"Soseaua Voinea Nr. 287 Bl. 64  Sc. 91 Ap. 895, Borcea, 672038",0763 813 655
8631002263934,1944-03-10,"Intrarea Eftimie Nr. 39, Roman, 134222",0731 365 680
3500426251357,1954-12-21,"Soseaua Ene Nr. 242, Tecuci, 990646",0735 393 999
4570417282613,1946-07-16,"Aleea Daciana Stoica Nr. 489, Bocsa, 895807",0720 515 471
8420719342121,1950-11-17,"Aleea Oprea Nr. 71 Bl. 86  Sc. 32 Ap. 539, Victoria, 767258",0744 934 037
4120506512164,1943-04-01,"Intrarea Giorgian Dinu Nr. 99, Nasaud, 584062",0234 751 393
8870628188507,1967-08-29,"Bulevardul Diaconu Nr. 953 Bl. 68  Sc. 14 Ap. 432, Valenii de Munte, 662837",0268 717 100
2921210313366,2023-04-08,"Intrarea Ene Nr. 44, Cajvana, 129432",0786 088 232
3390827524715,1932-06-25,"Soseaua Bernard Dobre, Titu, 163045",0250 345 794
2980409190399,1925-07-23,"Drumul Dinu Nr. 18 Bl. 94  Sc. 23 Ap. 917, Craiova, 118202",0732 617 873
6861030151052,1975-08-08,"Drumul Stănescu, Campulung, 706721",0734 998 475
6611201268575,1991-03-29,"Bulevardul Antoaneta Manole Nr. 490 Bl. 23  Sc. 32 Ap. 694, Dragalina, 797755",0711 712 237
3130205315761,1930-12-27,"Strada Alexandru Nemeș Nr. 323 Bl. 28  Sc. 53 Ap. 804, Sangeorgiu de Mures, 753513",0267 806 863
5370615110041,1962-07-25,"Drumul Gheorghiu, Feldru, 244883",0751 250 592
6030308516560,1910-12-10,"Aleea Ene, Tulcea, 714274",0249 019 694
7681212182758,2020-12-14,"Soseaua Popescu Nr. 27 Bl. 29  Sc. 97 Ap. 766, Giarmata, 405338",0722 040 619
4160531104029,1958-09-02,"Strada Stoica, Otopeni, 740226",0764 523 849
5500101108904,1943-01-18,"Aleea Izabela Florea Nr. 413 Bl. 74  Sc. 64 Ap. 672, Sandominic, 314975",0766 059 672
5000627377551,1963-09-26,"Intrarea Niță Nr. 664, Harsova, 833641",0245 473 515
6320906233029,2008-06-17,"Intrarea Nistor Nr. 981, Odobesti, 130821",0732 254 472
8240726061703,1980-07-01,"Aleea Dida Pușcașu Nr. 25 Bl. 48  Sc. 23 Ap. 968, Otopeni, 970855",0770 148 237
2470428133639,1974-03-29,"Soseaua Dima Nr. 53 Bl. 40  Sc. 66 Ap. 998, Babadag, 378565",0736 290 581
6280517453045,2010-10-14,"Drumul Sonia Diaconescu Nr. 775 Bl. 13  Sc. 32 Ap. 640, Timisoara, 563746",0737 174 525
