first_name,last_name,personal_number,birthdate,address,phone_number,mac_address,ip_address,iban,currency
Vladimir,Ardelean,2390429064771,1999-10-09,"Bulevardul Stancu Nr. 68, Oradea, 769837",0268 657 893,65:09:67:09:c4:e9,16.21.205.35,RO47NIDQ6585635886946183,GMD
Alexandrina,Stoica,2061031409526,1938-03-19,"Intrarea Ababei Nr. 76 Bl. 60  Sc. 72 Ap. 882, Barlad, 706355",0266 939 680,8c:a0:e2:3f:16:4f,168.13.166.189,RO08SBCR7074261328292873,MAD
Ivona,Ionescu,2250228216304,2013-11-03,"Aleea Petronela Marin Nr. 97, Victoria, 988370",0747 850 541,e9:88:93:0c:12:92,189.106.147.249,RO78DUPS3900981018530330,DOP
Didina,Nemeș,6170811376278,1955-06-05,"Soseaua Jana Dobre Nr. 82, Popesti-Leordeni, 434258",0244 379 657,e3:6a:1b:39:21:c8,129.15.192.237,RO16FZQJ9736666601711230,SZL
Liana,Nistor,2540327460132,2014-02-15,"Strada Voinea Nr. 92 Bl. 99  Sc. 96 Ap. 591, Darabani, 936536",0742 264 637,03:ae:47:85:1f:87,188.164.155.119,RO28KXID2240078082610122,PYG
Svetlana,Nemeș,1080213356528,1936-02-13,"Strada Lică Nistor, Covasna, 731319",0722 154 457,0d:74:30:49:1b:91,26.13.129.70,RO34ZRTI4191650977049361,KHR
Nicodim,Mocanu,4031001419999,1917-11-04,"Strada Nae Marin Nr. 897 Bl. 55  Sc. 29 Ap. 353, Fetesti, 554276",0727 890 677,50:cb:ec:84:4e:69,118.190.254.126,RO67BFCD5771420320543765,BSD
Ilinca,Tudor,1371109122326,1940-07-21,"Intrarea Florina Albu Nr. 33, Drobeta-Turnu Severin, 129926",0748 800 977,2b:63:88:db:0f:7a,168.146.0.68,RO94WSNZ1811030916440720,HTG
Norman,Preda,3820525291168,2003-01-23,"Aleea Popa Nr. 30, Moisei, 194395",0260 134 503,f6:e7:6b:c3:28:36,68.223.145.78,RO86HMKV1223848556921331,GYD
Florea,Oprea,1120631511851,1947-07-18,"Strada Felix Dobre, Rasinari, 405569",0733 515 419,c5:48:1b:54:1b:13,193.79.119.164,RO73QYGL6017902943310846,SVC
Tiberiu,Dima,1140727147679,1939-10-29,"Soseaua Eliza Florea Nr. 186 Bl. 48  Sc. 60 Ap. 861, Cornetu, 451879",0764 176 064,8f:73:f9:88:ac:03,201.78.148.52,RO41NKHN3736065300245098,MKD
David,Stănescu,1770519097000,1912-06-17,"Intrarea Ene Nr. 118, Gheorgheni, 230756",0267 063 638,69:12:e0:3c:2f:c6,108.154.202.130,RO27JKBE8966234415082503,AZN
Ilinca,Manole,8440303443232,1978-08-30,"Bulevardul Nemeș Nr. 761, Otelu Rosu, 967804",0780 573 186,8d:e8:f3:72:8a:de,23.181.60.161,RO60YHWZ9161973862578911,NAD
Savina,Popa,6511114356628,2011-04-05,"Drumul Voinea Nr. 689 Bl. 35  Sc. 93 Ap. 596, Teius, 384337",0255 038 420,8d:86:0a:15:db:70,166.176.157.202,RO59ACBW2819992152544802,LTL
Iustinian,Nemeș,8490707453033,2016-08-28,"Intrarea Aanei, Babeni, 675879",0750 334 223,81:aa:cf:0d:a5:cb,195.98.75.83,RO96CGCL9800078330623187,SCR
Nae,Stan,6621130448842,2017-01-06,"Soseaua Manole Nr. 43, Dej, 136107",0265 788 301,08:67:d6:84:c8:a1,174.146.143.114,RO07JETM2206636442542643,KMF
Varvara,Ionescu,8340302141367,1993-07-11,"Drumul Florea Nr. 997 Bl. 41  Sc. 11 Ap. 630, Rodna, 668748",0733 576 918,cd:52:e8:87:4f:bb,44.171.78.117,RO40FCAJ3405094329714251,BDT
Beniamin,Manole,6150628167241,1912-07-27,"Intrarea Henrieta Mazilescu Nr. 13, Huedin, 302262",0268 059 245,99:55:1c:d6:34:15,223.196.71.119,RO98SSTX9620613023480104,MRO
Julieta,Oprea,7680423210066,2008-03-10,"Strada Catrinel Suciu Nr. 79, Dragalina, 264165",0786 629 523,3c:d4:d0:60:ae:39,27.179.156.102,RO61RARG3465173926234784,GTQ
Domnica,Ababei,3700109435489,1941-08-27,"Strada Mocanu Nr. 33, Alesd, 895958",0741 812 259,83:fd:2f:b4:56:85,160.114.34.94,RO23BENB0771203654184818,HNL
Tatiana,Suciu,6720220170276,1958-06-11,"Drumul Tabacu Nr. 911, Targu Secuiesc, 496947",0764 057 589,ef:10:a4:0e:6b:c4,42.69.205.26,RO62FKML8772253168923208,BYR
Ancuța,Toma,1540922089326,1990-09-23,"Strada Nemeș Nr. 17 Bl. 90  Sc. 79 Ap. 781, Valu lui Traian, 733910",0745 798 382,ef:f5:84:fa:90:44,187.102.147.39,RO45OSWH9131213549195234,TJS
Jasmina,Suciu,4020504237779,1933-04-12,"Aleea Nemeș, Valu lui Traian, 491672",0262 950 938,26:9f:08:27:81:70,207.8.232.11,RO77PJXQ2688245130445053,NIO
Todor,Tudor,8620624035848,1940-11-06,"Bulevardul Diaconescu, Gaesti, 850634",0265 820 358,c9:1f:eb:94:2a:da,105.54.22.175,RO40UHCR7112556195591930,NAD
Flora,Suciu,3830503201949,2013-01-16,"Strada Dinu Nr. 25, Chisineu-Cris, 347961",0772 075 964,5f:4b:75:f7:90:18,82.173.15.18,RO52NKRV1619728745303167,OMR
Ludovic,Dima,7450317414251,1912-08-28,"Bulevardul Toma Nr. 97, Segarcea, 516887",0733 969 027,61:00:a7:2a:5d:1f,102.220.81.110,RO95KBOK8235249769521927,CNY
Iancu,Ioniță,4470418062173,1982-07-11,"Drumul Teea Georgescu Nr. 80 Bl. 32  Sc. 11 Ap. 923, Maieru, 850771",0259 934 096,83:68:bc:66:99:81,193.124.232.213,RO02XKDE5988317035825419,EUR
Georgian,Popa,6311220174174,1953-05-27,"Bulevardul Nicuță Ioniță Nr. 37, Rovinari, 423940",0724 949 395,88:d5:0b:95:dd:36,75.128.102.44,RO98ERWT4339008083238835,GEL
Lavinia,Cristea,8960405417833,1958-08-30,"Aleea Vasilică Albu, Maieru, 907065",0740 269 699,64:85:24:1d:d7:b8,123.223.249.89,RO54NXZP4019410586880797,ERN
Tudora,Nistor,8530421106910,2023-12-10,"Aleea Georgescu Nr. 564 Bl. 45  Sc. 40 Ap. 650, Piatra-Neamt, 831150",0780 152 777,8e:29:af:38:c5:f3,172.162.171.66,RO19KLPT4097361481803305,HTG
Gina,Pușcașu,2791105245809,2015-11-30,"Bulevardul Ionela Manole Nr. 74 Bl. 20  Sc. 87 Ap. 139, Sfantu Gheorghe, 860253",0266 724 824,1f:2c:e4:bf:78:bb,48.182.156.162,RO82BJRX7876008235807380,ZWD
Georgel,Tomescu,2980403058571,1934-05-28,"Intrarea Popa Nr. 156, Odorheiu Secuiesc, 316730",0752 849 580,1d:c6:6b:95:47:71,206.28.177.31,RO14TBEB4922893585359826,CLP
Eufrosina,Dobre,4600912338191,2007-02-08,"Intrarea Consuela Eftimie Nr. 54 Bl. 16  Sc. 42 Ap. 890, Stei, 926438",0754 911 915,64:91:d2:fe:2d:a1,124.101.249.124,RO29MLIJ1364654378029068,MGA
Cristea,Dima,4411003412861,1954-01-06,"Soseaua Ionescu Nr. 89, Resita, 708324",0256 302 479,7a:ee:8d:4b:c4:11,9.190.24.126,RO61TDUF8761155488158779,SBD
Narcis,Tomescu,1960808340336,2011-03-19,"Soseaua Luminița Diaconescu Nr. 24, Ramnicu Sarat, 387950",0266 134 594,00:ed:0d:0f:cd:54,20.6.113.211,RO50KHLL2561899459064489,UGX
Raluca,Ionescu,6930813139826,1970-12-12,"Intrarea Teofil Toma Nr. 277 Bl. 24  Sc. 13 Ap. 726, Pascani, 425897",0756 047 884,1b:a7:d9:3f:22:1e,188.222.163.71,RO35NXHL9383428989990035,INR
Smaranda,Preda,4580216419348,2017-06-10,"Intrarea Barbu Pușcașu, Barbulesti, 468419",0739 944 390,5b:65:15:72:b5:49,69.148.139.196,RO87PGLW9805068449499011,MMK
Lavinia,Popescu,2410812528747,2017-07-25,"Strada Aanei Nr. 144 Bl. 27  Sc. 52 Ap. 857, Poienile de sub Munte, 301585",0246 047 459,b7:a6:e5:f7:42:5a,30.195.202.132,RO74KYVC5202465586127904,JOD
Otilia,Suciu,5141006249553,1945-09-14,"Drumul Vicenția Pușcașu, Negresti-Oas, 598724",0747 764 028,dc:26:42:d9:4d:61,120.53.247.71,RO04DWUB4648910234273833,NIS
David,Stoica,8550723044439,1984-01-19,"Strada Toma Nr. 69 Bl. 83  Sc. 88 Ap. 394, Tomesti, 368262",0736 950 421,be:62:d2:6a:18:9e,8.209.253.22,RO41ZSQN0251896924501668,UZS
Lorena,Ionescu,4670928033331,1926-02-02,"Drumul Sandu Manole Nr. 628, Campulung Moldovenesc, 616656",0234 791 063,46:88:71:cc:78:07,91.243.108.88,RO42CRKP5402575966500445,CZK
Monica,Ioniță,1060922209321,1963-09-21,"Aleea Oprea Nr. 549 Bl. 73  Sc. 92 Ap. 683, Tudora, 170561",0748 491 653,54:e5:33:33:a6:f0,194.214.200.4,RO13PDTK9506471949887982,SZL
Doriana,Gheorghiu,3400415143751,1933-05-24,"Strada Pop Nr. 391 Bl. 35  Sc. 94 Ap. 905, Barbulesti, 418084",0721 564 492,7f:c8:b2:19:1d:56,215.125.193.205,RO06BRLU3263366747573934,BTN
Adam,Dochioiu,7340731358805,2015-06-22,"Aleea Preda Nr. 942 Bl. 17  Sc. 93 Ap. 507, Marghita, 564446",0262 991 377,80:54:05:2d:6c:cc,138.155.5.20,RO37SLCS0351583339693870,EUR
Cornel,Florea,3770411389551,1949-04-13,"Intrarea Popescu, Urlati, 705957",0765 051 426,f9:13:79:9e:9b:e2,175.76.60.31,RO50NDAY5763327793847185,HKD
Lavinia,Tomescu,1881112108425,2003-11-15,"Bulevardul Eftimie, Motatei, 284500",0243 044 242,9e:6a:f8:f4:1f:43,48.63.30.243,RO50OBPJ4546856146275085,CHF
Mirona,Dobre,6350102321959,1932-04-11,"Strada Mihaela Nistor, Hateg, 102161",0786 519 195,e8:c8:b6:6a:87:3f,56.123.146.134,RO06ULCB2948742017367013,CDF
Lucian,Suciu,3240908295907,1986-10-08,"Aleea Stancu Nr. 40 Bl. 18  Sc. 11 Ap. 838, Rosu, 541131",0771 780 510,43:1e:c0:10:4a:b9,30.105.91.174,RO47SESB5343262843244821,TTD
Floriana,Mazilescu,4171006311001,1968-06-02,"Soseaua Ene, Marasesti, 561334",0237 828 389,1c:fa:e2:f3:59:4c,44.152.49.33,RO92EXZL0731734232330869,XDR
Lorelei,Pop,3020129296201,2019-03-15,"Aleea Gheorghiu Nr. 275, Medias, 476794",0234 483 408,e7:45:c1:2a:c2:a9,73.117.178.120,RO70HUQN1272340397255777,PHP
Eliza,Pop,2880901137494,2023-04-17,"Intrarea Dochioiu Nr. 98, Iasi, 428857",0244 585 176,8f:74:79:fe:a0:57,38.220.162.156,RO39EYIJ3682960868724066,SYP
Valentin,Gheorghiu,1560527450436,2017-02-27,"Aleea Gabriela Diaconu Nr. 69, Bocsa, 554077",0257 716 537,b6:63:45:b6:b7:fc,88.103.216.117,RO08GMYJ8320249972104055,MMK
Mugur,Ioniță,1991230288210,1946-05-20,"Bulevardul Suciu, Calan, 545620",0766 392 267,e9:97:36:79:08:5b,140.225.139.112,RO20GSDV8082912327289003,SBD
Ilarion,Dumitrescu,1870504130022,1965-08-04,"Soseaua Ioniță, Miercurea-Ciuc, 203748",0268 000 589,19:3f:66:30:22:b7,70.176.32.47,RO54ULVX0978224770213368,INR
Edmond,Albu,7661209514414,1961-05-10,"Strada Suciu Nr. 506 Bl. 95  Sc. 85 Ap. 791, Rosiori de Vede, 858533",0256 324 237,bd:93:04:ef:7e:84,38.0.77.122,RO43YACO0152676989308414,UZS
Leana,Dochioiu,1011228097632,1971-05-07,"Drumul Gabi Cristea Nr. 736 Bl. 60  Sc. 79 Ap. 589, Adjud, 627605",0254 285 710,8a:7a:72:1d:57:60,81.185.97.8,RO71WGDX9538815849753473,COP
Lorelei,Aanei,8490226297532,1971-09-25,"Strada Stoica, Poiana Mare, 800239",0736 071 952,64:11:4f:6a:4a:4d,156.106.48.59,RO65LZYO7592638654808719,AED
Dan,Dinu,6040902370808,1924-09-27,"Strada Leopoldina Diaconu, Adjud, 904411",0255 900 514,76:11:50:b8:5b:4e,3.204.70.227,RO85EINN1171080358528233,MRO
Georgel,Cristea,7280309101021,1963-06-21,"Aleea Voinea, Mangalia, 474338",0262 610 235,b5:3d:cf:b1:64:ca,108.140.197.216,RO89AXIE7939052536703701,JMD
Viorica,Dumitrescu,5480216438864,1996-10-06,"Intrarea Tabacu, Raducaneni, 867977",0267 540 742,26:40:82:81:16:65,90.127.80.5,RO57MWVZ3360329426936897,AFN
Aristița,Stoica,2730309127158,1934-11-06,"Bulevardul Evelina Preda, Turnu Magurele, 335537",0239 364 850,10:87:a9:fb:1e:f8,46.145.67.210,RO81LHWI8234010867346820,BWP
Ludmila,Mocanu,3310818291073,2017-09-26,"Soseaua Dobre, Sighetu Marmatiei, 764430",0780 838 117,1a:d5:9a:e3:ba:56,153.65.80.145,RO34ODKJ7511184166530552,HNL
Iustinian,Pop,4731117348531,1951-12-21,"Strada Vanesa Pușcașu Nr. 671, Otopeni, 442170",0232 362 436,8e:58:f6:ca:f0:4b,131.46.57.87,RO81ZXFY4501948653710738,JEP
Beatrice,Toma,1840125284922,1959-04-11,"Soseaua Mazilescu Nr. 51 Bl. 82  Sc. 94 Ap. 817, Ovidiu, 468938",0786 741 743,ab:d9:e7:37:3c:ef,215.11.216.95,RO56BDXR4918560708235397,PKR
Romeo,Dima,1520323284750,1912-05-26,"Bulevardul Manole Nr. 52 Bl. 33  Sc. 43 Ap. 382, Cajvana, 651437",0733 120 267,12:91:4d:ff:6d:f7,214.160.167.58,RO76WWPE2943743165564835,MRO
Ada,Preda,5060106352901,2014-02-08,"Intrarea Pușcașu, Horodnic de Sus, 851610",0722 982 245,af:29:1e:ed:0e:84,99.18.217.84,RO78RNLS7599782087652276,GTQ
Daciana,Preda,6110401464581,1974-02-23,"Strada Ene Nr. 56, Bailesti, 421067",0736 602 460,84:55:9c:1d:e9:0b,137.102.204.37,RO18DUHX6775179900159686,PGK
Nicuță,Stănescu,7881020260506,1920-02-16,"Drumul Rareș Georgescu Nr. 701, Toflea, 324228",0723 416 182,23:38:7d:7d:9c:ee,58.95.109.47,RO56IAAX1100520988195321,OMR
Clara,Ioniță,1140305266528,1928-10-17,"Intrarea Eusebiu Mazilescu Nr. 400, Topoloveni, 785889",0768 548 338,e2:f7:4e:c6:c9:65,56.201.47.130,RO73MQQS8465368766163890,BYR
Catrina,Pușcașu,6560101033997,2014-11-19,"Strada Tudor Nr. 76, Sangeorz-Bai, 669042",0759 988 939,51:e1:63:18:97:8d,99.96.30.133,RO54YTIZ9792943749244226,MZN
Aristița,Dima,8001228297724,2023-02-05,"Soseaua Nemeș Nr. 372, Siria, 122290",0238 944 869,3c:a0:33:90:4a:08,173.137.236.116,RO60SRSO5566127559415048,LBP
Suzana,Nemeș,6370717087842,1934-01-06,"Soseaua Stoica Nr. 652, Cugir, 830005",0746 646 470,02:b0:12:03:cb:9f,86.98.84.61,RO62FTWM9331649964378349,CVE
Gelu,Stancu,2630228069488,1974-07-31,"Aleea Ionel Nistor Nr. 40, Borcea, 278751",0742 626 121,18:4b:64:2b:92:56,153.19.106.103,RO32VLAG4908451664109590,USD
Draga,Niță,4240702436461,1961-08-01,"Drumul Ene Nr. 214, Techirghiol, 946296",0749 202 112,85:fa:a7:98:93:00,152.41.117.169,RO84LXVX1267768298357651,HKD
Iurie,Suciu,4040710086692,2010-02-21,"Drumul Stoica Nr. 57, Segarcea, 340582",0248 498 454,e9:a0:f4:99:c4:fd,27.142.155.57,RO72LMWO0462889991180042,ANG
Emilia,Mazilescu,3510119260854,1980-04-06,"Bulevardul Popa Nr. 320, Teius, 134250",0723 814 629,43:c3:04:4a:a1:d4,177.82.175.96,RO40SOAQ8277221597146189,OMR
Steluța,Tabacu,3120302309988,1918-10-15,"Aleea Albu Nr. 25, Adjud, 686690",0241 972 020,77:cb:45:ed:1c:3d,13.165.141.45,RO45EUAE2227626498255410,AOA
Mirela,Toma,6170920290185,1987-04-22,"Soseaua Andreea Manole, Fetesti, 724835",0760 248 396,ab:22:1e:c6:e4:6b,193.177.126.4,RO15VIED5638545903919336,AMD
Dochia,Toma,2621213369266,1924-05-29,"Aleea Dima Nr. 12, Sfantu Gheorghe, 561932",021 787 5450,db:e0:26:dc:c1:6a,157.222.122.141,RO25OJAB5575984459360745,BOB
Catrina,Ardelean,2790808522081,1935-07-27,"Strada Inocențiu Oprea Nr. 285 Bl. 21  Sc. 60 Ap. 304, Corund, 786869",0257 098 519,49:47:df:41:bf:67,88.128.47.118,RO90JYYB4018858096177677,MAD
Diana,Eftimie,4250206186922,1931-07-23,"Drumul Jan Diaconu, Lugoj, 887387",0711 829 894,a9:9a:e1:27:bd:07,173.239.65.121,RO19MWJL7323460418076656,CUC
Cristian,Voinea,8561114300879,2013-05-10,"Drumul Nistor Nr. 580, Rosu, 490891",0768 498 677,e6:8a:d1:05:9b:6d,207.35.133.70,RO75CDWT0916747929175808,JOD
Iridenta,Dinu,5900714434583,1980-06-30,"Soseaua Andreea Stoica Nr. 931 Bl. 92  Sc. 60 Ap. 672, Roman, 137000",0243 077 757,41:c6:84:55:09:8b,55.94.179.10,RO28AITU9473288589227634,DZD
Iacob,Tudor,2150725120123,1998-02-06,"Drumul Toma Nr. 93, Pucioasa, 577436",0247 293 389,fe:ae:46:87:7a:cf,191.156.151.154,RO24LRYZ4478233349858539,KPW
Lucreția,Marin,4360125049325,1977-05-09,"Soseaua Nistor, Sadova, 762464",0267 004 607,d9:7f:77:dd:03:ef,142.40.255.211,RO12EINL9539210241584825,JOD
Olimpia,Nistor,3560705441136,1973-02-10,"Bulevardul Nistor, Siria, 295847",0734 513 122,cb:da:71:09:e0:9c,139.87.117.98,RO66HWXP7038736943966747,VEF
Maria,Aanei,8130126169933,1970-04-25,"Bulevardul Ababei Nr. 70, Braila, 117764",0751 500 123,22:5d:fb:1a:88:5e,198.137.80.15,RO48ELFX1075581166290765,AZN
Lucia,Tabacu,1081023102110,1990-07-13,"Soseaua Horia Suciu Nr. 642 Bl. 33  Sc. 86 Ap. 722, Dancu, 928585",0741 686 563,fe:89:da:11:f4:36,21.44.229.220,RO03KILN2621655887323494,NGN
Carmen,Oprea,1270505431030,1918-06-29,"Soseaua Ene Nr. 48, Buzau, 973136",0240 257 949,e4:10:0f:40:95:54,55.158.195.37,RO90INCL2411055819919814,ALL
Corvin,Manole,1580402289441,2009-07-03,"Strada Dobre, Roman, 812496",0262 683 199,c7:43:95:8d:f0:e7,34.89.210.174,RO48CBMZ9878954911745656,KES
Gianina,Aanei,1471219097255,1988-09-13,"Soseaua Stoica Nr. 917, Bolintin-Vale, 302064",0743 979 371,cb:f6:6b:09:80:b7,140.122.96.73,RO25APWD4163098773613005,CRC
Barbu,Georgescu,3870728072795,1933-07-17,"Intrarea Preda Nr. 13, Onesti, 155975",0759 792 081,e3:62:e6:cc:3c:91,38.113.148.101,RO82HDNW4578423376820239,AFN
Augustin,Oprea,3270114306190,1977-01-08,"Drumul Nistor Nr. 895 Bl. 14  Sc. 19 Ap. 894, Pecica, 127143",0788 402 283,9a:49:db:bf:fb:ee,2.174.116.169,RO74DDGS0085936050926687,BTN
Viorica,Niță,5950623060328,1940-05-19,"Intrarea Dochioiu Nr. 20, Corund, 740972",0245 238 717,0c:5c:d3:dd:8e:90,146.240.45.170,RO03HKFW2990096986947126,AFN
Robert,Barbu,3631205348366,1986-06-14,"Drumul Ina Gheorghiu Nr. 66 Bl. 41  Sc. 81 Ap. 720, Deta, 864736",0754 295 743,96:29:a7:c7:a6:41,6.72.211.102,RO26YYTG9402967749809455,SBD
Viorica,Albu,7841105114506,1908-05-06,"Soseaua Barbu, Sfantu Gheorghe, 451150",0711 809 064,0c:64:42:28:93:0d,171.172.162.189,RO26OFAI3001036709402150,GNF
Casiana,Ene,5080401156911,1913-07-23,"Intrarea Preda, Resita, 137693",0758 210 171,f9:a4:18:52:f1:2f,206.142.153.123,RO82LKQD5416100681624343,HNL
Jana,Suciu,3970827294503,1967-02-18,"Bulevardul Dima, Afumati, 256433",0754 881 377,f4:b7:af:09:98:29,197.99.1.205,RO39HURX0188105011284879,CUP
Draga,Diaconu,8430927165582,1969-06-11,"Strada Narcis Popescu, Tuzla, 508272",0746 093 250,56:dd:8c:e5:13:46,79.114.22.244,RO92JCSH3460407784088928,RSD
Sabin,Oprea,5460625373748,1949-11-20,"Intrarea Mazilescu Nr. 300 Bl. 17  Sc. 24 Ap. 962, Mizil, 330249",0780 507 718,1c:74:c7:cb:f2:a8,2.49.87.129,RO80DHHO0473243046416616,SYP
Robertina,Diaconu,1600821456543,1993-10-02,"Intrarea Dochioiu Nr. 85, Urziceni, 768739",0238 933 187,74:c7:7e:15:84:c7,216.250.58.143,RO92BRIN6352780937658227,CAD
Beniamin,Mazilescu,5080311260103,1970-06-07,"Drumul Nistor Nr. 87, Sighisoara, 410317",0735 412 987,ee:61:dc:f1:60:ea,98.6.241.118,RO50XPZG3930267782116765,UGX
Ruxanda,Nistor,4631119405037,1989-09-28,"Intrarea Popa, Campia Turzii, 777573",0750 337 791,86:30:b4:8a:f5:a6,76.56.53.60,RO20HVIE1261829740725200,SYP
Doru,Popa,4140522344212,1922-03-05,"Soseaua Dobre Nr. 133, Afumati, 369736",0748 313 411,c8:33:23:22:3c:55,166.186.181.119,RO16LWQI9758887663270296,XAF
Anton,Niță,6270428305810,2007-01-27,"Bulevardul Popescu Nr. 997 Bl. 42  Sc. 74 Ap. 169, Rosu, 909772",0736 765 879,23:2f:34:7e:15:d3,36.57.219.152,RO22ZHHL7876796557832645,NOK
Natașa,Dochioiu,3701120447567,1976-01-29,"Bulevardul Diaconescu, Podu Iloaiei, 352500",0259 170 546,4b:6f:dc:e8:e7:95,53.63.54.19,RO50XJWS1080262841790430,SAR
Olimpia,Dobre,3550522386380,1934-03-19,"Drumul Lorena Tudor, Borcea, 427818",0236 352 195,91:e7:00:c1:91:bb,164.127.43.186,RO31KLIR2399477080078879,GHS
Eusebiu,Dima,7741115458660,1970-08-14,"Strada Toma Nr. 233 Bl. 87  Sc. 58 Ap. 138, Siret, 602359",0760 061 493,0d:f4:58:91:dd:5e,120.158.118.211,RO89XMQU4230869982424353,ILS
Viviana,Voinea,5191127114783,1939-01-22,"Soseaua Stan, Voluntari, 294276",0760 778 739,23:78:a0:c1:45:de,153.218.79.243,RO33LOFS9897206258725648,DZD
Laurenția,Ardelean,2580709213371,1952-01-30,"Intrarea Victoria Toma Nr. 144 Bl. 58  Sc. 50 Ap. 961, Craiova, 873090",0720 616 710,25:62:d5:39:c2:50,140.66.246.181,RO87GBNW7470225766910445,SRD
Venera,Nistor,2540621084560,1925-02-07,"Soseaua Dochioiu Nr. 57 Bl. 61  Sc. 42 Ap. 337, Oltenita, 245887",0252 651 784,8d:b7:48:d9:d9:94,223.120.72.140,RO39EWXL9311971676077610,MRO
Marcheta,Tudor,5291114421669,1953-10-20,"Bulevardul Stănescu, Blaj, 272866",0235 711 008,61:be:05:cc:24:3e,114.114.40.85,RO27HEXW4326576453729167,BTN
Dorian,Suciu,2490217071235,2005-10-20,"Aleea Cantemir Nemeș Nr. 70 Bl. 76  Sc. 14 Ap. 511, Videle, 671286",0759 944 261,3b:54:25:16:d3:a2,45.184.18.101,RO18FEXM4500943892178115,TTD
Anuța,Aanei,5730514147536,1920-11-26,"Drumul Mocanu Nr. 780, Plosca, 534162",0264 744 420,f7:95:e3:6d:7a:16,145.89.26.242,RO11HHRM1835632709779873,CUP
Alin,Eftimie,4600430315201,1972-12-27,"Soseaua Adi Nistor Nr. 321, Vlahita, 440711",0720 318 816,11:8b:74:23:d1:6a,195.107.153.66,RO86YYXO3141289019167727,LSL
Francesca,Pușcașu,4421107199288,2008-04-10,"Drumul Dima Nr. 39 Bl. 27  Sc. 62 Ap. 815, Branesti, 749858",0757 156 936,11:76:87:e2:3e:a1,61.80.195.172,RO87CNEZ8039802875099763,PGK
Alex,Ardelean,8850528175723,1960-10-21,"Aleea Maximilian Diaconescu Nr. 525, Botosani, 578267",0726 145 668,c8:34:22:fa:55:9f,149.245.118.130,RO97EMGI7701101119502777,RUB
Petruța,Niță,3730226120121,2017-11-07,"Strada Ilona Pușcașu Nr. 98, Rodna, 915887",0786 255 236,a4:5a:bf:96:fd:c6,153.88.109.11,RO23NAJZ4787925297568787,SEK
Adela,Manole,2931206429296,1916-03-06,"Bulevardul Marina Toma Nr. 44, Simeria, 384752",0747 497 352,24:94:0c:40:d7:e2,117.2.236.34,RO34HXAK9634771945935757,CLP
Olga,Ababei,8960923068941,2008-12-12,"Strada Tomescu Nr. 33, Rucar, 119458",0250 326 057,8c:e7:4e:78:1d:aa,50.111.31.137,RO87HMDM3656413231695787,SYP
Ancuța,Ene,3151018156046,2001-07-02,"Drumul Nistor Nr. 70 Bl. 70  Sc. 79 Ap. 590, Targu Jiu, 342967",0235 292 751,33:74:47:1a:b7:e6,51.98.145.233,RO11EZST2598355056017879,XDR
Teodosia,Dinu,3400708446250,1985-04-08,"Intrarea Stănescu Nr. 89, Buftea, 512447",0247 877 986,f7:c2:e2:9e:d1:4a,141.156.243.252,RO55IQIH2699857234575033,BWP
Vicenția,Preda,7570103298222,1922-05-27,"Soseaua Lucian Stan Nr. 540, Horodnic de Sus, 598339",0751 746 185,36:ce:f6:2a:37:a1,41.103.32.127,RO24JOOA9765136178768064,KYD
Eliana,Florea,4210427047611,1989-11-15,"Soseaua Dumitrescu, Fetesti-Gara, 588205",0738 184 202,2d:be:61:a9:74:f3,90.179.66.71,RO18EUUA9095142773136984,PYG
Ozana,Mazilescu,4280915455829,1994-05-09,"Drumul Florența Stan Nr. 835, Marghita, 280609",0252 262 435,b0:d8:f1:6a:55:45,85.70.18.168,RO59JXST9339595563920689,PHP
Zeno,Toma,5640411421745,1919-10-14,"Soseaua Tatiana Stoica Nr. 32, Ploiesti, 144858",0733 874 615,40:c8:78:b2:50:7c,65.169.148.66,RO52DZUC6079202897833832,DKK
Miron,Dumitrescu,4920517170181,1981-10-24,"Strada Dumitrescu Nr. 808, Copsa Mica, 370610",0242 028 699,f2:50:2f:c5:2e:9a,198.150.193.133,RO88KLYC0219550252920507,GBP
Casandra,Ardelean,2140518181062,2018-10-06,"Soseaua Aanei Nr. 33 Bl. 36  Sc. 68 Ap. 513, Vatra Dornei, 918346",0770 273 378,55:6a:b2:e9:7a:d0,186.34.94.98,RO17DFJD8456291481074646,LSL
Amanda,Pușcașu,3211216386827,1999-05-01,"Intrarea Stoica, Raducaneni, 287327",0262 402 661,e0:9d:b3:0e:d1:f4,27.220.112.180,RO02MKBG7501394413629798,SBD
Laurențiu,Nistor,7331131064634,2022-08-23,"Aleea Tomescu Nr. 816 Bl. 14  Sc. 29 Ap. 253, Focsani, 841864",0231 628 074,f8:92:67:de:38:2a,119.242.92.235,RO15XHAX0111962452047836,LTL
Codrin,Manole,2231024350936,1962-01-17,"Drumul Ene Nr. 477, Carei, 846622",0264 194 707,70:70:80:2a:e0:ef,77.67.242.30,RO95FKYY3026978616314687,CVE
Anișoara,Dima,1570703105180,1936-12-24,"Drumul Diaconescu Nr. 123 Bl. 80  Sc. 15 Ap. 721, Cobadin, 837829",0735 572 081,6a:f5:99:7c:f8:65,76.144.144.91,RO39CVEC1658525688628113,UGX
Ecaterina,Dochioiu,8140323324683,1976-08-23,"Drumul Cristea Nr. 180 Bl. 92  Sc. 99 Ap. 480, Boldesti-Scaeni, 206003",0256 140 658,ae:f2:1a:00:de:55,70.19.88.147,RO61VLYE9186266777551436,EUR
