iban,currency
RO67CGKZ7015971344140782,MUR
RO71CDGG7129111300917292,RUB
RO68AXTX1325536657379586,TND
RO36XYMZ8178007163925682,BND
RO75ZXQF3457180832607693,PHP
RO49LHWX3222157500660662,KHR
RO50VAZY9731080259005818,NZD
RO26SMBQ3473070315653586,CVE
RO27MNHN4529937944183011,HNL
RO60JZEG4569846601773605,HTG
RO29HDSK5269932612426674,MMK
RO53QMLX3107879230418129,FJD
RO37MBKI0623132204195734,NPR
RO43OIGS8424402338166761,IRR
RO15WRYN7168980716607980,MOP
RO48MFXK5176414731094495,VUV
RO55OBPH3289954363742580,RON
RO82IDPE9438694598549461,NIS
RO82GYNJ7265269560102194,STD
RO46EEDJ5400073998368027,GYD
RO23RDFT3811419536383046,AED
RO39IZAL0713095252451239,SCR
RO71TNWJ6395953004161478,MAD
RO39KXWL1051000400307939,BAM
RO72ABIP3296231186656623,MXN
RO32NSRY5729500650109999,PKR
RO88QSUB3390684761119123,GYD
RO13WQHM2141976318014222,HKD
RO98HVRZ9715849273301610,QAR
RO34CBJW1103069731281683,SVC
RO13TUFP6262622088293830,KYD
RO69UKDP6576742472293530,MKD
RO02TUIC8126039652706190,XDR
RO61AAUI6252622275312731,GTQ
RO26IRSL8819312049056256,MMK
RO84RBMZ6993282026870927,UAH
RO61HRDL4832668418125726,DZD
RO94QMLR3131401329573120,GHS
RO31XXEQ7788911012457945,FKP
RO69RAHV6957959945328516,NOK
RO17BMQC0838317211983178,PYG
RO67GMQV3375966825592963,PLN
RO86HUJL7738224331066993,XCD
RO97EHNJ4473158289425111,OMR
RO21QCTD8235835274798348,EGP
RO39NMCA8766941821737849,RUB
RO80GRPC2253442610725538,TZS
RO70KFCH7833020851782781,AOA
RO20OCSE9538008912966218,WST
RO79ABQP1516401948939106,TWD
RO11JKXL5367125694576428,ZMW
RO70RTNC9210458511725074,GIP
RO54PBKN7772616991449885,NPR
RO05IXVW2589007928099535,BHD
RO57UXZV7401734527723401,TRY
RO10AFRI0757799137788933,SZL
RO93AWJD6921870310102850,PAB
RO38JDCQ3679967218881764,SOS
RO38SKVZ2136483464682794,KGS
RO25MTVJ2713411365733795,KHR
RO66LJLP7311966093715131,YER
RO12HRYJ7423830008960787,LSL
RO82MBEM1232945384919704,IDR
RO49JMUV2592121541199215,XOF
RO60JTKL3456519524631168,KYD
RO65PCNU0480119380704706,PGK
RO64FFOF1397256317733322,CHF
RO10BIIF3110513519528652,LSL
RO30ZYPF1161516412943716,PGK
RO63YWYN4727098746693812,KPW
RO19KDEX1666069059199816,GGP
RO73RMAK0051563184350933,PHP
RO73MWBW0606508745410318,XPF
RO12RGYV8297083745203625,VUV
RO53WZMU2408069518292197,NOK
RO32FEEF8049873535149872,CUC
RO73SIIE8956129167001238,HKD
RO06LCXL3131750539172625,QAR
RO17HTXG6920184276269712,MNT
RO59NUXF8130113644429402,CVE
RO92ENWP2113068507048138,KHR
RO34SARG6019737330742333,TVD
RO75OMSF6243067325707402,RON
RO20MZRK6856195100508789,MDL
RO54MMSL9798337989089865,SZL
RO24XKXO9183694042559753,HUF
RO17HQGC4495128771694209,NIS
RO15TFQZ6754810453486698,SOS
RO21CHMS0421062593392953,WST
RO60PXUL9466529186555499,SVC
RO34JLCL1796367956034898,FKP
RO86RKVR9380748837995593,AFN
RO09NRHJ3201291171007030,ZAR
RO91CVAO3628323810267150,GBP
RO51YQQO2570178952776739,KYD
RO04PUWU5101837141042721,ZMW
RO90VREE3967276947841353,NIS
RO76KLAP8761143218450151,CUP
RO75PIAX2444539701906631,GIP
RO15HRTD9552226751487169,AZN
RO23PKTT8304689239307042,SHP
RO12JIEB3295569017713974,LKR
RO29VWIX7657964960675571,NGN
RO37ZCHZ2326452605011450,CDF
RO68VYUD8694539860842246,MWK
RO28MIGX1282977864917792,CVE
RO16TQCX1619961130937898,AED
RO45SOPW4647074587797536,TRY
RO23IUSF9468051878352526,PHP
RO96XWIP5376679678792003,KGS
RO38TCMF3095179017204240,DZD
RO23VTPG1594557585454422,MAD
RO58UXPS5449628637896219,HKD
RO17ZSGP9005493801057745,LAK
RO39OZQP7467257115734782,GEL
RO77IKXB7447335327215664,MWK
RO42XZQL5360653294509270,ARS
RO25IQFL9111764376831179,PYG
RO11RYRJ5143988338878801,ILS
RO16GNEQ1254813622148931,PEN
RO83JGVY3355729722782920,SOS
RO91VOHS6404016024285372,SEK
RO42DKXP7792334903976146,ARS
RO38INCQ1826001934687588,BYR
RO35JUUM7897676812334028,YER
RO17KCAV7329977077081837,KMF
RO26AKBG1973969933451205,TVD
RO88WEDN5254801944361637,UGX
RO85GJGX1716304909219671,FJD
RO91KABB8912817356240828,CNY
RO09WKIX8137832071965968,EGP
RO73FPZB8488100766623985,BSD
RO54ELUW9493617124915800,CRC
RO72NBCT1729355076306791,TRY
RO33TCXF9597633004465245,COP
RO38TJNH5883843473029616,LKR
RO73WCAN6098833730882172,KGS
RO47GFKI1780687418176934,PLN
RO97VWUT4565026638984531,AUD
RO62WCUT0909190416740395,ILS
RO88WRGA3441377292017230,HKD
RO82AFTM6219896063748133,JPY
RO12HLOQ9327335958365386,GHS
RO24ZELF6146481661832283,CUC
RO93DRWX0004452211321082,GIP
RO69TWNH1985932489660125,NZD
RO30QIIT3417664063951788,AUD
RO32TSKP9554456080120481,ISK
RO32XSHO6934428988091182,USD
RO06BBVC8381566710671072,MUR
RO87DSFI5032657465325373,SHP
RO94CIVI4931816602546145,HRK
RO12NRNC5453692508805556,YER
RO30LAKW9545651619590326,BDT
RO78XVIW1080283240720201,ANG
RO76XNCZ0558731571982090,UAH
RO91PBAM6983266648486338,FJD
RO72FRQT8745768667564851,HTG
RO71NUVX0329466482506575,HUF
RO62UTBY3744237822171891,AOA
RO55MOYK7762081529123301,TZS
RO88HWDW7954119717560201,NPR
RO33ZWOK1797397374698318,BAM
RO79SCJL7746286765614398,SAR
RO84VJTY6111013793936557,SVC
RO85VADP0378936725015404,RWF
RO56WBOF9358130750926657,SVC
RO10VLOJ8761525917543362,JEP
RO55XTNH4091708467790095,BBD
RO62SWNQ0410575530712833,TND
RO26XQWZ7532823244911823,HRK
RO23QULE9655799670846675,LSL
RO55WCQR4791026753921581,EGP
RO36QLTE8982814717726258,AED
RO70PZNQ3173544532795876,BDT
RO61ADHS9132893364056843,ETB
RO76WGTO3707321829178994,GEL
RO90UXZO5639533082237811,SCR
RO35PDYH7800677232371263,QAR
RO21ERKU7989555494992824,JOD
RO41GQZQ2317933765738306,LBP
RO66XZFB6567770114991162,KHR
RO13ZLQM9426311765446672,QAR
RO63GZCM2620639106922034,INR
RO59OIKA8987650300848895,STD
RO53USJK3996654511349453,ETB
RO82IFZH5151597838667839,BND
RO64SDZE4065147397075893,MDL
RO77ITYH5647945497445280,MZN
RO68YJUB8094089276492790,GYD
RO94ZIQT1263102917703085,CHF
RO73MJKJ4675358921808988,JPY
RO33GBII7239440056135890,KMF
RO18VJAY1763999736281533,UGX
RO55NSDZ5032976512172446,JEP
RO72LBGI9764066198666027,LKR
RO17WJVS9472302268551907,IRR
RO93FQYR0172824281958349,NIO
RO55CLTJ8185502899865008,KZT
RO91EZSZ7062949998574162,LTL
RO15OXMW3245159291595859,TZS
RO46YYEP0663313020439312,SBD
RO70OWYR2822130151553946,KWD
RO68HUOM1810181783491663,MGA
RO94UGCH8965013421562286,TJS
RO17DAPF8638465206973130,KWD
RO20WRBM5813698603566713,GEL
RO16ITUQ4632067215409456,TTD
RO70SDJJ1052264183875951,GTQ
RO89PBNM3585706244090308,MGA
RO50ZXOF1837027087727539,GMD
RO91AJKV1972205187395799,ZAR
RO07ENVY5196917081808303,LTL
RO88TEYI8005908911203948,LRD
RO26BTNV6675759461029512,RON
RO83SLXO3402217772829557,ZWD
RO10UBGF5866221290933305,DJF
RO36EIZP4240945657841293,SZL
RO80IFYS3745870489820852,GYD
RO13TQTC8756900272369902,KMF
RO72NBHD7415389369837598,GYD
RO77EUWI8389958793612229,CVE
RO44BXFM2753080052844044,SLL
RO46BFKN2340258341442464,KRW
RO62RQTY2807654078496883,BYR
RO66XHDP3272828377250019,MZN
RO72IPCQ6557542733982841,SRD
RO06KGMK5180996262203051,UZS
RO46NAQH4504246913757959,CZK
RO88CPUQ8648632453452602,HNL
RO25NHAY9751646601625306,GEL
RO66XWKZ9236857145360801,KES
RO33YOIH7627328423645268,CRC
RO37QJSP9842782752620565,AUD
RO17TIZM3978605619055824,CZK
RO91UMJO6661298974354313,NAD
RO25HOWU7506048281847392,MAD
RO23PLMZ0393547406347487,IMP
RO63KPSZ4732566655735466,MYR
RO61NSFE6064674271919002,LSL
RO09YEQW4894635983908946,BIF
RO81IYAG8428239399561039,DJF
RO21QAAC7718396679008401,XOF
RO19NFVT7810167249861107,SRD
RO15IOIR1519651679567770,KES
RO08EWPO7937843493023700,MUR
RO55XTUV3048687635374824,NOK
RO26FDXZ4932761804163620,GTQ
RO55UIHK7755019768550476,XPF
RO15GZEB1901819703810140,NOK
RO51NGJJ1602342654255598,CRC
RO42LSCB4167261885738427,LBP
RO60EFPY6511890590955999,HKD
RO55YJHY7856785316256035,ETB
RO79KMHJ1392068940255557,LAK
RO33VXEJ4849854905702286,NZD
RO90DNRG6452787901430384,AZN
RO39YWQE1342140705156246,BOB
RO13OCXH3231800639492975,DZD
RO79CJZI2936880265571955,KPW
RO54IXHL7265169185953475,CAD
RO41EMBG9364435914976882,ISK
RO07DFBJ5745787514810366,ERN
RO38DGGD8674347317238843,MUR
RO10LGMT2554693488649557,ZAR
RO40GTXJ4238181094173416,EGP
RO34MBLS9595181068779789,XOF
RO77SPCX5528469333608553,IMP
RO46BARW4298195909414459,KRW
RO02MHOA9423685143632960,UYU
RO24DETP4895350958282684,DJF
RO16ZOFS7421187896008421,MZN
RO04HPIP9764860376553890,DOP
RO43GWAW6416708503398818,AED
RO89JKRK1610120211873584,KYD
RO57YZXY3686606708188234,IRR
RO80KRCQ6478785594016792,DJF
RO04SQSR9125665930738140,IRR
RO07QJED9236534101913659,NIO
RO60XJXJ9627361538990827,XAF
RO05SLSI4418712414609593,CDF
RO24AXSY0972320356981170,KHR
RO11ESOK5681909357968241,SHP
RO36VBEE9986582943733037,TRY
RO79KYYR3966146437859976,DOP
RO23OTXS2025865568212155,TWD
RO38UYFA0040279505205274,PHP
RO44PCCG3075241279092312,PKR
RO95MVVI1417578117542383,TZS
RO52UQFD6331142402201531,BRL
RO21ONAI4006006611740647,NIS
RO57UYYZ9745556250325687,AMD
RO72CCLS3388720423995373,ALL
RO08DUJR7233831656755863,IRR
RO39YZPM0371873050922202,LKR
RO87OHMY1718974432999146,LKR
RO70ZJQU4529476388165677,ZWD
RO86ZTSF4004704781220634,SPL
RO61FZHZ1022490860558264,DJF
RO88KFEC7122462937439852,AED
RO44AYSG8064675767487492,RWF
RO84YAZZ8180326884649468,RON
RO09UFOD8320772226157775,IRR
RO74HAPE7605188381564846,GBP
RO53ZBYO3576950584052304,BIF
RO12GUNR3804720275117050,BGN
RO21IUQN2413079247330072,KHR
RO97EEYE3426161778267960,LRD
RO37WTXT3743204103318589,SEK
RO37CLIR8178859722614172,TOP
RO12FXZC9056959351890473,IRR
RO77ZQME8525416017667248,KMF
RO22RESD0648501369616514,KHR
RO89BOBF9067526707177875,BYR
RO95KDLO1463089578390071,MDL
RO63CAFE2000888035191457,KWD
RO70QEJB1618586377092604,CRC
RO61HWZK9650635652123749,TMT
RO74BFBQ4521978322618503,BOB
RO87PHWR2903987800395537,DKK
RO45KCEP1023703348886849,CZK
RO06QZPQ2322264996496770,USD
RO80WVRW1645771443590593,OMR
RO71HJSX5839170514344994,GBP
RO56DGOE8916120597871241,PKR
RO72LWRX9940325694010011,PEN
RO95IWRK4962788179245319,PGK
RO26GRZG8827208112244929,KPW
RO89IWNS1266631359666275,BAM
RO97VBMG1680961411262756,KYD
RO25ZVRY2779140140630570,BRL
RO83OTDE8079439383051655,KES
RO27GOWS9736011126785874,CLP
RO46ENJY1079655700806603,TJS
RO27TJOF5019355637164268,XCD
RO60TTNN9675220353546984,PKR
RO73GUOB6838227071223523,BGN
RO33QIAK0893147016328065,PGK
RO63CBYK1519236525642513,INR
RO97ASVD2887008532380463,ERN
RO65QZIL2460085755148672,PKR
RO27YHYH9090671180540410,DZD
RO20RNSY6789683614241485,LSL
RO85CIUN6128159173625402,RWF
RO50KGMC3014343424817569,PLN
RO27DWXD0542980948340464,KZT
RO33SDFR9601781926883875,GEL
RO59DVDX0543441128076919,GEL
RO08HZTH3093681598365454,ETB
RO38APIY1287357102560962,KGS
RO44ROEH1456995879553762,BWP
RO15UVKI5455303846152240,IDR
RO10ZMGK9119486777709234,BZD
RO23XZFI1515978825422724,FKP
RO96CGXQ2436019761130536,CUP
RO71TSFV1742980898089631,BYR
RO33VLYB1942294526881836,UAH
RO21JPEZ8362319757004663,PLN
RO48TGSH2051705017923507,MRO
RO91TKBY6862895134969939,NIO
RO52ZKTJ3058714218085750,PEN
RO16LWUW7758603556403927,JPY
RO07WJVT8590186830739901,XDR
RO78FQJN0339584407115620,RSD
RO15RZUB0116112269162782,PEN
RO48TGRQ5569814469240602,MNT
RO28ZZHA3802129102173706,RON
RO12UPKQ8868650878972874,HTG
RO56AIEC1156475486208361,CNY
RO16MCCT2294940267948974,OMR
RO16BSWR2051969079660898,HRK
RO53DVZV6985783470897298,AZN
RO90CTJE6979798034879900,USD
RO47UTXS6596993097842272,CLP
RO23HMVL0594354893902665,UZS
RO05TOPG2481811761810934,SVC
RO91KFYX8318452583491380,SHP
RO68AWKY2739044162786282,JEP
RO09WOUC3265349437262346,GEL
RO64DDPD7375915039469417,KHR
RO45IRQY7768860966321301,CAD
RO75WCNV4169336953610965,ERN
RO66XVCL2792527095559387,GIP
RO13ZYET7509818950808549,GIP
RO45CTKC6022552440198012,BBD
RO19VDLW7330721254367430,AFN
RO88YUON5385727685592483,FJD
RO33BWBK8042656056041024,COP
RO77PNPW7251313283734308,RON
RO23ERKH5500825561543194,MOP
RO79WLDQ2671003883305728,FKP
RO72SSUJ5938295383111994,GHS
RO32NPXO7240062976707234,GYD
RO15DQUS1528371259691110,RSD
RO34PXMO1737721862724648,GIP
RO07HNRB2969200687646330,HUF
RO62XXXQ7849040144841282,GEL
RO04UBLC7177731805983605,ZAR
RO04YVGI2785624047338563,BZD
RO54LGFM0034602370936138,SGD
RO97EEAJ4423802395103238,QAR
RO78UVPR1560604643402471,CHF
RO70JLHD9201621333661054,RWF
RO75WMOH7027077401665648,DZD
RO68IOMX8373824389264233,SDG
RO65WYDQ3132618238978923,CRC
RO18JQGZ4175682183142476,ETB
RO15RGHV8276564865812675,JPY
RO36HLAS2122549441502537,NPR
RO32OTFC1966560361147166,NAD
RO61MROP9637675960925000,MYR
RO29XCAT5593603372519455,BND
RO73WSZW9189589038829997,BRL
RO35LWWI3734718632652378,UYU
RO54XUWY8858134129651712,HNL
RO33JPZB8749336102729226,LAK
RO37TTZP8858410740118515,KWD
RO30ENPV8896396706018392,MXN
RO16JNZV8831204297301805,BSD
RO89VKHH0155331291368386,BDT
RO77SZUD5734390389344389,BHD
RO94PVIL3035318094061839,LSL
RO40KJIC0572741416696586,IRR
RO12QVJX3356399313883871,BTN
RO94POEH1075307056815358,TZS
RO27RWAS0008216396867330,PGK
RO45OUOU4484994351854567,HUF
RO81AMLS2816842565108878,IRR
RO85IZZO6861741321980558,CLP
RO31NEYP9771486967387149,UAH
RO40FWIY8581831907534972,JOD
RO48ROVW1348672013529222,HUF
RO49SQWF3027863955660403,CZK
RO57UBEW7856277026419625,MUR
RO74ULBJ0519889886107328,SGD
RO67ZGSA1024548980134001,MRO
RO98QFNS5612034770197058,NZD
RO19AOOY8187316272469988,LAK
RO13EMZQ6701183488578151,NOK
RO97GYXM2899367630265620,CLP
RO91EGKI6884209271507717,MYR
RO53UUUR5672909002079920,CDF
RO19EQHZ8526279155524894,PGK
RO53WMQF0182903049051379,XPF
RO13DMTO1720046272472490,GTQ
RO38WWYC5981430632313975,SVC
RO11SDPU7209726949391974,IQD
RO77HKVY1175504079681378,PHP
RO63EZSH6745157544361934,RWF
RO64VNWU6589352637429316,AMD
RO21POOD0033867955683876,IDR
RO11MZLD1791124882441053,KZT
RO96WLUV4982278682771170,ETB
RO71RIOZ6065672967907693,TJS
RO39YNBY1843734460848583,SZL
RO42WWYG7331202292515869,QAR
RO93KWUF7107501979816120,GMD
RO65CXSW1182603265273074,AFN
RO85HLZT7827163581234908,VUV
RO23TTNJ6483683153193629,SOS
RO13BRUK4916523197923506,RON
RO61SNZU5312201257604355,JOD
RO83JLZQ6352611778096510,ZMW
RO06MQKL0000381990324513,MYR
RO65BEBW6608688112377935,NIS
RO32JXUJ8505726640414263,TRY
RO63JBBF7783978817620035,BTN
RO42TFNP8126808604139204,BOB
RO35AKJC2140454617932804,LYD
RO05ZRWF9743735419946729,BAM
RO75IDOQ1379122040795597,KHR
RO75ZGWW2605224076412394,RSD
RO55WBLG9950568936864756,CDF
RO04OMBW4102843935228389,TRY
RO90NMUU1151303863443205,MRO
RO52NGJH9819878388199114,ISK
RO68DSKD1067093278016689,TND
RO77BXCK9522793092868554,FKP
RO37QCFB7627069371765955,TTD
RO92CEZJ4916660047031460,LAK
RO91RDMY1265314609494268,BBD
RO28PQSC0562662707072909,AFN
RO65YKQQ3343233041706073,FKP
RO78UOBG3872264362513321,ANG
RO85HBFW4334588666501934,PKR
RO82YMNQ0282608802356355,NZD
RO32BJHF4210753231659031,XDR
RO14IFHT2176632786634003,RWF
RO67ZOFP4054348918880787,DZD
RO89JHHY7560131287282996,AED
RO70UGKV7891393010558404,ISK
RO23ZDFZ7043906050540836,TRY
RO52JBST3053297699493371,BSD
RO88LLRG2324918399043787,SAR
RO91VNHC5152276297264635,MGA
RO52EJLF6583140765942841,KES
RO03CWND5083987745080137,PLN
RO39HCYU0735424772728309,CUC
RO83QWFB9848899339423210,NGN
RO83OLLI3506492992897616,LAK
RO95FVHR3296932474970821,FJD
RO73XPZL1620019666420324,CHF
RO66LSTW0199144128025245,WST
RO16ZWPT7345190254632809,QAR
RO15YVRW4494946316214233,VUV
RO69USBF5654857717962535,TRY
RO47FPSD9633932979868022,CDF
RO95ORFW6981153476015404,XDR
RO20UQSR2914845988825811,UAH
RO55HFLU2638527543531730,BND
RO02YRET0036049223844588,UYU
RO23CIBM6198940972162842,GYD
RO57SCFH2441163270702352,SZL
RO28GXQB5265367576063031,ZMW
RO62NVKS5592262864534947,VND
RO82QFEE8063301835264967,BZD
RO63FCJT1215012149532065,LKR
RO77DMZO0296708444482551,PAB
RO22DWJW3320674598340304,KWD
RO27QMKR6893165848371790,SAR
RO95RQCA1636230063075924,AFN
RO24BAZT4504537005574531,NPR
RO88KQOQ5293750415974684,AZN
RO72ULDO6914484229252031,TJS
RO03OYLF3347671337384827,DZD
RO09UCLK3124497911358139,ARS
RO80TDYG6469412454577527,NPR
RO20YTCB1199733994528819,IQD
RO64WYZI5610092582509192,BHD
RO53CEXV5991234442551831,ZWD
RO68CXVG7537402689120452,HRK
RO96PPFU0972824284987345,CNY
RO82WKCF0303657019954466,LYD
RO92VIQP4458524958722943,HNL
RO71NURH1090826412925414,ZWD
RO47XDOU6910610652927744,AWG
RO14LAYP3679961527404305,HNL
RO21XOQY1612315293575286,BAM
RO06ZFOW6027535338861023,SYP
RO90CYUZ1195727122207841,XPF
RO69ZDCQ2941450824711924,JMD
RO27UZYU8961160882676441,NPR
RO87IPRB4225743132805810,AUD
RO65CDAY1874308633387200,GEL
RO42USMG7499315199667695,BSD
RO08VSCB9159851311902309,SLL
RO63MVEH8448008416672025,SAR
RO59MDQK8723141336871579,VUV
RO90IZZP7000095835711591,LKR
RO58ELEQ0386530598047229,LKR
RO81RFYD2879057326736250,MMK
RO92TRGX8700810749525270,AZN
RO95HFFM3120516212579234,MRO
RO07DSVF7689347411508624,MVR
RO87ZSAO5332191641709667,NAD
RO82ONWH3145394453582530,TVD
RO76NVQN4484649115700629,SVC
RO03BIGK8495308273116159,MKD
RO24RNVM3876721434361911,RSD
RO85PQWX9259970424334242,SAR
RO44PORX3942129647490037,LYD
RO07MRWH2462754522605722,XPF
RO65YJDR9350674738252313,MNT
RO18UEWT1152008252725023,USD
RO42EBHQ7612133660602059,IDR
RO56XHJK8349704513119665,ILS
RO27SAMZ7759777863630633,VEF
RO74ZRCD6601261833398710,MDL
RO27NUFY4661203061000001,DOP
RO89YFQJ7193232363541558,GGP
RO91QAYQ3281880776513723,UAH
RO89NGOQ2974376879169280,JEP
RO58SGRZ0915908585005608,LSL
RO40CSIW7936027584962476,ALL
RO60XSDO2638622764495309,ETB
RO93ZPWZ4205141292724462,NGN
RO87USGW2034062756262097,SHP
RO12MTZZ5042206662465608,GTQ
RO39EXOX7517248366708914,GYD
RO78YUBT0347768224988903,ZWD
RO17FYAF4039144476740443,MRO
RO15OHAN7591652029928445,BGN
RO19KMYS9092474155521619,CNY
RO65FEAN1822831995433006,TZS
RO38QOWG1818902660250002,SVC
RO27OASA5627815757958557,TOP
RO92JHMX5159939352284530,BRL
RO36VPME7235641297069004,UYU
RO02OGLM5212631879929780,DZD
RO63XZPH7454692692197778,LSL
RO22KEGS4985650799884306,AUD
RO05BEGW0071002542953620,PAB
RO04ZSYG6782801430173256,KPW
RO46AWBN7911536214600378,IMP
RO84EGYF5651078507112652,PYG
RO15ZYLB4356546194996413,TTD
RO29IZKK8778173858760289,GHS
RO08HJYZ4684752389419593,SDG
RO54ONCH1742925364547939,CVE
RO22CDRZ9639858236631435,BND
RO81DFFZ1544413480088821,CUC
RO92ANBW7483923625766253,BAM
RO58NBSP1267165250986740,VUV
RO83OLYJ7614654591142349,CVE
RO52JCOC3877090677330772,HRK
RO98ULQQ2830362087575178,GIP
RO43ZREN1017317638643395,MWK
RO32RSAK7300547827673761,DKK
RO63VYIS7309663858864494,BYR
RO49OFJJ8213328024271933,SLL
RO26WKHL8934571339703631,BHD
RO92QXYN2143617521013609,LTL
RO12AIHW8145125660747807,IMP
RO75AMOB4946700949649379,NIO
RO27ROST7491632644053481,BGN
RO50JWNG2737363325721255,SHP
RO24IVZP2330563523097899,BND
RO48SPNR3509944087934747,STD
RO71GHDG5278111990748781,PLN
RO28JXUK2937450152423069,JMD
RO83HHSS6658141152092720,IMP
RO27FRUG0727513068213526,INR
RO71JTDJ4079554819773384,JMD
RO87JHSZ4988107308767703,HTG
RO64NRNC0269496239386428,JOD
RO63CUCC5061246235406555,XAF
RO87PDFS0228918334432371,GIP
RO14RMAU0600305871515035,AZN
RO51JVMB7131320811573478,SGD
RO41IIWR2059112064086806,HRK
RO54RAWK8865793937771220,NIO
RO21KVAI7594092374670550,PKR
RO19NORN8390861199168859,KYD
RO44UVLG7551127776670292,HNL
RO90QAEY8770232899438930,BMD
RO27RZUP2197494721085321,PLN
RO36ZIBT4084358857663254,MYR
RO28JQXN4291546530445941,COP
RO91EJEY3016594868955441,JPY
RO83PTJW1654819407687656,ISK
RO13AGRT6732812027129413,GTQ
RO03WAJE5074809043738366,MVR
RO08FXMS2348236810267426,TOP
RO93USJQ0207614223797886,UZS
RO40YSWZ1174865062701420,JPY
RO25TLGU7683415318506405,NAD
RO98EMXC8015294057151812,XAF
RO59MMUO2927181455906061,CNY
RO58FPEB9585852573518810,BTN
RO51RCFW3175519831449618,SVC
RO08DYVS4191831915467122,BTN
RO18HGNQ2368883603671170,KWD
RO65ISGC0815150725717909,UZS
RO06QVVP9464964635482591,SPL
RO20WEAX2787209759209214,UZS
RO50YCTM2052393608910080,DJF
RO30UXIA3050170114048035,RWF
RO19AWNW8511908357673591,NIS
RO51UBET0753223811367613,SVC
RO97MVTI1384157171480983,WST
RO21XNVW7059723177867546,SCR
RO37HQEU4115608459676758,SCR
RO85JMZL2675702211125548,DKK
RO37ASUH4684955024003004,RON
RO50NGOA7436736649872171,PLN
RO12MDJY5298486388573814,NAD
RO53VSDK8474893121949862,AWG
RO98VLXY4951088665811961,EGP
RO16YAZC6753975087378183,UAH
RO22AASB6829544525660949,TWD
RO08DAFR2074231145375870,SRD
RO03ZXCB0089281017107105,AWG
RO07LHDX6258517480418808,ZAR
RO33PZMH6518461741350377,DOP
RO35YKVW7194929078069446,NIS
RO93FXIO6034281945250364,TRY
RO93EZFS0454707171273679,WST
RO75JPRD8084325853533758,CVE
RO78RFBW9639526872003280,PAB
RO04QUWS4547003588634566,PAB
RO04WBHH6476243748854131,PKR
RO49PIRF6467593600566763,MKD
RO18SEZD0919286964458124,JEP
RO38DZRW7489004346297959,BHD
RO18XUZN7067412353656791,AWG
RO36RDJY1985790770505827,SPL
RO50APHD0482036225790982,BIF
RO03JKKB7891106659868512,BHD
RO66CPNF0457090229363947,BIF
RO44UTBD8922402017581709,KZT
RO18WOGJ8707680551146896,IRR
RO35FUBF5502494981576356,MUR
RO58JKMD0994701289003686,VND
RO38GMZB3920708274219298,CAD
RO63RIFS8256296024633097,XDR
RO71DMIG2264025867149264,BZD
RO19VYPA7689969343845915,TOP
RO11FTBU0229480657045645,GTQ
RO29ZUSS4739576939772131,SAR
RO80RCHN7588966656810732,CZK
RO76RJPU5013565124868410,MDL
RO04EFTT3703532246124959,DOP
RO32BVXN0461749500712689,KRW
RO89TXFX4431072835280172,SPL
RO20KPXH4479649459307577,CAD
RO80RVPM6075798277126230,JOD
RO78APKF9351235683246025,USD
RO18JNIT4879175862128031,GTQ
RO96RSED0436567631171555,MYR
RO03BAVK6312657947288002,KHR
RO13OZIH2395411498032514,CRC
RO17ORFJ5008163894573633,NAD
RO65KRNL5125944900395131,AZN
RO15QPID8873497719944737,XDR
RO96DXCS2273530797050009,UZS
RO82SXRE1700688289595857,LAK
RO77CMAT9731115201086606,MGA
RO64ISUQ9333025904228414,IDR
RO84EAZG9744619708267036,LRD
RO80TGNQ6722646251763526,UGX
RO34XARQ1526246729832285,DOP
RO19LONZ5839686413319523,BBD
RO02OVXH7874131952409925,LSL
RO26JIKW7246819345176395,EUR
RO48NGEU9417562009577074,HUF
RO49JOTD4755746840454002,ZWD
RO71LQMD9386687544673443,MGA
RO53ZIYN7495696928169727,USD
RO49VMGN3886316203160569,VUV
RO87BGXW1424921709653856,MZN
RO84MHVC4438796535586172,SHP
RO57MFMO6329247728070139,CNY
RO26JOKU8559584415158144,MMK
RO88FWIY6017385903100042,CVE
RO28PPXN7672030420591820,KMF
RO09HGLZ8325650617250860,SCR
RO75BUYY3170920267967833,AMD
RO31KSGE5304682602987022,LSL
RO57HQGL3346783430716851,EGP
RO40QQKW4757714931969104,ALL
RO63FRVE7923160865205018,OMR
RO92TNYZ7758416691549232,LKR
RO37EECO2429102049017258,KGS
RO44FZJB6845442516745832,TOP
RO30SOWD3192722841960270,CUC
RO63UGVG9985795869628671,RUB
RO77ECDO3593401646985821,NIS
RO53PUBO7924757488753179,MNT
RO70HTGQ3167153377306345,CVE
RO91GFHG4994770238539149,SRD
RO76PVVD5347075470559768,FJD
RO55QHTR5497106519841382,CHF
RO23HNRG9325954957650608,BWP
RO05CEVT6846056774055509,BDT
RO74DNTP2489926948929581,JEP
RO27MUFO8729800528112375,BDT
RO26HOCX2914858290672000,GEL
RO76TEJG0325456569268032,MGA
RO51ZCYK9639050120791108,CHF
RO96HVTQ3729386015995253,UGX
RO84ZINQ7395167499255068,FKP
RO85JGYL8566698714949779,GEL
RO30STPV2686569148120978,GGP
RO15LYOQ9736409520153226,KGS
RO38PVBJ7473615806384090,DZD
RO53AVJY1437667172885555,IDR
RO80XHKZ7280367082774819,ANG
RO11BYSF8471721094464301,ZAR
RO94XOLR9136303345299408,JMD
RO67JHTY3131093680753542,MRO
RO75UHUT8596597227915472,HKD
RO12BJYT7523438108834609,MNT
RO76MCBC3533397467763282,NOK
