"latitude","longitude","address","county","user_id"
"68.443374","119.832429","Strada Octaviu Ardelean, Straja, 433136","Constanța","5897"
"-20.7536895","-50.278659","Strada Mocanu Nr. 77 Bl. 92  Sc. 24 Ap. 306, Giarmata, 732591","București","5898"
"52.1799005","-8.804107","Intrarea Florentin Nemeș, Corabia, 890888","Mureș","5899"
"30.969583","-118.454145","Bulevardul Pop Nr. 33, Cristuru Secuiesc, 187981","Giurgiu","5900"
"25.0369535","80.06906","Intrarea Ionescu, Roseti, 729576","Brăila","5901"
"74.122493","111.331145","Aleea Ardelean Nr. 59 Bl. 70  Sc. 95 Ap. 761, Bocsa, 192595","Cluj","5902"
"-65.5334685","10.99418","Strada Sinică Dobre, Sabaoani, 279849","Iași","5903"
"-13.9566005","88.367607","Strada Anaida Dobre, Moldova Veche, 942321","Giurgiu","5904"
"12.547645","146.545782","Drumul Stoica Nr. 606, Corund, 480793","Galați","5905"
"-22.8084135","-124.332118","Soseaua Florea Nr. 60 Bl. 32  Sc. 22 Ap. 780, Gugesti, 948598","Bistrița-Năsăud","5906"
"19.710867","100.262566","Intrarea Oprea, Talmaciu, 836096","Iași","5907"
"-40.2195215","-23.687924","Strada Niță, Targu Ocna, 131109","Dâmbovița","5908"
"-20.138448","-39.700128","Bulevardul Barbu, Valea lui Mihai, 725809","Olt","5909"
"-24.020754","-124.177113","Intrarea Tudosia Diaconescu Nr. 41, Oravita, 471825","Bihor","5910"
"26.074392","-71.315923","Soseaua Ionescu Nr. 72 Bl. 95  Sc. 11 Ap. 401, Peris, 963668","Tulcea","5911"
"-85.3570205","18.80429","Intrarea Ababei, Arad, 743802","Caraș Severin","5912"
"6.284753","-23.1401","Strada Nistor Nr. 531 Bl. 20  Sc. 84 Ap. 998, Oravita, 583436","Bacău","5913"
"-50.988274","155.991871","Bulevardul Preda Nr. 388, Slobozia, 480787","Olt","5914"
"-25.3062035","38.080814","Drumul Manole Nr. 24, Cluj-Napoca, 833442","Sălaj","5915"
"70.7260745","-161.223222","Bulevardul Bianca Dumitrescu Nr. 752 Bl. 36  Sc. 10 Ap. 885, Marginea, 342303","Sălaj","5916"
"33.903451","106.032361","Strada Niță Nr. 28, Savinesti (Poiana Teiului), 146960","București","5917"
"-54.6512255","122.584881","Intrarea Lascăr Nistor Nr. 513, 1 Decembrie, 424724","Hunedoara","5918"
"29.567507","-37.553493","Bulevardul Voinea, Jimbolia, 643666","Ialomița","5919"
"17.3733915","18.083043","Strada Eftimie, Dej, 666514","Sibiu","5920"
"14.22354","-110.237291","Soseaua Adam Ene Nr. 53, Bacau, 259265","Olt","5921"
"24.539817","128.298852","Strada Stănescu Nr. 500 Bl. 95  Sc. 64 Ap. 569, Cisnadie, 855705","Hunedoara","5922"
"8.8766375","131.267844","Aleea Gheorghiu Nr. 618 Bl. 21  Sc. 78 Ap. 295, Cisnadie, 851113","Satu Mare","5923"
"-4.876432","-60.43853","Intrarea Nemeș, Viseu de Sus, 963369","Mureș","5924"
"-86.0508715","-38.668251","Intrarea Dobre Nr. 39, Gilau, 426675","Neamț","5925"
"-65.83589","143.708126","Soseaua Ardelean Nr. 663, Ruscova, 307564","Satu Mare","5926"
"86.25922","55.039567","Bulevardul Mocanu, Valea Caselor (Dragasani), 374646","Mureș","5927"
"23.087377","135.896849","Soseaua Nemeș Nr. 20, Simleu Silvaniei, 687541","Brașov","5928"
"6.849858","-76.217267","Bulevardul Lucrețiu Gheorghiu Nr. 408, Dabuleni, 892897","București","5929"
"-42.4171275","71.431807","Bulevardul Pușcașu Nr. 574, Oravita, 752924","Mehedinți","5930"
"-11.51061","60.300033","Aleea Pușcașu, Curtea de Arges, 386710","Botoșani","5931"
"-85.3465715","67.212825","Drumul Stănescu Nr. 225 Bl. 47  Sc. 22 Ap. 426, Talmaciu, 727150","Caraș Severin","5932"
"-86.3718085","-136.890803","Soseaua Nae Marin Nr. 100 Bl. 42  Sc. 63 Ap. 432, Magurele, 608866","Teleorman","5933"
"12.740541","-27.143713","Drumul Tabacu Nr. 51, Cornetu, 837711","Dâmbovița","5934"
"39.489946","90.723662","Aleea Oprea, Bailesti, 748810","Mureș","5935"
"39.8555475","1.798413","Drumul Mazilescu Nr. 90 Bl. 27  Sc. 88 Ap. 515, Bacau, 998460","Dâmbovița","5936"
"-6.059676","38.110155","Soseaua Ene Nr. 40, Savinesti, 806839","Prahova","5937"
"-56.276269","65.802037","Strada Popa Nr. 78 Bl. 94  Sc. 17 Ap. 159, Fagaras, 864678","Dolj","5938"
"18.290643","-85.389684","Bulevardul Marin Nr. 28, Tufesti, 704470","Mehedinți","5939"
"-40.1415795","1.180927","Strada Alexandra Diaconu Nr. 97, Bolintin-Vale, 122461","Sălaj","5940"
"-38.192473","-121.231984","Soseaua Codruța Nistor, Corabia, 771886","Olt","5941"
"-7.9418625","-69.110863","Bulevardul Stana Popa Nr. 575 Bl. 89  Sc. 40 Ap. 909, Campulung, 966773","Cluj","5942"
"-46.8782","45.809293","Intrarea Niță, Ploiesti, 362116","Satu Mare","5943"
"-80.947509","132.687729","Bulevardul Tomescu Nr. 41 Bl. 65  Sc. 27 Ap. 785, Caracal, 392221","Covasna","5944"
"-78.485043","84.417314","Intrarea Anica Niță Nr. 64 Bl. 57  Sc. 68 Ap. 660, Cudalbi, 737630","Galați","5945"
"57.9664835","-6.008321","Drumul Pușcașu, Corabia, 485569","Bistrița-Năsăud","5946"
"79.3138395","-152.660829","Bulevardul Laurenția Ababei Nr. 48 Bl. 10  Sc. 72 Ap. 969, Bistrita, 446284","Dolj","5947"
"40.863377","15.163639","Bulevardul Florea Nr. 442, Otopeni, 415126","Botoșani","5948"
"33.145261","73.36506","Drumul Marcel Nemeș Nr. 40, Rasnov, 670656","Teleorman","5949"
"5.987966","164.121444","Drumul Ionescu, Oradea, 295517","Argeș","5950"
"88.790335","134.970877","Aleea Darius Toma Nr. 170, Reghin, 882664","Bacău","5951"
"2.2861165","24.410762","Intrarea Pușcașu, Onesti, 167621","Covasna","5952"
"48.5107395","66.717439","Strada Stancu, Fagaras, 393625","Galați","5953"
"15.853794","-149.932491","Bulevardul Alma Dochioiu Nr. 62, Tudora, 875448","Iași","5954"
"-28.0489435","160.201975","Soseaua Dima Nr. 843, Pipera (Voluntari), 349340","Botoșani","5955"
"-33.941461","77.321835","Strada Nora Stănescu Nr. 329, Bolintin-Vale, 986238","Caraș Severin","5956"
"14.858979","-1.173802","Soseaua Ioniță, Cajvana, 125256","Argeș","5957"
"9.028651","177.497932","Intrarea Olivia Oprea Nr. 890, Baicoi, 707662","Maramureș","5958"
"-40.0564305","-142.287181","Bulevardul Dinu Nr. 214, Copsa Mica, 898540","Mureș","5959"
"81.820164","-17.084351","Drumul Pop Nr. 928 Bl. 17  Sc. 51 Ap. 613, Harsova, 744882","Arad","5960"
"-34.520769","-65.879541","Bulevardul Camelia Nistor Nr. 73, Targu Neamt, 935904","Bistrița-Năsăud","5961"
"-83.9979085","-31.957437","Intrarea Stănescu Nr. 70, Rosiori de Vede, 334988","Ialomița","5962"
"25.4830035","28.458023","Aleea Manole, Curtea de Arges, 183630","Mehedinți","5963"
"23.3084205","17.821284","Soseaua Albu Nr. 366, Motatei, 970976","Brăila","5964"
"35.281284","-172.013167","Aleea Georgescu Nr. 47, Bals, 346570","Arad","5965"
"28.7393025","85.475179","Drumul Dobre Nr. 662, Balotesti, 528535","Bihor","5966"
"-84.5402785","-119.30292","Strada Dobre, Matca, 258356","Sibiu","5967"
"-47.582568","136.82249","Intrarea Georgescu Nr. 326 Bl. 84  Sc. 22 Ap. 519, Teius, 795259","Călărași","5968"
"50.3714495","-0.447282","Drumul Niță Nr. 91 Bl. 17  Sc. 74 Ap. 556, Titu, 201299","Vaslui","5969"
"-59.4970875","169.848611","Soseaua Dobre, Ineu, 812951","Neamț","5970"
"87.4036745","82.161175","Bulevardul Stancu Nr. 106 Bl. 98  Sc. 50 Ap. 543, Cornetu, 735308","Suceava","5971"
"48.9403075","-17.026087","Intrarea Aanei Nr. 656, Turda, 786301","Covasna","5972"
"-80.076509","-62.224814","Soseaua Eustațiu Nemeș Nr. 912 Bl. 68  Sc. 32 Ap. 408, Satu Mare, 812010","Neamț","5973"
"36.660806","-133.459712","Drumul Stănescu Nr. 491 Bl. 59  Sc. 96 Ap. 192, Pechea, 791480","Dolj","5974"
"-36.987946","19.31669","Aleea Stoica Nr. 392, Barbulesti, 689918","Arad","5975"
"85.7512225","-41.894464","Drumul Eftimie Nr. 648 Bl. 99  Sc. 92 Ap. 521, Ianca, 454278","Ilfov","5976"
"27.633294","-135.907865","Soseaua Voinea, Draganesti-Olt, 191201","Olt","5977"
"75.197821","174.161458","Bulevardul Sorin Albu Nr. 791, Ramnicu Valcea, 887670","Vaslui","5978"
"9.5532475","33.536887","Intrarea Martin Pușcașu Nr. 13, Campia Turzii, 370387","Sibiu","5979"
"22.801937","72.382969","Bulevardul Miruna Stoica Nr. 337 Bl. 84  Sc. 42 Ap. 911, Curcani, 380174","Caraș Severin","5980"
"-67.6202985","10.548637","Intrarea Clementina Florea, Darabani, 544673","Argeș","5981"
"-9.9680195","-120.583519","Strada Diaconescu Nr. 330, Dumbravita, 571395","Alba","5982"
"-73.844897","171.457831","Aleea Horea Barbu Nr. 890, Straja, 353862","Ialomița","5983"
"-83.9396245","-115.18371","Soseaua Pop Nr. 616, Topoloveni, 795564","Iași","5984"
"-17.889848","102.031056","Intrarea Ardelean Nr. 80, Braila, 870081","Botoșani","5985"
"19.264679","140.192952","Aleea Manole, Ianca, 844640","Teleorman","5986"
"-46.6733375","130.757066","Bulevardul Dima Nr. 35, Rucar, 173601","Vaslui","5987"
"-33.7994845","-161.061886","Strada Barbu Nr. 419 Bl. 49  Sc. 14 Ap. 200, Balan, 962310","Brăila","5988"
"-17.287659","-70.250529","Aleea Dochioiu Nr. 902 Bl. 79  Sc. 78 Ap. 609, Reghin, 203940","Iași","5989"
"78.6056665","80.443708","Bulevardul Ioniță, Talmaciu, 741126","Dâmbovița","5990"
"0.9298545","93.804915","Intrarea Nistor Nr. 932 Bl. 70  Sc. 99 Ap. 380, Tudora, 630795","Mureș","5991"
"-43.3491065","-73.895202","Aleea Nistor Nr. 494, Curcani, 814165","Timiș","5992"
"22.920292","-96.823088","Strada Renata Barbu Nr. 986 Bl. 65  Sc. 39 Ap. 294, Lunca Cetatuii, 302311","Maramureș","5993"
"-76.86264","130.353399","Drumul Popa, Podu Iloaiei, 651404","Sălaj","5994"
"-71.253416","83.846724","Drumul Ion Eftimie Nr. 942, Mioveni, 297958","Dâmbovița","5995"
"12.201937","-123.914354","Intrarea Aanei Nr. 771, Voluntari, 530520","Galați","5996"
"10.870803","107.871432","Drumul Georgescu, Covasna, 415916","Vaslui","5997"
"31.78079","-125.321629","Drumul Natalia Eftimie Nr. 81 Bl. 52  Sc. 28 Ap. 310, Caracal, 825862","București","5998"
"-65.15102","-104.091364","Aleea Ababei, Buzau, 392842","Călărași","5999"
"12.497918","162.162252","Soseaua Albu Nr. 99 Bl. 30  Sc. 38 Ap. 740, Babadag, 768937","Constanța","6000"
"-12.673753","-58.458939","Aleea Stan Nr. 980, Boldesti-Scaeni, 825474","Olt","6001"
"-63.795913","-114.303734","Strada Eftimie, Craiova, 569987","Vâlcea","6002"
"18.3397105","48.904633","Aleea Suciu Nr. 38 Bl. 34  Sc. 41 Ap. 519, Barbulesti, 841849","Olt","6003"
"64.564413","-101.732447","Drumul Marin, Mioveni, 565755","Harghita","6004"
"-69.2635885","-115.791524","Intrarea Tabacu Nr. 89, Straja, 704488","Neamț","6005"
"-36.530353","44.463635","Strada Dumitrescu Nr. 83, Drobeta-Turnu Severin, 106430","Ilfov","6006"
"81.649995","-24.462179","Aleea Octaviana Diaconu, Domnesti, 181229","Caraș Severin","6007"
"77.5559495","9.468107","Strada Nistor Nr. 451, Buhusi, 784880","Mureș","6008"
"-45.3822975","-93.726873","Intrarea Pușcașu Nr. 957 Bl. 26  Sc. 98 Ap. 459, Teius, 264518","Brașov","6009"
"67.4833515","8.233854","Drumul Dumitrescu, Titu, 211654","Bihor","6010"
"-83.071715","-105.410011","Bulevardul Manole Nr. 297 Bl. 74  Sc. 13 Ap. 778, Stei, 999748","Dâmbovița","6011"
"-58.2595755","39.656919","Strada Tudor, Craiova, 557643","Vrancea","6012"
"-64.9426615","-93.78192","Strada Lică Ionescu Nr. 91, Sighetu Marmatiei, 464641","Prahova","6013"
"-71.262859","-43.131521","Drumul Oprea, Zalau, 554819","Neamț","6014"
"-64.5478975","140.397152","Aleea Gregorian Popescu Nr. 113, Targu Secuiesc, 790994","Giurgiu","6015"
"-38.8941035","131.967893","Drumul Ene Nr. 355, Roman, 347045","Vrancea","6016"
"-46.3226045","99.285975","Bulevardul Stancu Nr. 230 Bl. 72  Sc. 98 Ap. 618, Iasi, 598712","Prahova","6017"
"-30.590993","-34.386097","Intrarea Severin Stănescu, Sadova, 711507","Vâlcea","6018"
"-2.070914","60.397432","Drumul Iuliana Popescu, Sovata, 982360","Alba","6019"
"41.388257","35.867957","Bulevardul Pușcașu Nr. 135, Motru, 175477","Călărași","6020"
"44.6336505","122.977698","Intrarea Oprea Nr. 408, Targoviste, 247637","Giurgiu","6021"
"65.8530685","-86.24247","Soseaua Pop, Salonta, 377472","Galați","6022"
"14.523869","-109.615461","Bulevardul Janina Nistor Nr. 98, Bolintin-Vale, 163453","Timiș","6023"
"88.6673885","-7.795068","Soseaua Ovidiu Dima, Babadag, 938323","Brașov","6024"
"-43.7842525","68.747201","Strada Estera Voinea Nr. 940 Bl. 84  Sc. 88 Ap. 404, Baia Mare, 429097","Giurgiu","6025"
"70.5605105","35.673029","Bulevardul Georgiana Nistor Nr. 354 Bl. 58  Sc. 15 Ap. 636, Tulcea, 940702","Hunedoara","6026"
"-81.743329","36.094626","Soseaua Oprea, Baia, 267585","Hunedoara","6027"
"81.6183135","4.795565","Aleea Ardelean Nr. 668, Talmaciu, 970125","Buzău","6028"
"58.17839","-138.578786","Bulevardul Ionuț Niță, Timisoara, 784853","Dâmbovița","6029"
"75.9907215","-82.453799","Aleea Popescu Nr. 160 Bl. 50  Sc. 85 Ap. 956, Sovata, 698671","Satu Mare","6030"
"-50.925882","-93.341556","Drumul Ababei Nr. 689, Sadova, 792146","Ilfov","6031"
"79.0937705","85.148667","Bulevardul Nistor Nr. 490 Bl. 30  Sc. 22 Ap. 297, Ianca, 602417","Vâlcea","6032"
"-54.080722","-72.949211","Soseaua Stan Dima Nr. 60 Bl. 31  Sc. 30 Ap. 309, Jilava, 995967","Harghita","6033"
"37.420321","70.498865","Soseaua Stoica Nr. 37, Arbore, 437099","Arad","6034"
"-72.095375","-51.921797","Soseaua Roberta Nistor, Cornetu, 943171","Mehedinți","6035"
"-3.727915","-148.049717","Aleea Ioniță Nr. 787, Odobesti, 715563","Bacău","6036"
"-78.9091895","168.594901","Intrarea Claudiu Stan, Sebes, 126966","Dâmbovița","6037"
"37.3768485","-36.235258","Bulevardul Albu, Piatra-Neamt, 946602","Satu Mare","6038"
"48.369306","49.556486","Intrarea Ariana Suciu Nr. 487, Barbulesti, 971410","Maramureș","6039"
"74.2542545","-137.572833","Soseaua Ionescu Nr. 780 Bl. 63  Sc. 82 Ap. 485, Mioveni, 361254","Bihor","6040"
"-37.9781035","110.206822","Bulevardul Georgescu Nr. 705, Horodnic de Sus, 825138","Teleorman","6041"
"43.6216105","-119.276715","Drumul Tudor Nr. 556 Bl. 81  Sc. 13 Ap. 146, Rucar, 806728","Olt","6042"
"58.8564065","-143.271505","Bulevardul Aanei Nr. 128 Bl. 64  Sc. 74 Ap. 101, Mihail Kogalniceanu, 338797","Cluj","6043"
"19.222246","-142.445875","Strada Dinu, Gheorgheni, 460626","Giurgiu","6044"
"9.4416525","-78.763227","Aleea Raluca Ioniță Nr. 379, Navodari, 463823","Brașov","6045"
"-77.9725025","79.148221","Intrarea Dinu Nr. 950 Bl. 75  Sc. 95 Ap. 829, Marghita, 154880","Botoșani","6046"
"-67.2887175","28.243114","Drumul Preda Nr. 67, Hunedoara, 347843","Harghita","6047"
"61.1740955","-71.338949","Intrarea Marin Nr. 83, Giarmata, 566733","Covasna","6048"
"51.5352415","18.427037","Soseaua Manole Nr. 239, Ramnicu Sarat, 261759","Hunedoara","6049"
"23.7190625","-123.983405","Intrarea Steliana Stănescu Nr. 605 Bl. 82  Sc. 38 Ap. 622, Feldru, 930739","Cluj","6050"
"-54.2787555","-17.363754","Strada Ababei, Focsani, 894497","Tulcea","6051"
"26.810547","152.61275","Drumul Voinea, Timisoara, 157997","Mehedinți","6052"
"-41.8538525","-114.912073","Intrarea Marin, Buftea, 412291","Cluj","6053"
"-51.021356","-122.824334","Intrarea Sergiu Pușcașu Nr. 86 Bl. 83  Sc. 12 Ap. 156, Tulcea, 191672","Bistrița-Năsăud","6054"
"-78.541523","-154.622826","Drumul Pușcașu Nr. 11, Roman, 738909","Vâlcea","6055"
"-87.478218","95.143496","Intrarea Lelia Stănescu, Raducaneni, 832051","Mureș","6056"
"-46.586613","165.788426","Soseaua Preda, Viseu de Sus, 448541","Timiș","6057"
"-26.9320355","84.134366","Drumul Popa, Ovidiu, 636690","Galați","6058"
"-59.2538475","-130.691869","Strada Ioniță Nr. 758 Bl. 35  Sc. 90 Ap. 969, Sangeorgiu de Mures, 980694","Hunedoara","6059"
"72.722612","164.526155","Intrarea Liliana Barbu Nr. 58, Tomesti, 372361","Caraș Severin","6060"
"-32.095202","-4.758728","Bulevardul Niță Nr. 46, Curtici, 166623","Botoșani","6061"
"23.386698","-22.206199","Bulevardul Nistor Nr. 40 Bl. 83  Sc. 31 Ap. 573, Ruscova, 116844","Călărași","6062"
"-28.3996805","-176.312514","Strada Nistor, Oradea, 700367","Vrancea","6063"
"-57.72882","-17.93119","Aleea Nemeș, Marghita, 350576","Tulcea","6064"
"63.0457355","-39.281278","Drumul Mărioara Manole Nr. 135 Bl. 58  Sc. 64 Ap. 284, Curcani, 333921","Harghita","6065"
"-20.2491905","-8.425411","Drumul Sever Nistor Nr. 730, Sebes, 521572","Arad","6066"
"78.7691655","86.567467","Soseaua Suciu Nr. 30 Bl. 60  Sc. 65 Ap. 854, Sannicolau Mare, 836293","Tulcea","6067"
"84.5754915","-33.22296","Aleea Timea Stoica Nr. 495, Sinaia, 431502","Vrancea","6068"
"14.475078","172.663963","Aleea Stănescu Nr. 93, Ruscova, 557544","Brașov","6069"
"-26.7655105","-93.751585","Soseaua Dorli Aanei, Simleu Silvaniei, 891166","București","6070"
"-80.9658905","18.969305","Drumul Sonia Albu, Vicovu de Jos, 405494","Sălaj","6071"
"-85.7930265","-11.701457","Bulevardul Leontina Stoica Nr. 668 Bl. 17  Sc. 42 Ap. 508, Plosca, 324021","Bihor","6072"
"0.718807","125.959628","Intrarea Toma Nr. 963 Bl. 16  Sc. 87 Ap. 293, Sadova, 118177","Maramureș","6073"
"80.902539","109.19986","Aleea Pop Nr. 21, Vaslui, 721864","Harghita","6074"
"37.8407275","-138.360069","Bulevardul Stoica Nr. 698, Tuzla, 400023","Gorj","6075"
"-69.2422615","-129.154078","Bulevardul Ruxandra Preda Nr. 18 Bl. 32  Sc. 45 Ap. 798, Murfatlar, 316071","Arad","6076"
"-62.785034","48.929228","Strada Florea Nr. 902, Domnesti, 485504","Argeș","6077"
"89.84708","157.117909","Bulevardul Pușcașu Nr. 63 Bl. 84  Sc. 96 Ap. 994, Valea Caselor (Dragasani), 464090","Ialomița","6078"
"52.9280205","18.550246","Soseaua Oprea Nr. 447, Poienile de sub Munte, 989944","Botoșani","6079"
"-63.795049","86.883898","Drumul Pop Nr. 35 Bl. 54  Sc. 22 Ap. 892, Apahida, 366640","Buzău","6080"
"3.155823","1.287631","Intrarea Ababei Nr. 81 Bl. 71  Sc. 76 Ap. 888, Jibou, 694500","Covasna","6081"
"-4.0096205","-4.795563","Soseaua Tudor Nr. 99, Talmaciu, 992897","Cluj","6082"
"-33.151747","105.579346","Intrarea Norbert Preda Nr. 43 Bl. 77  Sc. 56 Ap. 655, Carei, 143519","Călărași","6083"
"-52.826388","-58.158596","Bulevardul Arian Popa Nr. 756, Mihail Kogalniceanu, 772693","Bistrița-Năsăud","6084"
"56.7671755","62.873482","Intrarea Florentin Ene Nr. 769, Titu, 470107","Neamț","6085"
"43.864922","147.869934","Intrarea Camelia Nistor Nr. 120 Bl. 86  Sc. 70 Ap. 242, Afumati, 244735","Mehedinți","6086"
"56.1247805","-67.882893","Bulevardul Niță Nr. 63 Bl. 44  Sc. 55 Ap. 911, Zimnicea, 566797","Alba","6087"
"39.8716305","18.487007","Intrarea Avram Oprea Nr. 516 Bl. 88  Sc. 34 Ap. 764, Sangeorz-Bai, 364149","Alba","6088"
"-61.4476585","159.63335","Intrarea Brândușa Diaconescu, Reghin, 195474","Alba","6089"
"8.1867545","-116.473981","Soseaua Pușcașu, Dobroesti, 740169","Dolj","6090"
"34.8894105","-46.061617","Soseaua Nistor Nr. 99, Barbulesti, 520720","Iași","6092"
"-86.7904185","168.951674","Drumul Barbu Nr. 78 Bl. 78  Sc. 34 Ap. 712, Lupeni, 471698","Bihor","6093"
"-71.675237","155.763884","Bulevardul Popescu, Cumpana, 628995","Satu Mare","6094"
"-27.154045","-92.314576","Aleea Filip Ionescu Nr. 60, Diosig, 594580","Ilfov","6095"
"-22.0353725","178.340701","Drumul Marin, Teius, 573040","Neamț","6096"
"83.8907145","-102.39965","Bulevardul Livia Toma Nr. 68 Bl. 85  Sc. 27 Ap. 526, Harlau, 233686","Olt","6097"
"-65.881843","-128.770195","Aleea Ioniță Nr. 702 Bl. 61  Sc. 74 Ap. 119, Cernavoda, 285572","Maramureș","6098"
"47.6225005","-136.672568","Drumul Eftimie Nr. 81 Bl. 95  Sc. 47 Ap. 603, Curtici, 667691","Mehedinți","6099"
"-82.888013","47.52796","Bulevardul Diaconescu Nr. 13 Bl. 87  Sc. 35 Ap. 283, Viseu de Sus, 698690","Brașov","6100"
"6.759049","46.520785","Drumul Nemeș Nr. 98 Bl. 14  Sc. 59 Ap. 725, Lunca Cetatuii, 713961","Brăila","6101"
"58.0678025","30.594558","Intrarea Preda Nr. 881, Targu Secuiesc, 213968","Hunedoara","6102"
"-35.8147145","130.696334","Strada Heracleea Mocanu Nr. 21, Peretu, 502435","Mureș","6103"
"-42.1806","-1.467622","Intrarea Anișoara Ababei Nr. 11 Bl. 45  Sc. 24 Ap. 639, Mioveni, 128888","Bistrița-Năsăud","6104"
"29.906743","27.918525","Strada Dima Nr. 89, Mioveni, 452310","Bihor","6105"
"-40.446617","-67.211596","Strada Marina Stan Nr. 631, Tecuci, 813728","Mureș","6106"
"87.4414","-102.938699","Soseaua Aanei Nr. 41, Turda, 260114","Brăila","6107"
"-17.2913315","20.063671","Strada Barbu, Mangalia, 725562","Alba","6108"
"53.336553","5.905131","Bulevardul Diaconescu Nr. 27, Blaj, 931959","Sibiu","6109"
"39.6513615","27.517521","Bulevardul Izabela Gheorghiu, Bacau, 770914","Gorj","6110"
"-30.4582105","-157.556972","Strada Ababei, Techirghiol, 139851","Arad","6111"
"-67.293255","135.527522","Soseaua Florea Nr. 151 Bl. 53  Sc. 12 Ap. 906, Bocsa, 400361","Brăila","6112"
"-56.9238935","42.550077","Aleea Pușcașu Nr. 70, Cornetu, 930116","Sălaj","6113"
"-75.2469715","32.16975","Aleea Georgiana Pușcașu Nr. 29 Bl. 45  Sc. 30 Ap. 962, Barlad, 199488","Arad","6114"
"-65.6897455","26.605751","Soseaua Popescu Nr. 43 Bl. 60  Sc. 26 Ap. 708, Suceava, 138067","Ilfov","6115"
"82.653057","-128.06609","Intrarea Gheorghiu Nr. 424 Bl. 26  Sc. 36 Ap. 357, Gaesti, 590609","Ilfov","6116"
"-82.239756","-57.606939","Drumul Mazilescu Nr. 54, Campulung Moldovenesc, 337240","Mehedinți","6117"
"62.819859","-133.634657","Intrarea Rafael Mazilescu Nr. 999, Afumati, 201920","Gorj","6118"
"16.7974695","-173.704355","Intrarea Stancu, Odorheiu Secuiesc, 338031","Sibiu","6119"
"75.6285645","-80.754792","Strada Ștefana Tomescu Nr. 132, Rucar, 244759","Covasna","6120"
"-2.038146","88.606551","Strada Oprea Nr. 56, Valea Caselor (Dragasani), 971469","Vâlcea","6121"
"75.8808635","-166.517259","Soseaua Stelian Ene, Tomesti, 863289","Bihor","6122"
"72.428969","172.879433","Soseaua Pușcașu Nr. 12 Bl. 50  Sc. 88 Ap. 995, Giarmata, 673184","Satu Mare","6124"
"21.273316","64.299793","Strada Eftimie Nr. 442 Bl. 66  Sc. 66 Ap. 342, Eforie Nord, 966590","Dâmbovița","6125"
"36.7051585","7.291838","Intrarea David Mocanu, Turda, 752221","Harghita","6126"
"22.536007","-107.53035","Intrarea Stancu Nr. 847, Apahida, 219577","Suceava","6127"
"20.9590205","-154.02993","Soseaua Gheorghiu, Siria, 409760","Bihor","6128"
"-53.640761","-50.393274","Intrarea Clementina Marin, Bumbesti-Jiu, 836113","Harghita","6129"
"-56.112607","92.377717","Intrarea Florea, Pucioasa, 626420","Cluj","6130"
"-83.5917465","132.827231","Aleea Alin Tomescu, Targu Lapus, 542602","Bistrița-Năsăud","6131"
"87.419998","-39.762168","Bulevardul Ionescu Nr. 41 Bl. 54  Sc. 69 Ap. 348, Odorheiu Secuiesc, 192831","Satu Mare","6132"
"-63.088132","54.238786","Drumul Ababei Nr. 154 Bl. 72  Sc. 94 Ap. 970, Poienile de sub Munte, 545223","Arad","6133"
"-54.6155485","-176.92433","Intrarea Toma, Campulung, 343821","Vrancea","6134"
"-20.8609955","-56.523881","Strada Preda, Alba Iulia, 228678","Iași","6135"
"89.0757635","-44.381106","Intrarea Mălina Tomescu Nr. 84 Bl. 53  Sc. 91 Ap. 778, Domnesti, 243658","Mureș","6136"
"62.8728135","-47.331861","Strada Radu Manole Nr. 178, Gaesti, 714272","Alba","6137"
"-86.4896635","82.049446","Bulevardul Ionescu Nr. 13, Balan, 871671","Bihor","6138"
"-54.225294","-97.547361","Drumul Ardelean Nr. 797 Bl. 22  Sc. 33 Ap. 569, Rasnov Romacril, 123161","Suceava","6139"
"4.2644015","30.730456","Intrarea Dinu, Harsova, 495552","Harghita","6140"
"-56.138527","62.655203","Drumul Doina Preda Nr. 554 Bl. 20  Sc. 97 Ap. 457, Rasnov Romacril, 487035","Timiș","6141"
"-57.99115","40.877114","Strada Florea Nr. 651 Bl. 33  Sc. 68 Ap. 899, Victoria, 840398","Brăila","6142"
"82.112968","-58.17811","Soseaua Mazilescu Nr. 62, Otopeni, 473412","Caraș Severin","6143"
"8.1534645","148.244342","Strada Robert Tudor Nr. 305, Roman, 546874","Vrancea","6144"
"-72.607124","83.345615","Intrarea Nidia Florea Nr. 59 Bl. 62  Sc. 45 Ap. 647, Targu Secuiesc, 911882","Buzău","6145"
"11.729858","108.791899","Strada Manole Nr. 62, Cugir, 437489","Călărași","6146"
"74.0569875","52.724967","Soseaua Stoica Nr. 901, Arad, 194357","Alba","6147"
"29.7437355","-173.087004","Intrarea Stoica Nr. 83, Segarcea, 754151","Giurgiu","6148"
"-78.4724435","-73.203725","Strada Vlaicu Voinea Nr. 230, Sacueni, 777119","Sălaj","6149"
"70.755737","104.134014","Soseaua Grigore Nistor Nr. 387, Anina, 109315","Botoșani","6150"
"-77.544441","-4.08016","Soseaua Horațiu Nistor Nr. 83 Bl. 51  Sc. 68 Ap. 923, Seini, 459393","Constanța","6151"
"46.9460765","-95.751937","Intrarea Oprea, Harlau, 288084","Ialomița","6152"
"26.558268","128.976887","Soseaua Ionescu Nr. 76, Fetesti-Gara, 404467","Olt","6153"
