"personal_number","birthdate","phone_number","job","user_id"
"8471103420021","1972-05-21","0726 730 052","Referent De Specialitate Inginer Agronom","6428"
"5861028517065","1957-04-16","0730 666 779","Maistru Intretinere Si Reparatii Masini-Unelte, Utilitati, Service, Prototipuri","6429"
"5671119310035","1963-12-06","0249 165 425","Asistent Comercial","6430"
"7890119054814","1949-12-23","0751 144 904","Prelucrator Fire Si Tesaturi Din Fire De Sticla","6431"
"7800303447767","2014-02-06","0784 032 565","Inginer De Cercetare In Agromontanologie","6432"
"8260213386887","1911-07-24","0255 836 040","Calcatoreasa Lenjerie","6433"
"8291205362311","2009-08-11","0267 174 731","Meteorolog-Sef","6434"
"5671019388512","1920-03-22","0750 225 065","Meteorolog Previzionist","6435"
"2440311405666","1925-01-02","0772 376 474","Administrator Financiar (Patrimoniu) ","6436"
"5270216258754","1949-09-15","0738 854 555","Specialist In Activitatea De Lobby","6437"
"3410418174071","2006-03-28","0755 059 679","Operator La Valorificarea Subproduselor De Abator","6438"
"7140831063368","1923-10-03","0259 229 729","Cercetator In Medicina Generala","6439"
"2351013018852","2022-10-05","0748 269 271","Consilier/Expert In Meteorologie Si Domenii Conexe","6440"
"5380904362211","2014-06-14","0242 004 443","Profesor De Cultura Fizica Medicala","6441"
"6471123387184","1914-04-29","0264 366 569","Functionar Economic","6442"
"4580120083863","1994-05-12","0764 599 987","Responsabil De Mediu","6443"
"7620514344231","1974-12-04","0770 697 213","Butafor","6444"
"1670508411179","2021-04-19","0249 561 622","Pregatitor, Montator, Reparator Ite, Cocleti, Lamele, Spete","6445"
"4980913181626","1983-06-01","0734 093 453","Manager Relatii Cu Clientii Bancii/Societate De Leasing","6446"
"5201131293137","1975-03-17","0742 413 550","Expert Inginer Silvic","6447"
"8141207406609","1948-09-21","0754 716 903","Operator Canelator","6448"
"6010905337581","2018-07-09","0747 833 367","Tehnician Aparate Electromedicale","6449"
"6050313021636","1971-02-08","0772 753 833","Manager In Domeniul Sigurantei Alimentare","6450"
"6500111419672","1929-11-18","0757 237 459","Conducator De Motocicleta","6451"
"3360506220774","1932-01-20","0771 018 978","Sufleur Teatru","6452"
"1610831214641","1932-06-27","0753 799 616","Cartator Presa","6453"
"6420712406383","1910-05-10","0265 681 800","Functionar Informatii Clienti","6454"
"8410630293330","1975-03-26","0764 397 286","Fiziokinetoterapeut","6455"
"2190830112275","1955-01-13","0743 682 179","Sef Serviciu/Sef Birou/Banca/Societate De Leasing","6456"
"2210507242936","1992-04-15","0770 468 474","Maistru Mecanic Masini Si Utilaje Pentru Constructii","6457"
"8780631360611","1952-11-21","0769 538 158","Asistent De Cercetare In Constructii De Cai Ferate, Drumuri Si Poduri","6458"
"5270106218350","1919-02-03","0731 591 046","Programator","6459"
"7560204084104","1988-01-02","0733 320 468","Defectolog","6460"
"8320203129888","1957-04-22","0745 161 058","Tehnician Homeopat","6461"
"8141127455520","2008-09-18","0233 589 132","Asistent De Cercetare In Sociologie","6462"
"1120105367555","1991-05-04","0238 426 575","Baci Montan","6463"
"1550422192894","1999-03-14","0759 165 900","Cercetator In Tehnologia Compusilor Macromoleculari","6464"
"4160321124792","1977-04-01","0743 447 589","Operator La Masini De Amestecare (Produse Chimice)","6465"
"7230312529663","2022-05-30","0758 840 378","Dispecer Retea Distributie","6466"
"5931130326116","1926-10-31","0729 715 788","Magistrat-Asistent","6467"
"2431211222358","1936-11-16","0768 756 125","Subinginer Mecanic Utilaje Pentru Industria Lemnului","6468"
"4260309168390","1984-08-27","0785 582 961","Medic Igienist","6469"
"2401110144705","2009-01-21","0233 501 778","Lucrator Bucatarie (Spalator Vase Mari","6470"
"5400716425522","1944-03-01","0748 083 990","Inspector De Specialitate Biochimist","6471"
"3840419100375","1942-05-07","0231 404 632","Dirijor Cor","6472"
"7131122424072","1955-08-29","0240 935 920","Cercetator In Matematica Aplicata","6473"
"5640530363489","2007-03-13","0236 799 666","Gradator Vase Si Aparate De Laborator","6474"
"8700103358962","2011-11-14","0723 631 566","Ghid De Turism Montan, Drumetie Montana","6475"
"8040720213841","2004-03-18","0750 774 296","Lutier","6476"
"6771028029905","1929-08-30","0732 972 855","Sef Tura Comanda Vagon De Dormit ","6477"
"2840411304351","2021-07-02","0247 454 333","Director De Hotel","6478"
"3190713338769","1983-12-07","0755 743 571","Inginer De Receptie Si Control Aeronave","6479"
"7681229015728","1980-02-12","0739 561 782","Masinist La Masini De Ambalat","6480"
"2951012110524","1963-10-22","0727 756 909","Inginer De Cercetare In Masini Si Instalatii Mecanice","6481"
"3820506172023","1997-07-23","0725 299 846","Agent Turism De Afaceri","6482"
"3840615510588","1980-09-17","0245 122 720","Snuruitor Jaqard","6483"
"2131120016914","1918-06-13","0262 867 368","Preparator Ppf","6484"
"8721224249131","1913-03-07","0234 196 209","Operator Presator Tesaturi Textile (Storcator Textile)","6485"
"1320402362711","1993-04-25","0755 372 713","Filator","6486"
"5560316210149","1952-04-20","0727 652 508","Mecanic De Exploatare In Zootehnie","6487"
"8851214448345","1982-08-25","0728 520 160","Masinist Pentru Prefabricate Din Beton Si Beton Armat","6488"
"4880616147098","1998-08-23","0729 302 439","Pregatitor-Lansator Confectii","6489"
"5780414386881","1954-07-27","0243 782 725","Cantaragiu","6490"
"7560907300781","1963-09-03","0740 030 100","Presator Metale La Rece","6491"
"4410812274017","1932-12-16","0252 293 360","Parinte Social","6492"
"1060910291209","1974-08-12","0264 822 093","Referent De Specialitate Hidrogeolog","6493"
"8861021345511","1976-01-24","0258 759 700","Inspector Telegrame","6494"
"2160817117454","2020-03-14","0785 166 618","Pedagog Scolar","6495"
"4891217529869","1957-09-17","0245 289 735","Broder La Gherghef","6496"
"3061017339969","1923-11-07","0252 918 896","Inscriptioner Pe Produse De Sticla Si Ceramica","6497"
"8020711113926","1994-05-30","0759 784 306","Supraveghetor Noapte (Invatamant)","6498"
"2311030213852","2016-09-21","0727 077 457","Reglor Benzi Montaj","6499"
"6440818265569","1909-07-31","0788 336 286","Spalator Geamuri Si Parbrize","6500"
"1150812382638","2010-05-22","0723 724 543","Sef Birou/Serviciu Administrativ","6501"
"4920620127874","1940-04-17","0263 268 797","Confectioner Bidinele, Pensule, Perii","6502"
"7880517019022","1972-03-17","0751 704 858","Sef Statie Comunicatii Prin Satelit","6503"
"3260419190416","1915-12-15","0242 326 005","Vicepresedinte Institutie Publica","6504"
"7540318296984","1917-07-01","0252 191 859","Scuturator In Si Canepa","6505"
"6560311445120","1958-03-09","0245 989 576","Maestru De Ceremonii","6506"
"3150520376614","1938-05-06","0239 778 980","Inspector Sanitar","6507"
"3561011138947","2022-10-24","0771 913 072","Manager Farmacii","6508"
"2160120255498","2011-08-04","0234 040 079","Maistru Tipograf","6509"
"6190614112072","1959-04-27","0241 626 957","Inginer De Cercetare In Stiinta Materialelor","6510"
"3680126514702","2006-12-26","0254 626 338","Culegator La Masina De Perforat Programe Pentru Masinile De Turnat Text (Monotastor)","6511"
"2820613394433","1928-09-21","0747 006 202","Pomicultor","6795"
"3861202119931","1943-11-25","0752 912 134","Croitor Pentru Incaltaminte Si Articole Tehnice Din Cauciuc","6512"
"6950214280350","1994-11-26","0242 502 863","Director De Arhiva Banca","6513"
"5410925367772","1935-12-11","0772 649 466","Operator La Masini De Inscriptionat","6514"
"6190430080721","1934-10-05","0733 466 642","Specialist Sistem Asigurari","6515"
"4400319528380","2001-06-03","0242 030 187","Agent Evidenta Si Plata A Ajutorului De Somaj","6516"
"3650106389986","1917-03-30","0731 315 553","Oficiant Presa","6517"
"1380601363880","2006-06-16","0721 763 071","Controlor Calitate","6518"
"2720620190286","1914-11-17","0765 841 734","Consilier Inginer Petrolist","6519"
"4581204067166","1940-07-08","0785 290 299","Velator-Matisor","6520"
"6360929224228","1978-12-18","0767 221 285","Mamos Porcine","6521"
"4670919207542","1996-04-13","0745 989 418","Coafor","6522"
"1820229184782","1967-02-16","0732 390 129","Agent Literar","6523"
"3591223027049","1969-09-11","0260 232 444","Montator Elemente Prefabricate Din Beton Armat","6524"
"6550425457043","1991-12-12","0749 150 726","Inspector De Specialitate Zoolog","6525"
"5990429192549","1948-03-22","0237 443 502","Reparator Aparate Foto","6526"
"6091104108755","1925-01-14","0753 569 260","Sef Departament Banca/Sef-Adjunct Departament","6527"
"5460427053991","2023-11-08","0245 155 951","Sef District, Centru, Ocol Silvic","6528"
"1611124075785","1997-12-30","0259 082 706","Consilier Organizatie Politica","6529"
"1880710151571","1960-08-26","0759 395 283","Tehnician Asigurarea Calitatii","6530"
"6271130240991","2002-01-22","0269 347 104","Asistent De Cercetare In Prepararea Substantelor Minerale Utile","6531"
"3491022278314","1974-08-09","0763 587 921","Crescator De Pasari","6532"
"8810718350103","1987-12-11","0780 470 631","Referent De Specialitate Tir Si Tranzite (Studii Superioare)","6533"
"4790620377161","1959-12-25","0720 514 798","Referent De Specialitate Inginer Textile, Pielarie","6534"
"3970213142295","1926-07-27","0772 264 185","Sef Sectie","6535"
"3830601019771","1991-01-13","0262 572 992","Inginer De Cercetare In Ingineria Sanitara Si Protectia Mediului","6536"
"1420210133463","2017-09-02","0732 158 833","Controlor Calitate","6537"
"3300613332587","1924-05-15","0721 625 321","Manager Al Sistemului De Management Al Riscului","6538"
"5930801295859","1989-03-05","0742 408 878","Asistent Medical (Studii Superioare)","6539"
"2600818082334","1961-09-11","0238 317 938","Formator Slefuitor Produse Stratificate","6540"
"4161128117902","1941-05-15","0723 857 008","Infirmier/Infirmiera","6541"
"7860326511150","1989-11-18","0785 281 056","Inspector Iscir","6542"
"2211003142183","1942-10-30","0771 045 097","Cercetator In Statistica","6543"
"2501018301861","2014-04-14","0743 885 309","Inginer Electromecanic Scb","6544"
"5750326244561","1990-09-28","0254 368 959","Agent Salvare Aeroportuara Si Instalatii De Stinsincendii","6545"
"6851202409239","2019-08-01","0255 950 387","Operator La Fabricarea Mezelurilor","6546"
"1590528077205","1916-03-27","0234 464 613","Stopeur","6901"
"6740129170628","1929-12-22","0757 904 385","Conducator Activitate De Transport Rutier","6547"
"8471006337097","1977-01-10","0236 924 614","Bucatar-Sef","6548"
"6120730290975","1960-12-16","0772 853 043","Montator Acumulatori","6549"
"7741208275720","1998-06-12","0780 261 120","Babysitter","6550"
"4810409405759","2014-08-10","0741 126 889","Asfaltator","6551"
"7020516315851","1959-05-17","0728 506 600","Sculptor In Lemn","6552"
"8580821029057","1997-08-11","0234 347 916","Legator De Par","6553"
"3580215328221","1967-01-15","0242 302 925","Inspector Protectia Mediului","6554"
"6900822173478","1918-04-29","0261 367 435","Asistent De Cercetare In Filozofie","6555"
"6340501050465","1979-07-22","0734 058 306","Pregatitor, Montator, Reparator Ite, Cocleti, Lamele, Spete","6556"
"1800826200973","1969-07-21","0248 255 836","Ingrijitor Cladiri","6557"
"7851221324133","1983-10-13","0721 363 901","Inginer Geolog","6558"
"3930103128900","1944-11-29","0261 615 691","Consilier Zoolog","6559"
"1151106061091","1976-07-10","0735 714 278","Asistent De Cercetare In Centrale Nuclearoelectrice","6560"
"5610911088405","1963-04-11","0741 890 274","Tehnician In Morarit Si Panificatie","6561"
"3650508208535","1975-03-31","0737 723 240","Confectioner Produse Igienico-Sanitare","6562"
"5530515195192","1919-12-01","0268 774 933","Comentator Radio Tv","6563"
"4620127159046","1965-08-08","0236 553 093","Pastator Cutii De Chibrituri","6564"
"6130402034570","1920-10-01","0252 932 528","Administrator Financiar (Patrimoniu) (Studii Superioare)","6565"
"4900816434724","1996-01-16","0267 365 580","Conceptor/Conceptor Cao","6566"
"1760421445393","1943-10-07","0727 211 306","Operator Masuratori Speciale Sonde","6567"
"8380728241181","2000-12-11","0763 631 883","Camionagiu","6568"
"1060604525473","2004-09-29","0763 062 509","Bucatar","6569"
"3000826056923","1956-01-12","0234 754 251","Lutier","6570"
"7770817520761","1955-07-01","0726 718 420","Consilier Pentru Tineret","6571"
"4630125094482","1950-08-22","0269 327 080","Critic De Arta","6572"
"5220904017432","2007-03-26","0738 829 491","Modista","6573"
"6211220047791","1975-06-23","0765 995 645","Gonaci","6574"
"2400226124852","2023-06-06","0744 618 849","Asistent De Cercetare In Electromecanica","6575"
"4090601430495","1986-07-06","0769 605 271","Asistenta Puericultoare","6577"
"4040221220822","1927-06-28","0728 548 819","Pastator Cutii De Chibrituri","6578"
"6840409393121","1935-08-17","0766 128 054","Agent Veterinar","6579"
"6420514333842","2023-08-06","0240 138 427","Planimetror Sabloane","6580"
"2760720423766","1995-02-12","0235 242 801","Smantanitor","6581"
"4190107304853","1962-12-24","0721 159 485","Incadrator Tablouri","6582"
"2751215418066","1922-11-16","0733 517 802","Coafor Canin","6583"
"8130121127136","1959-04-30","0269 528 093","Sef Centru Meteo Aeronautic","6584"
"3100423406621","1957-03-10","0260 205 132","Cantonier","6585"
"7660326055821","1945-05-09","0738 994 378","Dealer-Sef (Arbitragist Banca)","6586"
"7320421131381","1929-08-23","0737 178 460","Preparator Faina Din Peste","6587"
"7870207136031","1970-08-09","0265 538 076","Director Zbor","6588"
"3780525517925","1932-10-02","0723 491 034","Operator Dana","6589"
"7771229292621","1944-05-01","0723 808 078","Operator De Interviu","6590"
"6560424047748","2013-09-14","0254 915 556","Referent Comert Exterior","6591"
"4601008252753","1976-05-09","0741 655 558","Specialist Incercari Componente Vehicule/Grup Motopropulsor/Optimizare Energetica/Sisteme De Masurare","6592"
"2131025429333","1950-08-24","0266 996 964","Amc-Ist","6593"
"3251115448742","1997-04-02","0232 952 105","Conducator Intreprindere Mica ","6594"
"5170703515663","1914-10-13","0765 281 976","Lacatus Sdv","6595"
"7560601359283","1970-01-06","0241 438 619","Inspector De Risc","6596"
"8080522463432","1963-10-14","0268 673 242","Instalator Instalatii Tehnico-Sanitare Si De Gaze","6597"
"8140608108269","1922-04-08","0755 987 798","Inginer De Cercetare Roboti Industriali","6598"
"1110329345697","1967-05-06","0755 303 325","Sef Laborator Industria Petroliera","6599"
"2911128024527","1977-08-23","0728 357 318","Cercetator In Petrochimie Si Carbochimie","6600"
"8031107287388","1944-11-21","0759 653 046","Cercetator In Petrol (Extractie-Prospectiune)","6601"
"8980812341272","1912-09-16","0746 713 284","Operator La Prepararea Minereurilor","6602"
"6711028060319","1951-06-04","0764 639 144","Mecanic Pentru Intretinerea Aparatelor De Lansare La Zbor","6603"
"5281102510868","1945-06-20","0232 456 452","Purtator De Cuvant","6604"
"8670924240206","1941-09-06","0769 192 146","Insotitor Vagoane","6605"
"8800606274298","1953-12-21","0722 617 605","Confectioner Obiecte Din Ipsos","6606"
"4710118180346","1963-07-17","0735 517 915","Fotopoligraf","6607"
"4471118287790","1914-02-11","0749 831 446","Preparator La Prepararea Produselor Cosmetice Si De Parfumerie","6608"
"5171215451904","1981-09-12","0241 227 186","Operator Piuar","6609"
"5500408250021","2005-02-11","0780 940 686","Tehnician Proiectant Minier","6610"
"1510302135282","1928-08-25","0745 185 407","Tehnician In Industria Confectiilor Si Tricotajelor","6611"
"5440329317518","1940-01-22","0248 737 881","Referent De Specialitate Matematician","6612"
"7951111049333","1942-01-17","0267 411 606","Prelucrator Presa Scrisa","6613"
"3500126380617","1925-12-04","0257 220 819","Cazangiu Recipiente","6614"
"4200407151453","1962-09-13","0728 491 391","Inginer De Cercetare In Calculatoare","6615"
"2300705180312","1970-01-17","0237 884 394","Cardinal","6616"
"1790904030524","1971-05-10","0247 468 859","Asistent De Cercetare In Electroenergetica","6617"
"3290214169756","1968-07-27","0236 209 777","Confectioner Ferodouri","6618"
"8170814151031","1982-05-14","0784 427 105","Curelar, Confectioner Harnasamente","6619"
"8941023182933","1951-05-27","0741 779 475","Supraveghetor Jocuri (Cazino)","6620"
"7570509420737","1984-08-21","0722 514 260","Confectioner Becuri","6621"
"1710104161843","2012-04-07","0737 294 594","Operator Cracare, Deformare Si Fabricare Bitum","6622"
"8221129236647","1977-02-08","0770 682 216","Discotecar","6623"
"3750312202938","1913-05-20","0263 213 785","Coordonator Presa","6624"
"7361108163521","1941-07-03","0239 589 424","Turnator Valuri","6625"
"6980704046571","1923-04-11","0734 931 502","Veghetor Incarcare-Descarcare","6626"
"6181016315233","2022-11-25","0257 858 802","Proiectant Inginer In Zootehnie","6627"
"6450827043685","1928-07-10","0750 623 837","Estimator Licitatii","6628"
"5170625013774","2024-03-22","0757 658 769","Comandant Port, Flota","6629"
"7510620353159","1921-02-06","0244 761 180","Florar-Decorator","6630"
"4651110196710","1996-12-25","0730 066 561","Arhitect Cladiri","6631"
"6441131302731","1912-10-17","0727 608 976","Profesor In Invatamantul Profesional Si De Maistri","6632"
"7460704099348","1978-08-09","0763 893 834","Crescator De Animale Mici","6633"
"3711112214577","1925-06-22","0266 144 290","Tehnician Proiectant In Industrializarea Lemnului","6634"
"8650120249820","2007-09-14","0770 940 489","Vulcanizator De Produse Industriale Din Cauciuc","6635"
"5090503414125","1945-03-31","0242 261 145","Sondor La Foraj Manual","6636"
"5851003412798","1991-11-20","0760 048 046","Cuptorar Produse Abrazive","6637"
"2110602056881","1960-12-16","0742 171 710","Director Adjunct Societate Comerciala","6638"
"7341106227037","1979-10-07","0266 869 965","Ofiter Control Doping","6639"
"7761224427184","1945-04-20","0740 808 221","Emailator Firme Si Decoruri","6640"
"4940926296345","1910-01-01","0731 049 044","Casier Trezorier","6641"
"5210513445420","1994-06-09","0723 274 948","Tamplar Manual Ajustor Montator","6642"
"6920205163173","1935-12-22","0233 396 563","Vicepresedinte Organizatie Profesionala Nationala","6643"
"5220305041995","1992-06-28","0743 345 975","Sef Oficiu De Calcul","6644"
"5890724413352","1955-03-05","0734 167 215","Inginer Constructor Instalatii","6645"
"2670226279465","1962-11-22","0237 306 903","Manager Al Organizatiei Culturale","6646"
"3151105245754","1924-12-02","0744 781 715","Tehnician Resurse Umane","6647"
"5750820019500","2013-07-23","0785 240 871","Maistru Electrician In Constructii","6648"
"1990927362525","1944-02-20","0252 439 939","Cizelator","6649"
"4040425134273","2006-09-20","0754 573 959","Cercetator In Electromecanica","6650"
"7830310203608","1996-01-26","0786 300 028","Referent Vamal (Studii Medii)","6651"
"7220717522716","2015-10-18","0751 499 063","Asfaltator","6652"
"3640102439408","2018-09-07","0758 817 729","Expert Geofizician","6653"
"3700525373900","1956-02-10","0755 954 430","Decorator Vitrine","6654"
"7301230182492","1947-05-26","0236 897 582","Conducator Intreprindere Mica ","6655"
"3750830420720","2024-01-02","0235 413 338","Operator Portuar Expeditor","6656"
"8340317121652","1958-12-22","0738 601 762","Operator Hidraulic In Alimentarile Cu Apa","6657"
"6900512398546","1969-08-13","0765 865 673","Bobinator Condensatori Pentru Instalatii Electrice","6658"
"2630103354217","2014-07-12","0248 128 551","Confectioner Tambur Filigranare","6659"
"7730725159413","1987-04-20","0762 580 445","Slefuitor-Granulator","6660"
"3240624307431","2018-05-22","0238 331 456","Expert Inginer Minier","6661"
"2070617080188","1967-10-30","0772 824 712","Cusator Manusi Piele","6662"
"2070813386162","1984-03-04","0233 890 327","Asistent De Cercetare In Ecologie Si Protectia Mediului","6663"
"7771031333217","1932-04-30","0735 013 164","Ipsosar Restaurator Ornamente Din Ipsos","6664"
"2650405204181","1983-10-12","0241 014 525","Sef Birou Pensii","6665"
"3510606201891","1978-01-27","0751 392 126","Specialist In Domeniul Proiectarii Asistate Pe Calculator","6666"
"8750403296481","2001-02-11","0267 966 237","Medic Primar","6667"
"3580111172362","1923-02-27","0232 605 842","Sef Licitatie","6668"
"3690808452680","2001-04-08","0267 955 013","Camerista Hotel","6669"
"6010404184726","2004-07-27","0731 780 443","Sef Laborator Criminalistica","6670"
"4871224022671","1930-04-03","0253 767 393","Instructor Sportiv","6671"
"3781225278695","1956-11-03","0254 016 830","Referent De Specialitate Petrochimist","6672"
"6890930421325","2008-12-24","0255 505 151","Tehnician Laborant Analize Produse Alimentare","6673"
"7940307271697","1933-05-03","0240 240 526","Inginer De Cercetare In Tehnologia Constructiilor De Masini","6674"
"7131030077267","1954-03-11","0765 428 013","Operator Responsabil Cu Supravegherea Tehnica A Instalatiilor","6675"
"1180314242054","1933-08-20","0260 704 639","Copilot","6676"
"8070316130810","1939-03-24","0766 651 976","Sef Modul In Industria Prelucratoare","6677"
"5651106233460","1977-01-25","0763 169 300","Emailator Prin Pulverizare","6678"
"5191016113069","1912-07-26","0722 934 696","Ipsosar Restaurator Ornamente Din Ipsos","6679"
"6120316099738","2007-07-31","0756 876 041","Agent De Schimb","6680"
"4771209027351","2002-10-23","0785 749 671","Secretar Dactilograf Laborator Expertize Criminalistice","6681"
"1160309149222","1954-05-18","0763 723 761","Reporter (Studii Medii)","6682"
"2150106073876","1967-09-29","0263 738 153","Masinist La Masini Cale Mecanizare Usoara Si Grea","6683"
"7400820060491","1932-04-24","0751 395 296","Floricultor","6684"
"8830412468862","1949-03-18","021 751 2005","Organizator Activitate Turism (Studii Medii)","6685"
"4350726450910","1929-11-05","0250 718 616","Preparator Ferodouri","6686"
"8660401257999","1937-12-03","0265 624 025","Magaziner","6687"
"2170111153700","1917-12-16","0257 159 057","Organizator Productie (Studii Superioare)","6688"
"5130313162832","1920-11-01","0253 956 727","Manager Resurse Umane","6689"
"4740514096866","1910-04-05","0745 632 940","Consilier Ecolog","6690"
"6410102374460","1983-12-02","0784 833 873","Director Comercial","6691"
"5350721365136","2008-01-23","0734 966 739","Reglor Masini-Unelte","6692"
"6620310402741","1973-09-27","0261 255 112","Reporter (Studii Superioare)","6693"
"6971017200211","1952-09-19","0253 667 100","Consultant Prezidential Si Guvernamental","6694"
"3690804201340","1981-12-01","0756 663 087","Mecanic Auto","6695"
"5750403301636","2022-01-10","0765 387 834","Maestru Corepetitor","6696"
"1010428196738","1952-01-10","0264 425 900","Expert Tehnic Extrajudiciar","6697"
"7020317218751","1974-07-06","0255 340 754","Masinist La Umplerea Si Inchiderea Cutiilor De Chibrituri","6698"
"3130822322653","1925-02-27","0258 072 411","Conductor Arhitect","6699"
"8950201131351","1974-05-20","0724 817 538","Finisator Electrozi De Sudura","6700"
"2991227388974","1989-09-11","0736 764 709","Cercetator In Cadastru","6701"
"6030916127045","1973-02-13","0257 964 761","Programator Productie","6702"
"5350527462679","1952-09-24","0751 045 451","Coafor","6703"
"5821125264743","1915-09-05","0253 258 726","Asamblor Biciclete","6704"
"6760308306694","1916-10-10","0711 092 309","Operator La Tratarea Si Epurarea Apelor Uzate","6705"
"5590127234680","1946-01-29","0731 438 077","Strungar La Masini De Alezat","6706"
"8050923458322","1974-05-08","0754 881 389","Stenodactilografa","6707"
"3350208256642","1935-07-13","0254 655 640","Lucrator Operativ Pentru Autocontainere","6708"
"6351203038530","1978-07-14","0245 396 184","Lacatus-Montator Agregate Energetice Si De Transport","6709"
"2020327253205","1925-10-22","0766 703 957","Slefuitor, Lustruitor","6710"
"1840426390664","1991-06-10","0259 416 711","Preparator Mangal","6711"
"7080403365771","1973-03-23","0264 571 158","Asistent De Cercetare In Geografie","6712"
"3780829469991","1999-03-12","0262 084 185","Director Adjunct Institutie Publica","6713"
"3320907411844","1978-06-03","0763 801 346","Sef Departament/Compartiment/Presedinte Comisie Organizatie Profesionala, Filiala Judeteana/Municipiu","6714"
"2610702070301","2007-02-19","0237 809 353","Desenator","6715"
"2010606322803","1930-08-23","0251 711 639","Inginer De Cercetare In Constructii De Cai Ferate, Drumuri Si Poduri","6716"
"6730323053774","1944-01-27","0254 205 127","Instructor Logoped","6717"
"4040527180108","2018-10-07","0766 497 462","Operator La Prepararea Bauturilor Alcoolice Si Racoritoare","6718"
"8051231395394","1935-02-26","0725 150 354","Laborant Chimist","6719"
"5320626286766","2004-12-15","0737 146 240","Director De Motel","6720"
"2720213124678","1955-03-24","0242 626 565","Asistent De Cercetare In Biologie","6721"
"3960812381049","1983-09-10","0262 447 946","Presator Stuf","6722"
"6580430128812","1927-02-24","0766 120 285","Mediator","6723"
"1560307137950","2022-08-23","0753 128 806","Referent De Specialitate Statistician","6831"
"7200625529786","1942-03-07","0234 533 868","Confectioner-Montator Tamplarie Din Aluminiu Si Mase Plastice Cu Geam Termoizolator","6724"
"7300410394658","1990-10-12","0755 982 262","Editor Rtv (Stiri)","6725"
"7440218256715","1987-08-13","0769 363 900","Tehnician Transporturi, Posta Si Telecomunicatii","6726"
"6880924204148","2018-01-14","0732 469 450","Meteorolog Aeronautic Prognozist","6727"
"5010330192690","1953-12-13","0765 930 169","Manager In Activitatea De Turism","6728"
"8511013423358","1938-08-23","0247 781 579","Finisor Ace Si Accesorii","6729"
"1080626279222","1980-06-08","0764 681 693","Preparator Benzi Cauciucate Si Compozitii Emplastre","6730"
"3370708356617","1955-06-17","0254 826 879","Tehnician Meteorolog","6731"
"6380925511558","1992-12-21","0726 087 608","Navigator Informare","6732"
"3100710518382","2013-05-19","0246 453 949","Sef Echipa Docheri","6733"
"5600202149692","1944-04-25","0788 749 550","Asistent Regizor Studio","6734"
"1641120082270","1981-10-30","0753 152 369","Referent De Specialitate Medic","6735"
"8910915125756","1945-03-17","0725 963 626","Raportor Ecolog","6736"
"2590323122053","1979-11-28","0772 435 396","Prinzator Caini","6737"
"5400122373064","1925-11-09","0243 293 852","Maistru Electromecanic","6738"
"8000109394165","2018-10-06","0255 239 213","Agent Tranzit","6739"
"4221003334981","1999-09-14","0733 089 356","Autopsier La Ecarisaj","6740"
"1900519031335","2010-02-04","0747 437 741","Cercetator In Tricotaje-Confectii Textile","6741"
"1060328135764","1935-07-30","0720 649 642","Agent Orientare Profesionala A Somerilor/Agent Informare Privind Cariera","6742"
"4071123304173","2011-10-13","0234 629 897","Cameraman","6743"
"7100305196582","1980-10-01","0732 805 897","Dezvoltator De E-Learning","6744"
"8370412426668","1974-10-31","0258 191 848","Sef Sector (Sectie) Drumuri-Poduri","6745"
"4951028415549","1914-12-06","0770 289 074","Profesor In Invatamantul Profesional Si De Maistri","6746"
"1830605082152","1979-07-22","0253 278 295","Capitan Port","6747"
"4730902085205","1964-01-27","0747 466 010","Proiectant Inginer Celuloza Si Hartie","6748"
"4600814217019","1949-03-05","0250 363 980","Colector Si Preparator Faina, Sange, Carne, Oase","6749"
"8631022335229","1908-09-03","0733 015 090","Pepinierist","6750"
"4710113313653","1987-02-11","0243 189 717","Prelucrator Presa Scrisa","6751"
"5850409128450","1991-05-06","0243 994 432","Sef Formatie Comunicatii","6752"
"8360319215667","1929-02-20","0748 981 031","Librar","6753"
"5630526013254","1937-07-14","0248 282 418","Inspector Coordonator Asigurari","6754"
"5690506010417","1991-09-08","0238 767 695","Ascutitor Scule, Instrumente Medicale Si Obiecte De Uz Casnic","6755"
"6660813165666","1985-08-10","0238 863 615","Consilier/Expert In Meteorologie Si Domenii Conexe","6756"
"2021014189816","1969-01-16","0260 288 952","Expert Inginer Industrializarea Lemnului","6757"
"6870821330470","1934-11-06","0748 827 033","Operator Apretor Textile","6758"
"5220315340116","1939-02-11","0261 667 654","Referent Difuzare Carte","6759"
"1910228141695","1954-01-10","0250 461 706","Antrenor De Fitness","6760"
"8610709081011","1952-04-11","0244 961 159","Dispecer Operatiuni De Zbor","6761"
"4960928217949","1988-07-03","0742 928 328","Bibliotecar (Studii Medii)","6762"
"8120826143126","1976-02-12","0244 855 925","Electrician Pentru Utilizarea Energiei Electrice","6763"
"7210410247461","2013-11-22","0268 806 352","Tehnician Radioelectronist","6764"
"2690330316814","1939-02-07","0765 452 404","Judecator","6765"
"6460609377827","1954-05-07","0236 556 647","Tehnician Sanitar Sef","6766"
"3661004179242","1976-05-14","0257 531 675","Modelier Naval","6767"
"5610724032561","1972-10-29","0242 131 408","Consilier Inginer Textile, Pielarie","6768"
"2331028124198","1947-07-08","0259 516 493","Arboricultor","6769"
"2401023107711","1967-02-15","0735 789 606","Consilier/Expert/Inspector/Referent/Economist In Gestiunea Economica","6770"
