first_name,last_name,birthdate,personal_number,address,phone_number,job,iban,currency,balance
Ilona,Ardelean,2003-12-12,2260423258931,"Strada Suciu Nr. 14 Bl. 50  Sc. 27 Ap. 235, Fundeni, 182119",0243 894 237,Maistru In Industria Alimentara,RO24MOFB8093931871622772,PEN,558079910
Mircea,Pușcașu,1932-10-16,6260815154659,"Drumul Dumitrescu Nr. 52, Targu Ocna, 340236",0231 004 063,Cercetator Economist In Economia Generala,RO62QMAC9181326990837383,ZMW,42326246369
Amedeu,Stoica,1910-01-17,8130509295766,"Aleea Caius Preda Nr. 389 Bl. 68  Sc. 55 Ap. 708, Oradea, 193246",0761 379 584,Maestru In Arta Culinara,RO08ZVVX6654333685754473,QAR,43231376078
Saveta,Nistor,2022-08-03,4171024097803,"Drumul Cristea Nr. 470 Bl. 46  Sc. 36 Ap. 892, Adjud, 194238",0267 472 311,Tehnician Mentenanta Mecanica Echipamente Industriale,RO14DISZ6089453051508623,GYD,36701759569
Alina,Niță,1987-05-06,5401024257161,"Aleea Pop, Chitila, 293276",0263 887 027,"Laborant In Industriile Textila, Pielarie",RO93FSYW7400625084016490,ALL,46206138213
Bernard,Ioniță,1958-09-16,5981217224823,"Bulevardul Ardelean Nr. 88 Bl. 46  Sc. 83 Ap. 642, Negresti-Oas, 201130",0259 905 255,Istoric,RO77WKXY8834797359585806,LBP,59814506872
Octaviana,Tabacu,1986-08-02,6340914392541,"Soseaua Dobre Nr. 49 Bl. 88  Sc. 78 Ap. 492, Borsa, 903548",021 916 3816,Tehnician In Bacteriologie,RO94PQFI3396961257385780,AED,27724872400
Niculina,Mazilescu,1984-02-03,6990131224444,"Soseaua Timotei Nistor Nr. 532 Bl. 13  Sc. 36 Ap. 601, Fetesti-Gara, 152987",0249 859 916,Formator,RO78EEXA7555357766451512,BYR,94943793072
Silvia,Aanei,2013-02-01,2510517202878,"Intrarea Dobre, Saveni, 856546",0724 286 047,Sef Agentie Cec,RO90DHVO9920925361508473,UZS,91789244423
Denisa,Georgescu,1918-12-04,7110203318818,"Drumul Pușcașu, Insuratei, 455646",0754 070 917,Ajutor Maistru Croitor,RO26XTAF5409669839783434,JOD,60217820514
Iridenta,Toma,1916-03-11,7631026146359,"Intrarea Nistor, Saveni, 432162",0243 420 758,Sef Serviciu Marketing,RO44TLPV3994867366057909,KHR,87376556529
Casian,Suciu,1951-06-28,2301024438836,"Strada Niță, Odorheiu Secuiesc, 420525",0244 155 080,"Secretar Primarie, Prefectura",RO87TKPJ4187925320328290,KYD,3119360847
Caius,Ene,1955-11-01,2811107446005,"Bulevardul Edmond Tudor Nr. 90 Bl. 42  Sc. 82 Ap. 426, Medias, 427748",0780 635 965,Corector (Studii Superioare),RO16ZMDR5014972347237376,RSD,91960611518
Ortansa,Voinea,2015-05-29,4171018072872,"Drumul Tatiana Popescu Nr. 647, Blaj, 940971",0761 884 914,Functionar Administrativ,RO63RKYO7279215738912348,BOB,1818740364
Silvian,Mazilescu,1933-11-01,2441007254574,"Soseaua Barbu, Rosu, 765801",0725 201 396,Sef Formatie La Fabricarea Armamentului Si Munitiei,RO70EKBJ5527262866013967,BIF,86309059533
Veniamin,Nistor,2015-04-14,7580829198384,"Soseaua Dochia Dima, Rosiori de Vede, 983154",0733 753 410,Confectioner Manual De Produse Din Sfori Sau Franghii,RO65EFYM9447641928530972,PAB,92603941435
Emil,Florea,1979-08-08,1010601126031,"Aleea Consuela Toma, Moldova Veche, 118789",0785 526 900,"Confectioner Imbracaminte Din Piele Si Inlocuitori, Dupa Comanda",RO32YXOB3572943940160411,JPY,20241518764
Lucian,Barbu,2017-10-05,4730116409875,"Aleea Georgescu Nr. 93 Bl. 33  Sc. 55 Ap. 683, Tomesti, 247402",0244 144 718,Ministru,RO59ZENU6635267740920072,DOP,40961198343
Dora,Popescu,1921-01-19,8270327517703,"Strada Barbu Nr. 30 Bl. 94  Sc. 53 Ap. 872, Campulung, 893618",0738 120 243,"Maistru Constructii Civile, Industriale Si Agricole",RO60TWRM4723212836845807,YER,58744136716
Laura,Dochioiu,1990-02-07,7570812401619,"Soseaua Pop Nr. 561, Chitila, 829699",0260 778 024,Scuturator In Si Canepa,RO94AZQH8565071654371391,CRC,95529206102
Aurora,Stancu,2001-06-29,8621206190469,"Bulevardul Gheorghiță Dobre Nr. 51, Slobozia, 143816",0254 933 348,Judecator Inspector,RO14WAFR4071432628319388,MXN,43091269172
Alexandra,Gheorghiu,1938-12-27,1061223402107,"Bulevardul Manole, Dragasani, 862239",0737 236 927,Preparator Ferodouri,RO63KVHF6912080979245501,VEF,13970823861
Eugen,Stan,1998-07-14,1090804225869,"Drumul Marin Ababei Nr. 28 Bl. 79  Sc. 99 Ap. 658, Marghita, 830515",0761 987 272,Medic Stomatolog De Specialitate,RO97AZQY8149562850423805,KHR,5981156857
Semenica,Marin,1923-10-18,4721029452687,"Aleea Mioara Georgescu, Curtici, 337666",0268 204 622,Referent Tir Si Tranzite (Studii Medii),RO85JHMJ8196588442899972,LRD,47338088394
Toma,Ardelean,1969-04-25,6090816389709,"Bulevardul Eftimie Nr. 29, Apahida, 777903",0725 024 049,Inginer De Cercetare De Aeronave,RO07CECF0266616213930995,DZD,49768597717
Ruxanda,Georgescu,1932-09-01,1330816316383,"Soseaua Gheorghiu, Petrosani, 952299",0764 344 616,Electromecanic Reparator Obiecte De Uz Casnic,RO89AISZ4189701955527701,MVR,4456800785
Adonis,Ardelean,1924-10-17,7700711363418,"Intrarea Albu Nr. 838, Vladimirescu, 640696",0263 402 862,Tehnician Constructor,RO44AKZN8895492983971455,CDF,20786665323
Salomea,Suciu,1912-10-31,2011117135082,"Aleea Clarisa Stoica Nr. 43, Otopeni, 618679",0760 017 613,Regizor Studio,RO80LFKC9159276633414781,SHP,12168544611
Semenica,Tabacu,2000-06-28,4100820367591,"Intrarea Albu Nr. 642 Bl. 96  Sc. 40 Ap. 109, Oituz, 902226",0249 204 914,Lucrator Utilaje Specializate Pentru Salubrizare,RO35OZEN6784583695530634,SYP,38265351533
Luciana,Suciu,1941-12-16,4870405038035,"Drumul Manole Nr. 34 Bl. 77  Sc. 10 Ap. 375, Baciu, 511912",0766 031 566,Sef Proiect Banca,RO50XVKN6954712507370961,BTN,66525757243
Alexandrina,Dochioiu,1912-03-31,7060228401731,"Soseaua Dumitrescu Nr. 531, Timisoara, 750823",0758 085 513,Preparator Prafuri De Spalat Si Curatat,RO73ESJW3000037352961297,AFN,62153620970
Cezar,Popescu,1970-07-28,2570826270552,"Aleea Tudor Nr. 32 Bl. 94  Sc. 47 Ap. 312, Peris, 981430",0751 684 093,Referent De Specialitate Inginer Silvic,RO40LNXK0142474012415436,GMD,74501013512
Gina,Popescu,1954-04-02,5710118200686,"Aleea Tudor Nr. 90 Bl. 56  Sc. 93 Ap. 152, Vladimirescu, 377019",0750 732 373,Sef Autogara,RO02NKEL4866089481197277,IDR,52102282084
Costache,Gheorghiu,1992-07-26,3130726130225,"Aleea Stănescu Nr. 321 Bl. 84  Sc. 29 Ap. 904, Husi, 751444",0269 589 096,Revizor Vamal,RO82AKMG3550335203855797,XCD,9155480553
Leana,Popa,1994-07-01,8820919328489,"Aleea Iurie Georgescu Nr. 207, Fetesti, 123887",0234 547 019,"Conducator De Asociatii, Filiale Si Organizatii Obstesti",RO30QTRG5349931574208969,PAB,60449554276
Florența,Pop,2021-08-27,3191113317454,"Intrarea Pușcașu, Santana, 280739",0245 484 017,Ghid Turism Ecvestru,RO44QODH1418927968568295,AZN,5742080734
Carolina,Florea,1923-11-19,4610621025572,"Aleea Olga Tomescu Nr. 19, Urlati, 626636",0771 413 802,Sef Autogara,RO17CZNM4904396051754286,DZD,91211791402
Pleșu,Manole,1988-06-08,7850231112568,"Strada Mocanu Nr. 771, Marghita, 499042",0724 805 073,Regizor Tehnic,RO31NRZS0129243902808396,AUD,57138956090
Crin,Diaconu,1987-12-08,8390426361991,"Aleea Eftimie Nr. 354, Jilava, 810659",0769 289 981,Administrator Societate Comerciala,RO72VXCE2033344649534026,VND,32610623924
Teofil,Ene,1971-07-15,7940121271416,"Intrarea Horea Popescu Nr. 335, Giarmata, 568485",0242 932 913,Tehnician Conditii De Munca Si Securitate,RO34EOEI4065422050892323,AWG,24504646322
Codruța,Nistor,2002-04-14,4940411227824,"Drumul Georgescu, Poienile de sub Munte, 702285",0784 113 777,Evaluator Tehnic Daune Auto,RO85OVXT0982618761877268,BND,54381872816
Petruța,Pop,1985-06-25,1410205169693,"Aleea Flora Mocanu Nr. 56 Bl. 51  Sc. 42 Ap. 868, Tarnaveni, 407441",0243 646 029,Sef Serviciu,RO43GGKD4588615503161447,SGD,62264062188
Iris,Pop,1925-05-14,2731205431824,"Bulevardul Alexandra Aanei Nr. 26, Oltenita, 795090",0259 468 110,Miner In Subteran,RO96YCKJ0103281480372522,LSL,49374550713
Zenobia,Albu,1923-09-15,5690106302201,"Strada Maximilian Oprea, Valea Mare (Negresti), 750725",0711 383 355,Operator La Fermentarea Tutunului Si Fabricarea Produselor Din Tutun,RO81NZEX9799134820547589,CHF,39540558895
Cezara,Nistor,1924-05-03,6120420326367,"Drumul Mădălin Stoica Nr. 965 Bl. 15  Sc. 86 Ap. 954, Plosca, 840094",0763 664 375,Oficiant Posta Telegrame,RO45HCMT0453978246557504,PKR,38871675310
Maia,Niță,1985-05-26,7461219239451,"Soseaua Paulina Georgescu Nr. 639, Mioveni, 120497",0232 189 934,Specialist Mentenanta Electromecanica-Automatica Echipamente Industriale,RO91UPOY4030672145275899,GBP,45639835072
Claudiu,Stănescu,2023-12-20,1731014150712,"Bulevardul Popa Nr. 515, Strehaia, 875898",0780 990 148,Conducator Arhiepiscopal,RO17SYXF6574216155713085,ISK,40963159608
Martin,Diaconescu,1924-10-30,4770416347116,"Intrarea Stan Nr. 36 Bl. 64  Sc. 16 Ap. 858, Sighetu Marmatiei, 116080",0730 182 298,Operator Spalator Textile,RO32AGTJ3463496397164513,SZL,54051870292
Gianina,Suciu,1933-09-25,2741008034660,"Drumul Stănescu, Lunca Cetatuii, 519149",0780 511 129,Chevrasames,RO70WBWH0398533917941653,FKP,57521562090
Loredana,Pușcașu,1924-04-04,8830730295882,"Strada Alex Stancu, Caracal, 946937",0749 357 870,Sef Modul In Industria Prelucratoare,RO72DKUM7667974182404515,AOA,56023181891
Leopoldina,Stănescu,1995-03-31,3451228124050,"Soseaua Dinu Nr. 450 Bl. 71  Sc. 77 Ap. 763, Anina, 394213",0261 539 844,Masinist La Masini Cale Mecanizare Usoara Si Grea,RO59MSZG6163752166522355,MGA,56378620697
Nicu,Dumitrescu,1934-11-23,8820415293313,"Soseaua Daniel Oprea, Dumbraveni, 665929",0780 156 545,Montator Placaje Interioare Si Exterioare,RO91MXZN0794259044790377,ISK,56031412778
Lorin,Cristea,1995-08-31,3111021021896,"Intrarea Roxana Ababei, Podu Iloaiei, 996852",0727 394 180,Tamplar Binale,RO22SWIK7518550401391142,XDR,38053945724
Iosefina,Tudor,1985-02-22,7390524431446,"Intrarea Dochioiu Nr. 90, Balan, 398326",0723 307 541,Programator Ajutor,RO41KXAF5640504027121151,BBD,3612948893
Despina,Stănescu,1922-03-26,7671019254151,"Drumul Nistor Nr. 14, Lugoj, 953094",0780 355 161,"Sef District Cai Ferate, Poduri, Drumuri",RO43LKRO1104439492643137,AMD,49899827910
Fiona,Voinea,1948-11-18,5441003393239,"Intrarea Tomescu Nr. 477, Rucar, 516016",0248 080 126,Tehnician Amenajist,RO19COOG1137259562927951,MZN,17236212973
Paula,Cristea,1962-08-30,1580915436061,"Drumul Marga Dumitrescu Nr. 598, Turda, 855437",0752 120 449,Proiectant Inginer Constructii,RO21JSRU4928263020382855,BSD,98405565972
Iasmina,Popescu,1938-01-23,6500322514518,"Strada Viviana Mocanu Nr. 20, Cristuru Secuiesc, 973623",0754 792 245,Grefier,RO65ZRGC0299268853668765,USD,55574822398
Agnos,Ababei,1985-12-28,1940828171765,"Intrarea Mazilescu, Pechea, 608370",0771 325 796,Operator Extractie Gaze,RO71XDUB7926338391006192,ARS,1419110968
Arsenie,Eftimie,1969-07-07,1581205313550,"Aleea Marin Nr. 946, Darmanesti, 503510",0759 812 424,"Ascutitor Scule, Instrumente Medicale Si Obiecte De Uz Casnic",RO06XXBH7252218447958199,UGX,36747585036
Virginia,Mocanu,1958-06-27,7530811185092,"Drumul Pușcașu Nr. 109, Rovinari, 235700",0257 458 276,Cuptorar Lianti,RO27QLBD3936378513559172,GTQ,91932281772
Lioara,Mocanu,1911-05-31,3830927138830,"Drumul Doina Pop, Babadag, 197885",0780 696 190,Cercetator In Matematica-Fizica,RO02YTQO2295290335676545,MGA,63906261699
Emanoil,Dobre,1915-06-16,7200616524370,"Soseaua Ioniță Nr. 42 Bl. 92  Sc. 77 Ap. 426, Resita, 949905",0231 587 870,"Maistru Constructii Civile, Industriale Si Agricole",RO62IHOE1961532076574082,INR,87082165294
Narcisa,Dochioiu,1987-11-21,4460609317774,"Intrarea Venera Dumitrescu Nr. 600 Bl. 30  Sc. 85 Ap. 945, Fundulea, 232672",0744 651 305,Operator Finisor Mineral,RO30LWVW2226352428011236,GYD,1175488252
Augustin,Tabacu,1942-05-29,4080812036954,"Strada Toma, Murfatlar, 449429",0725 076 475,Brosator,RO06FCYW1980477898392976,BOB,87858654485
Elena,Stan,1976-11-02,3730122112035,"Soseaua Ardelean Nr. 27 Bl. 78  Sc. 71 Ap. 993, Moinesti, 202834",0234 975 908,Broder La Gherghef,RO06INEG3969875239231878,ALL,91393142676
Alin,Ene,1922-08-21,6610110280311,"Drumul Gheorghiu, Macin, 455601",0265 285 889,Operator Cenuseritor,RO10OAGG2002011613828653,BIF,64089568905
Liliana,Dima,1944-01-19,4911005324599,"Aleea Suciu Nr. 10 Bl. 84  Sc. 67 Ap. 411, Bolintin-Vale, 772238",0763 667 691,Expert Inginer Silvic,RO35FZLK6907375487834168,MWK,94206573761
Ramona,Tabacu,1949-12-11,5880106254332,"Drumul Albu Nr. 148, Urziceni, 594221",0243 476 992,Referent De Specialitate Biochimist,RO63YKVI0983766498425099,AFN,74407022783
Emil,Stancu,1961-04-29,2330626289633,"Aleea Damian Georgescu Nr. 848 Bl. 85  Sc. 56 Ap. 284, Resita, 469506",0771 198 466,Director Unitate Bancara Operationala/Director Adjunct Unitate Bancara Operationala,RO82OPJW0070342234272040,NZD,40575120204
Lazăr,Popescu,1949-06-18,1080814095745,"Intrarea Mitruț Ene Nr. 51 Bl. 75  Sc. 29 Ap. 518, Nadlac, 188655",0755 938 447,Vicepresedinte Asociatie Teritoriala De Organizatii Cooperatiste,RO67TLKA5233908229655608,HTG,58773001866
Florica,Popa,1959-12-29,5510514387359,"Intrarea Tudor Nr. 227 Bl. 12  Sc. 52 Ap. 783, Gheorgheni, 491974",0254 647 954,Lucrator Prin Arte Combinate,RO26RRWY7813575194013936,CUC,50151323753
Smaranda,Stancu,1909-05-23,5100919124945,"Drumul Preda Nr. 432, Mizil, 225278",0234 746 614,Mentor,RO30JSIS7727249468380943,STD,91255265985
Sergiu,Dochioiu,2003-02-05,1661104293216,"Intrarea Ionică Cristea Nr. 67, Roseti, 878101",0768 808 683,"Blanar-Confectioner Imbracaminte Din Blana, Dupa Comanda",RO73DBPD3675343234308035,HRK,60217488984
Ilarion,Tabacu,1938-08-20,4590413326246,"Soseaua Suciu Nr. 485, Uricani, 624195",0257 312 114,Decuscutor,RO67GAIS3465813573120347,HRK,68753774411
Steluța,Dumitrescu,1996-02-02,1140316076890,"Intrarea Pop, Roseti, 830962",0746 174 542,Agent Capital De Risc,RO31GJIH4087573415111367,SLL,26468110840
Grațiana,Aanei,1998-01-12,7250131389892,"Strada Diaconu Nr. 461, Rovinari, 931380",0747 478 305,Actor Manuitor De Papusi,RO89FJFQ6299346026095957,JMD,31430354387
Emilia,Florea,1989-10-09,4610803168442,"Intrarea Ababei, Otopeni, 376469",0733 593 730,Epizotolog,RO63MJUK3816033785378851,TMT,10842303342
Noemi,Georgescu,2007-03-16,1850618059794,"Intrarea Manole Nr. 939, Curtea de Arges, 408177",0746 501 448,Specialist In Compensatii Si Beneficii,RO60ZYNO3527856103325512,KES,74293915656
Doru,Stan,1977-06-25,7841225146768,"Soseaua Eva Dima Nr. 375 Bl. 97  Sc. 57 Ap. 448, Gaesti, 594031",0252 036 069,Publicist Comentator,RO20TFAR1020383073652372,MRO,82948822970
Patricia,Ababei,1951-12-23,8520831312428,"Drumul Voinea, Ramnicu Sarat, 233499",0268 757 793,Tehnician De Scufundare,RO75SOUB5230329579549371,BRL,8581386478
Olga,Nistor,2022-10-26,3170310051055,"Soseaua Horea Diaconu Nr. 63, Techirghiol, 972465",0735 468 578,Secretar Asociatie Teritoriala De Organizatii Cooperatiste,RO83NEFV7743270716307889,IRR,98745226782
Marin,Georgescu,1960-06-17,2261220053066,"Strada Agata Nistor Nr. 922 Bl. 97  Sc. 69 Ap. 417, Targu Mures, 255509",021 237 1997,Operator La Fabricarea Nutreturilor Combinate,RO43AYIG0282177486024169,DZD,22588500265
Ionelia,Toma,1909-11-29,6760406267298,"Bulevardul Dominic Albu, Rovinari, 911300",0265 116 012,Impresar Teatru,RO44GUUZ1053716645696817,TWD,78959123763
Didina,Marin,1933-02-23,2590616036681,"Soseaua Mirona Suciu Nr. 57 Bl. 88  Sc. 73 Ap. 965, Tarnaveni, 284454",0733 104 861,Sufleur Opera,RO34ALIR0535407668731758,HNL,33346803670
Sidonia,Dima,1928-03-21,6200621181450,"Soseaua Marin Nr. 605, Baraolt, 127347",0238 551 189,Operator La Instalatiile De Turbine Cu Abur Sau Gaze,RO08MZJT7869686363215009,EUR,19546927017
Edgar,Oprea,1959-10-15,1270729459039,"Bulevardul Stan Popa Nr. 16, Stei, 140727",0251 942 688,Asistent De Cercetare In Ingineria Materialelor Oxidice,RO44PVTG6062252810943366,BSD,30391606707
Giorgiana,Barbu,1937-11-13,8401114182884,"Bulevardul Vasilică Aanei, Dobroesti, 281358",0772 575 294,"Confectioner De Bete, Lansete, Manere Si Dopuri Pentru Unelte De Pescuit",RO80BTKA0430778893206762,GHS,16818339994
Olimpia,Ioniță,1924-11-14,8910117466052,"Aleea Tomescu, Medias, 917022",0749 053 959,"Montator-Reglor, Depanator Aparate Electronice, Telecomunicatii, Radio",RO39YQRD7853038900454960,LRD,40601099995
Leontin,Stoica,2016-03-27,7880303222815,"Intrarea Ardelean Nr. 99 Bl. 37  Sc. 60 Ap. 402, Petrila, 524969",0251 937 198,Conservator Opere De Arta Si Monumente Istorice (Studii Superioare),RO44PGXC1954908164939445,PAB,42266077321
Eugen,Tabacu,2022-10-11,5690426251502,"Drumul Dinu Nr. 905 Bl. 17  Sc. 41 Ap. 463, Aiud, 996199",0724 711 853,"Sef Revizie Locomotive, Automotoare",RO41DWWZ4369816836567176,IDR,96800922874
Cedrin,Diaconu,1947-04-16,2190328178964,"Aleea Natalia Gheorghiu, Targu Frumos, 365810",0748 797 770,Operator Masina De Calculat,RO63UWLM2352912586749397,GTQ,52844954028
Stana,Ionescu,1964-12-24,6530523313773,"Bulevardul Tomescu Nr. 904, Boldesti-Scaeni, 265780",0751 061 392,Presator Produse Stratificate,RO47SPKR3364721975673009,BSD,12971698719
Anamaria,Niță,1960-01-24,4830423068531,"Intrarea Emanuel Tabacu, Toplita, 847190",0258 123 036,Cercetator In Constructii Miniere,RO11PUTN6491187690100286,BRL,31217345488
Mitică,Suciu,1912-11-04,1610702221929,"Drumul Evanghelina Ene Nr. 10, Fundeni, 123012",0242 232 638,Operator Imprimeur Textile,RO28SRAR6598357897164194,LKR,16376122021
Visarion,Georgescu,1993-10-13,3160307247395,"Strada Nicolaie Stănescu Nr. 893, 1 Decembrie, 287947",0784 038 633,Gravor Placi Metalice,RO49LWBG2817626170102143,BIF,21126415569
Iustin,Diaconescu,1942-06-14,3230324419542,"Soseaua Preda, Calafat, 593926",0731 885 142,Calculator Pret Cost,RO59QFWU8295923868288027,KWD,11647430771
Marga,Popa,1967-12-17,8140306108115,"Strada Georgescu Nr. 57, Carei, 159633",0780 713 688,"Instalator Apa, Canal",RO58XNHP8773396851899067,GHS,2573803071
Florin,Toma,1924-01-16,4150610510328,"Drumul Dinu, Petrosani, 920048",0264 399 629,Cercetator In Calculatoare,RO16LCNT2823554432808698,PHP,48316459684
Carina,Stănescu,1911-01-04,2021101459594,"Aleea Stoica Nr. 91, Rasnov Romacril, 116003",0258 611 794,Operator La Fabricarea Detergentilor,RO42QNYK9252072697429092,MKD,13726321784
Sorin,Mazilescu,1922-01-21,1340515294839,"Soseaua Nemeș Nr. 21, Targu Neamt, 906938",0734 938 896,Subinginer Mecanic Automobile,RO02XKJU1629881611306872,GIP,83346003614
Ozana,Aanei,1984-12-18,7761230011731,"Soseaua Alberta Pușcașu Nr. 30 Bl. 21  Sc. 22 Ap. 429, Tulcea, 948631",0726 008 207,Coordonator Interventii Active In Atmosfera,RO83QXLF6892885490789848,MGA,94265517232
Dacian,Toma,1972-06-16,2921018046153,"Soseaua Silvian Popa, Fetesti-Gara, 746614",0261 268 947,Subinginer Mecanic Tehnologia Constructiilor De Masini,RO76XRME3522324246006418,KWD,36788393889
Adi,Ardelean,1958-06-15,6370120145451,"Soseaua Voinea Nr. 220, Pancota, 232952",0739 270 847,Inginer Masini Termice,RO05IMQE9730620710467287,KPW,20874134426
Roxelana,Dobre,2001-05-04,7571123263661,"Bulevardul Popescu, Lipova, 473707",0749 964 351,Mecanic Aviatie,RO31HYNC1744532504964035,HRK,86867907046
Lidia,Dobre,1915-12-28,1890319114883,"Intrarea Barbu, Seini, 544711",0232 875 721,Conservator Opere De Arta Si Monumente Istorice (Studii Superioare),RO35BMRY1379571775499031,IQD,70200696824
Ghenadie,Diaconu,2007-09-23,5131018424009,"Aleea Cosmina Oprea Nr. 414, Copsa Mica, 578181",0733 128 307,Excavatorist Pentru Excavatoare Cu Rotor De Mare Capacitate,RO35PCYY0544440975023455,ARS,74620108845
Dacian,Tomescu,2010-11-12,8231006333529,"Strada Niță Nr. 32, Adjud, 854227",0732 955 588,Operator Miscare Metrou,RO06HSYK3316281741080525,KWD,65379684084
Doina,Eftimie,1942-05-26,3370225106907,"Intrarea Diaconu Nr. 467 Bl. 70  Sc. 77 Ap. 336, Negresti-Oas, 123679",0756 022 812,Presedinte Camera Deputatilor,RO69PXDH1913914838521001,TJS,11555495007
Lucențiu,Eftimie,2013-06-24,4420309359271,"Intrarea Tudor, Bistrita, 349255",0756 880 929,Tehnician In Serologie,RO80YMSR2966663954693144,WST,80242976011
Raul,Barbu,1921-08-14,6750104156046,"Intrarea Florea, Babadag, 262573",0737 065 506,Regizor Emisie,RO29MXQK4213115659791114,BWP,721582259
Caterina,Ardelean,1939-12-06,4650107097702,"Intrarea Ion Aanei, Tarnaveni, 519726",0232 645 092,Preparator Produse Lactate,RO23YCCN7398510715494969,IRR,20547948462
Iulian,Marin,1918-07-01,1750711232161,"Intrarea Niță Nr. 86 Bl. 42  Sc. 82 Ap. 521, Matca, 156541",0251 505 379,Tinichigiu Sisteme De Acoperisuri Si Invelitori,RO80MPLD1232907981889470,HRK,47283941859
Erica,Ioniță,1997-10-24,7751104454815,"Strada Dumitrescu, Savinesti, 956214",0231 418 090,Poleitor Filiere,RO15MSRY8688271066518949,BZD,75812009200
Octavia,Mazilescu,1978-01-11,8580628109286,"Intrarea Emanuil Tabacu Nr. 34 Bl. 83  Sc. 91 Ap. 107, Marasesti, 572323",0736 321 603,Femeie De Serviciu,RO21DUMZ7590461582374652,MWK,90305535
Sabina,Barbu,2002-11-04,3170823026134,"Bulevardul Popa Nr. 812 Bl. 94  Sc. 60 Ap. 685, Carei, 849447",0264 198 114,Operator La Masina Electronica De Gravat,RO52NBZJ7689824896036568,NIS,28000558829
Vlad,Eftimie,1910-06-12,7680320065263,"Intrarea Ene Nr. 11, Caransebes, 418892",0259 610 267,Emailator,RO68JPPL4322276357012619,CZK,39545615659
Carolina,Pop,1918-01-27,5161006131756,"Strada Petru Oprea, Mizil, 630323",0752 517 665,Referent De Specialitate Arhitect,RO92OKWV5106118693491405,MMK,53504445739
Denis,Dobre,1927-06-20,3730117011600,"Strada Popescu, Odobesti, 587336",0745 076 475,Farmacist,RO82NJEI0524029328341961,MMK,72110852625
Clara,Pop,1952-01-14,4351027034761,"Intrarea Nemeș, Siret, 707719",0252 640 952,"Inginer Pentru Protectia Navigatiei Aeriene (Comunicatii, Navigatie, Supraveghere)",RO27GGAN0998426115251028,CDF,80400492119
Pompilia,Nemeș,1969-01-31,2340511221315,"Bulevardul Stan Nr. 669 Bl. 27  Sc. 47 Ap. 704, Prejmer, 266377",0760 591 169,Arzator Produse Din Sticla,RO26LTEG1502476838200040,DJF,71231301200
Varvara,Florea,1991-01-16,5851101123097,"Bulevardul Octaviu Eftimie Nr. 85, Gaesti, 433277",0259 061 763,Femeie De Serviciu,RO50CPNZ1495097949993406,EUR,75321483669
Georgeta,Dobre,1946-04-20,5640624298708,"Bulevardul Pop, Saveni, 677855",0756 667 357,Fierar/Potcovar,RO54DBVO9057594044973714,UAH,74390353195
Leonard,Preda,1916-12-07,7700221225714,"Aleea Denis Manole Nr. 28 Bl. 10  Sc. 53 Ap. 819, Roman, 752750",0236 379 105,Inscriptioner Pe Produse De Sticla Si Ceramica,RO40UABN6538793104864876,ANG,77108855922
Savina,Ene,1917-01-16,4290917236329,"Intrarea Mazilescu, Curtici, 862202",0711 737 442,Culegator La Masina De Turnat Randuri Pentru Titluri (Ludlov),RO70JTMQ1314864175503366,TTD,99434421757
Ludmila,Pușcașu,1995-09-04,8051024316131,"Strada Evanghelina Dima Nr. 818 Bl. 49  Sc. 99 Ap. 339, Braila, 818432",0748 953 950,Editor Imagine,RO27LUZV8085935738572021,IRR,62786710095
Fabian,Tudor,1932-07-16,1840202415660,"Drumul Oprea, Moinesti, 780187",0726 277 852,Asistent De Cercetare In Informatica,RO46JVQY6971660085172474,XPF,63915491511
Arina,Marin,1960-03-16,6070501296937,"Intrarea Casian Stancu Nr. 99 Bl. 69  Sc. 14 Ap. 520, Caransebes, 525599",0250 847 355,"Tehnician Pentru Sisteme De Detectie, Supraveghere Video, Control Acces",RO73BDVM7676690261313005,STD,32450226359
Alistar,Marin,1979-04-15,8161014226395,"Intrarea Roberta Manole Nr. 63, Alba Iulia, 453619",0246 056 382,Tehnician Proiectant Minier,RO08HROR5566042628539773,CDF,24602939973
Anemona,Preda,1918-12-31,8010927370051,"Drumul Mazilescu Nr. 268 Bl. 74  Sc. 51 Ap. 386, Curtici, 439229",0726 382 307,Ignifugator,RO46JHYX3489861519654896,KHR,43868522680
Andreea,Popescu,1972-10-10,5770714317568,"Intrarea Daniel Aanei Nr. 731, Diosig, 739478",0728 754 811,Art-Terapeut,RO89ABIX9038995996605764,LBP,58601771111
Marius,Manole,1964-02-29,5030127052059,"Strada Stancu Nr. 53 Bl. 77  Sc. 49 Ap. 936, Simeria, 638090",0244 222 600,Impregnator-Uscator Chibrituri,RO73CDZP2162530586306510,TND,31833981159
Decebal,Ioniță,2003-12-26,2720228032449,"Drumul Iurie Georgescu Nr. 715 Bl. 57  Sc. 69 Ap. 856, Drobeta-Turnu Severin, 709891",0232 357 399,Sef Studio,RO71VFTX8247249174663367,CUC,71998590290
Dinu,Ardelean,1946-02-21,7330724244560,"Drumul Tudor, Pipera (Voluntari), 197108",0262 067 602,Betonist,RO23LAUY2112467001777711,RUB,17867994076
Evanghelina,Pușcașu,1967-01-24,6560523374036,"Drumul Ioniță Nr. 33 Bl. 60  Sc. 75 Ap. 774, Rosu, 596655",0732 471 416,Curatatoreasa Lenjerie,RO76KKJN9747070700132956,AUD,31653791672
