first_name,last_name,personal_number,birthdate,address,phone_number,mac_address,ip_address,iban,currency
Rodica,Gheorghiu,5330322293203,1960-08-15,"Strada Dariana Dumitrescu Nr. 72 Bl. 73  Sc. 83 Ap. 709, Dragu-Brad, 453027",0265 046 292,15:c6:06:e4:3c:18,119.155.5.49,RO42IWHL6790142034132401,KGS
Constantina,Suciu,2501228517579,1909-11-23,"Bulevardul Popa Nr. 85 Bl. 99  Sc. 36 Ap. 400, Jibou, 128309",0266 279 896,bf:c1:f2:17:9f:c8,204.45.71.107,RO84VGUM5705344855016222,TND
Leontin,Diaconu,1890329198032,1952-09-16,"Intrarea Gheorghiu, Constanta, 452683",0769 182 247,1d:53:1d:18:b7:20,101.99.48.242,RO49CVWN4228369394093097,CNY
Vasilica,Marin,6920726067872,1998-05-12,"Bulevardul Pop Nr. 65 Bl. 73  Sc. 29 Ap. 525, Mangalia, 870333",0262 234 935,2a:88:bb:a2:ef:d1,99.109.47.45,RO91FQNZ8397813847753579,MVR
Floriana,Ardelean,4810406352917,2003-02-17,"Intrarea Crina Preda Nr. 71, Fundulea, 614519",0235 282 749,59:56:84:a1:1f:66,95.168.189.49,RO94SLLD7111713747804846,TZS
Tudosia,Dochioiu,3500520365881,1955-11-27,"Drumul Dana Albu Nr. 470 Bl. 47  Sc. 69 Ap. 365, Medgidia, 283560",0720 396 512,9a:14:af:5f:dd:b0,189.179.209.221,RO41TLFP5583747844100444,SPL
Emanuil,Dinu,2750423462164,2000-10-20,"Strada Niță Nr. 86, Fundulea, 635126",0247 982 671,f8:58:8b:9d:16:46,166.56.132.42,RO94EHRA7129825811170726,BHD
Nicoară,Toma,7260225096329,1979-01-25,"Drumul Vera Georgescu Nr. 10, Berceni, 444408",021 406 8767,79:e6:08:eb:89:9a,57.18.16.72,RO21FJGE4821701181564724,VEF
Salomea,Popescu,7010727349663,1911-12-27,"Strada Tabacu, Rucar, 511143",0772 150 194,86:f5:e0:48:7a:4b,181.27.227.47,RO20EXYA7576924313285164,TWD
Marta,Oprea,4650423280737,1946-12-18,"Soseaua Barbu Nr. 241, Targu Neamt, 398350",0253 994 683,b8:3d:07:10:0c:2e,130.172.253.226,RO40DOIP9952241316721687,COP
Ghiță,Dumitrescu,7320427143010,1954-09-24,"Intrarea Diaconu, Hateg, 583604",0244 478 916,7a:ee:b5:ab:2c:ce,125.111.162.218,RO12GRNT6006722230585924,MDL
Florian,Nistor,1190812233447,1985-08-10,"Soseaua Pop, Baicoi, 486565",0235 762 980,d7:b6:fe:a6:35:5f,209.223.6.102,RO63NUZF9034233529805897,KYD
Costel,Diaconescu,4720307122677,1921-05-16,"Strada Sabina Ionescu, Targu Mures, 167118",0729 791 660,57:fd:90:bc:30:8a,34.152.213.24,RO30ZXKS7746517667526167,IRR
Antonela,Dima,8560522459423,1930-02-01,"Bulevardul Nistor Nr. 481, Vlahita, 817761",0765 973 575,91:f9:34:2f:e3:ed,143.232.216.65,RO35LZBO1103627599023182,ZWD
Vera,Tomescu,7790631390335,1991-01-22,"Aleea Pușcașu Nr. 955 Bl. 43  Sc. 53 Ap. 636, Ocna Mures, 332421",0245 390 126,d1:a3:14:15:73:0a,49.43.69.241,RO30TPBF0528773664321774,GTQ
Dragoș,Eftimie,4510810350133,1987-02-26,"Bulevardul Cristea Nr. 47, Schela Cladovei, 766565",0762 026 639,04:cf:00:ee:7b:7e,18.214.180.237,RO36VIZR1409868956665857,HUF
Anghel,Pop,8181211062668,1984-12-18,"Aleea Jenel Niță, Chitila, 613523",0267 624 953,2f:55:d6:25:0a:32,164.74.222.254,RO02RKSH6230618927884330,JMD
Ofelia,Preda,1750919278566,2014-08-01,"Bulevardul Popescu Nr. 64, Buhusi, 538134",0231 145 969,81:19:30:b8:5f:7e,184.136.120.122,RO91HTRH8738046152224501,NGN
Marioara,Albu,1241224194996,1953-06-21,"Drumul Vlaicu Mazilescu Nr. 577, Targu Ocna, 382162",0722 442 476,3d:95:1c:be:9a:38,57.150.24.34,RO76TEIB3270375432947090,JEP
Grațiela,Tabacu,5640508188059,1943-09-24,"Intrarea Oprea Nr. 343, Valea lui Mihai, 908761",0261 662 775,94:20:41:12:f3:28,169.82.82.242,RO32HPVA8891035045208354,EUR
Rozalia,Preda,3021111259138,1954-05-19,"Intrarea Tomescu, Ludus, 732837",0238 793 773,e9:60:6c:b6:75:51,112.152.55.134,RO08KHMI7031770576027660,DKK
Nicușor,Diaconescu,6461130173622,1948-01-09,"Aleea Ardelean Nr. 654, Bacau, 388499",0246 252 686,20:d0:d5:e8:a3:fd,95.58.68.89,RO96XRPP2672494249565548,IQD
Marilena,Gheorghiu,6150512058025,1987-07-13,"Bulevardul Ababei Nr. 452, Moisei, 681177",0750 519 785,54:15:2e:e0:cd:f6,223.45.20.174,RO95RHKV1034692904373742,BHD
Felicia,Ionescu,2770111254529,1976-08-04,"Drumul Georgescu, Slobozia, 879991",0238 680 759,57:82:cc:9b:ea:20,175.75.110.115,RO56EYOC3609145681118899,MKD
Grigore,Gheorghiu,7440918426531,1921-12-03,"Strada Aanei Nr. 364 Bl. 97  Sc. 21 Ap. 556, Mioveni, 103818",0240 380 070,1e:18:5a:a8:4a:be,46.63.68.133,RO03IKHN1694107019945769,JOD
Daiana,Popescu,6651007448141,2012-04-04,"Soseaua Stan, Barlad, 715837",0744 426 823,eb:92:15:a0:64:5d,221.18.219.241,RO87HTWY4172751727293345,STD
Claudiu,Ardelean,3460504397263,1917-04-14,"Soseaua Eugenia Popa Nr. 472 Bl. 62  Sc. 94 Ap. 384, Iernut, 999565",0744 948 211,f0:88:c8:90:5a:87,124.126.240.147,RO04JXFR0971811007746367,GEL
Erica,Mocanu,1890512459373,1974-02-08,"Aleea Suciu Nr. 27, Zalau, 119100",0761 739 621,8d:67:a0:1a:bf:77,158.122.68.83,RO18RRVK4203644199359605,TZS
Roberta,Diaconu,2980102210416,1989-06-11,"Aleea Albu Nr. 448 Bl. 14  Sc. 18 Ap. 319, Navodari, 307276",0730 297 963,8b:ba:15:bf:0f:18,203.52.53.11,RO05NYHM0039393221812982,KES
Agata,Suciu,2631115101664,2000-07-06,"Intrarea Nemeș Nr. 35, Curtea de Arges, 833514",0760 246 969,f8:3d:15:75:3c:c2,89.243.243.45,RO54HFNP7638028306626412,MAD
Ariadna,Nistor,5321221309955,1917-04-21,"Aleea Paulina Dima, Deta, 793027",0731 440 188,b7:f9:9f:ac:ca:53,65.15.203.234,RO05AKAA7560845292479882,CLP
Emilia,Diaconu,7860112244054,2018-02-03,"Aleea Manole, Jimbolia, 144936",0734 920 793,4c:10:0f:18:7e:34,184.203.244.50,RO27MAEE8529496656805477,LSL
Narcis,Dinu,2660417061647,1915-12-23,"Drumul Niță, Tunari, 907943",0741 689 994,5e:87:14:d9:a4:e0,82.47.24.167,RO56QQTA6716045870562045,BGN
Virginia,Ene,1790412227774,1941-03-26,"Soseaua Niță, Afumati, 140453",0763 875 995,a9:40:b0:be:64:4a,14.239.98.150,RO11CRKQ4018345134711781,KYD
Vicenția,Barbu,7300222203545,1952-09-05,"Bulevardul Denisa Mazilescu Nr. 670 Bl. 25  Sc. 87 Ap. 450, Rasnov Romacril, 740446",0765 025 712,21:ce:88:e9:1f:5f,136.28.192.68,RO94OPCZ9832879253949178,IRR
Alexandra,Diaconescu,1670103403580,1927-06-04,"Soseaua Stan Nr. 90 Bl. 55  Sc. 68 Ap. 657, Moisei, 512893",0269 672 414,55:8f:7f:ba:af:15,61.29.215.110,RO64ABMR6315284077292496,ALL
Pleșu,Popa,4121226407373,1938-07-17,"Aleea Anghelina Stoica Nr. 125, Cobadin, 644753",0771 649 550,16:79:55:12:43:e9,56.2.243.130,RO61ANCE9101246546680273,EUR
Otilia,Gheorghiu,3120903287026,1962-06-09,"Soseaua Catrina Popescu Nr. 450 Bl. 31  Sc. 11 Ap. 176, Popesti-Leordeni, 309366",0753 189 054,29:6c:e6:3e:81:b9,36.41.200.55,RO37NEVC5020739249777486,LRD
Giorgiana,Dumitrescu,2060523142489,1942-07-08,"Bulevardul Stănescu, Homocea, 438004",0711 731 169,27:84:36:5d:77:37,3.200.212.95,RO97JMRX3133586683168678,CVE
Ludmila,Nistor,5530316205226,1983-08-22,"Strada Dobre, Mogosoaia, 370130",0771 843 392,06:79:b6:5a:2d:e1,45.228.238.135,RO95EPXS1924703204950169,UAH
Francesca,Diaconu,3660907468925,2000-04-21,"Intrarea Stan Nr. 871, Curcani, 431073",0247 303 188,06:c4:f1:71:f7:d4,112.183.103.183,RO90LMXY4874868035784021,MVR
Lorin,Nistor,7310625054123,1993-07-11,"Intrarea Pop, Campulung Moldovenesc, 550239",0249 127 810,4f:54:44:79:29:52,147.55.181.182,RO94OACV9214247220053879,BOB
Irinel,Tudor,1361225456877,1913-06-11,"Bulevardul Dobre, Rodna, 240810",0750 179 851,1a:7c:aa:6b:b6:30,137.228.209.114,RO80RCHR2709053566324807,SRD
Alexandra,Manole,2990709445570,1949-04-03,"Strada Dumitrescu Nr. 609, Lugoj, 144619",0260 605 440,05:1b:1d:63:af:44,32.144.149.76,RO02SPCA4382482546453304,LBP
Bogdan,Dumitrescu,3310518227929,1996-05-04,"Drumul Elodia Dobre Nr. 592, Uricani, 993757",0741 110 116,57:b5:dd:17:13:a9,82.100.127.247,RO68TFYH2443759301835479,BIF
Jasmina,Gheorghiu,3140703373682,1984-05-04,"Strada Albertina Gheorghiu Nr. 90 Bl. 49  Sc. 72 Ap. 925, Deva, 830780",0758 073 110,8e:c4:13:81:f8:b7,26.183.16.41,RO47ERAV9734686675680477,XAF
Alis,Pușcașu,3851102439637,1969-01-09,"Intrarea Elena Diaconescu, Odobesti, 204994",0736 457 547,2b:4d:4a:1d:4e:e3,173.15.194.96,RO52XMPE8940497692669403,CLP
Vanesa,Pop,4480119395684,1942-09-30,"Intrarea Tudosia Dinu Nr. 47, Giarmata, 599987",0740 897 723,ad:3b:f5:e4:93:2c,106.59.51.10,RO54BSLT0823116150620835,GBP
Otilia,Popa,2230619279640,1956-07-21,"Intrarea Adriana Dima Nr. 201 Bl. 50  Sc. 12 Ap. 467, Fagaras, 691458",0234 600 387,59:49:39:0e:90:25,152.225.60.83,RO79ILBT6890508393155588,JPY
Inocențiu,Preda,8570704414927,1930-07-21,"Aleea Costache Dima Nr. 862, Targu Frumos, 751137",0734 165 250,33:32:74:9f:fb:4b,214.20.248.140,RO91VXPU8441891994742233,MWK
Adelina,Ardelean,8271215355351,1953-08-18,"Soseaua Eftimie, Zalau, 470054",0731 269 561,dc:d7:ba:89:0c:db,200.15.28.210,RO50DFNZ4795178616151401,RWF
Eliza,Gheorghiu,6230921353676,1988-07-12,"Aleea Alexandra Niță, Popesti-Leordeni, 994417",0748 561 404,0f:64:4f:f0:fc:d9,118.146.41.36,RO24EDIX5599144310064644,THB
Emanuela,Stoica,2230106318146,2008-03-16,"Intrarea Marin Nr. 475 Bl. 88  Sc. 94 Ap. 777, Uricani, 130957",0721 250 418,f5:3a:96:be:6a:0a,56.207.219.126,RO51TNMS1427821336045836,SGD
Ioana,Dobre,6441120063223,2024-02-10,"Aleea Manole Nr. 67 Bl. 62  Sc. 54 Ap. 788, Odobesti, 497362",0780 762 490,d1:d5:07:7d:77:2c,211.248.184.0,RO39XXYO3981404408485425,BSD
Alexandru,Stănescu,6940805059971,1960-11-20,"Aleea Niță Nr. 53 Bl. 42  Sc. 47 Ap. 668, Lupeni, 936021",0741 163 538,9a:bf:c6:6d:30:fb,101.28.136.213,RO55ULJF6404657306517929,KRW
Axinte,Diaconescu,5470410159173,1923-11-18,"Intrarea Cristea Nr. 796 Bl. 80  Sc. 24 Ap. 814, Jilava, 553692",0257 765 026,fd:05:0b:8e:cc:53,181.186.41.100,RO40NYUA6375235720915778,MAD
Matei,Dima,3060313295660,1924-05-10,"Bulevardul Sidonia Ioniță Nr. 68, Campina, 337034",0237 950 557,79:4d:1f:50:ad:ef,207.1.110.27,RO07KQQN5132106045733525,IMP
Iuliana,Niță,5980409104451,1956-09-16,"Intrarea Voinea Nr. 663, Dumbraveni, 781497",0249 554 857,60:91:0b:f3:93:11,5.135.78.8,RO92REZT8875937394198430,LTL
Iurie,Toma,4330628528931,1940-02-29,"Drumul Vanesa Preda Nr. 81, Dej, 834955",0737 815 219,43:39:21:54:4f:27,48.7.234.5,RO32KZSF1390620213614487,ZAR
Aurica,Pușcașu,2140716028026,1996-07-07,"Aleea Ioniță, Anina, 827334",0267 842 074,ed:4d:ad:bc:39:3c,42.247.36.33,RO51XZJP8846156745870106,CVE
Rada,Ene,4950230296136,1978-05-21,"Soseaua Tomescu Nr. 823 Bl. 32  Sc. 19 Ap. 311, Ovidiu, 309267",0243 828 607,8d:63:d4:70:e5:19,93.236.71.45,RO76DJYF4959745492307871,GHS
Adelin,Dochioiu,2230711017777,1985-02-03,"Bulevardul Preda Nr. 829, Curtea de Arges, 441285",0747 488 664,d2:48:5a:c6:a2:dc,12.25.4.169,RO69UVMV3343041999770105,KHR
Nelu,Barbu,7770225265463,2009-04-28,"Drumul Eftimie Nr. 34, Ludus, 433076",0233 479 832,54:40:5f:ff:cf:ef,70.60.14.229,RO61LBDG3814014031579871,BTN
Luminița,Dobre,4750301030113,1911-04-28,"Bulevardul Mocanu Nr. 604 Bl. 10  Sc. 67 Ap. 376, Tandarei, 915847",0721 766 593,de:fc:e4:c5:0b:c1,124.144.71.201,RO20QLAG4396500716630459,VEF
Nicu,Tabacu,6250315156197,1988-01-16,"Aleea Stancu Nr. 385, Craiova, 467979",0767 079 794,f8:e4:ec:32:99:f9,88.97.253.241,RO06ETSS8258199823425545,JOD
Axinte,Marin,4401225421692,1964-06-05,"Aleea Elisabeta Voinea Nr. 67 Bl. 71  Sc. 90 Ap. 355, Husi, 936624",0784 049 720,69:45:12:b2:a9:2e,120.21.119.29,RO96QOGO4282285819289356,EUR
Beniamin,Nemeș,4600408323268,2008-06-26,"Intrarea Pușcașu Nr. 45 Bl. 44  Sc. 27 Ap. 794, Curtea de Arges, 237544",0252 981 453,a4:51:75:da:e4:15,176.228.87.57,RO10CEKN6689918334635788,CUP
Nicu,Tabacu,2580411062546,1924-04-26,"Drumul Pop, Anina, 561109",0234 790 815,9c:75:91:54:1d:fb,192.187.27.219,RO95DNIP1770205047807296,UYU
Caterina,Georgescu,8220117157401,1985-01-17,"Soseaua Mihail Florea, Curtici, 996022",0744 258 113,66:1f:be:9a:98:4d,80.143.33.20,RO06YHVY1389185129853033,MDL
Tiberia,Tabacu,6610702313259,1939-09-09,"Drumul Dima Nr. 386 Bl. 26  Sc. 19 Ap. 699, Husi, 539648",0754 370 803,9e:a2:71:16:fb:14,43.109.107.115,RO75BBAG9001580720850777,TZS
Dacian,Georgescu,7430408282203,2019-11-22,"Intrarea Rada Nistor, Fundulea, 261195",0252 201 935,91:ff:cd:dc:c2:a8,146.207.159.135,RO86DPAG8496170422095814,XOF
Denisa,Aanei,6510328382051,1942-02-22,"Soseaua Dinu Nr. 47 Bl. 73  Sc. 92 Ap. 859, Simeria, 774022",0740 238 309,45:85:34:27:6a:e2,35.141.18.33,RO44NEGB7363563707524760,GEL
Tinca,Diaconescu,1830406151167,1956-03-29,"Bulevardul Suciu, Segarcea, 700665",0731 664 239,1e:b4:41:7f:38:d9,37.76.221.242,RO11WBZN9209485696819331,MAD
Dariana,Manole,6370201267628,1961-01-01,"Aleea Georgescu Nr. 16 Bl. 45  Sc. 30 Ap. 564, Greci, 881131",0236 792 308,d2:6d:a0:4f:39:ef,145.72.207.11,RO66TMZS4106372912354797,PGK
Alexandru,Suciu,7490517415296,1997-07-31,"Drumul Albu Nr. 48 Bl. 97  Sc. 58 Ap. 747, Baicoi, 918074",0785 975 381,4d:9b:e8:c3:00:f5,181.168.11.106,RO66HBFT8668827402343255,MMK
Eftimia,Preda,2480909085464,1929-09-13,"Intrarea Ene Nr. 72, Busteni, 644313",0760 982 235,76:40:7c:16:bf:f3,151.168.11.65,RO13RAOA9559480187721176,THB
Dorli,Aanei,2211121357372,1984-12-23,"Bulevardul Avram Voinea, Savinesti, 288332",0255 917 667,5c:2c:02:dd:68:23,213.60.30.153,RO72XKQZ6210075458873076,OMR
Janina,Gheorghiu,7430902180831,2018-12-23,"Strada Nistor Nr. 35 Bl. 87  Sc. 63 Ap. 181, Otopeni, 681274",0752 377 813,de:87:f6:06:fe:89,49.96.124.218,RO55GEJI9870723205478095,BTN
Estera,Toma,5421216458633,2012-10-28,"Strada Clarisa Marin Nr. 88, Miercurea-Ciuc, 878823",0748 357 905,bb:20:02:fb:8b:bc,172.109.173.175,RO40BUPF4080467092232895,LKR
Șerban,Stancu,7560731117046,2020-04-28,"Bulevardul Norman Mocanu, Draganesti-Olt, 782593",0721 924 453,1a:be:5c:d5:c9:16,206.58.34.70,RO21ATTH5904544624242043,RUB
Lorin,Florea,2480411329176,1996-05-25,"Bulevardul Manole, Dej, 681042",021 337 9362,44:1f:87:c0:c0:0e,163.32.236.132,RO17TEML6422726228889365,ZMW
Alexandrina,Tabacu,3730622155652,2023-11-20,"Aleea Tabacu Nr. 25 Bl. 76  Sc. 90 Ap. 908, Petrila, 238185",0739 421 921,4e:a5:e4:61:de:cd,168.57.67.118,RO42POSZ4382973397335819,ZAR
Camelia,Diaconescu,1130326529099,2006-11-11,"Intrarea Nicodim Ionescu Nr. 56 Bl. 90  Sc. 94 Ap. 151, Aiud, 853075",0234 206 427,13:a9:c3:14:67:c2,120.254.252.176,RO72XMBZ1999753583478037,MUR
Arian,Popescu,2810505448541,2004-05-31,"Bulevardul Georgescu, Fundeni, 958821",0726 803 617,68:82:da:46:b6:53,13.126.166.249,RO19LNQF5546067831289010,NOK
Evelina,Eftimie,1401017465901,1921-09-20,"Intrarea Norbert Niță Nr. 70, Borcea, 492833",0746 655 916,3d:1c:04:55:13:3d,94.199.17.240,RO33MYWL2962640157527945,LRD
Mioara,Georgescu,1440713248176,1966-04-13,"Drumul Pop Nr. 134, Calafat, 145613",0252 641 799,59:b3:18:f8:75:47,85.240.3.119,RO09ZZMK5875992279033369,GEL
Tinca,Voinea,2920914110711,2007-03-16,"Aleea Pop, Greci, 434818",0784 277 015,58:76:73:dc:16:38,93.171.188.19,RO02KXXN6745729159564036,CUP
Veniamin,Florea,7950502309865,2009-03-17,"Bulevardul Maxim Tomescu Nr. 86, Caracal, 661416",0236 081 204,51:b9:f9:c8:2f:f5,25.220.43.176,RO97BWAY4751118100553360,BSD
Toma,Georgescu,3021219366666,1953-11-11,"Aleea Ioniță, Hateg, 737244",0243 136 141,ca:a6:fa:d8:85:e8,161.103.141.10,RO06FDNA6241465256724029,MZN
Ancuța,Georgescu,2670603223850,1977-04-11,"Drumul Georgescu Nr. 632, Brasov, 109718",0770 029 840,45:f5:db:30:68:30,23.210.137.100,RO97NEDV4477065292290974,SAR
Melina,Manole,8671001013998,1929-04-02,"Intrarea Camelia Pușcașu Nr. 12, Cobadin, 314121",0258 250 286,f4:53:8a:7a:cb:b7,12.224.166.38,RO61KJVG1602495079101949,LBP
George,Toma,6240319249037,1953-11-15,"Soseaua Sonia Oprea, Sighisoara, 817540",0726 558 842,20:dd:ac:48:d4:4c,2.101.69.120,RO15BJSD3256693851890623,RON
Cosmin,Popescu,4800402382434,1933-06-07,"Strada Ardelean, Domnesti, 734046",0788 728 464,e3:1e:c1:41:e2:6e,82.250.190.177,RO46MIQR9199296496042224,LTL
Carolina,Cristea,3590620528276,1963-03-14,"Bulevardul Ionuț Preda, Gherla, 380337",0758 921 283,e3:f8:97:34:69:53,153.65.49.1,RO36VIIJ3827339916006730,TRY
Eusebia,Dumitrescu,7780912337873,1911-04-19,"Drumul Ruxanda Popa Nr. 86 Bl. 68  Sc. 88 Ap. 421, Campina, 742769",0251 554 091,72:70:7e:96:f5:dc,73.96.72.240,RO02ZKJM8894015425523577,KWD
Didina,Cristea,8210616310166,1942-08-20,"Intrarea Voinea Nr. 144 Bl. 94  Sc. 82 Ap. 119, Husi, 826723",0753 313 748,86:d8:94:cc:64:b9,176.126.168.231,RO30VSVP3809169827870754,CUP
Heracleea,Aanei,5651011273732,1912-12-19,"Soseaua Dima Nr. 444 Bl. 34  Sc. 79 Ap. 830, Pipera (Voluntari), 603963",0268 493 820,cd:58:f4:d2:ea:10,121.64.102.13,RO41GEKY2828872628991941,MNT
Natașa,Popescu,6310412216511,1989-12-28,"Intrarea Pop Nr. 12 Bl. 97  Sc. 56 Ap. 246, Caransebes, 579714",0233 705 909,46:46:fd:d9:76:2c,26.83.235.131,RO24RMPB3472239020874626,BAM
Gina,Aanei,3220421406686,1911-08-13,"Bulevardul Tudor Nr. 72, Cisnadie, 691731",0756 054 509,46:bd:df:9f:41:e9,40.11.255.227,RO17RTRG2253749027393180,MVR
Gică,Stan,2071006459368,2004-11-24,"Strada Antim Preda Nr. 80, Fundeni, 941228",0760 329 465,37:c9:d4:1d:b1:15,79.231.187.217,RO26GDWW4227970346012902,HRK
Silviana,Nistor,6800531123530,1928-09-28,"Strada Zenovia Popa Nr. 669, Sabaoani, 184812",0237 920 198,9e:1c:e9:cf:b6:b2,104.200.37.86,RO24JTDO3408077583453603,TRY
Dragoș,Barbu,1370211039141,1963-01-29,"Drumul Florea Nr. 50 Bl. 85  Sc. 14 Ap. 686, Siria, 465643",0732 355 043,3e:6c:86:7c:85:dd,2.37.101.65,RO91MUPE9633763371301334,CUC
Anda,Popescu,5070524056733,1942-02-22,"Aleea Simion Marin Nr. 79 Bl. 71  Sc. 43 Ap. 929, Sangeorz-Bai, 853416",0251 012 554,be:19:29:dc:9e:fb,30.90.208.224,RO95IYON1456854903885217,GNF
Cleopatra,Nemeș,6900112165676,1937-09-20,"Drumul Stan Nr. 774 Bl. 16  Sc. 94 Ap. 692, Giroc, 251718",0238 878 900,66:fd:2d:53:d1:29,114.118.99.52,RO69QURW2421685003236636,BWP
Antoniu,Popa,5761119086437,2001-08-29,"Aleea Dumitrescu, Barlad, 652546",0246 591 291,db:22:3c:b0:f0:04,161.168.27.48,RO10NIWY2880683278385477,SHP
Amedeu,Eftimie,5451112206601,1910-02-14,"Strada Stancu, Ineu, 714819",0746 777 803,fc:52:55:b6:b2:7e,29.165.233.50,RO23FMLB0846491659333207,PHP
Iurie,Preda,4680903012353,1925-01-31,"Intrarea Mazilescu Nr. 23 Bl. 74  Sc. 57 Ap. 807, Timisoara, 168939",0772 597 115,82:d7:b2:c0:03:0f,207.224.35.98,RO12CJJA7347000633542228,LBP
Decebal,Diaconescu,6300312523638,1977-10-17,"Intrarea Georgescu Nr. 72 Bl. 61  Sc. 91 Ap. 203, Falticeni, 734722",0252 458 063,aa:a5:59:b3:52:a0,103.99.135.148,RO54TWDS9964982384363086,ZMW
Mirabela,Dinu,5820705018139,2013-09-19,"Bulevardul Dumitrescu Nr. 726, Corabia, 191621",0748 125 244,33:85:60:2f:7b:6c,75.72.89.158,RO26IOUI5866181366300908,AED
Mugur,Stănescu,7030725433986,2021-08-22,"Intrarea Popa Nr. 617 Bl. 38  Sc. 62 Ap. 281, Campia Turzii, 340926",0255 731 166,86:78:13:37:a6:4e,42.187.30.53,RO08HNOU1008522915149294,LTL
Mina,Niță,8260804280370,2023-07-28,"Bulevardul Ababei Nr. 28, Plosca, 880382",0231 084 961,d2:77:1d:da:46:6c,134.225.186.129,RO24UIRC6423349617158271,GMD
Otilia,Tabacu,8170303405179,1987-01-31,"Soseaua Nemeș Nr. 19 Bl. 44  Sc. 22 Ap. 568, Valea Mare (Negresti), 686175",0743 473 737,57:db:ad:1c:43:82,11.226.51.151,RO96MWSB3167311950649466,JPY
Cornel,Ionescu,5771121148446,1952-03-04,"Strada Pamela Nistor Nr. 57, Techirghiol, 342823",0768 271 973,86:b7:40:3d:e5:f0,177.101.130.193,RO83QARJ1892484408728927,UYU
Constantina,Aanei,1170119022016,1945-12-25,"Intrarea Stănescu, Medias, 571234",0260 364 319,64:27:ad:33:3c:92,122.174.104.89,RO85AZKI1401859573925131,MRO
Ianis,Georgescu,3621226460147,1954-08-30,"Aleea Tomescu Nr. 165 Bl. 98  Sc. 18 Ap. 500, Sannicolau Mare, 728874",0232 346 225,f5:a7:6e:55:26:41,64.252.152.239,RO62PFYO1630741262488404,KPW
Gianina,Popa,3620422354797,1958-09-26,"Soseaua Mazilescu Nr. 419 Bl. 15  Sc. 15 Ap. 119, Boldesti-Scaeni, 293818",0728 915 745,33:47:79:39:77:f5,164.164.105.11,RO62GAXW6344811148240587,GYD
Florentin,Toma,6461019137786,1920-06-15,"Intrarea Stan, Botosani, 580076",0260 862 363,b0:bc:c5:aa:45:44,122.144.49.139,RO89IZMV6514885928034725,PYG
Crenguța,Voinea,8340702249854,1908-04-09,"Drumul Ionescu Nr. 47 Bl. 87  Sc. 86 Ap. 760, Zimnicea, 766497",0737 592 867,97:e5:9b:e5:26:96,4.149.147.50,RO64ZNEK4573798818631012,RON
Jeana,Tabacu,7100608430097,1989-07-04,"Strada Teodora Mazilescu Nr. 973, Moisei, 858193",0244 442 303,4e:f2:69:1d:65:5c,49.80.202.121,RO73TPIN0768839072392819,KHR
Jasmina,Ionescu,1170329413724,1979-08-14,"Intrarea Eftimie, Jibou, 246914",0788 796 335,8a:30:c6:ad:b0:42,3.2.147.183,RO94ZLJJ8334894024514388,BMD
Jenel,Eftimie,5480625214166,1969-01-30,"Soseaua Dobre Nr. 64, Pucioasa, 881559",021 448 9988,6b:8e:fa:f9:0d:28,96.183.53.42,RO24KZMB3705187527737543,JEP
Anemona,Dochioiu,2751022446558,1929-03-21,"Aleea Jeana Stănescu, Curtici, 148073",0780 738 587,f8:ea:e9:92:5b:5e,94.167.77.233,RO87SFKM0129003715151621,NOK
Laurenția,Tomescu,6100810397899,1969-03-26,"Intrarea Popa Nr. 161 Bl. 22  Sc. 56 Ap. 475, Valea Caselor (Dragasani), 879110",0746 806 977,75:61:98:54:bf:00,92.255.88.193,RO52EEQU4328569192991737,BTN
Luana,Tabacu,2041025297579,2007-11-05,"Aleea Preda Nr. 52 Bl. 27  Sc. 97 Ap. 474, Viseu de Sus, 692936",0242 955 272,73:c1:c8:6a:58:e8,10.238.234.229,RO89RPCJ9271205153136380,BIF
Lioara,Nistor,2040709307804,1998-01-16,"Aleea Oprea, Braila, 531527",0258 869 661,c2:18:d3:52:69:f9,91.31.224.80,RO41HHPZ9127871912879484,BTN
Agnos,Manole,7540320077409,1920-04-18,"Strada Laurenția Florea Nr. 553 Bl. 93  Sc. 71 Ap. 456, Pechea, 425178",0239 027 705,93:66:37:92:44:36,220.129.84.142,RO33SLTV7212500134753116,MGA
Romeo,Cristea,6710409317234,1998-04-01,"Bulevardul Anabela Tabacu Nr. 422, Zalau, 397115",0742 470 717,e3:5a:75:93:ed:15,24.21.71.183,RO48KWMN0651826070803754,CDF
Mihaela,Dobre,7360802252814,1934-10-27,"Intrarea Ene Nr. 457 Bl. 97  Sc. 28 Ap. 837, Fagaras, 133554",0261 338 010,7b:be:df:d3:d9:ce,138.105.149.206,RO78EBMD1742252925278888,BMD
Tincuța,Diaconu,7250223113676,2001-03-07,"Bulevardul Norman Manole Nr. 663, Fetesti-Gara, 101124",0762 333 132,6e:7d:7d:2c:ed:24,41.57.243.177,RO23SWHE8022342232851283,GGP
Erica,Stoica,5390412183487,2004-07-01,"Intrarea Stan Nr. 586, Alesd, 809441",0234 753 950,e1:7c:ba:cf:a7:fa,215.116.144.8,RO25SFIY2092495420097929,PEN
Marius,Popescu,1370431355570,2008-12-15,"Intrarea Nistor, Campulung Moldovenesc, 442283",0253 485 290,7b:12:9e:c1:4f:f5,107.198.173.190,RO23WCPT5897115430029975,SHP
