first_name,last_name,personal_number,birthdate,address,phone_number,mac_address,ip_address,iban,currency,balance
Cristobal,Dobre,8140902112622,1926-09-24,"Drumul Popa, Peris, 611864",0730 914 630,ad:5c:11:69:c1:64,24.227.26.109,RO66WKFM9926360140638038,DKK,35891123831
Milena,Tabacu,7690710462554,1994-11-03,"Drumul Stănescu Nr. 115 Bl. 10  Sc. 62 Ap. 542, Ovidiu, 218859",0239 754 204,0f:58:8f:e9:de:39,209.245.248.102,RO04KVQH7360424382129303,NPR,50753080165
Leonard,Tomescu,5990111257860,2006-08-19,"Soseaua Bianca Diaconu Nr. 18 Bl. 53  Sc. 40 Ap. 344, Babadag, 460492",0752 407 759,81:40:e0:13:e3:cf,4.39.244.89,RO98PJGN1441071538925962,OMR,45188857455
Brândușa,Nistor,4460509066544,1933-06-28,"Drumul Stoica Nr. 65, Bumbesti-Jiu, 133935",0258 309 023,ea:64:82:e1:9a:0f,25.87.171.14,RO56XTQT0941213471093683,COP,73896364563
Gabi,Tudor,4210407040407,1913-11-26,"Strada Tabacu, Motru, 864448",0722 769 314,a5:27:3e:df:74:92,93.126.147.74,RO34BVLC9170539850170913,NPR,31645930991
Consuela,Popescu,5290806226761,2023-09-03,"Intrarea Mazilescu, Corund, 832232",0252 534 379,df:85:cd:96:36:bd,86.237.133.95,RO85SQAV7859587961867559,SAR,86050643078
Emanuel,Popescu,8450313085433,2004-09-25,"Soseaua Diaconu Nr. 225 Bl. 83  Sc. 61 Ap. 815, Curcani, 424814",0740 644 683,2b:08:47:c5:57:7b,19.138.138.14,RO59VIGN2116366283573375,MMK,78819129304
Cosmina,Marin,1900415293935,1920-04-26,"Soseaua Ionescu Nr. 484, Craiova, 861810",0266 788 698,95:63:a7:33:a1:75,128.100.137.209,RO12RQUO0247282021952550,PHP,16467592674
Viviana,Stănescu,4470814354249,1973-04-18,"Drumul Eliza Suciu Nr. 72, Avrig, 485142",0246 672 567,4a:34:fd:3b:41:75,117.20.5.244,RO40YLBF0561887315541871,MOP,77608147624
Eftimia,Nistor,1120426430023,1949-01-29,"Strada Oprea Nr. 584, Darmanesti, 389199",0753 416 757,41:b6:ce:4f:38:a0,111.103.181.62,RO79WHEX3678722932031789,NPR,30610942813
Irina,Manole,1451221236387,1966-07-28,"Drumul Agnos Stan, Chisineu-Cris, 112510",0244 544 653,35:55:c1:c3:50:13,106.83.126.99,RO97YQKE3997583784194312,AFN,36714011447
Vincențiu,Tabacu,1800610164815,1942-11-09,"Strada Dobre, Greci, 538210",0741 389 502,32:a2:d1:3d:f4:8d,101.119.204.25,RO10ZAAG3070444488358123,PAB,24295995090
Frederic,Barbu,7830510056907,1941-06-27,"Intrarea Elisabeta Aanei Nr. 109 Bl. 28  Sc. 20 Ap. 264, Marginea, 699606",0260 692 226,20:0d:8e:6a:b3:43,17.52.86.122,RO84MZHA1212097902267364,PHP,80737674368
Denisa,Cristea,2260930262765,1978-09-06,"Bulevardul Nemeș, Oravita, 761430",0772 694 986,e5:cb:2d:c5:4a:cc,96.13.200.90,RO95DAYE3920685989526814,XAF,47214360841
Virginia,Manole,3481014384505,1912-11-07,"Intrarea Mazilescu Nr. 87 Bl. 94  Sc. 96 Ap. 866, Valea Caselor (Dragasani), 539589",0252 362 313,3e:a9:1c:ee:4c:c6,94.238.32.145,RO51ZDGC3869419629199319,SCR,51253165291
Arina,Dima,1690825420301,1909-01-05,"Bulevardul Nistor Nr. 313 Bl. 31  Sc. 47 Ap. 669, Plosca, 390068",0729 240 543,b0:cf:b1:e8:5d:a2,171.134.202.7,RO63RVOF7026758737605926,MKD,93500873425
Eftimia,Popescu,7830201133916,2022-03-08,"Drumul Albu Nr. 17 Bl. 12  Sc. 68 Ap. 916, Petrila, 372085",0761 851 916,59:ec:ad:62:56:f3,103.89.187.178,RO26ZHEY8364250524214340,PEN,73497041318
Aurelian,Albu,6340811047547,1944-04-23,"Intrarea Dumitrescu, Segarcea, 337234",0245 072 875,dc:3f:62:49:2d:a8,149.184.241.38,RO64MSBF2103000408096694,BND,98535363015
Roxana,Mazilescu,2500218432207,1993-08-29,"Soseaua Inocențiu Georgescu Nr. 380, Rodna, 128468",0264 141 179,6b:12:57:ab:63:44,149.80.104.142,RO71AMSL4099401851554645,LRD,56258961380
Jean,Toma,3810716274069,1927-05-03,"Aleea Ionelia Preda Nr. 268 Bl. 47  Sc. 41 Ap. 117, Tunari, 495667",0772 413 346,f8:ee:f8:82:26:2a,161.74.36.252,RO67XLWJ9545475774992644,MUR,44445309089
Olivia,Pop,5240625015261,1989-09-01,"Intrarea Evanghelina Nistor, Berceni, 165601",0741 986 294,fd:ea:3d:3d:39:8a,69.224.141.251,RO54TZRT8442501429609356,SZL,51579553237
Caterina,Dochioiu,6370827270711,2019-06-29,"Drumul Ioniță Nr. 576 Bl. 32  Sc. 70 Ap. 108, Nadlac, 970253",0257 113 408,65:84:df:ac:9a:c3,51.121.114.124,RO42NZXN0631342366784505,ISK,59141033528
Frederic,Stan,3661113458318,1978-04-07,"Soseaua Cristea Nr. 39 Bl. 25  Sc. 85 Ap. 913, Salonta, 509744",0711 465 165,08:b9:a5:41:a2:45,33.81.40.214,RO58WWUC6855496998668746,CLP,80670773799
Brândușa,Nistor,6610216071931,1955-09-16,"Strada Lucia Dobre Nr. 511 Bl. 87  Sc. 83 Ap. 203, Baia Mare, 703471",0733 579 814,83:7e:76:22:f7:94,80.95.143.6,RO62ITSS7467427809917557,TOP,68016916492
Ligia,Aanei,3040122330338,1996-02-20,"Intrarea Stoica, Maieru, 516762",0754 293 866,30:7a:ad:e2:da:b9,25.52.68.123,RO74CMND7564991554381637,KGS,74940025313
Luana,Marin,3590125267381,1941-05-11,"Strada Todor Cristea Nr. 93, Ruscova, 529284",0711 503 941,e3:09:89:f6:29:03,199.52.132.85,RO50EKZU3830357911170387,UZS,1951205914
Aleodor,Tabacu,2810525526397,1924-11-12,"Bulevardul Dinu Nr. 39, Gaesti, 421211",0253 563 580,bd:47:1c:6b:e9:e2,205.125.171.168,RO67CYAU5128137216405540,MVR,66707215725
Luiza,Preda,1051111314733,2008-10-27,"Bulevardul Augustin Tabacu, Pechea, 109524",0759 442 095,87:20:a4:fd:f5:90,124.65.93.191,RO48KXWZ2784409488266542,MVR,16771471125
Zaharia,Diaconescu,2640405173530,1992-01-27,"Bulevardul Stan Nr. 965, Gherla, 252144",0235 617 182,e5:8d:6d:b4:74:d7,96.176.28.24,RO72CVDN3426760646279858,NZD,44638529260
Arian,Dinu,8270707271132,1916-07-30,"Bulevardul Tudor Nr. 18, Ramnicu Valcea, 481006",0735 233 416,fe:5e:3f:a6:a2:18,110.169.249.106,RO87YSCY7577108330538799,NAD,25844781914
Filofteia,Stănescu,7021107363401,1910-07-13,"Intrarea Stănescu, Poienile de sub Munte, 248415",0734 459 080,7a:cf:65:1b:96:8b,46.119.130.32,RO39VODZ9664442514802549,TRY,79739120630
Ionelia,Georgescu,7340317514921,1949-09-21,"Aleea Sofia Manole Nr. 33, Ineu, 997306",0268 047 184,79:ea:7a:69:34:cf,33.202.242.143,RO96BSSK8594834383698856,DKK,45177677361
Francesca,Nistor,3860502016147,1969-11-20,"Drumul Niță, Ineu, 824363",0761 043 763,79:cf:a0:4c:4c:5f,118.224.208.166,RO71MQIN2844807432240561,KHR,62019010484
Antoaneta,Ardelean,6840831091078,1937-04-19,"Strada Dinu Nr. 34 Bl. 86  Sc. 67 Ap. 591, Pucioasa, 900021",0737 603 196,13:0e:59:45:d3:4c,31.67.130.167,RO25FBCU4145736101156565,TJS,25404923410
Carolina,Ababei,8470613175771,1930-02-09,"Soseaua Gregorian Popescu, Jimbolia, 114947",0232 636 329,1d:ce:dc:fd:0b:c5,191.250.21.76,RO81DAOG2731379847714331,XAF,27811909363
Constantin,Ioniță,4461122267404,1932-10-06,"Soseaua Ionescu Nr. 377 Bl. 57  Sc. 65 Ap. 787, Strehaia, 266884",0732 035 165,a7:8a:44:8a:35:bd,121.192.21.190,RO67QHIS0119116740837344,GGP,70609722931
Agata,Pușcașu,4770327448934,1924-10-15,"Soseaua Silvian Tabacu Nr. 901 Bl. 55  Sc. 55 Ap. 179, Vladimirescu, 461665",0251 848 254,22:7e:60:14:42:bd,13.97.165.38,RO48ZMWE5023483316374857,UGX,63911288192
Valeriu,Manole,3570122194311,1984-10-14,"Intrarea Albu Nr. 967, Plosca, 350629",0261 239 048,0c:05:98:2b:dd:d5,129.105.65.179,RO68LKJI2397215823602535,MDL,11545474513
Robert,Stan,5291102356920,1930-10-28,"Aleea Andrei Dinu Nr. 81 Bl. 79  Sc. 67 Ap. 789, Negresti, 911512",0761 280 420,be:20:c3:d1:76:2c,191.195.188.78,RO57SAHI1184588960905561,BAM,51240577009
Cristian,Barbu,2620811028347,2016-12-17,"Strada Nistor Nr. 710, Poienile de sub Munte, 386123",0734 465 446,34:4e:2f:c3:1c:c0,42.95.85.131,RO80SXIJ4477408718019262,ISK,52450574822
Manuela,Diaconescu,5260706266111,1916-05-23,"Bulevardul Andrei Preda, Valenii de Munte, 704252",0784 248 829,ae:fe:42:ab:c8:4f,158.142.180.180,RO02EVNY7845052933431053,SVC,30019111576
Casiana,Dobre,2650827081635,1942-12-07,"Aleea Andra Pop Nr. 344 Bl. 75  Sc. 70 Ap. 483, Medgidia, 225832",0259 303 718,9e:3d:ec:31:43:20,69.121.26.118,RO87UQTL0861910375359200,RUB,33456152963
Stana,Stan,2160801150715,1996-02-11,"Soseaua Preda Nr. 301 Bl. 10  Sc. 45 Ap. 133, Sancraiu de Mures, 480457",0784 603 090,78:82:ff:74:8e:88,74.154.97.236,RO20BJKV6220619982207699,CAD,74763112760
Emilian,Ababei,3550807368439,1979-03-24,"Bulevardul Mazilescu, Baia Mare, 664106",0252 025 915,40:ce:dc:f1:81:3c,202.58.91.111,RO72FZRU0572637627280773,XAF,42581162960
Marioara,Preda,1631202402190,1920-07-20,"Intrarea Florea Nr. 197, Ineu, 530553",0758 580 444,73:f1:27:d8:47:b3,72.205.160.210,RO75QWAM3075014435704584,SBD,77182849307
Voicu,Dumitrescu,8060904411486,2005-02-24,"Soseaua Sofia Marin, Balan, 354356",0265 245 079,a4:42:1b:e5:db:3a,181.156.53.45,RO31GVZN1198126875086763,MUR,24038004054
Marian,Stănescu,6950214418265,1954-07-05,"Intrarea Tabacu Nr. 846, Strehaia, 247060",0760 604 656,a4:e1:a5:df:6f:7c,6.190.255.11,RO84FOBW6682757690097770,MGA,95109709382
Carmina,Ionescu,7750413158918,1943-05-11,"Bulevardul Ioniță, Iernut, 723314",0266 932 141,cc:13:9f:12:2d:66,62.89.18.3,RO93JTGC4750837985971493,DZD,86543178575
Crina,Dochioiu,4410207464103,1944-10-01,"Soseaua Tabacu, Buzau, 110738",021 652 8462,6d:9d:25:06:ee:2c,187.175.165.47,RO05RMNJ6950257838133882,COP,96857229712
Haralambie,Dinu,6851011256201,1986-09-19,"Soseaua Ene Nr. 957, Marghita, 973182",0763 377 210,e0:82:32:49:7b:a3,46.187.96.110,RO80GGOM7518891260799057,DZD,66934986060
Marius,Dochioiu,8351212266091,2022-08-21,"Soseaua Gheorghiu, Mihail Kogalniceanu, 818947",0742 891 358,d3:27:37:64:0b:cd,156.17.131.247,RO64NADV1122157380934159,XCD,66307019842
Ecaterina,Dobre,7671215027169,1966-11-11,"Intrarea Avram Albu Nr. 674 Bl. 29  Sc. 16 Ap. 828, Mogosoaia, 688288",0752 378 413,9b:a9:96:9b:d0:09,126.255.53.52,RO89MRAP9071022269213663,AUD,81798048275
Olga,Georgescu,1800722049617,1929-09-13,"Soseaua Toma Nr. 721 Bl. 15  Sc. 21 Ap. 186, Greci, 984613",0785 556 589,63:6e:b4:77:3a:a7,199.210.170.83,RO56CPBR8093148265268573,ALL,70922769999
Ieremia,Voinea,3891225461699,1991-05-14,"Bulevardul Delia Florea Nr. 917 Bl. 99  Sc. 91 Ap. 921, Valea Mare (Babeni), 552452",0245 343 398,8d:94:2f:2c:f2:b1,195.238.105.175,RO57QKFT8824728338070654,NGN,94984048913
Carmina,Dumitrescu,8200625219998,1988-02-17,"Intrarea Cosmina Dima Nr. 281, Straja, 310646",0724 912 735,2d:1d:41:ad:35:ae,218.164.136.207,RO41ZSZW4286557147570751,JPY,59001503446
Cezar,Ioniță,5200928162640,1920-06-29,"Intrarea Mocanu, Strehaia, 495116",0231 092 699,19:72:be:c1:5b:8e,194.92.131.106,RO20LQIJ1334936526890388,OMR,85683663653
Ștefania,Albu,7070924280256,1962-04-19,"Aleea Clementina Mocanu Nr. 47, Brad, 430874",0763 278 486,8b:69:d4:10:03:4c,199.32.212.145,RO46CWYC8752952697695404,NAD,83151418589
Axinte,Albu,7721203090567,1987-11-06,"Bulevardul Bianca Florea Nr. 425, Tomesti, 211820",0729 668 259,cd:4d:ac:06:9a:2b,99.59.110.250,RO17EXNW7016524087181894,NAD,3511296486
Ștefana,Barbu,7690814249435,1974-09-30,"Intrarea Crina Ioniță Nr. 324, Odobesti, 946220",0237 325 853,54:ee:e5:ac:38:1f,204.172.86.120,RO16MJGF6277471771242525,JPY,42814112
Nidia,Ionescu,2230316327945,1942-05-21,"Soseaua Mihai Toma Nr. 83, Rodna, 287202",0738 787 239,8d:60:be:32:a9:ce,178.224.54.114,RO63ILGV7346372657008656,MNT,97026478653
Rafila,Stancu,7080529327214,1998-06-03,"Drumul Nemeș, Cudalbi, 309766",0238 562 263,f6:90:22:81:dc:87,143.127.110.205,RO49YFBK2883974380383776,RWF,44296046808
Nicușor,Marin,8980106197924,1985-06-28,"Aleea Laurian Popescu Nr. 235, Babeni, 608624",0731 698 300,a9:8b:74:7d:ef:ea,3.53.229.51,RO63DODS0413790011004457,GHS,32334202844
Coralia,Diaconescu,8310416448262,1921-01-09,"Intrarea Diaconescu Nr. 83 Bl. 69  Sc. 49 Ap. 681, Darmanesti, 701990",0232 601 719,d0:22:0d:18:1c:7f,119.140.224.142,RO65WVZF2653584746753837,CHF,96932982353
Tudor,Florea,7980227184169,1925-09-27,"Intrarea Florea Nr. 88, Motru, 870636",0238 653 355,87:e1:f1:28:42:07,152.68.65.212,RO84EPRS2989522575179577,ZWD,84207110601
Pamfil,Florea,8160909405381,2006-05-30,"Drumul Cristea Nr. 276 Bl. 11  Sc. 78 Ap. 684, Filiasi, 895562",0764 626 355,38:eb:d4:ec:5e:60,205.108.32.27,RO91XEAG3420613579825226,DZD,36316292495
Marina,Tomescu,2870722412249,1918-08-22,"Drumul Remus Tomescu Nr. 36 Bl. 96  Sc. 79 Ap. 323, Pecica, 138813",0766 358 858,02:fd:2f:e5:4f:73,125.216.20.30,RO28OAKG8357818729137631,MVR,87292160900
Darius,Barbu,5670308348857,1992-01-11,"Intrarea Tudor Nr. 77 Bl. 75  Sc. 87 Ap. 246, Tandarei, 765071",0751 060 078,fa:d2:06:2f:43:b6,170.245.11.254,RO75ZUXP5966007372897124,MKD,66453445310
Lăcrămioara,Florea,3371119110308,2015-09-18,"Aleea Albu Nr. 180 Bl. 96  Sc. 64 Ap. 632, Satu Mare, 172202",0250 849 816,46:74:e6:23:ab:d9,28.54.155.103,RO58IZGJ7200800786880336,CVE,36904218335
Steliana,Barbu,4330323308191,2010-04-11,"Bulevardul Stancu Nr. 26, Sadova, 413157",0749 490 716,ad:bb:d7:24:c8:0b,159.41.142.100,RO19CDWT6324237816275425,TWD,36594077186
Tania,Stan,7370927392312,2001-03-02,"Drumul Jasmina Suciu Nr. 46 Bl. 39  Sc. 15 Ap. 938, Ineu, 373961",0762 860 317,29:67:99:fb:07:8b,47.250.35.173,RO56EUKE6513780197824830,BND,3847156706
Smaranda,Mocanu,7460403081141,2014-08-05,"Aleea Nistor Nr. 442 Bl. 97  Sc. 57 Ap. 990, Carei, 637368",0762 195 062,95:e3:e1:47:6b:74,140.163.58.107,RO62ODZC2160114141770167,SLL,63946838882
Iustina,Preda,7361128469867,1941-11-12,"Drumul Niță Nr. 11, Greci, 699138",0259 142 621,d7:73:70:bb:1c:d7,14.113.203.165,RO37GRDG4090553255652539,WST,72698789196
Mirona,Nistor,7970411395131,1936-08-30,"Bulevardul Pop, Pitesti, 273559",0250 327 705,2a:4f:4f:e0:87:b0,103.16.233.182,RO95ISJG9636260776308711,RSD,47225348178
Horia,Georgescu,8270814421971,1968-09-08,"Aleea Pușcașu Nr. 669, Gugesti, 105681",0757 464 192,48:7e:6c:9f:d4:cd,1.73.55.215,RO48XJWS2689146098632850,LBP,10086234310
Crina,Preda,7230102316685,1951-10-10,"Drumul Lascăr Georgescu Nr. 45, Curcani, 496846",0755 654 719,9c:60:3b:dc:2e:66,216.0.140.209,RO87YWMA7328509587612753,KHR,59956221669
Ghiță,Marin,4900504072973,1996-11-26,"Strada Stancu, Vladimirescu, 961086",0754 988 251,66:71:c6:fe:cd:48,27.210.234.124,RO95VPNX5309890358364322,ISK,26899795084
Eftimie,Popescu,3500207369788,1955-11-22,"Strada Stancu Nr. 764 Bl. 66  Sc. 82 Ap. 741, Sacele, 310662",0259 589 480,11:44:7c:df:7d:ba,39.108.151.155,RO46VVVN7986074231197977,NGN,62140160394
Marin,Popescu,6210705077566,1964-06-07,"Intrarea Nemeș Nr. 997 Bl. 89  Sc. 44 Ap. 371, Sfantu Gheorghe, 814387",0243 582 293,6f:e0:7d:9a:db:8a,87.174.43.176,RO67ASNM4890377557416293,KRW,86432334316
Gicu,Mocanu,3070801010862,1955-06-19,"Strada Stoica Nr. 234 Bl. 13  Sc. 57 Ap. 999, Copsa Mica, 828060",0731 077 907,3f:30:2d:ec:01:d3,160.242.76.92,RO43OLEQ7061402396754803,HRK,81401091695
Andrian,Popescu,1670326072301,1990-03-27,"Intrarea Oprea Nr. 25, Craiova, 457037",0722 123 276,ea:6e:90:bd:58:26,129.209.112.27,RO68HIUJ9321352853592191,TVD,17841347808
Elisaveta,Stoica,7870914016131,1957-06-25,"Bulevardul Diaconu Nr. 517, Bocsa, 799143",0252 717 955,a0:09:ad:dd:0c:79,207.92.255.27,RO06UVQA6017846819887478,CZK,1181907243
Răducu,Aanei,8571206025870,2009-05-11,"Bulevardul Ardelean Nr. 812 Bl. 83  Sc. 52 Ap. 958, Corabia, 320950",0237 724 889,ae:a2:8b:65:cc:e1,45.165.225.98,RO89HTPD1346798526363636,KMF,83852481661
Clementina,Gheorghiu,6641216181981,1949-11-14,"Aleea Stela Pop, Pancota, 904589",0780 409 964,12:a6:30:0b:34:ba,128.241.254.140,RO03OXOZ1109619752242871,MOP,16705482698
Suzana,Dumitrescu,4420805394084,2002-09-09,"Drumul Otilia Gheorghiu Nr. 93 Bl. 31  Sc. 77 Ap. 944, Vulcan, 661721",0241 361 043,85:78:1c:84:5d:42,223.16.207.64,RO95TTCQ3251268280468561,FKP,67704002859
Ioanina,Voinea,7750821173379,1993-11-17,"Strada Casandra Stancu Nr. 45, Ianca, 371668",0243 816 458,e5:d4:e1:29:0a:f5,16.22.73.107,RO88CABN8014811953071443,PGK,72399643091
Aristide,Diaconescu,2020402466556,2012-09-30,"Drumul Oprea Nr. 70 Bl. 32  Sc. 20 Ap. 304, Slatina, 995904",0784 119 038,10:3c:b8:2e:ea:9d,40.205.188.38,RO33FTSD4814745637228244,AMD,17740866954
Vincențiu,Mocanu,2600206442963,1928-11-11,"Strada Georgescu Nr. 823, Urziceni, 784314",0728 811 277,27:b6:fa:06:16:0f,160.177.46.243,RO47KQBI8641213196556911,THB,3719633679
Patricia,Florea,2000319123675,1978-03-16,"Bulevardul Dobre Nr. 634 Bl. 12  Sc. 53 Ap. 238, Feldru, 126277",0746 087 784,f0:31:4d:09:cc:54,154.237.11.244,RO71UIWC6843239678432856,ISK,23263586166
Francesca,Popescu,3471225161044,1954-08-11,"Soseaua Dinu Nr. 706 Bl. 89  Sc. 71 Ap. 243, Rovinari, 362597",0251 462 317,57:42:68:94:d5:1b,63.158.221.221,RO09MFYR1056545557805415,LSL,23363614314
Cristofor,Mocanu,3570203093992,1981-10-03,"Intrarea Ioniță Nr. 771, Gherla, 297682",0242 599 305,c9:74:90:bd:ef:4d,90.63.208.1,RO33XOTS4651018596999479,BTN,43044457897
Nora,Stănescu,7961012517696,1983-09-03,"Intrarea Nidia Popa, Feldru, 367510",0755 705 489,70:87:08:d5:ac:cd,33.13.63.201,RO16RDKU9864650699134011,SHP,19338005928
Georgia,Diaconu,3800909056730,1910-09-12,"Drumul Cristea Nr. 46, Targoviste, 547579",0238 438 937,63:36:7f:17:0b:77,162.42.147.118,RO22XZQX9605509139503985,BIF,90252964098
Estera,Dumitrescu,1241219175975,1983-09-09,"Drumul Norman Dobre, Onesti, 902640",0754 838 741,32:5d:cd:02:57:d5,109.186.108.34,RO96XMGU6202186389635798,PAB,77331003556
Natalia,Suciu,2670813137693,2015-03-31,"Soseaua Georgescu, Poiana Mare, 853284",0745 775 655,7a:4b:15:e8:46:98,179.113.244.229,RO27VAOB7016358653401620,FJD,3430209504
Irinel,Toma,4541118044633,2007-01-25,"Soseaua Stănescu Nr. 418, Greci, 927774",0266 477 979,1e:e8:8d:38:73:a5,137.4.92.33,RO43OTBJ3598135227197915,BZD,63911548817
Luana,Dinu,6881113176133,1984-12-11,"Strada Dumitrescu Nr. 67 Bl. 29  Sc. 55 Ap. 703, Ploiesti, 141381",0722 661 500,b4:1b:41:01:52:5c,211.5.166.153,RO90OXIE0707846320700874,AFN,18623982584
Anton,Nemeș,2731125198840,1931-04-30,"Drumul Mocanu Nr. 56 Bl. 40  Sc. 95 Ap. 902, Corund, 923631",0748 183 894,4f:96:e2:ce:18:45,214.53.38.21,RO49CYFN9445063641255055,TJS,97872096726
Manuela,Diaconu,2110203148977,2018-12-22,"Aleea Decebal Voinea Nr. 91 Bl. 12  Sc. 16 Ap. 930, Insuratei, 186317",0764 863 517,e9:1f:57:81:e4:f2,124.216.217.246,RO32FDVC7712002842773255,SOS,83362937881
Mioara,Eftimie,6441125232291,1974-11-20,"Drumul Lică Florea, Simleu Silvaniei, 849585",0765 081 313,56:46:52:c3:9b:f5,188.236.145.20,RO73HPYD5558531874061705,SBD,62698738722
Lidia,Ioniță,3490826338669,1956-09-24,"Soseaua Voinea, Tunari, 340344",0244 474 430,48:18:00:39:00:8a,18.228.142.132,RO86FFZI9507587704344522,GHS,32218780507
Dumitra,Pop,6511208037091,1967-05-13,"Soseaua Marinela Pușcașu Nr. 55 Bl. 79  Sc. 82 Ap. 564, Medias, 722996",0721 088 094,44:12:52:51:c7:b8,23.244.176.125,RO80SPGM5471472450565152,RSD,58067509947
Ieremia,Stănescu,8920626364581,1930-06-13,"Soseaua Iris Dobre Nr. 522, Gherla, 400134",0267 693 866,da:ce:2c:ad:f6:21,31.0.62.13,RO15HAOR0706516764708907,SZL,25005684513
Gică,Barbu,5930421462152,1929-06-06,"Drumul Floare Popescu Nr. 905 Bl. 82  Sc. 40 Ap. 294, Giarmata, 684168",0720 990 950,32:92:1d:dd:e7:18,17.207.180.45,RO47CXUE9986685878548796,PGK,38194364270
Anghel,Manole,8280918120547,2013-08-14,"Drumul Stancu Nr. 677 Bl. 36  Sc. 68 Ap. 324, Targu Secuiesc, 975635",0246 555 044,cd:74:07:5d:5e:c5,208.162.162.100,RO11WRMC0571884703035153,CVE,2505843716
Ivan,Stănescu,3310430364885,2002-10-22,"Strada Dinu, Tuzla, 165603",0258 623 349,74:9c:45:5f:78:8b,177.40.142.76,RO24FQHD3750775753768017,XCD,97894948138
Gianina,Aanei,3471213278971,1930-03-10,"Intrarea Suciu Nr. 73 Bl. 24  Sc. 67 Ap. 176, Rosiori de Vede, 607580",0744 155 023,98:76:01:22:66:47,172.153.254.12,RO24BLYW3892684358173863,IDR,27962232488
Letiția,Florea,4470725467881,1986-09-27,"Bulevardul Dumitrescu Nr. 224, Gilau, 283590",0739 371 661,2c:28:ab:7d:fe:b6,21.126.103.64,RO37VBKW1850900051615322,XDR,82194370731
Aristide,Pop,4130214302122,1944-06-18,"Intrarea Pop Nr. 837, Suceava, 471062",0239 829 621,db:78:88:d0:62:5f,22.81.48.36,RO03JZHI0998662405040316,ARS,95779035335
Iustina,Mocanu,2250203034221,1920-04-22,"Aleea Toma, Ramnicu Sarat, 335310",0267 654 778,fe:f9:bc:eb:8f:54,183.237.169.71,RO82RLOA5850453385384307,GTQ,20584340282
Francisc,Nistor,4420506364746,2014-01-09,"Aleea Diaconescu, Toflea, 331079",0767 091 759,74:16:eb:7d:bd:f4,37.70.201.102,RO09EKOP5351575142158409,ILS,80069222917
Ionică,Diaconescu,3470825090833,1925-12-06,"Aleea Grigore Tudor Nr. 88 Bl. 74  Sc. 43 Ap. 520, Valea lui Mihai, 688487",0741 123 714,37:d0:1b:4a:88:fe,170.56.83.18,RO22RJKO4062322468096491,MGA,56241293156
Noemi,Tabacu,1110607119073,1924-05-11,"Intrarea Ianis Suciu Nr. 608 Bl. 54  Sc. 49 Ap. 114, Dorohoi, 224515",0250 673 590,f5:c3:b2:69:59:0b,59.188.161.194,RO47XSIT4615054055753911,HRK,51271997314
Raul,Gheorghiu,2410712392306,1968-01-03,"Intrarea Manole Nr. 821 Bl. 84  Sc. 94 Ap. 355, Victoria, 118930",0747 545 142,cc:c1:4d:f1:d1:3a,38.226.11.230,RO61DPYO8959268926716537,VND,17224117925
Lorin,Stănescu,1331104512048,1982-03-09,"Aleea Pușcașu Nr. 52, Fagaras, 939311",0754 461 133,4d:bf:0c:45:e2:5a,95.36.153.84,RO18SFXK4147679106862979,NGN,71725974439
Visarion,Stănescu,6100729244012,1955-04-28,"Soseaua Dinu Nr. 12 Bl. 21  Sc. 26 Ap. 530, Balotesti, 234335",0261 699 636,d7:52:96:6e:0f:15,173.78.11.70,RO94XRYL2875025028811922,HKD,71547041858
Izabela,Diaconescu,7561225298831,1998-12-29,"Drumul Stănescu Nr. 48, Popesti-Leordeni, 350859",0745 559 512,23:4c:1c:fa:60:0c,219.227.188.76,RO45GHLB8900443109915963,GTQ,78983738492
Olimpiu,Gheorghiu,3780708177626,1984-03-23,"Bulevardul Cristea, Marasesti, 980851",0260 226 980,e9:a4:61:2e:cd:63,54.113.49.171,RO44AXIV9414436651877095,SAR,64845786152
Lascăr,Stănescu,2220525028275,2012-10-03,"Bulevardul Aleodor Nistor, Baia Sprie, 657739",0747 818 912,c6:f5:9e:6e:42:2b,15.187.180.212,RO66WYNO9159291013940750,AOA,46843176464
Octaviu,Tudor,7520331443178,1977-09-16,"Drumul Ababei Nr. 71 Bl. 66  Sc. 66 Ap. 232, Pantelimon, 180097",0738 348 002,fd:80:d8:25:4e:18,89.196.165.211,RO26ZESX1403824993798324,BDT,23339547753
Ionel,Dima,8931201098980,1916-11-21,"Aleea Ene Nr. 37, Uricani, 901264",0733 283 621,f3:35:e1:45:c8:0d,135.110.64.251,RO83BIQX3813315127280890,KWD,9277796145
Corvin,Eftimie,4521006251289,1964-04-16,"Intrarea Zaharia Manole Nr. 72, Targu Ocna, 975743",0259 597 961,17:e2:3f:70:27:66,131.64.195.64,RO79QEFE3461397246442851,YER,26198082682
Iuliu,Ene,7090508252401,1958-01-18,"Strada Florea Nr. 47, Gherla, 962902",0751 910 249,b9:29:a1:83:be:c5,91.177.228.92,RO13GVDB2776318762909609,ZWD,4168900138
Sebastian,Niță,1380325514018,1967-10-07,"Drumul Caterina Stan Nr. 58, Vladimirescu, 482213",0760 390 553,b7:ec:0f:ee:b2:87,12.253.13.158,RO20JLMY0932427019981740,MUR,45682245200
Patricia,Suciu,6181120417074,1953-05-31,"Bulevardul Eftimie Nr. 26, Urziceni, 535759",0242 679 455,d5:5d:3c:0f:f5:c8,206.147.136.79,RO85PCJU8527744846037175,TWD,38284699917
