iban,currency,balance
RO54AKTR2611122867984186,RUB,37936435895
RO54UOPF5918877385436918,PGK,47840219843
RO26DFVZ1300975718901493,KES,15230897893
RO98NGBY9216118819263249,TJS,61382147997
RO66GBEZ6992189833241397,DOP,77087772030
RO96KKKW3794594683895884,XCD,12606856023
RO26EBDV0533958237882387,NIO,4871588139
RO26WWFX9739723985054516,SAR,77842422651
RO25UKJS2428033286826659,MKD,27085983740
RO27QCWD2446710591462993,COP,9619728984
RO44XLKN0440844937268957,KZT,36336653026
RO69LNTP7613439115834540,ZMW,71360103771
RO48DWQC2417539958446045,RUB,46506109014
RO53TMSX7404163298663820,PEN,27819235796
RO96EZCW0760483962262839,KMF,63463064372
RO09HWGJ9397240497242645,MYR,97585689926
RO51OFGD1534445428283528,TJS,60820170474
RO29SHUG3471753373092795,ZAR,72859012011
RO42YRZG5926281583990671,SRD,92534047220
RO66YTZJ1342790188748903,UAH,83321022643
RO80LOVJ5299459724403323,TVD,38564576830
RO75VTNM5102423527466277,ZAR,21855152001
RO10EZCY1395064492821370,SLL,42636874945
RO54FHIL5304381438683135,CRC,52297587399
RO22LGRI6351005184098381,IQD,95114389305
RO83BSSR4806432630498422,SOS,72140718779
RO62YBQI8318489287342886,XOF,18544121193
RO26NJWW2722627422210542,LTL,5754140372
RO72TZHB2028413724642846,UZS,42727904652
RO13GQVA1553913195731087,PHP,51918015327
RO79NLIZ8078056522598355,KGS,24642666915
RO49DVOX4289788824883326,KES,20949852658
RO29MVAY0600506036194658,MZN,55018454794
RO83JSYT0105001323538277,NZD,56628450365
RO22ELIN0024485681339703,MUR,7507116622
RO09FHMK9422974903328149,AOA,36157237233
RO76FVUS3717332481374786,DOP,96519235179
RO88BOJP7948536600939862,KZT,99766299782
RO10MKIG4971956586791989,TND,93877998156
RO08AIDH5046878863087720,XCD,19773309647
RO14PYTA5386381023960190,UAH,26893489030
RO42MTTF1084570583727346,MAD,66999518773
RO09OULU2772138255811952,CHF,51560889859
RO86EBWH8798094973848539,RWF,89746822991
RO28LNAM1243920321085557,KMF,56313710271
RO35CUER7061822742331460,ALL,79364549627
RO44MTYM8326164697988097,NZD,80128770767
RO58YOWJ5625523511832027,LTL,96903650043
RO03VBFI9446559560691780,SEK,10777198996
RO09ZJJP1895742588978708,HNL,72698405910
RO93MQMD2620608002801565,LBP,57758400442
RO68TMOS8301227886504314,KZT,24634305192
RO58HIXU6322543187348564,IMP,93244093404
RO82UBIS4337341128493378,LTL,31229541074
RO29DQNN2421421224741252,BDT,60240899703
RO66ICLD8015844203771388,SDG,25766635075
RO05TPWI4942602445735391,JEP,19078936502
RO54SORG4931838316783177,GHS,53937684025
RO67HFXN4074828879201348,VND,82996423709
RO93MBHI1612561258418462,NIS,62458448049
RO64QPXA8520170714067181,AMD,76994454015
RO13FFHZ6208145609523786,OMR,34954437773
RO16QOPN6746375817574743,BWP,38970273268
RO44YJUQ2665001285503621,CVE,95362843304
RO11OWMK2181972813174234,TND,48408273486
RO44ZDOQ1649040342878908,BDT,6584036153
RO41IICI2885563448137863,ISK,25370415901
RO79BOKU5760144196540149,CLP,94521934090
RO73UICC5381874288608384,UGX,35848527635
RO50TDHG5816719626232525,WST,68144293545
RO94AVJZ3391977237642937,GGP,71608282778
RO44CQXN5624737169643264,SVC,58513436311
RO19DSXA6372200701056197,CRC,91738343718
RO19DKZA0520184842556042,LYD,30470359078
RO08DCRQ8840860661167067,MZN,51399233080
RO06ZUPY6359538754325829,NIS,88141589255
RO38EBJA9879536324649089,BGN,79552842937
RO76KVVX3185639015092024,GGP,12514725048
RO04ARNS6787135473691771,KZT,61337882863
RO35YREM0581453422692533,PHP,13189222293
RO45FWNS1642961957877444,MDL,67676759593
RO97QQGL1786184407111061,TZS,78864406333
RO19CBDL8740000771049152,TJS,40873988690
RO81YRWC2843200166102705,FJD,18185495930
RO48HATO1302742903123520,SEK,15714755483
RO60UGLX6101833206796981,ARS,47889617244
RO24PXSL3744119553027000,KHR,6036036702
RO26HHDH7909981012006105,AZN,9013797789
RO23YHPJ4995543233972900,XAF,55168764810
RO81RWZS6780753030707374,MOP,72321896329
RO38FUSP3739601526707341,KHR,78028128510
RO20KLAT4543653977629216,SRD,98846704030
RO40ACUF6757672323065198,VUV,14938538650
RO24BSSS3877427272846126,HKD,66759406388
RO44FUEF7404446365959550,BTN,73566523822
RO78MNIQ3405991971177350,IRR,52492730185
RO64GNQR7067152396688314,NIO,51272625446
RO46FAUJ8316219039995309,TZS,44760033178
RO85MSVY7592840566945426,UYU,50860650684
RO05NDLN8997722104704460,MRO,18840494138
RO54PVHV5355571034693997,ARS,33369692931
RO73IZGA4618415982074391,HTG,72343472670
RO34HPLT5469555532900231,SAR,42169819974
RO48UEJY8739653534548363,AMD,21871355281
RO50PERL5989601830310737,VEF,37202040724
RO38HDCS0444818062510100,MWK,82151979100
RO13AOFA4869854553511235,ETB,52330137134
RO22OKFD6854394199249082,GTQ,47545695345
RO96HIBM2974111356722635,HRK,4738959605
RO96FPAM8860416928888895,CDF,55386456277
RO33YNHF8494668751595368,RON,97658533364
RO48HVHI0069121716363821,MKD,5615076263
RO03UYDB4783485174238620,SOS,6418233255
RO50OENO6217695230372288,VUV,61150308153
RO67ENLX3640507379371076,KZT,66235351103
RO73PMWE7858307889975073,KWD,89776548232
RO75HYRS2859502175917503,SEK,76793032601
RO58GRDB2711996525127933,ZWD,15658449278
RO98JRTD3137322902111983,CUP,19193503118
RO53UNEG2397436091323986,BBD,29473154425
RO23TWWG8676833327417212,WST,896226699
RO70NKII5160406136044308,MDL,76273960736
RO44OUYO7928205972528093,ERN,94863908031
RO78XYGS8416056381135001,PYG,59104264265
RO08AHQV0777265240251715,COP,13711495261
RO10VBDA1563526334179865,KES,96946485371
RO16QRMF2483515307026491,MYR,41007003567
RO08IACM6074469483071222,PLN,59612926849
RO22PWEY2744886476795212,DZD,49778487253
RO19EXQW4523293261227626,MDL,89795259095
RO31RXGM7732126512375021,MKD,98815094845
RO95RCPR9244271467272084,MDL,71910797980
RO79SYMX7532575841370819,MYR,72165658576
RO24SWWJ3261189678486608,BMD,8616925492
RO12MXUA0160891010908261,IMP,59044110719
RO85FZPV8098929857260309,HTG,1591572522
RO83XHCZ8357129100526309,BHD,85420555531
RO92VXGJ8767987768863029,IMP,74782139062
RO89NUIP1465445477365429,LKR,75551154764
RO47GEUO2991783325012689,PEN,75626904626
RO37UOZY0054841569847608,ETB,39904730296
RO85NFHR0252941019779964,ILS,91494466468
RO43WJAJ7939921457181932,PYG,59396900883
RO78JKAQ1590616390388529,MWK,38269471480
RO83SYWN4329263693362580,KZT,8772414820
RO79UEGS9868944733464505,WST,98295185002
RO20YMZS1901625174769141,DOP,16179377844
RO41OPWZ9284013531880223,TRY,72788620118
RO66CZSN1439950162380320,LTL,18618047984
RO08YXEF6961214969136900,SGD,67243502254
RO10GOJF6423909309692407,AFN,25114500990
RO56IXEK4757948449295453,DZD,21851516983
RO13NUQJ8544972749087543,CZK,28476777129
RO20UNTP4180535399861570,UAH,71151075216
RO74CFDZ4076751899509620,DOP,15072814937
RO08MFXX3390893681480434,KMF,3247935107
RO78GIXE2563728963031719,ILS,38823100761
RO19JLED1156603238500313,CRC,72454639591
RO52TDXJ0993225363052927,AMD,6737091345
RO65FUOW0839711164458171,MVR,75182046884
RO66BINR6399267185827527,UZS,52558367389
RO22TUBR4376647790411658,MOP,2028714385
RO35UYFJ6294886267547158,TZS,77565073107
RO23OHUI1959965483410404,SAR,785513516
RO13SFTD0149066454950075,AWG,76774696691
RO33WPEG5457532123715557,LYD,33074684697
RO41GEDM9880718783640110,STD,37610665449
RO29FSVS1767170159971591,SGD,94178233238
RO98HZEZ7692916749234653,IQD,48944720385
RO40ZTLU6878763938893382,XCD,95062444706
RO56FISP8714089204441692,KZT,41259307695
RO09BKEW7478903214528568,SEK,7086822243
RO71URHS2706739348914348,ETB,67943548737
RO21MBFH1308347278033079,DZD,41079754755
RO54BENO2758965231959592,SYP,23074282999
RO28PMQD5221935969350818,BIF,58716356536
RO15RUYE5494732365825289,CNY,42345963508
RO15HBMG8598633713353039,BOB,93114044352
RO70MYUP1950264712494322,HNL,39885743624
RO56PZFW4815945173273539,TJS,48070251112
RO66NOHN1506710102761998,MMK,83805731261
RO86RSRJ1394894746128356,CAD,55832208356
RO89ODCN5420136015205531,GTQ,36361271535
RO85WCKZ5802921428024762,RWF,86213890830
RO77XUYI2478381876528064,HKD,59549609405
RO77MPUB0697605255766017,IDR,69077467380
RO68RKNV5058487215410157,ZAR,79215073143
RO06WXSP0737095337003091,HTG,77641337715
RO16NBQU7898428378511593,KYD,59525829087
RO46DFJW3426903901202282,TZS,58946343558
RO95WQOA0357371173551509,HNL,19655436679
RO19MABA7203860818440235,RWF,91514119247
RO40BDSJ3967868591993208,MAD,56445440710
RO52YUTH4970637398645084,XDR,6442982361
RO14JKOU4004527869117900,FKP,4653373520
RO22DNQV5851114679803003,HUF,327204791
RO48CYIN7406561114489174,QAR,63857307133
RO94DMRA9093573987434320,GGP,11133186727
RO72AKRW8282108982349127,MDL,60794509141
RO65EZNS5334009966308285,CDF,92638966198
RO40LEFK0071945059307641,MGA,26481502331
RO10OGWN6181754344197925,KWD,7061484096
RO50MJEY4426741080878477,AFN,90828488195
RO29QHWS2867726102665992,AFN,57396159487
RO34EJVX2500720543482750,KRW,57224939805
RO56ILYM0450530728943739,LSL,93218105857
RO16USHU6468977462004764,ILS,67541546828
RO61VKUF1810207092143667,ZWD,54516968970
RO91ECOG3332179017056256,ZMW,15871805125
RO87AIWT1048793601699866,SCR,90030425278
RO93WCKX1458872811135879,LRD,68644850405
RO19PPTU3498772335129808,XOF,50123527797
RO65QNOX8210971914850770,IMP,10217481128
RO09GFTN9963482964726384,BTN,70350959966
RO46MOGB2690336543607049,YER,84449179034
RO48SNFZ0046945099577699,SZL,7245505892
RO84SJPE3008854544598438,JEP,93062123130
RO27PNVO3248217996394272,SOS,61014629789
RO83RZQD9668839574843852,DJF,71576164279
RO33UPVB8695652498241867,MAD,65730781930
RO49MHYC8335686179518139,IRR,8016970450
RO46PKNG9693456727600215,BMD,6496327531
RO92CYBB0522381305276289,KMF,83033482116
RO95GMVI3223885303532102,INR,17187033727
RO16YAWH2935992301603327,RWF,52920295148
RO03PZSE1346881686733726,ARS,87036824757
RO33BAKT2085866603766904,AFN,89843857886
RO91EUZR8744053168025194,JMD,44277304665
RO07TIOV7271489681389812,NOK,47542024638
RO79OWXM3640290153545328,GMD,74802757101
RO36IZCC9679611924812167,NIO,92072155457
RO17KLKX3522866747573584,KMF,35860697038
RO38KFIS7994791014253854,ETB,2159068887
RO71BTKY3272639629000403,YER,41411229466
RO75PLXP4659085183242018,SDG,35583443660
RO83DAZQ2574739284662203,JOD,83087844787
RO34KCBA1671340399973412,KMF,77975580949
RO72MRLH0403405359895953,NIO,47285011881
RO42CFNB1115382586946300,PKR,53678602845
RO04CYIR2365514546770114,BMD,19115768130
RO20UDMG5529675817320690,BDT,52279698607
RO61YDEQ5170783736134358,GHS,24608702572
RO58CWJI2254025390014228,CVE,15710928014
RO96YXUD9558305091285902,ISK,85616914400
RO37POWQ6942453188398953,AFN,68030105029
RO40TQLA2246324414955942,NPR,59718153577
RO33GUID5365207352912390,MKD,76759273992
RO92LHNQ9405790121284230,XOF,17276915328
RO49AUWQ0658395407690503,DKK,85573951197
RO52OKJK7072004217272809,DJF,10219257429
RO47BWMZ2187760738283473,JEP,34922914314
RO48OVKM0655463621069561,PYG,56201373433
RO31EJRS4794637011690924,LYD,61991164736
RO10BPST3292937940223101,AFN,84378304996
RO84TEQZ9218275617160072,JMD,8085683284
RO88RGSG7573814857521667,JEP,23445958532
RO21XEBB3278979353672362,LKR,77470269638
RO79RGQP8122897267692862,OMR,67488441295
RO48NOGD4497758802597799,DOP,54086660210
RO39DVJB3838274996197465,CUP,78870652236
RO76CIFA0045650234749778,LAK,4801375424
RO98GEOW1070260631109522,PKR,57128683702
RO98KEMG5939203809168466,BZD,17423110045
RO28FCEF8981303140705835,PLN,82906213664
RO84FKTP9721044312533262,MRO,59149823559
RO76EVCI7964457143871936,ZWD,76480536353
RO70ISKD3945656461935333,BND,92225807217
RO92BXJA2305032968375910,RWF,36026054571
RO97YCWN9694056945381433,CRC,64593690403
RO81RYME8682120245683899,NAD,89354182631
RO38TUXN6705624102019046,MWK,77749556048
RO30YTBD9067683489680644,TRY,50214670079
RO74TLUE2202883614369258,NIO,87457961602
RO52FOSX2915974051121075,MKD,17966437843
RO41AMCH1713663971335761,PHP,95342800300
RO60DFFA0798681718710031,ALL,85693843767
RO67EAHR4662327250550767,WST,66743332267
RO52QXZP9321867841463643,MRO,55770767050
RO64NRQL0250930515873207,BSD,40610545851
RO32YGBJ3060215839220533,BND,28002892565
RO38SNMG3977266988991582,ILS,72661222797
RO93FTAN8726519470746825,XCD,48274701440
RO57XUQB5117691204189884,BRL,27663130739
RO54KSQW7969039289379011,ETB,14208825229
RO24BSNP0520611056732883,XAF,60672193060
RO06OQHJ8523364745164014,BHD,75009167675
RO42NBJA6051965295788462,YER,30314335404
RO04JLKC0322706565060000,JOD,39168822553
RO08GVAO2353913023218732,LRD,23336462339
RO96CUZQ0733871030982710,GYD,48398094329
RO44HPLW4703536627308365,TOP,33605752746
RO80VAQK5138596302196358,XOF,18325916796
RO98DZGE6830345268836633,ILS,6447653442
RO14ONRS9862676002986874,DJF,97824935140
RO82GMYO0935800674629464,CUC,57433920002
RO32NXUO4291177425359964,TTD,43191147904
RO77WWOH4892790182069065,GMD,93669468641
RO32IACG0726326861944803,SVC,9384265651
RO37IYCY3862842704272772,SDG,95388016630
RO50ATWP4817649278615257,XOF,88541034933
RO25IQJI4144608461584564,MMK,12298468081
RO98CMQJ4935772355616500,HUF,57889912811
RO58OIXK8900979371917438,LRD,29802055777
RO25HXMF8159400104381625,UAH,48970381429
RO24RBRW8113634468153198,NIS,58631200402
RO22APRL6332486754044612,SBD,40310392853
RO90AVXQ7476538018049085,BSD,26762158227
RO76BAUR1603539759441447,BGN,33828941627
RO74LVPY9167078408648292,TOP,53025198614
RO82TIMB6792025283839992,SDG,92763524769
RO93XQCA8457121338287530,IQD,79399811159
RO81HIUC3065121631946393,PLN,38141364591
RO03QWBH7557855439122529,LYD,4500033599
RO19LLBM9400834815856538,KES,71239810034
RO98OMHM9057884052425855,GTQ,27205219850
RO77AIBI3994913870254506,CLP,61029013759
RO75CRSL6954251675663372,BGN,56465477095
RO84JAUZ0490234073142581,BHD,57029515026
RO29JIJH1450750920167928,XDR,10945927926
RO70TDUE9359273136308677,VEF,53572913634
RO20BIZJ9504744624863197,TOP,43648274820
RO26YDBO2451927245055232,GIP,34942857448
RO24WOVL3267794013350864,LYD,65220201492
RO64LLMY8927080744478408,BZD,46616800678
RO50WIAI9592495836002565,TJS,5810284089
RO28ZCOO0825142264185329,NOK,11217024111
RO44RETO0243844266487036,VEF,40389417065
RO53BFPQ4241595548694039,TJS,21034435920
RO37QINF9382991026233503,JMD,6740503605
RO68HPCY6539702055917929,BMD,33848885618
RO59GZAE4357251364986395,KPW,90887806221
RO71MERS2129206619312413,TJS,65404433553
RO94SASW3710911630136513,SGD,53844928255
RO52AFHT6398408499854011,IQD,52099736945
RO55NFYM6616117766743167,INR,41695952183
RO71PCBU6940439446451775,KGS,9323997044
RO73JBOG2447250549463561,USD,64409309672
RO10IAKQ9472805131682263,MXN,41692047278
RO60NHFL3145758057074690,MVR,72556257160
RO55LDTC2477451103715035,BIF,7148490235
RO39JGCK4507102590225097,DJF,49893208634
RO60RQHZ5192548377325609,LAK,76431714733
RO47SQHW8642275841908895,IMP,72716645322
RO17SFKQ0070806169865964,KYD,32776319213
RO64OKQW2629966638250936,THB,62557426498
RO46MIYW6307707554357860,TTD,10107934114
RO19DSWW2891213615664830,NIS,19892580328
RO24GOKX9989355145663081,RON,48710756068
RO98OIGU2487037513946743,YER,17684632189
RO24OLEX2611899818651032,TWD,32884135612
RO92VXVK6532824190035976,TTD,33164109202
RO65SMNR1765586084530101,AWG,5596403449
RO53AUDA7106626955613068,CAD,18429294098
RO42ZJFV9463487337769957,ERN,52266537111
RO86VDCI8073490423140034,LKR,82682793712
RO91FXWN4136634559802316,UZS,43142686807
RO63WIJV3389343581284806,ETB,85390154817
RO19RFSF6545237915242811,TMT,71471629602
RO50XSEY8793007017395337,TZS,13353502484
RO48TSTK7619776911462301,IRR,73349672406
RO87TVAB0291147660106151,VUV,48883997350
RO61ZQQG8184311343121512,CNY,58776720856
RO57GCLR5474558630655514,KES,57511762804
RO48JROA1459278809760820,ISK,78568441676
RO75HDZF8126978531103468,HUF,78527894139
RO70LAFA5461770889799314,RUB,93523448526
RO63MTWM6037787815397366,BZD,25625063666
RO75IQFX6779328232776861,COP,56320208584
RO98VHLJ8250221511521576,CUP,23898360701
RO24MUNL5155100822655859,VND,20903408214
RO81GNTV2950449333630127,BZD,4539660150
RO56EIEQ2826376443608667,IMP,99657778828
RO27BQRF4818309066178749,TRY,6432232616
RO98OGBZ1831687520326550,CLP,63515203540
RO54SAVY7719195719275135,HNL,25517694472
RO27RAWJ6389901734146791,MYR,12060272625
RO54QNQY0190927838546982,ZMW,52033778415
RO31DAMU1209438854540320,IMP,81917096043
RO08IYUF2612344085626744,WST,91426970171
RO16XUPP8629340332527606,KRW,29316851360
RO80FDGP2284743121335440,MOP,47917432640
RO22EOWW8693941039099575,VUV,55714381311
RO76JVAV0883577689603847,SCR,58502824656
RO50UYKK3911092804730990,JOD,51627168684
RO69KGKX9530790401916494,ZWD,66162185954
RO06SYYR4308910241512615,GEL,89418982461
RO89BYLF4038995892821633,PLN,71484788052
RO86OBJH3730983395602062,SYP,14989754051
RO19LAJI8886215205553627,TWD,88188174142
RO30LOQX2786412788690825,BDT,9743334159
RO31PLEY6664376157896630,ALL,54165217165
RO29MRNP7760771242350041,BND,55162316370
RO43FPKJ1473362650281638,TWD,60466607675
RO35ZKYR2590156285644337,BND,38007387314
RO04RCYZ6809279838857149,KPW,54741200952
RO71JDDX1633345118575727,BYR,52488861363
RO95FJTO6721068305955433,EGP,80386731205
RO23LDTQ6339041645629977,SHP,15256013965
RO71PRNQ7541524598120070,SCR,78506089454
RO20YILG5168208210553379,VEF,34602638158
RO90DDLG1489286562674169,VEF,57830206391
RO74LZTX9452243062149763,KES,77270662690
RO13MXUH8461430994023055,LTL,81421981150
RO38PRCI3045824520788731,BIF,48872546856
RO75UCXN3290884419497679,TZS,63161680330
RO44HBJE3923319425638575,IMP,92264357169
RO41POMC5014887675594846,KWD,34119022687
RO58YESY6941510501207211,BTN,94047429120
RO41CWEM8498588451605182,MYR,48540672620
RO04IZFI9384247743742073,KPW,80473877583
RO52QIRG9391911723382718,KPW,22755826158
RO65TVYS4941502459695989,NIS,90520990434
RO25CNIG9463146776293322,BGN,76675547334
RO69CWMY6570275555936279,SLL,9989405639
RO61BCBV3182335317722725,RUB,29494457354
RO21FYQQ2864431056394592,GYD,15194073520
RO69CDSL2123388203500918,XAF,53189734400
RO63FGAV3272976641096226,GIP,37899437102
RO54KAWF3999889694246764,SLL,81494537004
RO80ZEYK3114160172913957,QAR,84024747575
RO03MRMK2727387844009115,BIF,18570335757
RO79VAOP0326912166395628,PEN,6716167020
RO72NUQQ7114477569285161,UYU,41279611270
RO41MCRP1380952270420348,MKD,10924991195
RO15CHBC8426975398844333,EGP,23071643981
RO12BLKW0673008288537204,IQD,23759406208
RO61URRM0480346092574843,UZS,65504693856
RO83HJFQ8461016813147054,LYD,42907720469
RO16SQYA4828611564915251,BND,2797152980
RO50ZBAM2371104473452470,KGS,80091815442
RO65XVED5625543734571093,GNF,16407709940
RO18KING2603331728617303,BIF,71252985604
RO62JRPZ5810916470255688,GIP,94318804207
RO54TEIU0091198718413593,AZN,10467718110
RO79DALV3294785435311558,NPR,76188171605
RO96FAMA7203983394465002,NOK,85102131820
RO12ZUVK7428722830614370,GYD,84396962482
RO17NTAA6245496604963424,TWD,55577679388
RO22YGYP2485342014237841,KRW,96382095918
RO75BGZB0465090902035646,NZD,82171005534
RO62CWBP7467442308460008,LSL,58429548420
RO70LOZU9647478926262191,KPW,40840490087
RO07QOFJ4318195155126633,BGN,18982632146
RO84KQUK4494660139474096,UZS,61473927621
RO93ADVT6858744427972662,XAF,98035529502
RO87ZJYS2382532858403039,ILS,944050797
RO83QSMF5940329979353575,KGS,67627284393
RO31RAJI2825203733134169,SBD,80544713726
RO33BTTG5509731969365251,RSD,96622358214
RO58ZZIT5650200803076685,GYD,37011686825
RO56UBBJ8903764846891686,SLL,6423072500
RO11XFOH8150639271621922,FJD,18446867882
RO35WYEB6704302661352111,BGN,81254170981
RO02MNHF9098270817213444,AOA,219999940
RO11EMXW5984710249662227,ZMW,66205949748
RO58VPBZ3560992460351809,AWG,51918465
RO84TVCP1525359646277480,SGD,46094554150
RO91OHLN8992291472924067,LYD,18247559234
RO28IVAT8484246591001351,SCR,60384541512
RO26RIHZ0851150607695416,HRK,34007785419
RO83TEZW9935639561288719,SEK,93669666109
RO29WUTD2301143696922244,LAK,9830188045
RO14RIVU3367039286039786,ARS,53784773298
RO24HZDD7357753965174164,JEP,69768721685
RO87UJXT9674270399191133,KES,57441906135
RO62VJLX1789033373292166,LTL,80847019039
RO91BOMH8736350448905730,SAR,71123293089
RO55AXCZ2397337993341211,KPW,94263042663
RO63DRUV2185678772809582,VEF,47438114907
RO67THGR0181253754510049,PHP,2593194827
RO62BNRE6646891223143483,FKP,48510263171
RO57HTHO2673867043420137,JEP,60124401471
RO83LPFK8054780295583309,BND,84261877468
RO37FWAX4792428833106376,XPF,34436662175
RO57NJVH1744730997362805,VEF,4265368946
RO36PLFZ4322286108949972,SVC,1814606565
RO32SXIO2339488791274897,SHP,28531399855
RO59TFDK0315517930466556,AOA,10359501721
RO16DAMX7188158061941588,MZN,65321532252
RO66WWYV2009238532540976,CAD,58842292014
RO17PGAW7364934738437934,SEK,1698891878
RO06FMJX3673325230326641,BYR,48682530881
RO54QGCP3980009696130130,YER,56653264531
RO66TTNH2793869876377145,NOK,90581021464
RO04UFLU1029273682111025,LRD,65962993611
RO75UIEA8271370346800725,USD,88235903373
RO61TIAS7311371576681560,CUP,48193105187
RO94ZNYE0050093220152407,NAD,53240513107
RO47YOHR7221508222505788,GYD,22624913602
RO74ULPH2031246276460430,XOF,57393614883
RO86RXBQ0312665173966527,NZD,72829954897
RO87ETCE4593094764786385,XDR,8829723891
RO10CJFT1401103569700586,AZN,27609132763
RO63MKZZ2012719599754172,IRR,87714522962
RO49VBOI7470334396291779,BAM,27487663453
RO46YGFN0979336842684058,BIF,85112883278
RO13HRFE7872498213077050,BYR,43940162194
RO44TTMM8276382022919853,MYR,14943256086
RO71GODU8681501981100284,XDR,24926375505
RO96CAUI0039726414817075,FKP,22176555106
RO83VCFL8511378388665955,BGN,19891599559
RO84YLFB6384733613369425,TJS,36669569245
RO33FQVO2070010313646190,VND,9812580035
RO66HGJQ0048974770769165,KWD,54226706561
RO31BEOD8950551378005871,MNT,99813741653
RO71VLVE8664086042231787,AUD,52519489047
RO87TVMM5698725608739922,TTD,30126424562
RO62DWKL9582894405981616,ARS,64281165785
RO57MMCQ2241826877436646,IMP,5614772882
RO67PXXB2698688911529354,GNF,51311134749
RO39WAUT6815933712470504,TND,67109730162
RO90PXSY1584435457567368,TTD,57296152804
RO13RQUW2708262113289511,TOP,87933681351
RO74NHZN0024389639528250,GEL,22338528764
RO52AKWJ8750270893826967,CUC,86609569914
RO21MTZU4567000646294503,RON,15982963876
RO59AXCP9967887945780346,MDL,89660591394
RO79BEPR5033935135892484,RSD,84065610727
RO58YYBR8744658736814950,SAR,26843689564
RO06BBCW8490364659951350,JMD,72625786192
RO66FSUB6329011782467937,OMR,90823832033
RO19SEZF8025441049225519,GNF,21133207423
RO74RDYQ4813317476077979,BND,64213836701
RO66QUCG3953677513568153,KGS,77658055993
RO33SDTI9022261072975282,BRL,75310437938
RO94GXQV6438082385642547,KRW,23092800727
RO62IDDL0102466931169691,SGD,47357006468
RO04HHSR8591781629381179,CVE,31441366725
RO68GACV9084271996050046,GNF,81824680596
RO36YPSI7737185370165802,SBD,66858203113
RO17USSF5212619495448348,HUF,25620202568
RO82QJFB6137721234643058,NIO,6558776792
RO59CILK0672805881901160,CNY,84106950426
RO29EYII7502683002359789,MNT,49993795620
RO34NXKY8618263193190353,CVE,60585692852
RO41GPYT6218833939616236,AMD,52141445358
RO52JVER3626267874870751,RSD,7886244420
RO74EFKZ9815292676244497,BSD,63419943860
RO81YNQL5160166472234448,MZN,78089605284
RO67TKCH0606991981802394,KWD,15308686002
RO52DVLX7957611745778615,HRK,10910746228
RO71XHTL7401734913527473,YER,99435141770
RO55XSAT4501553023514478,SRD,42943699829
RO77OOWL4775541707969772,BZD,63247840338
RO06MPZI5404177997876045,BMD,30306251196
RO69EJDC9799948034610871,TTD,38743489614
RO70DRET7177287776150215,CRC,12050343140
RO16ZFZD0939582561686649,TRY,79053751401
RO96QRTU6897280647283601,BZD,28142295438
RO93ROZB6526622088703335,KZT,47888833613
RO94OBUC7196532390838111,TMT,68273033083
RO84KAVY2286882216903037,ERN,93224077306
RO24JZFU6927992552897456,MDL,70921570588
RO73MSEE1192335394043953,VND,58775241139
RO45RDQD5451009125155077,GBP,12118013293
RO35XTHN1017032900001227,IDR,75905640338
RO94FVWQ6755919563636448,KYD,45456556113
RO62NFUA3045369079089354,CUC,73701968805
RO09OCEJ8579154669951133,KYD,50938054797
RO70SJCA3802295957931418,BWP,45116314285
RO37IZRS6237597385345402,DKK,62903666545
RO67IXKY1710100322501356,RUB,88795232484
RO42ZCJS8232434127144703,GMD,96877546860
RO69LHDK9786757696736289,GNF,75962586013
RO85ILIN2405373777211517,XPF,13923119327
RO37WKVM6070316052639808,KZT,16871354654
RO47QOQK6414447985653059,BMD,78559359431
RO08UWHU1688205565560896,THB,46009122292
RO04AYKB1882150652862551,GHS,94508234415
RO62JKUC1209871032005110,PAB,68421148589
RO35VHAM9966815668016829,BSD,45412788025
RO23DNYI8702515816171873,AMD,81929220197
RO71ZVZK8573931296323254,AWG,87650023737
RO41ETXR2242583535049491,MUR,79315425584
RO51JZDY6213550305285773,MGA,8142502310
RO91BHLC0132901449152139,ZMW,18376518096
RO90JNSE5023935259507910,JMD,34887025371
RO74UCLB3897008154842591,KMF,73589772968
RO36FZLN1059573005660256,IDR,22555043527
RO93HHHO5176798692604406,KYD,56319862468
RO78JFBY8282187764611097,DZD,98919663230
RO89GCQU8926644898510056,ANG,21044067718
RO93FEES8734480507539989,CHF,41531982233
RO68SGUL7435924890604584,SOS,27446789921
RO39FMPP8802916858354064,LBP,3341246965
RO02NMVI1714883732380062,IMP,68043525199
RO95HBGL4672368796416182,MVR,71920421201
RO33LAWN3433387192417481,SGD,51753059803
RO84TRXZ8281780256440524,CLP,63317560692
RO74UCTM0744578479962738,KYD,82310241672
RO39DYYS6246946755198087,AUD,13907078794
RO28FITY4953768575927363,RON,49948295874
RO63TCNL7170596030178856,IMP,58781446519
RO81ABNA9914949489878654,NZD,55892379530
RO16HJXU9261014007966611,SLL,7689143787
RO50PHSW0145347375897572,HNL,3875101016
RO78OYLY0705550327242527,GNF,44868244966
RO64ZOEP4913627724710251,GEL,41633859614
RO33CBGE6050780303515973,GEL,12682908304
RO14PAJN5410903936335166,MGA,77248271094
RO12XCUR1309268520207266,BAM,9145516761
RO32WQWG6154225327507246,BIF,36060673174
RO21IDLF9097878833055946,NGN,15918520557
RO81TVXA1566332545572197,VUV,95389276402
RO30JWFC8847436134131272,BHD,24006299138
RO67QTBC0000487389988530,TRY,16271901565
RO96DUSN2325814313738529,GEL,16102042543
