,Unnamed: 0,personal_number,birthdate,address,phone_number
2686,2686,*****MASKED*****,1992-02-14,"Soseaua Marin Nr. 25 Bl. 35  Sc. 40 Ap. 494, Fagetel (Remetea), 831873",0730618116
2687,2687,*****MASKED*****,1973-12-13,"Drumul Leana Nemeș Nr. 909, Maieru, 569260",0771097676
2688,2688,*****MASKED*****,1927-07-11,"Soseaua Oprea, Dobroesti, 687176",0265857318
2689,2689,*****MASKED*****,2004-07-06,"Strada Eleonora Albu, Moinesti, 386869",0727487374
2690,2690,*****MASKED*****,1913-11-08,"Intrarea Mădălina Pușcașu Nr. 416 Bl. 91  Sc. 81 Ap. 538, Feldru, 105949",0236586173
2691,2691,*****MASKED*****,1918-04-18,"Aleea Stan Nr. 56 Bl. 37  Sc. 63 Ap. 913, Moisei, 784168",0726113812
2692,2692,*****MASKED*****,1956-01-18,"Bulevardul Hortensia Popescu, Harsova, 597308",0236460231
2693,2693,*****MASKED*****,1945-11-18,"Aleea Oprea, Talmaciu, 650756",0723678629
2694,2694,*****MASKED*****,1962-08-12,"Aleea Marcela Pop Nr. 828, Nasaud, 891513",0262230890
2695,2695,*****MASKED*****,1967-11-25,"Soseaua Marcel Florea Nr. 392 Bl. 96  Sc. 62 Ap. 154, Gaesti, 896361",0731493622
2696,2696,*****MASKED*****,1971-05-25,"Strada Antoaneta Gheorghiu, Marasesti, 440540",0735693855
2697,2697,*****MASKED*****,1956-10-14,"Intrarea Ioniță Nr. 867 Bl. 81  Sc. 73 Ap. 748, Campina, 694482",0784909413
2698,2698,*****MASKED*****,1950-12-31,"Bulevardul Despina Albu, Gherla, 313772",0727889666
2699,2699,*****MASKED*****,2017-10-26,"Strada Stancu Nr. 257, Simeria, 937109",0780640024
2700,2700,*****MASKED*****,1979-04-11,"Strada Ardelean Nr. 40 Bl. 69  Sc. 69 Ap. 894, Calan, 357670",0246975049
2701,2701,*****MASKED*****,1976-03-22,"Drumul Stan Nr. 85, Oradea, 146495",0746642299
2702,2702,*****MASKED*****,1944-05-17,"Drumul Nemeș Nr. 20 Bl. 32  Sc. 29 Ap. 172, Sinaia, 437047",0235496380
2703,2703,*****MASKED*****,1985-11-16,"Aleea Tudor, Plosca, 622771",0239040793
2704,2704,*****MASKED*****,1973-10-11,"Drumul Marin Nr. 314 Bl. 92  Sc. 58 Ap. 276, Intorsura Buzaului, 537981",0741569547
2705,2705,*****MASKED*****,1954-07-06,"Intrarea Dinu Nr. 434 Bl. 60  Sc. 48 Ap. 354, Topoloveni, 610489",0743512571
2706,2706,*****MASKED*****,1973-11-08,"Bulevardul Stoica Nr. 258 Bl. 71  Sc. 64 Ap. 295, Fetesti-Gara, 257997",0731072433
2707,2707,*****MASKED*****,1928-10-23,"Strada Ina Florea Nr. 37, Lipova, 323204",0750957499
2708,2708,*****MASKED*****,1961-05-30,"Aleea Georgescu Nr. 80, Reghin, 910113",0743788042
2709,2709,*****MASKED*****,1934-03-02,"Strada Cristea Nr. 471 Bl. 77  Sc. 65 Ap. 910, Blaj, 239706",0257056179
2710,2710,*****MASKED*****,2019-12-10,"Strada Ernest Ene Nr. 677, Maieru, 170229",0788702766
2711,2711,*****MASKED*****,2013-04-08,"Bulevardul Tania Barbu Nr. 557, Negresti-Oas, 236014",0758270920
2712,2712,*****MASKED*****,2018-08-12,"Bulevardul Dumitru Diaconu Nr. 660, Rodna, 346428",0734162610
2713,2713,*****MASKED*****,1912-03-03,"Strada Stănescu Nr. 631, Odobesti, 980438",0219973563
2714,2714,*****MASKED*****,1944-06-01,"Intrarea Cristea, Murfatlar, 386337",0235111386
2715,2715,*****MASKED*****,1925-07-31,"Bulevardul Ardelean Nr. 50 Bl. 29  Sc. 17 Ap. 762, Giroc, 639949",0743273895
2716,2716,*****MASKED*****,1940-08-03,"Intrarea Dima Nr. 632, Targu Lapus, 786015",0266625318
2717,2717,*****MASKED*****,1921-03-26,"Aleea Tudor Nr. 94 Bl. 88  Sc. 41 Ap. 368, Marghita, 270213",0785854595
2718,2718,*****MASKED*****,2008-02-15,"Aleea Oprea Nr. 317, Corabia, 886041",0755842095
2719,2719,*****MASKED*****,1968-06-21,"Drumul Amanda Popa Nr. 504, Calan, 598269",0750780178
2720,2720,*****MASKED*****,1913-08-03,"Intrarea Pop Nr. 83, Alesd, 106164",0262894306
2721,2721,*****MASKED*****,1978-08-09,"Strada Popescu, Barbulesti, 514995",0785859128
2722,2722,*****MASKED*****,1923-08-17,"Aleea Niță Nr. 605 Bl. 98  Sc. 86 Ap. 769, Seini, 850770",0241443017
2723,2723,*****MASKED*****,1980-02-19,"Drumul Eftimie, Alexandria, 931106",0737276233
2724,2724,*****MASKED*****,1916-03-07,"Bulevardul Olimpian Ababei Nr. 59 Bl. 68  Sc. 33 Ap. 254, Mogosoaia, 104632",0735718806
2725,2725,*****MASKED*****,1971-11-04,"Intrarea Niță, Buzau, 678596",0763764624
2726,2726,*****MASKED*****,1909-05-12,"Soseaua Tabacu Nr. 83, Siria, 996976",0242712672
2727,2727,*****MASKED*****,1921-05-13,"Drumul Stan Nr. 92, Lumina, 526120",0245695749
2728,2728,*****MASKED*****,1982-02-19,"Drumul Tabacu, Tuzla, 296937",0248124751
2729,2729,*****MASKED*****,1974-01-09,"Aleea Diaconescu Nr. 900, Tufesti, 322401",0236342795
2730,2730,*****MASKED*****,1970-09-30,"Soseaua Augustin Albu Nr. 175, Dragu-Brad, 934888",0730973630
2731,2731,*****MASKED*****,1921-11-23,"Bulevardul Pop Nr. 788, Eforie Nord, 513507",0724209158
2732,2732,*****MASKED*****,1965-05-01,"Aleea Dinu Nr. 92 Bl. 68  Sc. 72 Ap. 466, Curtici, 282855",0734074984
2733,2733,*****MASKED*****,2017-07-26,"Drumul Ababei, Mizil, 820618",0254272684
2734,2734,*****MASKED*****,2005-01-02,"Aleea Elvira Oprea Nr. 16, Bailesti, 187741",0711935268
2735,2735,*****MASKED*****,1926-03-18,"Soseaua Mazilescu Nr. 965 Bl. 72  Sc. 74 Ap. 302, Alexandria, 212294",0754766393
2736,2736,*****MASKED*****,1995-05-01,"Intrarea Barbu Nr. 826 Bl. 35  Sc. 51 Ap. 255, Aiud, 144878",0266057019
2737,2737,*****MASKED*****,1970-12-27,"Soseaua Aanei Nr. 27 Bl. 67  Sc. 60 Ap. 970, Marginea, 733559",0235617455
2738,2738,*****MASKED*****,1947-04-17,"Strada Tabacu Nr. 45, Targu Neamt, 458506",0761284570
2739,2739,*****MASKED*****,2008-03-15,"Strada Ianis Voinea Nr. 71, Horodnic de Sus, 665936",0740550477
2740,2740,*****MASKED*****,1947-05-31,"Aleea Voinea, Tudora, 987839",0759325510
2741,2741,*****MASKED*****,1933-03-10,"Intrarea Stancu, Medgidia, 952732",0749441870
2742,2742,*****MASKED*****,1951-02-07,"Drumul Manole Nr. 75, Sebis, 227461",0263561715
2743,2743,*****MASKED*****,1908-05-06,"Bulevardul Georgescu Nr. 809, Rodna, 835062",0255884032
2744,2744,*****MASKED*****,1952-01-22,"Soseaua Gheorghiu Nr. 942, Raducaneni, 639279",0245298924
2745,2745,*****MASKED*****,1909-12-27,"Intrarea Florea Nr. 15 Bl. 51  Sc. 54 Ap. 706, Resita, 531045",0768735023
2746,2746,*****MASKED*****,1939-06-01,"Drumul Tomescu Nr. 22 Bl. 92  Sc. 95 Ap. 768, Vatra Dornei, 317160",0763345209
2747,2747,*****MASKED*****,1951-07-17,"Intrarea Niță, Gugesti, 113122",0758247804
2748,2748,*****MASKED*****,1999-11-16,"Soseaua Nemeș Nr. 99, Ramnicu Sarat, 255959",0242282126
2749,2749,*****MASKED*****,1944-12-16,"Drumul Nemeș Nr. 537 Bl. 75  Sc. 24 Ap. 607, Navodari, 828907",0269010164
2750,2750,*****MASKED*****,1953-03-28,"Strada Florea Nr. 184, Cugir, 344890",0723652673
2751,2751,*****MASKED*****,1959-11-04,"Soseaua Ioniță Nr. 932 Bl. 25  Sc. 61 Ap. 796, Borcea, 821467",0727246619
2752,2752,*****MASKED*****,1932-04-25,"Soseaua Antoniu Oprea, Darabani, 409026",0266772639
2753,2753,*****MASKED*****,2010-02-12,"Intrarea Inocențiu Oprea Nr. 61, Ramnicu Sarat, 683440",0728882869
2754,2754,*****MASKED*****,1931-07-13,"Soseaua Barbu, Raducaneni, 706241",0735810181
2755,2755,*****MASKED*****,1953-09-19,"Bulevardul Ioan Stancu Nr. 87 Bl. 59  Sc. 45 Ap. 873, Iernut, 202118",0734193823
2756,2756,*****MASKED*****,2010-05-13,"Strada Georgescu Nr. 848, Cluj-Napoca, 646921",0253200222
2757,2757,*****MASKED*****,1979-08-10,"Intrarea Martin Marin Nr. 692 Bl. 66  Sc. 77 Ap. 297, Tandarei, 369370",0755217605
2758,2758,*****MASKED*****,2002-10-04,"Bulevardul Coralia Popescu, Bistrita, 644382",0243134572
2759,2759,*****MASKED*****,2016-01-24,"Soseaua Pamfil Pușcașu Nr. 60, Sebes, 331643",0259728106
2760,2760,*****MASKED*****,1939-06-10,"Bulevardul Ioniță Nr. 71, Gura Humorului, 878479",0762888785
2761,2761,*****MASKED*****,2007-07-25,"Strada Stoica Nr. 39 Bl. 70  Sc. 93 Ap. 141, Bocsa, 330372",0253150874
2762,2762,*****MASKED*****,2003-06-11,"Aleea Gheorghiu Nr. 894 Bl. 23  Sc. 30 Ap. 847, Campina, 382964",0767052456
2763,2763,*****MASKED*****,1996-11-06,"Soseaua Octav Stoica Nr. 962, Gilau, 829850",0747372007
2764,2764,*****MASKED*****,1949-05-25,"Intrarea Eusebiu Stănescu Nr. 813 Bl. 98  Sc. 72 Ap. 391, 1 Decembrie, 526084",0756389193
2765,2765,*****MASKED*****,1918-11-16,"Bulevardul Dima Nr. 26, Rasnov, 659816",0236003250
2766,2766,*****MASKED*****,1966-07-09,"Drumul Tudor Nr. 31 Bl. 91  Sc. 53 Ap. 299, Zalau, 652384",0259807607
2767,2767,*****MASKED*****,1973-11-28,"Intrarea Călin Albu Nr. 832, Breaza de Sus, 656492",0248099593
2768,2768,*****MASKED*****,1979-06-26,"Strada Ene Nr. 21 Bl. 39  Sc. 58 Ap. 631, Pancota, 136410",0250504668
2769,2769,*****MASKED*****,1958-06-02,"Strada Stan Nr. 62, Targu Neamt, 998224",0759242894
2770,2770,*****MASKED*****,1993-02-28,"Aleea Răzvan Oprea Nr. 68 Bl. 18  Sc. 11 Ap. 486, Schela Cladovei, 470091",0259080649
2771,2771,*****MASKED*****,1924-07-22,"Drumul Ababei Nr. 43, Timisoara, 700546",0267876264
2772,2772,*****MASKED*****,1961-09-02,"Bulevardul Diaconescu, Pancota, 661023",0786416636
2773,2773,*****MASKED*****,1983-11-10,"Drumul Dochioiu, Odorheiu Secuiesc, 272816",0238369676
2774,2774,*****MASKED*****,1977-07-03,"Drumul Ionescu Nr. 98 Bl. 29  Sc. 13 Ap. 378, Bosanci, 626119",0260812834
2775,2775,*****MASKED*****,1938-08-28,"Aleea Damian Stancu, Simleu Silvaniei, 961183",0772588118
2776,2776,*****MASKED*****,1933-09-14,"Aleea Constanța Diaconu, Poiana Mare, 266287",0266207158
2777,2777,*****MASKED*****,2017-07-23,"Soseaua Popa, Dragalina, 599351",0255365940
2778,2778,*****MASKED*****,2023-06-07,"Drumul Florea Nr. 92 Bl. 93  Sc. 87 Ap. 502, Jilava, 559113",0736275939
2779,2779,*****MASKED*****,1936-03-01,"Strada Tabacu Nr. 471 Bl. 49  Sc. 48 Ap. 963, Draganesti-Olt, 947979",0265406873
2780,2780,*****MASKED*****,1956-01-15,"Aleea Dorin Oprea Nr. 832, Baicoi, 347409",0720319073
2781,2781,*****MASKED*****,1913-03-02,"Bulevardul Cristea Nr. 250 Bl. 54  Sc. 94 Ap. 291, Campia Turzii, 128229",0749010126
2782,2782,*****MASKED*****,1925-06-02,"Drumul Ene Nr. 435 Bl. 54  Sc. 61 Ap. 585, Segarcea, 145856",0769973365
2783,2783,*****MASKED*****,1968-07-22,"Soseaua Tudor Nr. 17 Bl. 52  Sc. 38 Ap. 494, Pitesti, 412707",0728474317
2784,2784,*****MASKED*****,1931-08-05,"Intrarea Natalia Preda, Schela Cladovei, 298598",0785605249
2785,2785,*****MASKED*****,1934-08-18,"Soseaua Andrada Aanei Nr. 544 Bl. 32  Sc. 23 Ap. 243, Bals, 886769",0240611955
2786,2786,*****MASKED*****,1969-06-26,"Soseaua Ernest Florea Nr. 694 Bl. 68  Sc. 10 Ap. 573, Ovidiu, 267185",0250362460
2787,2787,*****MASKED*****,1946-07-04,"Aleea Nistor Nr. 127 Bl. 25  Sc. 42 Ap. 179, Sfantu Gheorghe, 182917",0735696713
2788,2788,*****MASKED*****,1910-01-11,"Soseaua Eftimia Aanei, Tasnad, 439623",0752112123
2789,2789,*****MASKED*****,1963-03-25,"Aleea Toma Nr. 42 Bl. 17  Sc. 96 Ap. 539, Covasna, 591623",0254560873
2790,2790,*****MASKED*****,1949-11-12,"Strada Marin Nr. 361, Rucar, 727696",0756780302
2791,2791,*****MASKED*****,1943-10-18,"Bulevardul Diaconescu Nr. 719, Otopeni, 523180",0785323142
2792,2792,*****MASKED*****,1915-12-04,"Soseaua Izabela Florea Nr. 811 Bl. 89  Sc. 11 Ap. 702, Satu Mare, 144694",0730138501
2793,2793,*****MASKED*****,1931-02-06,"Strada Dochioiu Nr. 33 Bl. 87  Sc. 91 Ap. 453, Podu Iloaiei, 400890",0253573252
2794,2794,*****MASKED*****,1972-11-26,"Drumul Octaviana Dobre, Berceni, 660698",0766406754
2795,2795,*****MASKED*****,2001-04-27,"Soseaua Eftimie Nr. 714 Bl. 87  Sc. 16 Ap. 279, Jimbolia, 533087",0233629041
2796,2796,*****MASKED*****,1924-08-16,"Aleea Marin Nr. 19, Tarnaveni, 374272",0259996694
2797,2797,*****MASKED*****,1985-02-04,"Soseaua Tiberiu Stănescu Nr. 28, Dragalina, 324105",0786502361
2798,2798,*****MASKED*****,2002-09-25,"Bulevardul Gheorghiu Nr. 642 Bl. 93  Sc. 37 Ap. 874, Piatra-Neamt, 182649",0259306256
2799,2799,*****MASKED*****,1936-06-19,"Soseaua Ramona Ene Nr. 48, Campia Turzii, 648902",0247918830
2800,2800,*****MASKED*****,1928-05-07,"Intrarea Paraschiva Nistor Nr. 743, Chisineu-Cris, 375863",0250781951
2801,2801,*****MASKED*****,1998-02-25,"Bulevardul Codruța Dumitrescu Nr. 56 Bl. 24  Sc. 51 Ap. 100, Remetea, 556229",0757784787
2802,2802,*****MASKED*****,1968-07-20,"Drumul Manole, Odorheiu Secuiesc, 555824",0245483014
2803,2803,*****MASKED*****,1998-03-29,"Drumul Dobre Nr. 210 Bl. 49  Sc. 68 Ap. 502, Modelu, 243082",0766248330
2804,2804,*****MASKED*****,1963-01-20,"Strada Nistor Nr. 417 Bl. 38  Sc. 54 Ap. 913, Iasi, 668276",0264310419
2805,2805,*****MASKED*****,1974-09-27,"Soseaua Ionescu, Sinaia, 822178",0771226570
2806,2806,*****MASKED*****,2003-01-01,"Intrarea Gheorghiu, Sebes, 912548",0261293288
2807,2807,*****MASKED*****,2006-10-31,"Drumul Diaconu Nr. 34 Bl. 24  Sc. 92 Ap. 290, Prejmer, 304114",0232634837
2808,2808,*****MASKED*****,1978-02-01,"Strada Tabacu, Carei, 713384",0763130947
2809,2809,*****MASKED*****,1928-02-06,"Bulevardul Dochioiu Nr. 33 Bl. 76  Sc. 34 Ap. 872, Tulcea, 522279",0730222778
2810,2810,*****MASKED*****,1969-12-02,"Bulevardul Tabacu Nr. 84 Bl. 73  Sc. 72 Ap. 876, Radauti, 852438",0738856184
2811,2811,*****MASKED*****,1971-07-14,"Drumul Stancu Nr. 53, Cluj-Napoca, 156212",0235572847
2812,2812,*****MASKED*****,1953-03-05,"Aleea Dochioiu Nr. 95 Bl. 98  Sc. 20 Ap. 501, Rosu, 626727",0269611849
2813,2813,*****MASKED*****,1933-04-10,"Bulevardul Visarion Suciu, Falticeni, 924989",0247573057
2814,2814,*****MASKED*****,1928-06-28,"Strada Florea Nr. 385, Zarnesti, 224911",0267525246
2815,2815,*****MASKED*****,1921-06-22,"Drumul Suciu, Pantelimon, 501791",0749221407
2816,2816,*****MASKED*****,1960-06-24,"Soseaua Dumitrescu Nr. 37, Ploiesti, 446752",0736815310
2817,2817,*****MASKED*****,2015-09-30,"Soseaua Nemeș Nr. 913 Bl. 97  Sc. 77 Ap. 865, Slobozia, 901148",0252832055
2818,2818,*****MASKED*****,1919-04-28,"Soseaua Stan Mazilescu Nr. 558 Bl. 63  Sc. 43 Ap. 290, Sadova, 883246",0732600017
2819,2819,*****MASKED*****,1928-02-17,"Intrarea Isabela Ionescu Nr. 429 Bl. 45  Sc. 53 Ap. 681, Afumati, 217179",0764974967
2820,2820,*****MASKED*****,1970-10-21,"Aleea Haralamb Popa Nr. 435, Borcea, 352145",0729433349
2821,2821,*****MASKED*****,1979-05-13,"Aleea Oprea, Drobeta-Turnu Severin, 925685",0231795421
2822,2822,*****MASKED*****,1967-04-05,"Soseaua Tania Toma Nr. 417 Bl. 27  Sc. 64 Ap. 237, Lugoj, 251215",0262948260
2823,2823,*****MASKED*****,2011-12-26,"Soseaua Marioara Ioniță Nr. 554, Feldru, 593421",0731806051
2824,2824,*****MASKED*****,1909-06-17,"Aleea Popescu, Valea Mare (Negresti), 599066",0269751422
2825,2825,*****MASKED*****,1919-06-19,"Aleea Manole Nr. 251, Oravita, 277298",0764451039
2826,2826,*****MASKED*****,1919-06-04,"Bulevardul Mocanu Nr. 543 Bl. 88  Sc. 89 Ap. 166, Marghita, 147602",0267235987
2827,2827,*****MASKED*****,1974-03-22,"Soseaua Anca Gheorghiu Nr. 231, Calarasi, 616757",0266836084
2828,2828,*****MASKED*****,1920-03-23,"Intrarea Eufrosina Stancu, Dragalina, 537638",0268130809
2829,2829,*****MASKED*****,1917-10-25,"Bulevardul Luiza Dochioiu Nr. 70 Bl. 53  Sc. 70 Ap. 619, Zalau, 594440",0253461710
2830,2830,*****MASKED*****,1991-06-20,"Strada Pavel Toma Nr. 682 Bl. 22  Sc. 16 Ap. 301, Savinesti, 488037",0252025008
2831,2831,*****MASKED*****,1921-04-05,"Soseaua Corvin Dochioiu, Macin, 206884",0240143833
2832,2832,*****MASKED*****,1919-12-24,"Drumul Diaconu, Darmanesti, 755776",0249489257
2833,2833,*****MASKED*****,1936-09-12,"Strada Dima Nr. 479, Breaza de Sus, 945857",0240925973
2834,2834,*****MASKED*****,1908-08-26,"Drumul Pușcașu Nr. 259 Bl. 88  Sc. 79 Ap. 573, Babeni, 489398",0728941789
2835,2835,*****MASKED*****,1915-06-05,"Strada Oprea Nr. 39, Slatina, 250741",0734799437
2836,2836,*****MASKED*****,1925-01-28,"Intrarea Silviu Ardelean, Marghita, 676177",0258100031
2837,2837,*****MASKED*****,2009-02-01,"Bulevardul Nemeș, Bosanci, 647607",0748245682
2838,2838,*****MASKED*****,2014-04-19,"Intrarea Natalia Nemeș Nr. 21, Macin, 745174",0756766518
2839,2839,*****MASKED*****,2013-09-08,"Bulevardul Voinea, Sadova, 452253",0739996152
2840,2840,*****MASKED*****,1918-01-13,"Intrarea Georgescu Nr. 12 Bl. 21  Sc. 79 Ap. 417, Lupeni, 391605",0733615146
2841,2841,*****MASKED*****,2011-01-10,"Intrarea Luca Dochioiu Nr. 318 Bl. 13  Sc. 95 Ap. 146, Rasinari, 262987",0767052980
2842,2842,*****MASKED*****,1943-10-14,"Bulevardul Manuela Ionescu Nr. 18, Targu Frumos, 507197",0237154616
2843,2843,*****MASKED*****,1980-12-28,"Drumul Diaconu, Homocea, 769049",0711344151
2844,2844,*****MASKED*****,1964-06-18,"Bulevardul Eftimie, Constanta, 113595",0235617566
2845,2845,*****MASKED*****,2013-12-05,"Soseaua Albu, Savinesti, 457732",0764517888
2846,2846,*****MASKED*****,1922-10-03,"Intrarea Mocanu Nr. 896 Bl. 98  Sc. 73 Ap. 688, Lumina, 460526",0752158494
2847,2847,*****MASKED*****,1969-05-03,"Aleea Suciu Nr. 79, Campia Turzii, 491881",0247808164
2848,2848,*****MASKED*****,1934-01-31,"Drumul Tudor, Moisei, 607529",0754920230
2849,2849,*****MASKED*****,1961-02-02,"Strada Nistor, Pantelimon, 401056",0740249341
2850,2850,*****MASKED*****,1987-11-04,"Intrarea Crina Diaconu, Marginea, 452667",0263962757
2851,2851,*****MASKED*****,1949-12-18,"Intrarea Rada Cristea Nr. 904, Suceava, 440256",0730573153
2852,2852,*****MASKED*****,1996-11-27,"Drumul Stănescu Nr. 911 Bl. 57  Sc. 88 Ap. 297, Vicovu de Sus, 691847",0785275308
2853,2853,*****MASKED*****,1951-06-24,"Intrarea Iridenta Dinu Nr. 347 Bl. 64  Sc. 86 Ap. 434, Uricani, 767448",0752966741
2854,2854,*****MASKED*****,2013-11-04,"Strada Alistar Diaconu Nr. 91 Bl. 90  Sc. 64 Ap. 991, Greci, 734094",0745499030
2855,2855,*****MASKED*****,2006-05-26,"Aleea Felicia Popa, Teius, 889609",0738519291
2856,2856,*****MASKED*****,1928-02-25,"Intrarea Mocanu, Arbore, 815320",0237077620
2857,2857,*****MASKED*****,1995-10-01,"Drumul Barbu Nr. 80, Maieru, 970308",0763815718
2858,2858,*****MASKED*****,2005-05-01,"Drumul Popescu Nr. 629, Piatra-Neamt, 159986",0744350230
2859,2859,*****MASKED*****,1932-12-14,"Soseaua Aanei Nr. 62, Peris, 190918",0721621194
2860,2860,*****MASKED*****,1927-05-27,"Soseaua Pușcașu, Cisnadie, 252847",0265394084
2861,2861,*****MASKED*****,1970-07-06,"Bulevardul Suciu, Marginea, 509256",0726046032
2862,2862,*****MASKED*****,1942-05-06,"Soseaua Suciu, Ramnicu Valcea, 109612",0231308268
2863,2863,*****MASKED*****,1982-12-15,"Bulevardul Stănescu Nr. 44, Cernavoda, 256492",0728583470
2864,2864,*****MASKED*****,1980-12-07,"Soseaua Popa Nr. 779 Bl. 76  Sc. 75 Ap. 306, Dancu, 975742",0769440136
2865,2865,*****MASKED*****,1956-08-05,"Soseaua Florea Nr. 652 Bl. 81  Sc. 27 Ap. 739, Gherla, 527993",0247324085
2866,2866,*****MASKED*****,1961-12-10,"Intrarea Georgia Albu Nr. 74, Cugir, 717506",0785843898
2867,2867,*****MASKED*****,1973-01-04,"Drumul Nemeș Nr. 66 Bl. 29  Sc. 84 Ap. 331, Borsa, 388716",0726124569
2868,2868,*****MASKED*****,1920-07-15,"Intrarea Stan, Mogosoaia, 714654",0737647320
2869,2869,*****MASKED*****,1939-04-17,"Strada Gheorghiu Nr. 396, Jimbolia, 127155",0745706347
2870,2870,*****MASKED*****,1948-11-10,"Aleea Anamaria Dinu Nr. 70, Cristuru Secuiesc, 381881",0780000189
2871,2871,*****MASKED*****,1967-05-23,"Strada Șerban Dima Nr. 713 Bl. 36  Sc. 47 Ap. 254, Fieni, 586212",0235502226
2872,2872,*****MASKED*****,1962-12-23,"Drumul Suciu Nr. 498 Bl. 94  Sc. 24 Ap. 365, Mizil, 335723",0759864879
2873,2873,*****MASKED*****,1914-08-07,"Drumul Voinea, Intorsura Buzaului, 508687",0747879163
2874,2874,*****MASKED*****,1931-04-13,"Drumul Antonie Dochioiu Nr. 562 Bl. 77  Sc. 48 Ap. 944, Toplita, 526590",0725598300
2875,2875,*****MASKED*****,1940-09-11,"Drumul Ababei, Hateg, 722467",0726457686
2876,2876,*****MASKED*****,1948-11-01,"Aleea Paula Popa Nr. 298, Pucioasa, 948355",0727811863
2877,2877,*****MASKED*****,2012-03-22,"Aleea Dobre Nr. 10 Bl. 82  Sc. 20 Ap. 865, Victoria, 872844",0239904097
2878,2878,*****MASKED*****,1959-05-15,"Drumul Albu Nr. 55, Tufesti, 805578",0246196640
2879,2879,*****MASKED*****,1974-08-18,"Intrarea Georgescu Nr. 641, Pecica, 622663",0264126829
2880,2880,*****MASKED*****,2011-09-26,"Intrarea Stoica, Vaslui, 313121",0242690455
2881,2881,*****MASKED*****,1998-11-17,"Drumul Iuliana Diaconescu Nr. 94 Bl. 21  Sc. 42 Ap. 685, Toplita, 659867",0771049289
2882,2882,*****MASKED*****,2000-07-21,"Intrarea Stan Nr. 15, Raducaneni, 840848",0746066019
2883,2883,*****MASKED*****,1968-06-02,"Drumul Eftimie, Cernavoda, 763405",0258536415
2884,2884,*****MASKED*****,1976-06-05,"Aleea Cristian Nistor Nr. 943 Bl. 75  Sc. 67 Ap. 764, Sancraiu de Mures, 333568",0741308936
2885,2885,*****MASKED*****,1986-07-13,"Bulevardul Manole, Zimnicea, 138627",0751439309
2886,2886,*****MASKED*****,1934-03-25,"Intrarea Valentin Stănescu Nr. 254 Bl. 90  Sc. 18 Ap. 882, Bolintin-Vale, 256218",0726428351
2887,2887,*****MASKED*****,2007-08-20,"Aleea Ene Nr. 43 Bl. 22  Sc. 45 Ap. 391, Rodna, 694942",0239372844
2888,2888,*****MASKED*****,1994-03-28,"Intrarea Suciu Nr. 16, Pancota, 357993",0771852395
2889,2889,*****MASKED*****,1939-01-28,"Bulevardul Popa, Negresti, 355045",0237626955
2890,2890,*****MASKED*****,1931-02-10,"Aleea Preda Nr. 78 Bl. 32  Sc. 36 Ap. 666, Victoria, 749477",0784265943
2891,2891,*****MASKED*****,1920-06-25,"Soseaua Haralambie Georgescu Nr. 74 Bl. 69  Sc. 38 Ap. 270, Valenii de Munte, 105557",0729572668
2892,2892,*****MASKED*****,1980-02-05,"Aleea Popa, Cugir, 322175",0245297688
2893,2893,*****MASKED*****,1956-08-15,"Aleea Marin, Bolintin-Vale, 311003",0786898829
2894,2894,*****MASKED*****,2001-10-22,"Intrarea Stănescu, Jimbolia, 430890",0725739283
2895,2895,*****MASKED*****,1964-05-05,"Soseaua Dima, Radauti, 892983",0241431567
2896,2896,*****MASKED*****,1938-05-04,"Strada Agnos Pop Nr. 706, Vatra Dornei, 520701",0786562353
2897,2897,*****MASKED*****,1984-08-30,"Drumul Manole, Rucar, 664741",0252848030
2898,2898,*****MASKED*****,1957-10-27,"Bulevardul Constantin Nistor Nr. 551 Bl. 25  Sc. 37 Ap. 280, Paunesti, 982673",0711185582
2899,2899,*****MASKED*****,1989-03-21,"Drumul Tabacu Nr. 255, Baia, 199915",0252000291
2900,2900,*****MASKED*****,1970-03-02,"Strada Vasilică Ene Nr. 31, Dragalina, 564504",0268230317
2901,2901,*****MASKED*****,1951-10-04,"Bulevardul Preda Nr. 150, Codlea, 242354",0264674438
2902,2902,*****MASKED*****,1936-04-04,"Aleea Coralia Suciu Nr. 340, Baciu, 225412",0740177478
2903,2903,*****MASKED*****,1982-09-14,"Bulevardul Nistor Nr. 86, Campia Turzii, 780642",0730236323
2904,2904,*****MASKED*****,2015-12-24,"Soseaua Lioara Toma Nr. 19 Bl. 28  Sc. 30 Ap. 214, Fundulea, 397701",0265205164
2905,2905,*****MASKED*****,2016-02-14,"Intrarea Ionescu Nr. 615, Focsani, 138973",0759098600
2906,2906,*****MASKED*****,1938-08-09,"Intrarea Aanei Nr. 65, Rodna, 962159",0241954680
2907,2907,*****MASKED*****,1991-10-04,"Aleea Popescu, Baciu, 388490",0741700435
2908,2908,*****MASKED*****,2010-05-28,"Strada Liviu Mocanu, Corund, 426424",0233307403
2909,2909,*****MASKED*****,1968-12-04,"Bulevardul Popescu, Giroc, 517171",0249805684
2910,2910,*****MASKED*****,1962-05-22,"Bulevardul Ababei, Baicoi, 319559",0256250055
2911,2911,*****MASKED*****,1949-05-11,"Aleea Dochioiu Nr. 93, Tunari, 661821",0762522700
2912,2912,*****MASKED*****,2013-10-17,"Aleea Niță, Hunedoara, 684271",0724716102
2913,2913,*****MASKED*****,1916-04-05,"Strada Mazilescu Nr. 62, Onesti, 581875",0752515928
