first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,iban
Sanda,Mazilescu,7751110283239,1980-10-18,"Aleea Mazilescu, Gilau, 908058",Covasna,0722 959 673,6a:ce:b6:71:f9:bf,100.7.55.163,RO41FANE9191035419788916
Luminița,Barbu,8580329151319,1963-07-15,"Intrarea Stancu Nr. 63, Turda, 468728",Teleorman,0263 102 517,6b:a7:69:68:ea:2b,191.155.99.162,RO69WYAN6910301715852517
Cazimir,Stancu,6681225317626,1984-05-12,"Bulevardul Suciu, Schela Cladovei, 289090",Bacău,0745 852 026,0e:df:0e:7f:81:18,58.63.209.197,RO11XIJA5982217986609140
Călin,Ene,6360923284091,1990-01-31,"Drumul Nemeș, Constanta, 690191",Teleorman,0784 576 310,7a:3b:ef:44:4f:93,76.150.94.82,RO13QISE7437114719439782
Gherghina,Ababei,3941219463011,1986-03-07,"Soseaua Ene, Bacau, 285495",Vâlcea,0269 337 213,32:fd:5b:6f:df:e0,43.5.111.56,RO79HQTE6307034561364086
Luca,Tomescu,7081215011339,1968-03-27,"Strada Popescu Nr. 196, Pechea, 268818",Bacău,0258 453 256,41:7a:e3:49:f8:f5,194.98.155.230,RO18XHJD1086425858383321
Aurel,Stoica,4520725080485,2009-11-24,"Soseaua Ionescu Nr. 198, Branesti, 564343",Brașov,0771 076 583,90:ee:74:52:1e:87,50.220.57.188,RO63MCWQ7728949281516719
Anaida,Dobre,7710226079147,1952-05-02,"Strada Jean Manole, Turnu Magurele, 576755",Bihor,0786 318 686,59:9e:4c:75:1d:f3,85.242.196.152,RO74MLTH2123579984655223
Anamaria,Stoica,6400612177323,1984-03-13,"Soseaua Andra Cristea Nr. 92, Topoloveni, 231194",Timiș,0239 364 149,4d:23:dc:a5:18:dc,135.252.119.26,RO87XDPR7096111097439164
Lucia,Oprea,1610404235821,1927-09-18,"Strada Toma, Sabaoani, 318250",Timiș,0233 477 113,8c:b1:cc:48:c7:5d,43.46.33.179,RO84GEJR0586911718516482
Claudia,Georgescu,7671231406531,1912-11-08,"Aleea Oprea, Constanta, 303827",Arad,0767 448 296,74:79:07:25:e5:9b,114.73.37.44,RO29TJGX1698422786058961
Iurie,Toma,6680801138737,2002-05-16,"Intrarea Ababei Nr. 712 Bl. 35  Sc. 76 Ap. 572, Bals, 311709",Mehedinți,0247 932 491,d4:97:5f:76:5e:dc,117.133.62.172,RO54PUAX8627797167266427
Maximilian,Albu,1500929422957,1980-04-08,"Drumul Eva Stănescu Nr. 368 Bl. 48  Sc. 74 Ap. 370, Siret, 491137",Bacău,0236 810 613,e5:fd:cb:10:51:84,113.99.251.126,RO27PPGS9749966693710053
Floarea,Cristea,2450428158222,1976-01-12,"Bulevardul Ababei, Baciu, 767054",Sibiu,0268 781 883,48:42:82:f0:6b:24,13.241.173.225,RO51TFLR1483348675534342
Crenguța,Pușcașu,4960305269737,1957-01-29,"Aleea Popa Nr. 19 Bl. 92  Sc. 92 Ap. 141, Ovidiu, 218308",Constanța,0743 196 414,ee:fa:15:0f:0e:c9,183.14.207.12,RO63ESZZ1505723564735424
Ion,Barbu,1020118313786,2014-01-25,"Drumul Florian Ene Nr. 79, Strehaia, 645673",Bihor,0267 297 106,94:e3:7b:e8:32:42,40.176.71.207,RO11VWNV0125452707318552
Alexandra,Dima,1970210524856,2010-11-30,"Intrarea Gențiana Mocanu Nr. 609, Galati, 360163",Călărași,0262 577 144,7d:e2:f1:0c:95:d4,12.116.89.129,RO55PXRW8975020326551928
Pompilia,Popa,8620610249415,1995-11-21,"Bulevardul Petronela Dima, Tuzla, 284911",Brașov,0754 610 065,b0:d1:45:57:4f:aa,77.7.225.177,RO51IUHM6999700325076420
Loredana,Nistor,4730519333532,1908-09-15,"Intrarea Sebastian Dobre Nr. 241 Bl. 42  Sc. 88 Ap. 894, Pancota, 141440",Brașov,0753 294 637,d4:2f:40:cb:4a:6c,79.210.90.35,RO56KRRV8212741851259153
Catrina,Preda,4901219245510,1994-01-29,"Intrarea Dobre, Satu Mare, 389861",Ilfov,0748 680 631,7b:64:c0:4b:73:56,41.196.8.232,RO17KXHC4997137208933977
Cazimir,Dima,6060813439392,1970-06-29,"Strada Mirona Popa, Moisei, 549687",Galați,0232 470 480,b4:d9:dc:cd:48:ac,10.103.238.151,RO03CXOW8463493040405699
Tatiana,Nistor,4530102147499,1962-01-11,"Intrarea Marga Albu Nr. 569 Bl. 90  Sc. 11 Ap. 850, Mogosoaia, 243009",Cluj,0735 962 483,d0:af:3b:d0:fe:c1,89.152.92.221,RO81MRCC9091662595248445
Otilia,Oprea,8390805464704,1918-12-22,"Strada Haralamb Toma Nr. 86 Bl. 92  Sc. 80 Ap. 582, Toplita, 297827",Timiș,0759 864 423,41:1f:48:df:6c:32,96.180.247.138,RO40ERHC4899213883755185
Dragoș,Nistor,6950212177292,1981-06-14,"Bulevardul Gheorghiu Nr. 15 Bl. 88  Sc. 39 Ap. 817, Titu, 278032",Sibiu,0747 843 545,91:e1:07:0b:71:d2,14.143.234.213,RO71VMZO3602700657224421
Ioan,Popa,2280514116544,2002-04-04,"Soseaua Anatolie Diaconescu Nr. 130, Corund, 129764",Sălaj,0240 737 388,7e:13:d3:55:cc:96,134.189.8.158,RO54FSMY0875517471183282
Cosmin,Ene,6600709078902,2003-11-12,"Soseaua Niță, Dej, 826169",Bihor,0252 212 771,9a:1e:5a:89:21:31,158.205.96.223,RO97ITIV8553465350972499
Șerban,Nemeș,4481109268523,1985-11-29,"Soseaua Dariana Tomescu Nr. 815 Bl. 27  Sc. 11 Ap. 653, Ramnicu Valcea, 512583",Iași,0726 041 049,6f:32:8c:37:c5:f5,24.56.7.161,RO47XEJN6275572579739881
Cezar,Popa,4070702376271,1915-04-07,"Soseaua Cristea Niță Nr. 50, Cisnadie, 588967",Vâlcea,0762 574 078,01:40:2d:84:ee:a6,149.103.172.240,RO80ZAIW8836333235365748
Romeo,Stănescu,2530123222651,1972-12-23,"Bulevardul Albu Nr. 485 Bl. 31  Sc. 71 Ap. 825, Oradea, 931332",Vaslui,0231 627 427,5a:d2:5e:72:ef:14,52.14.27.60,RO19TOWF2914653867652853
Suzana,Florea,4031027348318,2004-09-23,"Soseaua Codin Pop Nr. 44 Bl. 23  Sc. 44 Ap. 678, Dragu-Brad, 442252",Vâlcea,0711 791 460,c7:58:79:98:9d:77,92.169.174.234,RO40LDKR3840239323744712
Dana,Stancu,3060912116503,1988-05-30,"Intrarea Suciu, Matca, 669116",Sibiu,0767 618 568,b7:a9:7f:73:19:e1,26.105.51.155,RO84OORF4365041536340079
Oana,Pușcașu,3820809256417,1962-01-10,"Soseaua Nistor, Hateg, 788447",Neamț,0733 286 710,51:9c:3d:84:d4:68,67.164.106.113,RO30DVJY9941389166079980
Norman,Preda,7870522202287,1910-03-04,"Intrarea Dima, Tarnaveni, 360216",Teleorman,0244 910 370,0d:cf:b3:99:0e:e2,6.249.232.95,RO60JQDP0907162999692953
Ana,Popa,6550401439032,1930-05-24,"Intrarea Larisa Tabacu Nr. 983 Bl. 63  Sc. 59 Ap. 371, Jimbolia, 582799",Bistrița-Năsăud,0736 889 404,54:fa:af:97:c5:ae,70.227.161.251,RO76VSMS0924464799213124
Panait,Pop,4901117363349,2010-07-16,"Aleea Dumitrescu Nr. 875 Bl. 13  Sc. 65 Ap. 640, Homocea, 809805",Vrancea,0268 011 954,4a:25:2a:76:8f:4a,153.67.175.254,RO20HCJO1409000541806551
Stanca,Popescu,5930703386876,1943-05-11,"Soseaua Tudor, Santana, 440711",Vâlcea,0737 896 999,3f:aa:71:ab:a4:d5,18.70.75.102,RO17MJHS2855177329893549
Caius,Mazilescu,4600901119384,2014-06-29,"Bulevardul Stancu Nr. 276 Bl. 45  Sc. 85 Ap. 994, Avrig, 693264",Călărași,0788 854 242,31:89:dd:32:b3:4a,104.232.179.116,RO30UUCS9550210725067304
Silvana,Preda,6450124521010,2014-08-18,"Drumul Nistor, Cobadin, 728491",Vâlcea,0720 208 954,9b:82:a8:cb:9a:b0,131.83.19.89,RO03ROXW9703213648605459
Rada,Barbu,1110222319112,2018-11-17,"Aleea Dumitrana Suciu Nr. 545 Bl. 16  Sc. 69 Ap. 900, Dobroesti, 119557",Ialomița,0788 913 397,c1:09:f1:ae:7d:00,130.223.103.252,RO83VTHC2620516281349845
Eustațiu,Dima,7321012091753,2020-03-22,"Bulevardul Tabacu Nr. 24 Bl. 69  Sc. 33 Ap. 918, Urlati, 787936",Dâmbovița,0786 942 522,ab:45:08:c1:89:7a,207.144.183.60,RO57GFNB7175724072926965
Cornel,Diaconescu,1140720174731,1985-06-01,"Drumul Andreea Diaconu Nr. 65, Ramnicu Sarat, 438131",Călărași,0767 010 778,2e:65:fb:23:b7:38,190.61.148.188,RO31HRDH3312800923574719
Lia,Stoica,7110620364785,1975-12-26,"Intrarea Gheorghiu, Otelu Rosu, 683201",Arad,0241 738 666,6b:25:28:5e:a5:a2,70.91.136.144,RO18IBRY9411261625348083
Stana,Ionescu,6430929412316,2012-02-09,"Aleea Nistor Nr. 631, Mizil, 207520",Brăila,0236 890 486,cf:56:b3:1b:e2:bb,213.156.67.227,RO51ZJUS9061904260036537
Leonard,Tudor,6750609037931,2002-04-28,"Drumul Stănescu Nr. 714, Draganesti-Olt, 588067",Botoșani,0267 245 812,48:94:dc:ec:96:d3,70.56.80.253,RO19QSTI0447332365497992
Ciprian,Tudor,7350312366513,1968-08-27,"Soseaua Mocanu, Modelu, 411277",Giurgiu,0241 792 977,88:36:af:2d:ae:a5,32.243.170.123,RO95UXGM7171227393573410
Barbu,Voinea,5711107294382,2020-02-02,"Soseaua Zenovia Marin Nr. 321 Bl. 73  Sc. 81 Ap. 417, Cudalbi, 135748",Harghita,0727 631 554,18:be:3d:04:c1:43,6.44.47.247,RO61ZXYO9956044318433117
Octav,Suciu,1400101081321,1944-11-21,"Intrarea Florea Nr. 83 Bl. 42  Sc. 95 Ap. 164, Mihail Kogalniceanu, 198582",Galați,0728 489 692,26:73:2d:bc:d2:6b,114.81.27.145,RO03ZESV1844511680059481
Emilian,Mocanu,5130719177629,1935-07-07,"Strada Ababei Nr. 12, Ludus, 724300",Bihor,0752 449 576,ac:32:e6:12:d7:83,75.176.110.45,RO87HNOC6859131673007507
Lucențiu,Toma,1220629341126,1970-06-26,"Soseaua Stănescu Nr. 937 Bl. 87  Sc. 14 Ap. 473, Greci, 924338",Argeș,0235 339 235,18:6c:03:4d:e7:91,45.27.158.169,RO73WDLJ5634362717847116
Adi,Florea,3440221211417,1964-04-12,"Drumul Venera Diaconu, Rovinari, 434266",Mureș,0784 430 879,8f:bb:f9:7c:30:c0,193.4.41.55,RO54DQSL5834965263091375
Victor,Diaconescu,1800316070736,1927-09-17,"Drumul Panait Toma, Remetea, 347473",Tulcea,0759 062 931,f9:2c:be:1d:7f:77,55.1.17.28,RO86EOIS4354752031842847
Claudia,Tomescu,4501031248344,1935-10-31,"Strada Tudora Dinu, Straja, 193306",Brașov,0772 136 791,bd:4e:07:1a:b9:54,105.213.73.95,RO46FYVB3463735379990088
Anastasia,Stănescu,6390431274881,1944-07-25,"Drumul Suciu Nr. 61 Bl. 89  Sc. 74 Ap. 740, Ianca, 711733",Argeș,0724 485 127,35:90:6e:59:14:a7,62.50.200.80,RO44XXJA7278221633786398
Ancuța,Dinu,6580325040291,1997-10-17,"Bulevardul Astrid Stancu Nr. 67 Bl. 51  Sc. 93 Ap. 492, Targu Mures, 899015",Călărași,0770 247 125,9b:65:87:86:ab:bd,10.141.103.252,RO46COCY8489619898967536
Dumitrana,Mocanu,4200112441960,1970-03-16,"Intrarea Ababei, Hateg, 217946",Ilfov,0740 084 241,90:5a:39:c9:80:ce,15.44.77.153,RO37XKAG0142663424189955
Mugurel,Tabacu,6280825364761,1981-02-26,"Drumul Alexandra Marin Nr. 308 Bl. 66  Sc. 75 Ap. 318, Marasesti, 652028",Harghita,0729 198 930,4f:d7:e5:a6:51:36,198.75.98.201,RO98MPDE8021768856426236
Loredana,Stan,8131210421661,1962-09-26,"Intrarea Nemeș Nr. 46, Remetea, 366012",Vâlcea,0752 690 459,af:1c:38:be:29:3c,208.154.13.79,RO66BPRA3121999026496204
Valentin,Aanei,4990315230683,1969-02-24,"Soseaua Dochioiu, Remetea, 461573",Alba,0262 877 108,b6:1d:0d:44:a8:30,90.188.134.16,RO59RDWS0456705604086960
Niculina,Mocanu,7551221212446,1930-06-29,"Bulevardul Voinea, Covasna, 332202",Sălaj,0756 508 469,95:0a:b8:c9:62:da,28.71.22.246,RO74AZPQ6108207847030531
Dragoș,Pușcașu,4281013418924,1916-07-09,"Drumul Florea Nr. 29 Bl. 52  Sc. 51 Ap. 798, Arad, 504542",Suceava,0760 258 653,31:ba:55:98:a1:3a,181.170.129.91,RO72QBDV9116167048665399
Alex,Ene,1990930111161,1991-03-19,"Soseaua Eftimie Nr. 40 Bl. 16  Sc. 46 Ap. 103, Darabani, 376448",Dâmbovița,0731 786 659,2f:2d:1c:72:4e:ee,108.15.61.193,RO76JMQQ3281882588665191
Luminița,Toma,8720909295306,1947-01-10,"Intrarea Tomescu Nr. 925 Bl. 89  Sc. 28 Ap. 997, Alesd, 318913",Cluj,0752 948 031,73:39:43:7a:a1:58,54.188.128.146,RO95DAEY6857312616385797
Pavel,Eftimie,3680429349375,1991-07-18,"Aleea Nistor Nr. 66, Voluntari, 980814",Vrancea,0739 541 673,45:a8:a6:9e:19:85,2.165.152.59,RO29MCMW9879504335108333
Axinte,Tudor,2020122448424,1935-05-22,"Bulevardul Tabacu Nr. 564 Bl. 16  Sc. 54 Ap. 566, Darmanesti, 359865",Bacău,0727 026 992,e1:c8:0d:68:b1:2c,1.29.8.28,RO36HTRB7534563801505490
Adela,Stan,2210629185901,1914-09-14,"Strada Melania Nistor Nr. 784 Bl. 12  Sc. 85 Ap. 872, Hunedoara, 574276",Buzău,0259 122 437,c7:dd:3b:fb:c0:d0,125.181.78.39,RO59CXGE9044306956741178
Silvian,Dobre,7960122407174,1975-12-11,"Aleea Ștefan Georgescu, Filiasi, 189491",Cluj,0752 630 875,5f:7a:05:7e:96:d1,97.62.179.28,RO73RCBT1439072153714792
Stelian,Ioniță,1770119083685,1935-05-22,"Aleea Toma, Petrosani, 666142",Olt,0730 144 151,74:c6:91:9b:35:cb,55.22.158.54,RO77ZFIF0465203063975204
Vasile,Eftimie,1531128268265,1975-02-25,"Strada Voinea Nr. 76 Bl. 33  Sc. 38 Ap. 953, Valenii de Munte, 948747",Suceava,0768 342 844,c3:e6:21:bd:91:4c,164.9.233.2,RO57WSVK9337223925202447
Grigore,Popescu,6990626291585,2012-05-08,"Aleea Ioniță Nr. 514, Botosani, 311792",Mehedinți,0740 141 572,a8:5c:9d:41:ca:70,16.148.123.13,RO51WDEV1564123772252238
Olimpiu,Dumitrescu,3680801236695,1974-05-06,"Intrarea Ioniță Nr. 999 Bl. 85  Sc. 19 Ap. 718, Poiana Mare, 918522",Vâlcea,0253 513 137,70:22:12:39:17:18,53.187.189.120,RO98SLCB5298166619547669
Ionuț,Florea,6950405448886,1958-01-10,"Aleea Corneliu Tudor, Comanesti, 417989",Mehedinți,0745 824 309,17:63:5a:de:76:18,125.216.159.242,RO77VUBO1297842344310400
Antoaneta,Stoica,7860329023691,2018-11-18,"Strada Nistor Nr. 684 Bl. 25  Sc. 76 Ap. 286, Valea lui Mihai, 155415",Ialomița,0749 473 611,81:29:79:8d:3e:a1,55.218.4.82,RO92FGHK8639244537868274
Clarisa,Stănescu,8480929420314,1951-06-01,"Drumul Nistor Nr. 52 Bl. 14  Sc. 95 Ap. 908, Barbulesti, 529382",Sibiu,0260 897 100,56:42:1b:71:35:51,169.176.29.134,RO84SSSQ7792446833548812
Lascăr,Gheorghiu,1481118150209,1973-11-12,"Aleea Tudor Nr. 571 Bl. 28  Sc. 77 Ap. 686, Rasinari, 503598",Caraș Severin,0268 539 339,b0:12:9a:38:82:ed,117.14.216.68,RO57NVJE1849395776947493
Tincuța,Diaconu,3540523286411,1970-08-12,"Aleea Suciu, Savinesti, 451443",Bistrița-Năsăud,0753 082 720,a6:43:5e:65:3a:e4,51.111.47.225,RO57WOHL7930153283922353
Matilda,Ioniță,3490828058526,2007-12-10,"Aleea Diaconescu Nr. 23, Negresti, 194094",Mehedinți,0772 466 131,8b:83:55:fb:9c:ba,69.38.152.229,RO64YNIG0775043930904488
Cornel,Ardelean,5780121317051,1910-11-01,"Aleea Ludovic Popa Nr. 21 Bl. 61  Sc. 25 Ap. 548, Cernavoda, 951337",Bistrița-Năsăud,0724 372 893,df:93:52:b0:62:cb,96.67.217.54,RO73RLDG5969452646807837
Olivia,Stancu,6871030067679,1978-04-27,"Drumul Eftimie Nr. 18, Calan, 855609",Hunedoara,0239 308 732,76:cd:60:fc:05:05,114.221.25.45,RO47IGPA5415782046032481
Jeana,Albu,6090304223292,1965-02-09,"Intrarea Ardelean, Jilava, 537656",Călărași,0246 309 702,3f:a8:a6:df:53:19,90.241.138.154,RO22MSHE9324866838585722
Camil,Nemeș,3180301511505,2001-12-20,"Bulevardul Pușcașu Nr. 191 Bl. 27  Sc. 36 Ap. 293, Carei, 370525",Călărași,0256 082 854,82:49:ba:96:ba:64,82.255.126.70,RO74KPAQ2241760455331647
Grațian,Pop,6600215013674,1948-06-22,"Strada Ardelean Nr. 47 Bl. 91  Sc. 59 Ap. 223, Motru, 602271",Ialomița,0722 545 856,ea:d1:9b:38:08:fe,82.178.92.254,RO69JENV4489572054776207
Francisc,Gheorghiu,3361216129202,1937-12-08,"Bulevardul Jasmina Mocanu Nr. 75 Bl. 36  Sc. 96 Ap. 200, Balan, 257882",Dolj,0711 453 542,d2:e2:5b:73:71:0a,160.237.196.61,RO61JMXY3038278376280996
Sandu,Tabacu,1541008516422,2016-10-16,"Drumul Albu Nr. 43 Bl. 61  Sc. 14 Ap. 238, Harlau, 138130",Botoșani,0743 459 656,33:16:3f:ba:fb:6f,97.65.172.51,RO58ZCHD6733589090011532
Anaida,Tudor,8630407511476,1919-02-01,"Drumul Voinea Nr. 10 Bl. 81  Sc. 88 Ap. 278, Borcea, 970761",Botoșani,0771 509 909,09:91:d0:00:30:59,23.131.99.164,RO10SDGU2263541808294006
Lucențiu,Voinea,2090103337462,2010-08-21,"Drumul Mocanu Nr. 915 Bl. 26  Sc. 57 Ap. 412, Oradea, 392543",Olt,0755 235 658,fc:33:1b:af:54:79,52.32.237.200,RO92NHJQ8562319267139811
Mădălina,Diaconu,3730807084367,1993-03-26,"Intrarea Marin, Oltenita, 356764",Vaslui,0734 828 226,19:6f:a7:ea:45:d7,17.174.226.177,RO67SDSA3177841032399824
Flavia,Nistor,8720402356111,2017-12-29,"Soseaua Georgescu, Alba Iulia, 461089",Olt,0762 359 405,a0:64:79:af:5e:db,27.12.13.73,RO94SQWX1686098619856736
Sandu,Aanei,4560222422025,1982-02-11,"Strada Pușcașu Nr. 638 Bl. 38  Sc. 32 Ap. 671, Sinaia, 658551",Bacău,0755 484 122,17:a5:1b:21:eb:81,205.180.77.79,RO75JQTF9442363665250047
Clara,Stancu,3110108027011,2021-08-16,"Aleea Mitică Pușcașu, Seini, 655152",Covasna,0722 760 103,58:4a:fe:2b:56:b9,217.124.59.88,RO85OJLU5630057563894852
Narcis,Mocanu,4980928269953,2006-01-06,"Soseaua Casandra Popa Nr. 51, Balotesti, 838295",Maramureș,0752 772 330,b1:62:07:b9:d8:c0,217.121.36.142,RO53ROHP1822345336606218
Codin,Georgescu,3020118220218,2006-08-04,"Strada Florea Nr. 204 Bl. 43  Sc. 40 Ap. 147, Cudalbi, 822952",Neamț,0760 648 765,40:49:0f:be:14:dc,136.181.146.243,RO76MNIX3609040003798589
Laurențiu,Dumitrescu,4090313051290,1978-11-26,"Bulevardul Dochioiu Nr. 489 Bl. 98  Sc. 55 Ap. 513, Curtea de Arges, 333300",Alba,0749 598 532,7f:5c:5e:1f:df:67,97.1.94.87,RO93UYVL2463626333574297
Lucia,Diaconescu,8091116462393,2003-04-19,"Soseaua Mioara Dumitrescu, Fundulea, 528089",Covasna,0732 688 340,18:e4:f4:e1:da:b2,204.172.221.131,RO65GOID5567896570968288
Doru,Marin,7590801111645,1933-12-28,"Drumul Lucențiu Voinea Nr. 483 Bl. 57  Sc. 85 Ap. 549, Beclean, 682079",Constanța,0269 836 065,cc:1e:b0:ed:ce:5b,11.237.131.126,RO10ADNA3682543953051942
Daniel,Ioniță,2070310408473,1995-10-09,"Bulevardul Stan Nr. 329 Bl. 39  Sc. 62 Ap. 452, Apahida, 204329",Dâmbovița,0250 383 281,8a:1a:37:ce:f0:cc,45.143.235.197,RO48NATX9917581837171708
Tudosia,Dobre,3210825444541,1999-04-05,"Drumul Eftimie, Cisnadie, 667744",Dolj,0740 727 686,c9:78:11:1d:95:cb,12.20.118.228,RO28FEVZ0043344726488928
Lucrețiu,Ionescu,8210222276393,1968-06-13,"Aleea Manole, Avrig, 326876",Arad,0744 928 799,18:02:70:bb:46:f1,51.61.184.112,RO89FKRU0873879119404017
Emil,Voinea,7160216079443,2008-06-30,"Bulevardul Gheorghiu Nr. 74, Sandominic, 616555",Buzău,0743 871 313,70:31:a6:27:49:7b,120.12.53.65,RO82WKXM7900687985660059
Luminița,Dochioiu,6380417146050,2022-04-15,"Intrarea Ene Nr. 134, Baraolt, 873125",Călărași,0729 287 187,f2:ef:78:57:2a:cd,185.231.59.230,RO31YBLZ2748023994491311
Antim,Gheorghiu,3571131133166,1931-12-12,"Intrarea Ion Manole Nr. 55 Bl. 21  Sc. 42 Ap. 441, Bolintin-Vale, 910212",Constanța,0236 072 956,c3:e2:7b:0d:4b:c7,53.236.193.19,RO63OTIA5056140768122229
Carmen,Toma,6660106452576,1958-06-19,"Aleea Dobre Nr. 458, Campulung, 786592",Bistrița-Năsăud,0745 630 721,e1:3e:9e:42:64:ca,26.202.13.226,RO08VOWU3342353704764582
Carla,Tudor,5260223342856,1978-02-07,"Strada Valentin Voinea Nr. 107 Bl. 59  Sc. 56 Ap. 979, Fieni, 914222",Bihor,0736 205 191,a7:27:d6:9f:fa:16,171.198.170.254,RO05MHCR8652193767234947
Ludmila,Nemeș,2120631359434,1980-10-06,"Intrarea Nistor Nr. 662 Bl. 34  Sc. 68 Ap. 642, Lugoj, 694962",Sibiu,0252 714 519,23:66:fc:93:99:45,46.50.193.109,RO59CQTT5006957360687431
Artemisa,Mocanu,1310508114033,1956-12-07,"Aleea Lucia Georgescu Nr. 34 Bl. 26  Sc. 71 Ap. 573, Ludus, 839375",Prahova,0770 616 949,30:34:6f:80:51:28,205.173.220.152,RO08DGLX9155790173974788
Teodosia,Nistor,1820928149638,1982-05-14,"Aleea Popescu, Targu Secuiesc, 551337",Giurgiu,0242 031 025,e2:67:cb:74:af:fb,143.170.212.197,RO90LNEQ1191628067821023
Tudorița,Suciu,3270817040762,1929-07-31,"Intrarea George Manole Nr. 484, Moinesti, 484977",Harghita,0234 855 795,54:ff:62:6e:02:19,177.216.78.186,RO55UVLB7171512660012280
Mirona,Dochioiu,3021109449785,1997-05-11,"Intrarea Albu Nr. 780 Bl. 97  Sc. 21 Ap. 631, Bacau, 935328",Maramureș,0730 161 993,a7:cf:af:b2:90:ad,189.148.117.127,RO81KLOX9712272625241931
Virginia,Toma,8030208446269,1987-05-09,"Aleea Bernard Marin Nr. 218, Calafat, 248662",Gorj,0769 741 599,55:c2:85:e1:a5:7a,177.77.77.36,RO91XBYZ2253216749049660
Carol,Stoica,1190806264681,1999-12-22,"Drumul Romanița Tabacu Nr. 80 Bl. 21  Sc. 62 Ap. 188, Gura Humorului, 857289",Bacău,0785 094 970,d8:4b:cf:29:9e:af,4.179.142.100,RO72NLAT2323843805324848
Iuliana,Popescu,7980130097557,1922-06-24,"Soseaua Viorela Barbu Nr. 15, Pechea, 553069",Gorj,0245 966 221,4a:a0:0e:db:dc:92,153.201.74.164,RO71QFQW6106334093824876
Vasile,Dumitrescu,3940830182931,1970-09-09,"Strada Valeria Ioniță Nr. 744, Maieru, 138217",Hunedoara,0786 679 915,a7:4b:d6:df:b0:be,50.190.228.34,RO45UENE3317906335606294
Raul,Ardelean,5811007518021,1965-01-14,"Soseaua Popescu Nr. 99 Bl. 37  Sc. 75 Ap. 323, Popesti-Leordeni, 886875",Buzău,0245 460 641,6f:cb:45:a3:85:fa,152.221.204.209,RO15YYQI2866231589390134
Tiberia,Dima,5610806260389,2006-03-04,"Soseaua Stoica Nr. 899 Bl. 14  Sc. 86 Ap. 156, Sangeorgiu de Mures, 394431",Bacău,0729 962 679,69:46:b2:0a:dc:c1,8.3.71.192,RO09WVOH1931824562656591
Doina,Ababei,2321025174341,1920-04-12,"Soseaua Claudia Nistor Nr. 982, Tecuci, 341955",Covasna,0241 977 969,2f:9f:26:ed:4a:5d,178.63.222.214,RO33YRFO7807946124645447
Mitică,Dinu,3660108303286,1987-02-12,"Soseaua Stancu Nr. 911, Tarnaveni, 716963",Dâmbovița,0747 941 607,1f:64:e8:95:85:d1,6.248.157.128,RO90MZEY1458986356480945
Tiberia,Tomescu,5381006301453,1943-05-10,"Drumul Mazilescu Nr. 48, Sinaia, 841808",Iași,0748 918 435,f9:2d:34:ce:dc:c9,153.178.128.115,RO48QDUB9410640803347301
Ludovica,Dinu,4460216073833,1988-06-10,"Drumul Mitruț Gheorghiu Nr. 67 Bl. 66  Sc. 84 Ap. 633, Onesti, 770376",Ilfov,0236 283 704,b9:50:12:6f:d6:b5,44.18.181.212,RO07LVXX1033499457358098
Daniela,Pușcașu,1471203468411,1935-01-30,"Soseaua Ababei Nr. 44 Bl. 33  Sc. 27 Ap. 331, Baciu, 549993",Bistrița-Năsăud,0785 377 230,70:a2:24:b5:18:dc,10.59.180.47,RO28VAWF7805512477145077
Leontina,Mazilescu,5350808129356,1952-06-12,"Soseaua Tabacu, Darabani, 134775",Maramureș,0788 891 370,f9:fb:e0:a1:9a:a7,158.92.15.90,RO86SZPO7245693291157673
Costache,Dumitrescu,8100419088877,1933-08-25,"Bulevardul Milena Marin Nr. 117, Modelu, 731869",Dolj,0251 401 848,6f:3f:ff:fc:ae:99,98.13.2.54,RO52ORWQ6574341903157340
Ana,Diaconu,5711026512434,1998-03-03,"Intrarea Dragoș Tomescu, Strehaia, 234547",Vaslui,0257 830 907,74:c3:63:47:69:76,84.79.120.32,RO47IYTM7512022249048493
Doriana,Pop,3100831241502,1979-10-28,"Soseaua Ardelean, Tudora, 936030",Timiș,0771 118 622,63:f8:23:f4:43:f0,5.65.241.75,RO11DSCV3895265982609013
Valter,Cristea,1441119420649,2016-03-05,"Soseaua Marin, Baciu, 847739",Cluj,0732 987 438,68:b0:9c:4f:c9:e1,22.82.16.21,RO85SSPM8320186135410721
Măriuca,Mazilescu,1180427399952,1992-10-15,"Bulevardul Mocanu Nr. 142 Bl. 32  Sc. 36 Ap. 875, Sinaia, 434564",Arad,0252 873 620,cc:1e:4c:80:89:e9,44.204.203.20,RO49OEPX0333299374386868
Pătru,Nistor,5721212104589,2016-08-30,"Soseaua Dinu Nr. 36 Bl. 50  Sc. 26 Ap. 651, Borcea, 150809",Sibiu,0784 160 583,05:ec:27:e3:16:3c,213.31.112.112,RO22AQKP7845381827258080
Ada,Mazilescu,1480910052247,1982-10-05,"Drumul Mazilescu, Dej, 321824",Dolj,0232 985 300,7a:08:bd:99:fc:ed,91.13.97.223,RO77KXEC0264967307662942
Hortensia,Preda,1530129444619,1970-06-21,"Intrarea Adrian Diaconescu, Copsa Mica, 830144",Arad,0733 568 529,b7:dc:74:01:7e:17,202.238.250.113,RO51HJIR8671928447402601
