last_name,first_name
Nistor,Blanduzia
Dima,Minodora
Pop,Eftimie
Eftimie,Titus
Nistor,Roberta
Stancu,Gelu
Nistor,Monica
Pușcașu,Geanina
Florea,Romanița
Cristea,Amanda
Pop,Cezar
Popa,Grațiela
Ene,Irina
Stoica,Gregorian
Nistor,Fiona
Marin,Ilie
Cristea,Anca
Florea,Jan
Voinea,Nicolaie
Pop,Amedeu
Florea,Tinca
Ionescu,Letiția
Nistor,Ghiță
Voinea,Hortensia
Dochioiu,Angel
Florea,Grațiela
Oprea,Corneliu
Stancu,Nicodim
Stancu,Luana
Gheorghiu,Severina
Diaconu,Adelaida
Stoica,Adina
Ionescu,Betina
Ioniță,Teea
Eftimie,Haralambie
Tomescu,Claudiu
Manole,Alin
Nemeș,Lascăr
Gheorghiu,Emilian
Albu,Teona
Toma,Edgar
Popa,Petruț
Dumitrescu,Grațiana
Preda,Catinca
Niță,Delia
Georgescu,Petrică
Mocanu,Fabiana
Pușcașu,Simion
Tomescu,Casian
Pop,Doina
Pușcașu,Lucreția
Dinu,Camelia
Niță,Zeno
Toma,Alin
Albu,Raul
Mazilescu,Amalia
Gheorghiu,Dominic
Tabacu,Ioana
Ionescu,Sânziana
Albu,Lia
Suciu,Ștefana
Toma,Maia
Oprea,Xenia
Ene,Achim
Tudor,Codruț
Suciu,Iurie
Albu,Iustin
Florea,Ana
Eftimie,Steluța
Mazilescu,Janina
Diaconu,Florentina
Mazilescu,Pleșu
Manole,Olga
Stănescu,Constantina
Dima,Severin
Marin,Cristea
Stănescu,Florian
Aanei,Răducu
Ioniță,Georgel
Eftimie,Petre
Stancu,Aglaia
Ene,Nicodim
Suciu,Renata
Suciu,Costin
Dumitrescu,Narcis
Albu,Victor
Stănescu,Lăcrămioara
Pușcașu,Codrina
Stan,Adina
Ene,Edgar
Oprea,Oana
Florea,Florentin
Manole,Fiodor
Manole,Casandra
Ionescu,Delia
Voinea,Izabela
Nistor,Astrid
Pop,Claudia
Diaconu,Nicoară
Dima,Aurel
Voinea,Mugurel
Pușcașu,Clarisa
Stănescu,Denis
Pop,Maia
Stoica,Norman
Oprea,Ilinca
Nistor,Andrei
Stancu,Felicia
Tomescu,Matei
Nemeș,Consuela
Tomescu,Sidonia
Diaconu,Octav
Stoica,Iustinian
Stancu,Carolina
Preda,Inocențiu
Ionescu,Petru
Diaconu,Aida
Ene,Pătru
Tabacu,Narcis
Stancu,Betina
Dumitrescu,Emil
Voinea,Henrieta
Pușcașu,Zina
Preda,Melina
Suciu,Daciana
Ionescu,Jean
Florea,Eleonora
Cristea,Constantina
Ioniță,Cosmina
Aanei,Edmond
Ababei,Georgel
Voinea,Monalisa
Niță,Corneliu
Diaconu,Gicu
Albu,Romeo
Cristea,Robertina
Pușcașu,Octav
Stancu,Eva
Nemeș,Vasile
Popa,Daniela
Ardelean,Romulus
Pop,Miruna
Pop,Giorgiana
Dochioiu,Octaviu
Mocanu,Răzvan
Dochioiu,Albert
Nemeș,Alis
Nemeș,Petruța
Cristea,Antim
Florea,Ionelia
Dobre,Aida
Georgescu,Rica
Tudor,Alexandra
Voinea,Matei
Tomescu,Mircea
Dima,Rareș
Albu,Leana
Ene,Eric
Popescu,Catrinel
Ardelean,Anastasia
Tomescu,Nicolae
Nistor,Amanda
Tomescu,Geanina
Stancu,Betina
Marin,Mihai
Nistor,Larisa
Mocanu,Adam
Ionescu,Leonard
Diaconu,Axenia
Eftimie,Dafina
Ardelean,Carmen
Ardelean,Gianina
Ene,Gina
Nemeș,Octaviu
Cristea,Ana
Cristea,Gabriel
Ionescu,Paulica
Nemeș,Nelu
Stancu,Miruna
Manole,Mona
Eftimie,Eva
Eftimie,Sandu
Preda,Patricia
Ene,Ivan
Aanei,Dumitru
Stănescu,Basarab
Stan,Adi
Preda,Aurel
Stănescu,Mugurel
Ene,Teona
Ionescu,Eliza
Stan,Mihai
Ababei,Theodor
Cristea,Ernest
Diaconu,Horia
Diaconescu,Julieta
Popescu,Vincențiu
Oprea,Dariana
Marin,Silviana
Popa,Monalisa
Ioniță,Nidia
Popescu,Costache
Tabacu,Elodia
Oprea,Veronica
Florea,Leordean
Cristea,Brăduț
Diaconu,Petronela
Nemeș,Grigore
Stănescu,Francisc
Aanei,Monalisa
Popescu,Mirela
Ardelean,Aurora
Marin,Cristina
Dinu,Norman
Stănescu,Profira
Popescu,Sorina
Cristea,Vladimir
Pușcașu,Nicu
Toma,Bănel
Stănescu,Adelaida
Nemeș,Olimpia
Ionescu,Brândușa
Dochioiu,Geanina
Oprea,Marina
Niță,Consuela
Voinea,Nora
Aanei,Zenobia
Mocanu,Petronela
Manole,Ecaterina
Niță,Emanuil
Stan,Julia
Popescu,Maximilian
Oprea,Daniela
Niță,Sandu
Stoica,Adelin
Dinu,Ruxanda
Nemeș,Iridenta
Eftimie,Octaviu
Niță,Cornelia
Niță,Narcisa
Ababei,Ada
Tabacu,Teea
Mazilescu,Stan
Stoica,Melania
Voinea,Tincuța
Diaconu,Viorica
Mocanu,Elisabeta
Aanei,Emanoil
Popescu,Tiberiu
Popescu,Alis
Dima,Miruna
Tabacu,Milena
Barbu,Andreea
Cristea,Bogdana
Manole,Speranța
Tomescu,Milena
Albu,Lucreția
Mocanu,Rada
Oprea,Daniel
Nistor,Iosif
Tabacu,Alexandru
Popa,Elisaveta
Nistor,Basarab
Florea,Alexe
Mocanu,Dan
Oprea,Benone
Gheorghiu,Grațiana
Stancu,Ioanina
Georgescu,Panagachie
Marin,Norica
Pop,Luminița
Dima,Maia
Stan,Nelu
Diaconu,Viorica
Preda,Agata
Dobre,Letiția
Diaconu,Henrieta
Albu,Nora
Georgescu,Andrada
Mocanu,Alistar
Tabacu,Zoe
Nistor,Gicu
Eftimie,Dorinel
Georgescu,Amalia
Oprea,Mitică
Ene,Celia
Ababei,Olimpiu
Dima,Bogdana
Pușcașu,Arian
Nistor,Elena
Voinea,Eftimie
Nistor,Julieta
Eftimie,Steluța
Eftimie,Mugurel
Eftimie,Casian
Mazilescu,Dochia
Tomescu,Horia
Florea,Frederic
Albu,Olga
Barbu,Theodor
Dobre,Iurie
Niță,Basarab
Dochioiu,Lăcrămioara
Stancu,Elvira
Dinu,Ștefania
Pușcașu,Janeta
Albu,Lorin
Nistor,Raul
Marin,Axinte
Georgescu,Voichița
Suciu,Aida
Nistor,Anica
Mazilescu,Clarisa
Ionescu,Codruț
Preda,Olimpia
Aanei,Măriuca
Popescu,Eftimie
Ababei,Măriuca
Pop,Gențiana
Eftimie,Marian
Mazilescu,Sanda
Cristea,Aristița
Pop,Maricica
Niță,Rica
Marin,Melania
Mazilescu,Aleodor
Ionescu,Constantina
Barbu,Eftimie
Suciu,Frusina
Ababei,Marcel
Pop,Paulica
Popescu,Izabela
Diaconescu,Loredana
Marin,Svetlana
Dobre,Luminița
Ardelean,Floriana
Marin,Adina
Voinea,Casiana
Toma,Dorel
Eftimie,Luminița
Tudor,Valeria
Albu,Sabrina
Toma,Flavia
Pop,Teohari
Tabacu,Codruța
Niță,Gherghina
Dima,Tatiana
Voinea,Luana
Nemeș,Pătru
Tabacu,Giorgian
Ardelean,Maxim
Tomescu,Ștefania
Marin,Crina
Stoica,Ariana
Marin,Liliana
Dochioiu,Nicodim
Tomescu,Timea
Nemeș,Cristobal
Eftimie,Cornelia
Eftimie,Teohari
Cristea,Costel
Pușcașu,Cipriana
Albu,Blanduzia
Eftimie,Zenovia
Stoica,Tamara
Mazilescu,Roberta
Popescu,Lorin
Tabacu,Georgeta
Mazilescu,Valentin
Ababei,Cezar
Popescu,Lucențiu
Mocanu,Felicia
Florea,Paula
Ababei,Loredana
Stănescu,Letiția
Stancu,Vincențiu
Pușcașu,Mirela
Stoica,Saveta
Oprea,Ludovica
Stănescu,Teodosia
Dochioiu,Emil
Tomescu,Todor
Tomescu,Pamfil
Tudor,Simion
Dima,Valeriu
Manole,Lorelei
Mocanu,Marcel
Tomescu,Maximilian
Popescu,Mitruț
Suciu,Iancu
Ardelean,Grațian
Florea,Dochia
Tudor,Nidia
Tabacu,Iulian
Ioniță,Romina
Ababei,Alistar
Dobre,Floriana
Dinu,Damian
Tudor,Iuliana
Nistor,Ghiță
Dumitrescu,Iridenta
Manole,Aurică
Ionescu,Sabina
Dumitrescu,Grigore
Mocanu,Titus
Eftimie,Mircea
Nistor,Rozalia
Aanei,Dorina
Tabacu,Ileana
Florea,Radu
Dinu,Ludmila
Dumitrescu,Florina
Aanei,Ilarie
Manole,Anica
Florea,Haralamb
Ionescu,Viviana
Dumitrescu,Niculiță
Manole,Ofelia
Ardelean,Basarab
Eftimie,Nicu
Georgescu,Antim
Mocanu,Vlad
Tomescu,Tiberiu
Niță,Bianca
Stan,Dorina
Popa,Benone
Diaconu,Monica
Pușcașu,Sorin
Popa,Liana
Voinea,Aneta
Diaconu,Daria
Stoica,Daiana
Dochioiu,Ortansa
Dumitrescu,Mihaela
Voinea,Voichița
Ionescu,Lioara
Pop,Constanța
Dobre,Mihaela
Nemeș,Antoaneta
Dinu,Voicu
Marin,Marina
Stănescu,Răzvan
Dinu,Petruța
Ardelean,Angela
Cristea,Hortensia
Popescu,Daniela
Ene,Gherghina
Cristea,Petrișor
Aanei,Tudor
Ene,Dana
Marin,Martin
Stoica,Petruța
Oprea,Demetra
Nistor,Bernard
Preda,Marcel
Nemeș,Ruxanda
Manole,Catinca
Tomescu,Tudosia
Ardelean,Relu
Dochioiu,Maria
Diaconescu,Casandra
Barbu,Lorin
Ioniță,Ligia
Aanei,Amanda
Dobre,Toma
Cristea,Ecaterina
Ionescu,Victoria
Dochioiu,Achim
Toma,Margareta
Stancu,Alice
Ioniță,Iosefina
Dochioiu,Iosefina
Mazilescu,Veniamin
Barbu,Andrian
Tabacu,Iuliu
Gheorghiu,Nichifor
Diaconu,Nae
Nistor,Saveta
Dochioiu,Roxelana
Tabacu,Lidia
Diaconescu,Cantemir
Voinea,Mara
Ababei,Vasile
Tomescu,Demetra
Dobre,Marius
Tomescu,Codrin
Florea,Relu
Dobre,Sofia
Dumitrescu,Gicu
Preda,Loredana
Pop,Viorela
Ionescu,Barbu
Pușcașu,Virginia
Diaconescu,Gheorghe
Dumitrescu,Albertina
Ardelean,Lelia
Ardelean,Izabela
Mocanu,Dorinel
Ardelean,Lia
Popescu,Octaviu
Nistor,Albertina
Dinu,Loredana
Niță,Șerban
Gheorghiu,Svetlana
Mazilescu,Ada
Niță,Casandra
Tudor,Angel
Nemeș,Horea
Stancu,Titus
Toma,Mitruț
Eftimie,Cristian
Stoica,Cristian
Oprea,Mircea
Niță,Eric
Tomescu,Codrina
Aanei,Nicoleta
Nemeș,Leontina
Popa,Iustin
Mazilescu,Janina
Ioniță,Rada
Preda,Olimpiu
Dima,Dimitrina
Albu,Astrid
Stoica,Ozana
Dobre,Valentina
Popa,Marius
Nistor,Simina
Niță,Lorin
Dima,Răzvan
Gheorghiu,Frusina
Oprea,Benone
Gheorghiu,Cătălin
Gheorghiu,Mirona
Ardelean,Noemi
Stoica,Floare
Niță,Florin
Diaconescu,Anica
Manole,Coralia
Stancu,Antoaneta
Cristea,Vladimir
Oprea,Georgian
Nemeș,Cipriana
Aanei,Mugurel
Popa,Sorana
Stancu,Darius
Ene,Clarisa
Gheorghiu,Carolina
Tudor,Emilia
Aanei,Norica
Nistor,Mina
Voinea,Simion
Stancu,Silvana
Stan,Mugurel
Preda,Tatiana
Florea,Andra
Tabacu,Consuela
Nemeș,Bernard
Tabacu,Iustin
Niță,Eustațiu
Marin,Anca
Dumitrescu,Ovidiu
Niță,Anișoara
Suciu,Tamara
Pușcașu,Veniamin
Stănescu,Amanda
Ardelean,Frederic
Tabacu,Edmond
Albu,Valeriu
Manole,Silviana
Toma,Mona
Georgescu,Toma
Cristea,Toma
Tabacu,Ramona
Aanei,Filip
Dima,Oliviu
Florea,Anghelina
Stoica,Anghelina
Cristea,Crina
Diaconu,Virginia
Dobre,Pleșu
Stoica,Panait
Cristea,Valter
Dumitrescu,Tatiana
Eftimie,Ancuța
Ene,Daniela
Stancu,Agripina
Diaconescu,Mitruț
Stan,Alin
Toma,Francesca
Marin,Alina
Cristea,Ludovica
Mocanu,Silviu
Suciu,Geanina
Dima,Carina
Stoica,Miruna
Aanei,Sandu
Gheorghiu,Petronela
Pop,Elena
Popescu,Adi
Tudor,Lucențiu
Diaconescu,Luminița
Suciu,Petrișor
Mazilescu,Sandu
Stoica,Maia
Mocanu,Costel
Mazilescu,Anca
Toma,Emanuela
Florea,Melania
Stancu,Arian
Tomescu,Lorena
Ardelean,Roxana
Oprea,Ariana
Popa,Vera
Dinu,Aristița
Barbu,Romina
Dumitrescu,Severina
Dobre,Dorina
Pușcașu,Mălina
Aanei,Ludovica
Tomescu,Voicu
Tudor,Petre
Mazilescu,Filip
Dumitrescu,Ofelia
Ene,Miron
Suciu,Marta
Stoica,Paul
Mazilescu,Domnica
Tabacu,Liviu
Ababei,Dominic
Oprea,Emilia
Ardelean,Florin
Nemeș,Daniel
Mocanu,Daniel
Nemeș,Coralia
Oprea,Jenel
Tudor,Clara
Nemeș,Anda
Nistor,Celia
Marin,Alexandra
Popescu,Zaraza
Ardelean,Aurelia
Tudor,Tamara
Stănescu,Ilarie
Nistor,Heracleea
Oprea,Cedrin
Mocanu,Elisaveta
Oprea,Emilia
Toma,Dora
Preda,Demetra
Albu,Ilarie
Manole,Dumitra
Toma,Dorel
Stancu,Tincuța
Pușcașu,Luca
Stan,Dalia
Mocanu,Alex
Tudor,Pamfil
Ionescu,Sebastian
Ardelean,Leonard
Manole,Flaviu
Toma,Teodora
Ioniță,Roxelana
Dochioiu,Axinte
Tabacu,Salomea
Oprea,Gelu
Pușcașu,Simona
Dobre,Cedrin
Oprea,Iustinian
Dobre,Anastasia
Albu,Codrin
Ardelean,Anastasia
Aanei,Marcel
Georgescu,Mirona
Marin,Petru
Oprea,Andrian
Toma,Dacian
Stancu,Emanuela
Nemeș,Ladislau
Cristea,Jean
Stan,Pătru
Popescu,Rica
Tudor,Lucențiu
Dochioiu,Virginia
Tudor,Florica
Popescu,Beniamin
Ionescu,Heracleea
Pop,Anica
Diaconu,Janeta
Eftimie,Gheorghe
Marin,Paula
Pușcașu,Rica
Popa,Constanța
Voinea,Iosif
Oprea,Cristina
Tomescu,Todor
Manole,Romeo
Mocanu,Sebastian
Gheorghiu,Iuliu
Dobre,Emilian
Tabacu,Norman
Ababei,Dorli
Voinea,Iulia
Oprea,Iulia
Diaconu,Frusina
Dochioiu,Iulian
Stoica,Iancu
Ababei,George
Dumitrescu,Pompilia
Nistor,Sorin
Nistor,Virginia
Marin,Agripina
Dumitrescu,Mioara
Manole,Irina
Gheorghiu,Casandra
Ababei,Mugur
Popescu,Mugurel
Marin,Iurie
Mazilescu,Arsenie
Diaconu,Floriana
Tabacu,Ariadna
Oprea,Eftimia
Nistor,Cezara
Barbu,Anatolie
Nistor,Miruna
Stănescu,Liliana
Stănescu,Ion
Stancu,Niculina
Diaconu,Cazimir
Albu,Zamfira
Marin,Panagachie
Tabacu,Robertina
Niță,Adina
Dumitrescu,Sonia
Tudor,Marioara
Ababei,Eliza
Suciu,Antoaneta
Oprea,Valter
Ardelean,Milena
Aanei,Marioara
Stancu,Camil
Diaconu,Aurica
Dima,Iurie
Dinu,Amanda
Ardelean,Roxelana
Dima,Bănel
Suciu,Savina
Ababei,Jan
Ionescu,Relu
Tomescu,Ghenadie
Stan,Măriuca
Georgescu,Adela
Mazilescu,Dina
Eftimie,Marian
Mocanu,Andrian
Toma,Flavia
Pop,Pleșu
Pop,Aristide
Tabacu,Olimpian
Florea,Miron
Tabacu,Claudiu
Preda,Eva
Dumitrescu,Valter
Popa,Valentina
Dobre,Avram
Dobre,Cătălin
Ene,Vasilica
Toma,Titus
Pușcașu,Matilda
Cristea,Alice
Dobre,Janina
Nistor,Ecaterina
Ionescu,Ducu
Suciu,Iustina
Cristea,Floare
Ionescu,Olga
Dinu,Emanuel
Ionescu,Marian
Marin,Ionelia
Mocanu,Daria
Dobre,Ernest
Diaconu,Flaviu
Cristea,Niculina
Nistor,Cerasela
Marin,Anica
Nistor,Cornel
Ioniță,Demetra
Albu,Tudorița
Mazilescu,Jan
Suciu,Ștefania
Aanei,Domnica
Voinea,Zeno
Niță,Norbert
Aanei,Anghel
Ioniță,Camil
Pop,Albertina
Pop,Anghelina
Toma,Flora
Albu,Iacob
Cristea,Paula
Manole,Nelu
Nemeș,Rada
Tudor,Costin
Mocanu,Dida
Gheorghiu,Octav
Preda,Adonis
Manole,Panagachie
Manole,Lucrețiu
Tabacu,Narcis
Dinu,Tudorița
Nistor,Paulica
Ionescu,Iolanda
Georgescu,Eugenia
Stănescu,Petre
Mazilescu,Alberta
Ardelean,Axenia
Barbu,Mircea
Nistor,Silvian
Dochioiu,Dorin
Tudor,Daniel
Marin,Aurelia
Stancu,Leontin
Ardelean,Mădălina
Suciu,Nae
Pușcașu,Maria
Preda,Flaviu
Stancu,Marioara
Stoica,Iuliana
Nistor,Elvira
Diaconescu,Lioara
Aanei,Axinte
Dinu,Grațiana
Stan,Antonie
Gheorghiu,Teodosia
Popescu,Teodora
Voinea,Eremia
Dobre,Alin
Niță,Sorana
Suciu,Ioan
Florea,Janina
Ioniță,Lili
Diaconu,Măriuca
Ioniță,Dorin
Nistor,Arina
Dumitrescu,Andrei
Cristea,Venera
Preda,Anca
Aanei,Ica
Florea,Nichifor
Stan,Patricia
Albu,Marinela
Suciu,Geta
Tomescu,Carolina
Dobre,Dalia
Stan,Evanghelina
Dochioiu,Teea
Voinea,Basarab
Dobre,Ion
Popescu,Larisa
Aanei,Iolanda
Cristea,Janeta
Voinea,Amanda
Popescu,Ruxanda
Ababei,Zamfira
Marin,Andreea
Popescu,Haralambie
Popa,Andrada
Stancu,Emanuela
Oprea,Leordean
Popa,Monalisa
Mocanu,Damian
Dinu,Mona
Eftimie,Stancu
Ionescu,Albertina
Eftimie,Violeta
Diaconu,Suzana
Georgescu,Tudorița
Nemeș,Daniel
Nemeș,Liliana
Stan,Martin
Dumitrescu,Horia
Suciu,Severina
Voinea,Zaraza
Ababei,Severina
Eftimie,Pompiliu
Gheorghiu,Leopoldina
Cristea,Vladimir
Tudor,Nicușor
Albu,Lili
Georgescu,Eusebiu
Ioniță,Jan
Tabacu,Geta
Albu,Roberta
Dima,Teea
Tudor,Bernard
Mazilescu,Mihnea
Suciu,Aristița
Pușcașu,Barbu
Stoica,Nicoleta
Albu,Ecaterina
Dumitrescu,Albertina
Tabacu,Sandu
Tabacu,Valeria
Mazilescu,Francisc
Dinu,Costache
Stan,Georgian
Mocanu,Didina
Florea,Leontina
Ionescu,Pompiliu
Georgescu,Arina
Aanei,Floare
Stancu,Celia
Barbu,Amalia
Nemeș,Luiza
Nistor,Ramona
Tomescu,Valeria
Suciu,Vincențiu
Eftimie,Claudiu
Suciu,Georgeta
Georgescu,Cedrin
Cristea,Rareș
Nemeș,Nae
Cristea,Dominic
Dinu,Eugen
Mocanu,Tania
Nistor,Iasmina
Stan,Alexandrina
Stoica,Astrid
Eftimie,Xenia
Oprea,Norman
Tabacu,Voicu
Suciu,Cătălina
Nistor,Varvara
Niță,Victor
Ioniță,Lioara
Popa,Horia
Aanei,Arina
Preda,Manuela
Eftimie,Coralia
Dumitrescu,Miron
Stan,Ortansa
Albu,Eleonora
Barbu,Adriana
Dumitrescu,Vasile
Nistor,Semenica
Georgescu,Basarab
Georgescu,Adam
Dobre,Cristian
Dima,Letiția
Florea,Ileana
Popa,Sorana
Mazilescu,Jean
Gheorghiu,Casandra
Manole,Vlaicu
Marin,Suzana
Stancu,Iulian
Ene,Coralia
Suciu,Tudora
Manole,Larisa
Pușcașu,Consuela
Voinea,Isabela
Albu,Robert
Tudor,Tiberia
Barbu,Emil
Toma,Sava
Popescu,Nicoară
Tudor,Magdalena
Gheorghiu,Iuliu
Voinea,Demetra
Niță,Pompilia
Voinea,Georgel
Eftimie,Alistar
Ioniță,Antoniu
Voinea,Agata
Ababei,Venera
Diaconu,Maricica
Popa,Nichifor
Niță,Cornelia
Niță,Livia
Dima,Grațian
Manole,Magdalena
Ionescu,Teodosia
Preda,Smaranda
Cristea,Emilian
Nistor,Salomea
Voinea,Niculiță
Ababei,Zenobia
Preda,Adelina
Oprea,Hortensia
Tudor,Norbert
Eftimie,Angel
Popa,Erica
Preda,Cosmina
Voinea,Mariana
Ardelean,Raluca
Mazilescu,Daria
Nistor,Adriana
Voinea,Evanghelina
Suciu,Caterina
Albu,Simona
Georgescu,Jenel
Stancu,Bebe
Dobre,Ioanina
Ababei,Bebe
Dinu,Adam
Stănescu,Dariana
Stan,Eva
Stoica,Margareta
Dobre,Milena
Pop,Daniela
Gheorghiu,Leordean
Dinu,Malvina
Popescu,Nidia
Preda,Alex
Stănescu,Achim
Tabacu,Dorin
Popa,Arina
Niță,Constantina
Florea,Elvira
Pop,Vincențiu
Barbu,Dorinel
Dinu,Jeana
Tabacu,Ozana
Popa,Ada
Ioniță,Gică
Nistor,Daria
Diaconu,Florica
Manole,Beatrice
Ioniță,Mirabela
Niță,Arina
Dumitrescu,Anatolie
Dumitrescu,Mircea
Ionescu,Violeta
Ardelean,Ionela
Nemeș,Adina
Diaconu,Magdalena
Stancu,Lucian
Marin,Irinel
Ababei,Rareș
Stănescu,Frusina
Stan,Beatrice
Georgescu,Sabin
Aanei,Arina
Stan,Delia
Stancu,Casiana
Dumitrescu,Codruța
Eftimie,Clara
Aanei,Ada
Nemeș,Florentin
Ioniță,Ivan
Tudor,Simina
Stan,Traian
Nistor,Lazăr
Cristea,Anabela
Ardelean,Ramona
Nemeș,Răzvan
Nistor,Viviana
Stănescu,Visarion
Oprea,Viorel
Tomescu,Visarion
Stoica,Laurian
Georgescu,Corina
Eftimie,Savina
Gheorghiu,Gheorghiță
Ene,Rozalia
Popa,Pavel
Stoica,Tiberiu
Dinu,Călin
Voinea,Agripina
Diaconu,Jan
Albu,Gabi
Suciu,Amedeu
Pușcașu,Sofia
Stoica,Lăcrămioara
Ene,Codrina
Ene,Pătru
Mocanu,Grigore
Preda,Nadia
Florea,Flaviu
Tomescu,Lorena
Georgescu,Sava
Ioniță,Felix
Stan,Frusina
Preda,Olimpiu
Dinu,Lăcrămioara
Dima,Agripina
Niță,Nechifor
Dobre,Relu
Florea,Vicenția
Dochioiu,Marcheta
Cristea,Doriana
Ardelean,Octavia
Oprea,Elodia
Diaconescu,Henrieta
Nistor,Gică
Mazilescu,Codruț
Nistor,Olivia
Tudor,Natalia
Eftimie,Cristobal
Suciu,Ivona
Pușcașu,Andrei
Nistor,Minodora
Stoica,Florea
Popa,Stancu
Albu,Steliana
Gheorghiu,Ioana
Pușcașu,Ionelia
Albu,Aurora
Oprea,Adela
Nistor,Olivia
Eftimie,Semenica
Niță,Lucențiu
Voinea,Nechifor
Tudor,Dumitrana
Manole,Lili
Nemeș,Geta
Tudor,Pompiliu
Albu,Romina
Nemeș,Filofteia
Ardelean,Petruța
Mocanu,Matilda
Marin,Maximilian
Albu,Demetra
Nistor,Anuța
Manole,Inocențiu
Mocanu,Constantina
Popa,Titus
Oprea,Leontin
Pușcașu,Ducu
Stoica,Zeno
Ene,Cezara
Pop,Victoria
Tudor,Ernest
Suciu,Sever
Dima,Ionuț
Dinu,Lorelei
Marin,Bebe
Marin,Adina
Dinu,Eduard
Manole,Silvia
Manole,Sabina
Pop,Octav
Stancu,Fiona
Nemeș,Ștefania
Oprea,Rafael
Ene,Silvana
Niță,Iolanda
Mazilescu,Albertina
Aanei,Tudorița
Dochioiu,Minodora
Albu,Fabian
Aanei,Eustațiu
Dima,Blanduzia
Popescu,Liviu
Ioniță,Antonie
Ababei,Maia
Stan,Speranța
Marin,Teohari
Ababei,Leontin
Ioniță,Traian
Ardelean,Roxana
Tomescu,Ecaterina
Nistor,Vlad
Pop,Emanuel
Nistor,Laurențiu
Florea,Rozalia
Dinu,Cristofor
Pop,Laurian
Pop,Brândușa
Tudor,Cristina
Stoica,Nae
Stan,Vasilică
Ionescu,Clarisa
Dobre,Ariadna
Eftimie,Grațiela
Diaconescu,Cătălin
Tomescu,Jana
Oprea,Anghel
Georgescu,Ortansa
Aanei,Fabian
Mazilescu,Ionuț
Ene,Lucreția
Stănescu,Zaraza
Popescu,Dida
Popescu,Marina
Eftimie,Catrinel
Dima,Titus
Pop,George
Dochioiu,Vincențiu
Mocanu,Cornel
Pop,Tatiana
Albu,Leontin
Dima,Valeria
Nemeș,Isabela
Dima,Bucur
Marin,Amanda
Ababei,Sonia
Tabacu,Nicodim
Oprea,Robert
Toma,Felicia
Stancu,Mărioara
Suciu,Florentin
Diaconu,Gianina
Georgescu,Marcheta
Nistor,Dragoș
Mazilescu,Doru
Stancu,Marta
Stănescu,Gabi
Dobre,Pătru
Stan,Ancuța
Voinea,Mara
Ababei,Grațiela
Tudor,Dinu
Pușcașu,Romulus
Ardelean,Silviu
Gheorghiu,Anemona
Nistor,Iuliana
Stănescu,Codrina
Preda,Iustin
Dobre,Anatolie
Dima,Fabia
Tudor,Tincuța
Marin,Margareta
Tomescu,Beniamin
Albu,Grigore
Nistor,Doriana
Mocanu,Ilinca
Manole,Paula
Nistor,Camil
Stănescu,Leontina
Manole,Marian
Ardelean,Aristide
Dumitrescu,Pătru
Toma,Profira
Dinu,Sânziana
Ababei,Laurian
Popa,Narcis
Suciu,Eftimie
Gheorghiu,Roza
Popa,Jana
Gheorghiu,Rafila
Aanei,Manuela
Mocanu,Anamaria
Stan,George
Dima,Eusebiu
Ioniță,Gabriela
Manole,Florentin
Ardelean,Romanița
Gheorghiu,Inocențiu
Stoica,George
Barbu,Severina
Stan,Jan
Pop,Lavinia
Dochioiu,Romanița
Diaconu,Vasilică
Ioniță,Francisc
Nistor,Gabriela
Mocanu,Zoe
Ioniță,Severina
Niță,Răzvan
Preda,Natalia
Voinea,Coralia
Albu,Clementina
Gheorghiu,Petronela
Ioniță,Estera
Ardelean,Ivan
Popa,Jeana
Eftimie,Georgiana
Ionescu,Dacian
Ababei,Octav
Mocanu,Claudia
Ioniță,Minodora
Dumitrescu,Aura
Oprea,Irinel
Ene,Minodora
Mocanu,Roza
Dochioiu,Pleșu
Aanei,Catinca
Toma,Albertina
Nistor,Mirabela
Mocanu,Petre
Cristea,Raul
Gheorghiu,Nicolae
Pop,Dacian
Dumitrescu,Gianina
Manole,Evanghelina
Mazilescu,Florica
Gheorghiu,Vlaicu
Albu,Dana
Dima,Anda
Pușcașu,Malvina
Dobre,Dalia
Tomescu,Lucrețiu
Gheorghiu,Avram
Niță,Tudorița
Stănescu,Sabina
Albu,Aleodor
Ioniță,Mircea
Ardelean,Constantin
Florea,Gabi
Aanei,Adrian
Toma,Silvia
Albu,Rafael
Tabacu,Sabin
Ionescu,Jana
Mocanu,Ioana
Popa,Minodora
Suciu,Fiodor
Nistor,Roxelana
Stancu,Andra
Stan,Ionelia
Stănescu,Dalia
Georgescu,Anca
Dochioiu,Aurelia
Nemeș,Erica
Nistor,Safta
Niță,Ionuț
Stănescu,Mircea
Cristea,Gabriela
Ababei,Ozana
Pușcașu,Mircea
Tomescu,Crin
Ionescu,Casandra
Nistor,Ieremia
Dima,Catinca
Dobre,Carol
Dochioiu,Mona
Popescu,Octaviu
Voinea,Nicodim
Nistor,Mitruț
Cristea,Simona
Tomescu,Safta
Popa,Tudor
Mocanu,Claudiu
Albu,Ioana
Tudor,Malvina
Dumitrescu,Lorelei
Dinu,Smaranda
Pușcașu,Albertina
Stoica,Natalia
Eftimie,Mitruț
Dochioiu,Teodora
Barbu,Iosefina
Dima,Lioara
Marin,Georgel
Dumitrescu,Octav
Eftimie,Georgel
Barbu,Floarea
Ardelean,Irina
Stan,Dariana
Ene,Pamfil
Suciu,Gicu
