"personal_id","personal_number","birthdate","address","phone_number","user_id"
"1419","3650729236796","1920-06-15","Strada Manole Nr. 469, Marasesti, 246719","0726 808 153","6387"
"1420","3620601412856","1945-01-24","Drumul Tabacu Nr. 757, Filiasi, 860790","0723 142 085","6388"
"1421","8300109227199","1983-11-14","Strada Valeria Albu Nr. 413, Targu Secuiesc, 240844","0744 326 800","6389"
"1422","1270112042261","2018-03-09","Aleea Dumitrescu Nr. 83, Insuratei, 704607","0725 524 162","6390"
"1423","2320824302956","2003-05-09","Bulevardul Dobre, Curtici, 731465","0262 041 541","6391"
"1424","2520605392924","1932-07-03","Aleea Codrin Pop Nr. 211, Tecuci, 270244","0265 123 712","6392"
"1425","1890111124929","1934-03-24","Intrarea Diaconescu Nr. 537 Bl. 71  Sc. 94 Ap. 617, Buzau, 798709","0767 306 182","6393"
"1426","2951215104650","1981-10-16","Aleea Manole, Sancraiu de Mures, 117273","0242 087 535","6394"
"1427","2711123338043","2015-04-24","Intrarea Daiana Niță, Giurgiu, 719030","0732 678 371","6395"
"1428","6341026352195","1949-10-11","Drumul Agnos Ionescu Nr. 31, Mioveni, 116937","0745 628 425","6396"
"1429","3560410432385","2022-08-04","Intrarea Pușcașu Nr. 13, Petrila, 678204","0259 390 378","6397"
"1430","6070206072197","1916-07-04","Drumul Dima Nr. 59, Balan, 404205","0749 335 338","6398"
"1431","8211030431670","1930-04-12","Intrarea Diaconu, Botosani, 519965","0256 596 464","6399"
"1432","7051204453249","1985-03-12","Drumul Gheorghiu, Timisoara, 720895","0752 597 615","6400"
"1433","1940631346541","1926-12-11","Drumul Popescu Nr. 49 Bl. 44  Sc. 61 Ap. 162, Bistrita, 930461","0765 884 504","6401"
"1434","6550327151358","1915-06-20","Drumul Veta Dumitrescu, Boldesti-Scaeni, 333408","0243 107 844","6402"
"1435","6220331423877","1968-09-23","Drumul Nistor Nr. 87 Bl. 81  Sc. 69 Ap. 946, Eforie Nord, 779140","0243 980 089","6403"
"1436","6360113363640","1938-11-18","Soseaua Dima, Focsani, 399604","0766 532 215","6404"
"1437","8780810027840","1999-12-15","Aleea Tania Diaconescu, Bals, 275597","0739 929 777","6405"
"1438","6330223162441","1954-01-14","Bulevardul Norman Pușcașu Nr. 341, Buhusi, 360982","0729 800 917","6406"
"1439","2391114108736","1926-09-30","Intrarea Theodor Gheorghiu, Sfantu Gheorghe, 630249","0759 641 752","6407"
"1440","1881219454199","1990-10-23","Drumul Dorin Barbu Nr. 69, Bistrita, 353232","0266 148 267","6408"
"1441","7250422460974","1958-08-03","Strada Ioniță Nr. 591 Bl. 71  Sc. 13 Ap. 360, Cisnadie, 235730","0734 440 576","6409"
"1442","6191013343872","1975-10-14","Strada Codrin Voinea Nr. 58, Horodnic de Sus, 102714","0231 328 658","6410"
"1443","7821213048452","1917-10-03","Aleea Barbu Nr. 52, Deta, 585042","0753 188 274","6411"
"1444","8910120443577","1994-07-03","Strada Niță Nr. 843 Bl. 84  Sc. 45 Ap. 888, Covasna, 194916","0731 193 890","6412"
"1445","7290701187193","1944-10-04","Intrarea Roxelana Dobre, Talmaciu, 448015","0735 377 928","6413"
"1446","7451113120146","1941-03-16","Intrarea Georgescu Nr. 186, Barbulesti, 405221","0234 881 806","6414"
"1447","3710712084852","1919-01-30","Aleea Dumitrescu, Uricani, 856771","0764 978 570","6415"
"1448","6751227197091","2012-04-05","Drumul Dochioiu Nr. 635, Fundulea, 187078","0240 617 948","6416"
"1449","1390524405029","1948-03-30","Bulevardul Dumitrescu, Magurele, 884658","0735 671 307","6419"
"1450","1280313352842","1957-05-23","Soseaua Dinu Nr. 34 Bl. 23  Sc. 96 Ap. 122, Deta, 236037","0764 344 085","6420"
"1451","2451002346262","1980-01-26","Strada Preda, Raducaneni, 831990","0780 394 077","6421"
"1452","3981103085877","1925-10-22","Strada Mocanu Nr. 418 Bl. 60  Sc. 13 Ap. 696, Eforie Nord, 829516","0743 973 057","6422"
"1453","1270123100050","2004-02-03","Strada Stan Nr. 236 Bl. 36  Sc. 78 Ap. 630, Rosiori de Vede, 467191","0249 320 693","6423"
"1454","1280517223782","2022-05-20","Strada Popescu, Vicovu de Sus, 137539","0736 723 755","6424"
"1455","2301220437486","1951-07-28","Aleea Tudor Nr. 98, Bacau, 779915","0260 016 248","6425"
"1456","7050628333130","2010-01-24","Aleea Eusebia Tudor, Moldova Veche, 487878","0237 960 318","6426"
"1457","7051121053831","1929-09-02","Soseaua Sava Stan Nr. 88, Nadlac, 818699","0765 067 488","6427"
"1458","5381030243216","1963-01-23","Soseaua Georgescu Nr. 574, Suceava, 512115","0244 231 018","6428"
"1459","7250307041876","2017-12-08","Strada Stan Nr. 826, Lupeni, 555047","0264 276 630","6429"
"1460","1300129121415","1939-01-12","Drumul Mazilescu, Sinaia, 489989","0724 453 925","6430"
"1461","2810808431970","2001-04-28","Aleea Ioniță Nr. 699, Arbore, 453830","0239 104 109","6431"
"1462","2911001345822","1946-11-16","Intrarea Aanei, Ovidiu, 446808","0756 980 005","6433"
"1463","6770214090581","2021-03-26","Drumul Tamara Dinu, Dobroesti, 701141","0741 512 212","6434"
"1464","7380626205128","2023-07-22","Aleea Dorian Aanei Nr. 71 Bl. 21  Sc. 35 Ap. 382, Huedin, 617491","0765 616 465","6435"
"1465","4570929267465","1997-01-23","Intrarea Nistor Nr. 76 Bl. 88  Sc. 75 Ap. 465, Sannicolau Mare, 914204","0262 675 910","6436"
"1466","5421010367083","1938-11-27","Drumul Cristea Dochioiu Nr. 46 Bl. 82  Sc. 95 Ap. 151, Fundeni, 143165","0784 228 240","6437"
"1467","7090207324658","1938-10-07","Bulevardul Nistor Nr. 293 Bl. 57  Sc. 66 Ap. 356, Siria, 454364","0249 425 964","6438"
"1468","6160707148165","2000-08-14","Bulevardul Voinea Nr. 22 Bl. 14  Sc. 17 Ap. 606, Uricani, 106666","0250 825 755","6439"
"1469","7050215025290","2010-07-07","Bulevardul Fabian Oprea Nr. 561 Bl. 69  Sc. 79 Ap. 656, Lugoj, 718803","0739 839 158","6440"
"1470","2490612283287","1950-05-25","Intrarea Evelina Diaconu Nr. 743, Toplita, 660395","0741 281 691","6441"
"1471","6441119427392","1946-11-28","Intrarea Teohari Dobre Nr. 68, Buftea, 204646","0732 333 480","6442"
"1472","2850920101129","1940-01-08","Intrarea Nemeș Nr. 57, Barbulesti, 800899","0763 490 780","6443"
"1473","7990713039343","1947-11-02","Aleea Anghel Dobre Nr. 89, Miercurea-Ciuc, 338233","0724 527 616","6444"
"1474","7080623203831","1931-05-09","Strada Ababei Nr. 859, Cudalbi, 546069","0740 476 995","6445"
"1475","4461207228593","1969-09-27","Bulevardul Stan Nr. 643, Otelu Rosu, 430628","0234 466 944","6446"
"1476","7631116266858","2011-03-13","Bulevardul Rafila Stancu Nr. 481 Bl. 37  Sc. 47 Ap. 972, Remetea, 968078","0749 222 626","6447"
"1477","1050708408521","1956-04-26","Bulevardul Pop, Cluj-Napoca, 837749","0769 024 526","6448"
"1478","5130122073488","1999-09-29","Bulevardul Diaconescu Nr. 52 Bl. 99  Sc. 24 Ap. 864, Petrila, 563131","0258 752 732","6449"
"1479","6240408051378","1920-04-20","Soseaua Manole Nr. 669 Bl. 57  Sc. 62 Ap. 806, Urlati, 746255","0245 716 011","6481"
"1480","4580625164664","1955-05-05","Soseaua Iridenta Diaconescu Nr. 277 Bl. 34  Sc. 44 Ap. 202, Magurele, 760458","0253 282 412","6450"
"1481","2430811436774","1986-05-07","Bulevardul Dima Nr. 12 Bl. 42  Sc. 58 Ap. 801, Peris, 854380","0768 349 993","6451"
"1482","6590617278825","1929-11-29","Drumul Oprea, Schela Cladovei, 340701","0756 911 622","6452"
"1483","8430915064235","1914-07-02","Intrarea Oprea, Radauti, 769019","0727 879 208","6453"
"1484","4210505255654","1969-06-03","Strada Veniamin Tudor, Segarcea, 635442","0739 523 007","6454"
"1485","1690923051725","1928-12-21","Intrarea Nistor, Campina, 685093","0244 387 993","6455"
"1486","6811029342011","1968-10-04","Bulevardul Augustina Dochioiu Nr. 906, Calan, 504455","0731 302 757","6456"
"1487","1610927034094","1938-07-19","Drumul Voinea, Dabuleni, 580052","0765 974 848","6457"
"1488","4761212057149","1976-02-25","Soseaua Pușcașu Nr. 448, Navodari, 778293","0747 615 718","6458"
"1489","4660801184453","1933-12-11","Aleea Diaconu Nr. 881 Bl. 69  Sc. 82 Ap. 922, Tulcea, 202135","0721 322 498","6459"
"1490","5760912261781","1978-08-25","Bulevardul Pop Nr. 34, Poiana Mare, 516092","0238 719 822","6460"
"1491","1861113256162","2007-01-16","Strada Diaconu Nr. 69 Bl. 12  Sc. 45 Ap. 438, Husi, 206842","0765 098 949","6461"
"1492","3241123050386","2013-03-05","Strada Nistor Nr. 22, Darmanesti, 211629","0245 434 352","6462"
"1493","3750727432289","1959-01-27","Strada Barbu, Apahida, 501472","0246 174 124","6463"
"1494","7601117434630","1916-10-02","Aleea Oprea Nr. 298 Bl. 87  Sc. 47 Ap. 674, Urziceni, 900910","0736 001 817","6464"
"1495","4110714458185","1953-10-21","Aleea Dinu Nr. 493, Babadag, 783899","0259 608 054","6465"
"1496","3021101148366","1934-10-04","Bulevardul Marin Nr. 270 Bl. 59  Sc. 79 Ap. 643, Sancraiu de Mures, 138108","0255 868 304","6466"
"1497","6410313043346","1935-10-29","Aleea Alexandrina Stan Nr. 698 Bl. 14  Sc. 11 Ap. 556, Chitila, 608972","0780 962 621","6467"
"1498","6571004065267","1925-03-29","Aleea Dinu Nr. 51, Pipera (Voluntari), 347840","0730 063 750","6468"
"1499","2880508443150","2012-02-23","Soseaua Melania Albu, Ramnicu Valcea, 717016","0268 760 227","6469"
"1500","6891201416652","1976-03-08","Intrarea Loredana Pușcașu, Murfatlar, 439752","0254 495 266","6470"
"1501","2551030298898","1925-04-19","Soseaua Pușcașu Nr. 79, Hunedoara, 442733","0721 968 415","6471"
"1502","2100329240996","2012-07-25","Soseaua Ene Nr. 33, Pucioasa, 174742","0244 830 193","6472"
"1503","4990501094520","2021-01-08","Aleea Aanei Nr. 78 Bl. 75  Sc. 92 Ap. 734, Harsova, 654139","0250 971 939","6473"
"1504","8920919376517","1912-07-13","Drumul Nemeș Nr. 151 Bl. 12  Sc. 81 Ap. 449, Lunca Cetatuii, 375047","0758 439 150","6474"
"1505","7110515258478","1925-09-13","Strada Stancu Nr. 613, Nadlac, 949720","0768 558 608","6475"
"1506","3101220115213","1983-08-06","Aleea Tomescu Nr. 647 Bl. 84  Sc. 11 Ap. 197, Marghita, 479686","0735 000 045","6476"
"1507","4850828100110","2012-06-08","Aleea Dinu Nr. 95 Bl. 24  Sc. 58 Ap. 668, Viseu de Sus, 505418","0720 727 127","6477"
"1508","5971126260615","2009-05-31","Strada Ene Nr. 582 Bl. 11  Sc. 57 Ap. 665, Baicoi, 169581","0769 101 462","6478"
"1509","4480914045620","1917-09-22","Soseaua Aanei, Satu Mare, 797692","0770 152 282","6479"
"1510","1430111182473","2013-11-07","Aleea Iuliana Dobre Nr. 492 Bl. 67  Sc. 63 Ap. 795, Motatei, 475425","0241 163 214","6480"
"1511","8470214060427","1972-07-23","Strada Sânziana Aanei Nr. 51, Braila, 147581","0262 659 556","6482"
"1512","2451003144086","1928-08-03","Strada Tomescu Nr. 685, Arbore, 818977","0269 359 161","6483"
"1513","5720105126518","1957-03-12","Drumul Măriuca Tomescu Nr. 15 Bl. 38  Sc. 98 Ap. 287, Maieru, 668879","0788 536 284","6484"
"1514","2830701348031","2016-04-08","Drumul Dochioiu Nr. 275, Salonta, 639831","0267 698 765","6485"
"1515","6430327317188","1995-01-25","Drumul Ardelean, Podu Iloaiei, 502146","0769 152 588","6486"
"1516","4520624255880","1989-05-06","Bulevardul Georgescu Nr. 50, Savinesti, 476288","0757 018 093","6487"
"1517","8060517140211","1931-02-07","Soseaua Iridenta Ionescu Nr. 430, Navodari, 163131","0788 876 482","6488"
"1518","1170409400214","1930-10-30","Strada Nemeș, Vatra Dornei, 940777","0754 269 108","6489"
"1519","1090623035622","1993-11-14","Drumul Barbu, Miercurea-Ciuc, 243994","0723 856 768","6490"
"1520","5211018094011","2016-12-17","Bulevardul Dumitrescu Nr. 746 Bl. 11  Sc. 65 Ap. 753, Victoria, 103211","0723 082 641","6491"
"1521","2610722074043","1921-08-06","Bulevardul Toma Nr. 925, Oravita, 279258","0264 683 779","6492"
"1522","2430404125905","1989-05-10","Strada Aanei, Adjud, 904871","0257 310 107","6493"
"1523","4121217457131","1999-11-27","Intrarea Pușcașu Nr. 293, Buhusi, 292450","0231 634 268","6494"
"1524","2051103146184","2009-10-31","Intrarea Mălina Oprea, Iernut, 552697","0722 308 518","6495"
"1525","3241216364479","1912-06-18","Bulevardul Gabriel Dinu Nr. 26, Teius, 639870","0711 799 594","6496"
"1526","2500609052686","1939-10-03","Aleea Cristea, Poienile de sub Munte, 915734","0730 020 925","6497"
"1527","5300107434471","2000-08-13","Strada Pop, Dorohoi, 878936","0251 772 617","6498"
"1528","1630110367872","1993-12-15","Soseaua Ardelean Nr. 72, Nadlac, 490867","0772 079 324","6499"
"1529","8320901365408","1911-08-12","Strada Albu Nr. 799, Navodari, 627395","0742 794 758","6500"
"1530","6500818080120","1910-01-07","Aleea Tabacu Nr. 601, Rasinari, 571010","0231 830 018","6501"
"1531","7340221070090","1923-10-03","Intrarea Eftimie, Ploiesti, 605433","0240 967 889","6502"
"1532","1710428170294","1938-05-09","Drumul Manole, Galati, 268284","0748 584 653","6503"
"1533","3111026406067","1924-06-06","Aleea Barbu Nr. 26, Pucioasa, 767647","0756 668 199","6504"
"1534","8450325313484","2021-05-31","Bulevardul Barbu, Homocea, 589756","0251 767 525","6505"
"1535","4240115436541","1990-12-17","Drumul Vasilică Dima Nr. 95, Feldru, 890163","0268 534 244","6506"
"1536","5970830267312","1951-06-18","Strada Eftimie Nr. 26 Bl. 55  Sc. 61 Ap. 283, Adjud, 171233","0762 681 326","6507"
"1602","1750827402420","1913-11-15","Aleea Ionescu, Insuratei, 181829","0751 552 894","6574"
"1537","2750717421012","1980-01-22","Intrarea Mazilescu Nr. 82 Bl. 52  Sc. 24 Ap. 464, Bumbesti-Jiu, 528835","0243 256 283","6508"
"1538","7801209147409","1939-06-20","Drumul Zina Dima, Oradea, 587265","0247 685 547","6509"
"1539","3651024061783","2020-04-15","Aleea Popa, Sannicolau Mare, 114961","0242 484 876","6510"
"1540","4970120466368","2020-03-11","Aleea Manole Nr. 19, Alba Iulia, 226356","0260 105 668","6511"
"1541","4530328201914","1939-10-16","Intrarea Panait Georgescu, Curcani, 615628","0769 673 059","6512"
"1542","5700713070831","1998-07-04","Drumul Voinea Nr. 17 Bl. 82  Sc. 93 Ap. 270, Fagetel (Remetea), 516608","0752 145 807","6513"
"1543","8110419249623","1995-08-11","Strada Cristea Nr. 38, Bosanci, 665938","0231 546 337","6514"
"1544","2860203120332","1949-12-29","Soseaua Ababei Nr. 95, Giurgiu, 442053","0737 012 145","6515"
"1545","5241005384295","1928-02-11","Soseaua Barbu Nr. 569, Sibiu, 941213","0720 146 218","6516"
"1546","5660910520467","1940-10-30","Bulevardul Nicușor Ene Nr. 55, Dabuleni, 101839","0246 340 861","6517"
"1547","4560903352118","1922-05-03","Strada Ioniță Nr. 67 Bl. 63  Sc. 70 Ap. 100, Tarnaveni, 353353","0245 126 494","6518"
"1548","2510714248131","1940-07-28","Intrarea Diaconescu Nr. 844, Sabaoani, 349656","0711 964 893","6519"
"1549","3210327248924","1991-09-02","Aleea Anda Stancu, Branesti, 189564","0263 631 828","6520"
"1550","4310410363366","1931-02-06","Aleea Tudosia Popa, Fagetel (Remetea), 660449","0722 332 944","6521"
"1551","1920312080540","1989-12-13","Drumul Ionel Preda, Dobroesti, 426157","0759 407 148","6522"
"1552","5810927308472","1915-08-27","Strada Eufrosina Stoica Nr. 52 Bl. 47  Sc. 40 Ap. 230, Medias, 634341","0232 492 287","6523"
"1553","1941102140305","1993-09-17","Aleea Eufrosina Stan Nr. 993, Maieru, 838050","0240 995 377","6524"
"1554","7870422369559","1934-12-31","Soseaua Tabacu, Amara, 377455","0231 307 710","6525"
"1555","1641102521379","1946-05-24","Soseaua Pușcașu Nr. 650, Falticeni, 679888","0255 971 281","6526"
"1556","6950306371580","1981-05-06","Bulevardul Ene Nr. 99, Greci, 855034","0259 677 299","6527"
"1557","5601009457908","2009-10-13","Aleea Ionescu Nr. 159 Bl. 97  Sc. 44 Ap. 216, Valea Mare (Babeni), 455810","0731 316 049","6528"
"1558","5400926128957","1925-09-22","Bulevardul Olivia Marin, Sibiu, 498779","0758 516 136","6529"
"1559","4320118407646","1988-05-18","Drumul Mihai Pop Nr. 26 Bl. 78  Sc. 28 Ap. 247, Sandominic, 608631","0785 119 473","6530"
"1560","7850404035167","1962-08-21","Drumul Irina Oprea Nr. 46, Campina, 394245","0758 922 510","6531"
"1561","6510701234470","1976-05-12","Drumul Stan Nr. 45 Bl. 20  Sc. 33 Ap. 574, Turnu Magurele, 306551","0754 333 828","6532"
"1562","2780618314933","1949-08-25","Bulevardul Ene Nr. 954, Corund, 494065","0733 865 754","6533"
"1563","6670328429413","2006-09-08","Aleea Tomescu Nr. 312, Bumbesti-Jiu, 281317","0235 341 961","6534"
"1564","1460530101657","1985-09-09","Bulevardul Oprea Nr. 773 Bl. 68  Sc. 42 Ap. 449, Craiova, 394881","0241 997 864","6535"
"1565","2710504292573","1972-08-09","Aleea Toma, Tunari, 149083","0785 827 902","6536"
"1566","1681114064665","1969-07-29","Bulevardul Eftimie, Fieni, 220635","0722 871 945","6537"
"1567","2250326214085","2004-04-19","Drumul Preda Nr. 642, Caracal, 112775","0764 722 273","6538"
"1568","1941119260173","1923-08-03","Aleea Aanei, Borsa, 702874","0723 917 991","6539"
"1569","5120406395722","1931-09-29","Strada Anton Gheorghiu, Rosu, 550421","0262 632 021","6540"
"1570","6520127404340","1940-03-19","Bulevardul Manole Nr. 53 Bl. 53  Sc. 79 Ap. 673, Zarnesti, 783242","0758 577 659","6541"
"1571","8370514376730","1916-06-14","Soseaua Mocanu Nr. 28, Breaza de Sus, 259749","0759 343 212","6542"
"1572","2790430461736","2011-01-31","Bulevardul Paulica Georgescu, Sabaoani, 916484","0240 877 763","6543"
"1573","2860203453755","1989-05-11","Drumul Octaviana Aanei, Balan, 637604","0748 199 411","6545"
"1574","1180218368908","1968-01-25","Aleea Tudor Nr. 34, Busteni, 679871","0764 134 822","6546"
"1575","3070323054584","1930-04-19","Soseaua Stan Nr. 305 Bl. 37  Sc. 49 Ap. 617, Hateg, 111111","0760 185 285","6547"
"1576","1020510524410","1946-08-15","Aleea Mazilescu, Salonta, 531605","0735 460 887","6548"
"1577","6200229333526","2018-10-15","Aleea Manole Nr. 480, Suceava, 382588","0749 280 600","6549"
"1578","4570918074320","1943-09-14","Intrarea Suciu, Fagetel (Remetea), 347288","0268 691 872","6550"
"1579","8260802420653","1970-05-19","Soseaua Răzvan Voinea Nr. 428 Bl. 80  Sc. 23 Ap. 514, Otopeni, 920439","0265 059 727","6551"
"1580","4850217458932","1968-08-13","Soseaua Florin Oprea Nr. 611 Bl. 90  Sc. 55 Ap. 276, Branesti, 494371","0728 560 178","6552"
"1581","4511003529975","1963-04-26","Drumul Dima, Busteni, 226216","0234 221 971","6553"
"1582","5200619358375","1985-07-08","Aleea Preda, Urlati, 637588","0748 058 110","6554"
"1583","6100926100053","1934-11-03","Drumul Dobre, Schela Cladovei, 241723","0250 394 110","6555"
"1584","6420824229776","2004-07-25","Soseaua Laurian Tudor Nr. 179, Titu, 317116","0731 682 078","6556"
"1585","4861016340863","1955-04-14","Soseaua Florea Nr. 140 Bl. 71  Sc. 30 Ap. 340, Calan, 790191","0731 145 118","6557"
"1586","5350222031103","1992-07-22","Strada Mazilescu, Piatra-Neamt, 626732","0259 788 773","6558"
"1587","2320516152151","1937-05-15","Intrarea Nemeș Nr. 467 Bl. 39  Sc. 46 Ap. 697, Brasov, 176608","0248 309 083","6559"
"1588","7070514420421","1930-10-27","Drumul Narcis Diaconu Nr. 105 Bl. 78  Sc. 89 Ap. 327, Branesti, 354955","0231 153 136","6560"
"1589","3020929290435","1958-09-12","Soseaua Norica Stan, Chisineu-Cris, 904401","0763 448 170","6561"
"1590","8750403167610","1996-05-30","Aleea George Ababei Nr. 75 Bl. 31  Sc. 39 Ap. 357, Cudalbi, 706867","0245 939 889","6562"
"1591","6510729085392","1919-10-16","Aleea Marin, Bailesti, 223376","0251 485 468","6563"
"1592","4940513383226","1923-02-15","Intrarea Popescu, Bragadiru, 558624","0243 658 036","6564"
"1593","3340720372600","2010-10-05","Aleea Dobre Nr. 938 Bl. 49  Sc. 70 Ap. 231, Slobozia, 976803","0733 472 545","6565"
"1594","7241015138771","1943-04-24","Soseaua Nemeș Nr. 41, Videle, 334537","0731 836 652","6566"
"1595","2920609523103","2009-11-23","Aleea Horațiu Stoica Nr. 82, Gherla, 624628","0771 522 643","6567"
"1596","3880224021606","2011-03-06","Bulevardul Gheorghiu Nr. 22 Bl. 30  Sc. 66 Ap. 453, Cristuru Secuiesc, 492838","0725 606 858","6568"
"1597","2790506462352","2000-01-13","Intrarea Niță, Sfantu Gheorghe, 589771","0758 493 016","6569"
"1598","3790229080590","1951-12-13","Strada Marin Nr. 39 Bl. 11  Sc. 19 Ap. 746, Tufesti, 554543","0243 756 905","6570"
"1599","5660405433860","1962-05-20","Bulevardul Nistor, Dancu, 480161","0772 270 785","6571"
"1600","6250116416592","2007-07-24","Intrarea Luana Nistor, Comanesti, 878995","0260 937 716","6572"
"1601","6870902135580","1910-10-03","Drumul Manole Nr. 71 Bl. 54  Sc. 54 Ap. 385, Saveni, 128059","0758 377 447","6573"
"1603","1730212067663","2013-06-03","Aleea Visarion Dinu, Sadova, 159407","0720 562 945","6575"
"1604","3850606426595","1919-05-16","Intrarea Dinu, Motru, 891224","0233 082 282","6577"
"1605","6300119270143","1970-05-09","Bulevardul Dobre Nr. 80, Schela Cladovei, 259542","0250 312 024","6578"
"1606","1391230297832","1968-03-12","Bulevardul Pop Nr. 160 Bl. 78  Sc. 20 Ap. 151, Busteni, 403871","0243 426 573","6579"
"1607","6350701264309","1979-12-06","Bulevardul Augustin Ababei Nr. 692 Bl. 72  Sc. 39 Ap. 376, Baia Sprie, 520462","0249 245 107","6580"
"1608","1940308460883","1942-02-10","Aleea Gheorghiu, Teius, 873619","0758 030 345","6581"
"1609","4920707179817","1920-11-20","Bulevardul Dumitrescu Nr. 637 Bl. 80  Sc. 59 Ap. 575, Brasov, 374977","0232 889 065","6582"
"1610","3600523140849","1967-10-17","Soseaua Preda, Cornetu, 301837","0250 723 924","6583"
"1611","8921217391440","1940-05-24","Strada Eftimie, Tunari, 113217","0743 716 018","6584"
"1612","3200425249088","1966-03-08","Aleea Ardelean Nr. 49, Fagetel (Remetea), 592137","0246 668 384","6585"
"1613","7601201105102","1961-05-15","Soseaua Cristian Georgescu Nr. 851, Comanesti, 100199","0711 388 536","6586"
"1614","3920302326777","1952-12-06","Drumul Coralia Pușcașu, Cumpana, 164817","0262 734 550","6587"
"1615","5610104124250","1922-12-08","Soseaua Barbu Nr. 13, Oltenita, 836534","0268 316 998","6588"
"1616","6561107522875","1922-12-28","Aleea Ioanina Ioniță Nr. 14 Bl. 77  Sc. 29 Ap. 894, Urziceni, 176619","0732 989 457","6589"
"1617","3660223133871","1997-08-29","Intrarea Mihai Stoica Nr. 60, Baia Sprie, 226055","0765 951 938","6590"
"1618","4130304161350","2004-09-22","Aleea Pop Nr. 57, Fundeni, 450991","0256 690 019","6591"
"1619","4651001248863","2022-10-28","Strada Aanei Nr. 31, Rosu, 919684","0784 733 422","6592"
"1620","6941010457283","1965-04-12","Soseaua Ardelean Nr. 544, Curtea de Arges, 965829","0755 644 648","6593"
"1621","6220417109061","1913-10-31","Aleea Cristina Oprea Nr. 31, Galati, 606369","0763 169 627","6594"
"1622","4750415115892","1932-05-08","Drumul Diaconu Nr. 90 Bl. 82  Sc. 27 Ap. 640, Oltenita, 592130","0742 695 086","6595"
"1623","1310829097395","1921-05-01","Drumul Ilinca Stancu Nr. 99, Marasesti, 800287","0239 372 867","6596"
"1624","4340713024246","1945-12-03","Intrarea Cristobal Dinu, Caracal, 617117","0737 500 371","6597"
"1625","7541201527471","1930-01-30","Strada Letiția Florea, Harlau, 318008","0757 042 631","6598"
"1626","2231012428510","1983-06-26","Bulevardul Tudosia Cristea Nr. 80, Covasna, 629837","0759 296 326","6599"
"1627","6701111515403","2017-04-21","Intrarea Oprea Nr. 684, Horodnic de Sus, 838297","0250 373 786","6600"
"1628","1200216285545","1929-01-13","Bulevardul Dinu Nr. 54, Vicovu de Jos, 600837","0241 538 026","6601"
"1629","4140520429021","1987-05-25","Bulevardul Todor Stancu Nr. 44 Bl. 81  Sc. 85 Ap. 995, Borsa, 938046","0720 546 821","6602"
"1630","6640511232724","1916-08-30","Bulevardul Milena Ioniță Nr. 62, Resita, 634487","0766 901 469","6603"
"1631","3460706198285","1925-05-24","Bulevardul Adelina Stan Nr. 61, Strehaia, 796352","0262 289 128","6604"
"1632","8380911278160","2000-02-06","Intrarea Agripina Dobre Nr. 98, Santana, 205942","0755 130 119","6605"
"1633","8310204230562","1931-12-18","Strada Dima Nr. 95, Toplita, 410801","0259 155 900","6606"
"1634","5600506331941","1998-05-03","Soseaua Ardelean, Babeni, 596258","0752 486 249","6607"
"1635","1480828088585","1986-08-08","Aleea Dochioiu Nr. 97, Viseu de Sus, 918312","0754 685 164","6608"
"1636","3610723021839","1931-03-07","Bulevardul Filip Dima Nr. 909 Bl. 95  Sc. 13 Ap. 738, Fetesti, 274533","0238 851 785","6609"
"1637","5370904053255","2005-07-27","Bulevardul Anabela Tabacu Nr. 77, Diosig, 928152","0236 697 151","6610"
"1638","8870622137756","1978-12-05","Drumul Dochioiu Nr. 917, Mizil, 794970","0785 938 073","6611"
"1639","8030911137958","1974-11-06","Strada Toma Nr. 84, Poienile de sub Munte, 335353","0741 934 204","6612"
"1640","5750520510135","1949-06-01","Aleea Ioniță, Timisoara, 177993","0761 708 921","6613"
"1641","3720211338336","1935-09-15","Intrarea Albu, Dobroesti, 448227","0730 729 022","6614"
"1642","8610207108840","1913-02-09","Soseaua Mihnea Niță Nr. 265, Lipova, 515051","0747 623 469","6615"
"1643","8910506048746","1918-08-21","Soseaua Pop Nr. 981 Bl. 53  Sc. 15 Ap. 530, Dragasani, 682913","0243 871 847","6616"
"1644","8991128046986","1956-11-30","Intrarea Eric Stoica Nr. 98 Bl. 65  Sc. 34 Ap. 394, Cugir, 952662","0259 291 522","6617"
"1645","2480902028205","2009-03-04","Intrarea Dobre Nr. 521, Pipera (Voluntari), 796501","0758 808 330","6618"
"1646","4491108053701","1957-02-25","Intrarea Tudor Nr. 475, Strehaia, 876175","0239 543 876","6619"
"1647","3880321207631","1995-10-12","Intrarea Suciu, Odorheiu Secuiesc, 193840","0732 877 951","6620"
"1648","3011126097880","2012-08-19","Aleea Nora Ioniță Nr. 296 Bl. 11  Sc. 64 Ap. 638, Dumbraveni, 571165","0737 814 365","6621"
"1649","5120102416702","1974-06-26","Drumul Georgescu, Bistrita, 195300","0752 612 635","6622"
"1650","1070409394697","1918-06-13","Drumul Ardelean, Baraolt, 741620","0245 784 765","6623"
"1651","4280505087789","2006-09-24","Strada Suciu Nr. 55, Siret, 918840","0266 859 780","6624"
"1652","1231217219021","1979-03-03","Drumul Lucrețiu Dobre Nr. 869, Fieni, 705239","0755 309 298","6625"
"1653","2500314248057","1960-12-19","Aleea Georgescu Nr. 675, Filiasi, 699631","0262 147 977","6626"
