"personal_id","phone_number","birthdate","address","job","user_id"
"1035","0750 989 324","1944-02-25","Aleea Călin Gheorghiu Nr. 26, Afumati, 669123","Distilator La Prelucrarea Titeiului","10993"
"1036","0751 003 472","1948-09-30","Strada Mazilescu, Rasnov, 443076","Expert Evaluator De Bunuri Mobile","10994"
"1037","0257 540 973","1986-11-05","Aleea Ardelean Nr. 49 Bl. 64  Sc. 68 Ap. 212, Sinaia, 275086","Manager Farmacii","10995"
"1038","0265 617 085","1964-01-05","Aleea Manole Nr. 87, Boldesti-Scaeni, 836294","Vopsitor Lemn","10996"
"1039","0242 218 848","1981-04-28","Strada Patricia Cristea Nr. 105 Bl. 45  Sc. 21 Ap. 465, Valu lui Traian, 692040","Cadru Tehnic Cu Atributii In Domeniul Prevenirii Si Stingerii Incendiilor","10997"
"1040","0254 707 567","1972-07-08","Drumul Ecaterina Ionescu Nr. 293, Mioveni, 775883","Confectioner Proteze Dentare","10998"
"1041","0753 942 603","1988-06-07","Bulevardul Mocanu Nr. 460 Bl. 27  Sc. 93 Ap. 729, Glina, 195982","Laborant Petrolist/Industria Chimica","10999"
"1042","0762 884 435","1957-07-23","Bulevardul Mocanu Nr. 34 Bl. 80  Sc. 55 Ap. 847, Vlahita, 114240","Asistent De Cercetare In Fizica Tehnologica","11000"
"1043","0240 799 397","1967-06-16","Aleea Liana Toma Nr. 51 Bl. 64  Sc. 41 Ap. 730, Rucar, 573214","Referent De Specialitate Inginer Minier","11001"
"1044","0239 389 395","1974-06-07","Drumul Toma Nr. 147, Barlad, 253778","Dragor Maritim/Fluvial","11002"
"1045","0752 342 016","2009-06-07","Soseaua Victoria Ionescu Nr. 857 Bl. 89  Sc. 40 Ap. 275, Reghin, 467910","Referent De Specialitate Inginer Horticol","11003"
"1046","0265 876 043","1966-07-14","Strada Zaharia Oprea, Arbore, 101686","Medic Medicina In Familie","11004"
"1047","0258 606 201","1931-06-28","Aleea Eftimie Nr. 852 Bl. 52  Sc. 70 Ap. 863, Ovidiu, 309588","Spalatoreasa Lenjerie","11005"
"1048","0764 804 310","1917-06-15","Soseaua Eftimie Nr. 754 Bl. 15  Sc. 90 Ap. 213, 1 Decembrie, 992321","Cercetator In Automatica","11006"
"1049","0764 553 893","1981-11-30","Drumul Luca Tudor Nr. 48, Beclean, 908305","Coordonator Interventii Active In Atmosfera","11007"
"1050","0722 659 497","1919-05-06","Aleea Georgescu Nr. 713 Bl. 38  Sc. 32 Ap. 474, Targu Ocna, 681737","Slefuitor Metale","11008"
"1051","0731 711 781","1924-08-25","Intrarea Aanei Nr. 53, Arad, 119602","Operator Suport Tehnic Pentru Servicii De Comunicatii Electronice","11009"
"1052","0264 936 498","1962-10-22","Drumul Nemeș, Balan, 199751","Referent De Specialitate In Administratia Publica","11010"
"1053","0232 476 049","2013-01-13","Bulevardul Voinea, Tunari, 217380","Laborant Medical Sef","11011"
"1054","0254 857 611","1950-09-24","Strada Oprea Nr. 597, Victoria, 330103","Innodator Fire De Matase Naturala","11012"
"1055","0748 451 396","1960-12-26","Aleea Nemeș Nr. 610, Plosca, 869454","Proiectant Inginer In Silvicultura","11013"
"1056","0231 020 010","1920-02-04","Aleea Preda Nr. 91, Targu Neamt, 848005","Maistru Fabricarea Armamentului","11014"
"1057","0723 132 441","2023-04-11","Soseaua Stoica Nr. 95 Bl. 83  Sc. 61 Ap. 574, Siria, 815918","Ofiter Control Doping","11015"
"1058","0236 075 938","1953-08-09","Intrarea Dima, Husi, 308228","Consultant Prezidential Si Guvernamental","11016"
"1059","0711 906 976","1980-03-28","Intrarea Barbu Nr. 83, Cudalbi, 155714","Manipulant Cutter-Plotter","11017"
"1060","0239 242 541","1997-12-14","Strada Dumitrescu, Calarasi, 935164","Tatuator","11018"
"1061","0720 168 410","2006-02-15","Aleea Georgescu, Valenii de Munte, 744900","Secretar Scoala","11019"
"1062","0245 260 443","1917-12-21","Drumul Pușcașu, Baicoi, 224533","Operator Taiere","11020"
"1063","0233 030 931","1979-05-02","Bulevardul Dobre Nr. 466, Alexandria, 277261","Sef Serviciu Tehnic Si Componente Nucleare","11021"
"1064","0745 245 997","2020-05-15","Soseaua Pop Nr. 72 Bl. 44  Sc. 95 Ap. 650, Busteni, 414711","Bibliotecar Arhivist","11022"
"1065","0729 037 537","1988-04-20","Intrarea Bartolomeu Mazilescu Nr. 23 Bl. 81  Sc. 60 Ap. 317, Pechea, 282238","Administrator De Retea De Calculatoare","11023"
"1066","0763 331 615","1944-06-05","Strada Octavian Oprea, Hateg, 899422","Desenator Film Animatie","11024"
"1067","0239 458 586","1962-09-05","Intrarea Barbu Nr. 98 Bl. 61  Sc. 63 Ap. 368, Targu Ocna, 646142","Fotbalist Profesionist","11025"
"1068","0737 476 169","1971-01-01","Intrarea David Dobre Nr. 782 Bl. 72  Sc. 98 Ap. 952, Berceni, 563908","Sef Cart","11026"
"1069","0258 586 761","1985-12-12","Drumul Laurian Nistor Nr. 887, Sancraiu de Mures, 346665","Inginer De Cercetare In Topografie Miniera","11027"
"1070","0765 705 205","1911-07-23","Bulevardul Gheorghiu Nr. 38 Bl. 79  Sc. 84 Ap. 558, Darmanesti, 916226","Analist Ajutor","11028"
"1071","0238 372 846","1958-01-02","Aleea Barbu, Tarnaveni, 585382","Fermier In Productia Vegetala","11029"
"1072","0753 351 440","1922-05-03","Intrarea Stoica Nr. 85, Rasinari, 535467","Crescator-Ingrijitor De Animale Domestice Pentru Productia De Lapte Si Carne","11030"
"1073","0760 106 018","1980-07-22","Intrarea Aurora Tudor Nr. 29 Bl. 70  Sc. 79 Ap. 391, Stei, 138138","Sora Medicala Sefa","11031"
"1074","0769 714 237","1998-04-15","Soseaua Popa, Prejmer, 782650","Adjunct Al Procurorului General","11032"
"1075","0746 565 153","1989-07-25","Bulevardul Ardelean Nr. 57 Bl. 97  Sc. 28 Ap. 950, Baile Borsa, 442594","Sudor Manual Cu Arc Electric","11033"
"1076","0724 094 585","1912-04-03","Strada Ioniță Nr. 85, Eforie Nord, 234488","Cantor","11034"
"1077","0738 909 680","1936-03-30","Drumul Dima Nr. 32, Mihail Kogalniceanu, 346031","Tehnician In Bacteriologie","11035"
"1078","0772 681 782","1926-03-24","Soseaua Dumitrescu Nr. 573 Bl. 29  Sc. 86 Ap. 119, Fundeni, 287664","Betonist","11036"
"1079","0729 172 260","2014-08-19","Soseaua Florea Nr. 59, 1 Decembrie, 444887","Manager Proiect Informatic","11037"
"1080","0742 972 989","1991-02-16","Drumul Teofil Cristea, Botosani, 145668","Instructor Ergoterapie","11038"
"1081","0751 475 627","1966-02-17","Strada Albu Nr. 99 Bl. 78  Sc. 31 Ap. 448, Baia Mare, 744686","Profesor In Invatamantul Liceal, Postliceal","11039"
"1082","0269 430 655","1993-12-26","Drumul Stan, Constanta, 434668","Zincograf","11040"
"1083","0261 843 287","1961-04-07","Bulevardul Cerasela Dima, Otelu Rosu, 155146","Linolist","11041"
"1084","0771 908 372","1936-01-26","Bulevardul Tudor Nr. 49, Schela Cladovei, 728850","Metalizator Prin Pulverizare","11042"
"1085","0735 075 248","1932-03-30","Bulevardul Pop Nr. 199 Bl. 70  Sc. 77 Ap. 898, Domnesti, 700168","Lacatus Amc","11043"
"1086","0261 248 469","1919-04-18","Drumul Diaconescu, Alba Iulia, 258920","Presator Axe La Cilindrul De Imprimat","11044"
"1087","0253 627 387","1924-09-29","Aleea Daria Barbu, Campulung Moldovenesc, 426913","Consilier Pentru Tineret","11045"
"1088","0753 193 437","1942-01-26","Intrarea Dima Nr. 514 Bl. 26  Sc. 26 Ap. 813, Oituz, 263028","Forjor Mecanic","11046"
"1089","0245 790 135","1915-12-31","Intrarea Mariana Ene, Avrig, 451026","Tamplar Mecanic La Strunjit","11047"
"1090","0266 939 284","2003-05-09","Bulevardul Eusebia Mocanu Nr. 743 Bl. 32  Sc. 43 Ap. 384, Sannicolau Mare, 403994","Sef Formatie Lucrari Geologice","11048"
"1091","0742 290 529","1960-03-25","Aleea Aanei Nr. 440 Bl. 66  Sc. 79 Ap. 985, Comanesti, 751099","Consultant Intern In Resurse Umane","11049"
"1092","0788 589 905","2022-11-10","Drumul Ababei Nr. 451 Bl. 57  Sc. 28 Ap. 198, Videle, 532926","Reporter Operator","11050"
"1093","0730 984 532","1924-01-01","Soseaua Suzana Nemeș Nr. 19, Orsova, 467689","Baies","11051"
"1094","0251 086 670","1988-09-28","Strada Ene Nr. 253, Teius, 870315","Decuscutor","11052"
"1095","0729 126 293","1931-06-02","Soseaua Cristea, Darmanesti, 378720","Croitor","11053"
"1096","0241 616 937","1926-02-21","Strada Mocanu Nr. 51 Bl. 11  Sc. 61 Ap. 974, Gura Humorului, 915684","Operator La Instalatii De Tras Si Laminat Geam","11054"
"1097","0254 524 514","1919-05-16","Soseaua Albu Nr. 90, Seini, 885536","Incadrator Confectii","11055"
"1098","0261 929 830","1936-09-23","Intrarea Dima Nr. 969 Bl. 42  Sc. 34 Ap. 463, Focsani, 499518","Inginer Mineralurg","11056"
"1099","0728 220 911","1967-08-06","Bulevardul Diaconu Nr. 815, Gura Humorului, 576011","Agent Agricol","11057"
"1100","0722 091 929","1975-02-13","Soseaua Aanei, Rosiori de Vede, 578069","Tehnician Hidrotehnic","11058"
"1101","0731 541 199","2000-10-11","Bulevardul Stancu, Pipera (Voluntari), 852165","Impresar Artistic","11059"
"1102","0269 929 133","1942-03-20","Aleea Iustin Dima Nr. 47, Giurgiu, 474760","Specialist Imbunatatire Procese","11060"
"1103","0730 630 899","1954-01-15","Bulevardul Stancu Nr. 91, Oradea, 390120","Cuptorar Lianti","11061"
"1104","0742 870 245","1979-09-09","Intrarea Dinu Nr. 14, Diosig, 448439","Tehnician Statii Radiorelee Si Satelit","11062"
"1105","0252 317 923","1920-02-17","Intrarea Mazilescu Nr. 41, Arbore, 664570","Scenograf","11063"
"1106","0723 088 504","2022-12-05","Strada Marcela Diaconu, Santana, 400409","Ofiter Ajutor Fluvial/Portuar","11064"
"1107","0732 245 553","1991-01-25","Drumul Mazilescu Nr. 773 Bl. 18  Sc. 28 Ap. 720, Darmanesti, 417062","Operator Fierbator Textile","11065"
"1108","0758 833 552","1920-05-12","Bulevardul Edmond Dinu Nr. 36 Bl. 40  Sc. 99 Ap. 527, Afumati, 499147","Cadru Tehnic Cu Atributii In Domeniul Prevenirii Si Stingerii Incendiilor","11066"
"1109","0240 160 855","1987-10-30","Soseaua Suciu, Podu Iloaiei, 695309","Electromecanic Electroalimentare","11067"
"1110","0762 742 286","2001-09-09","Intrarea Raluca Dumitrescu, Satu Mare, 260445","Confectioner Mantale De Plumb Prin Presare La Cabluri","11068"
"1111","0785 349 771","2017-06-26","Strada Stoica, Viseu de Sus, 382790","Electrician Constructor Pentru Probe Si Incercari Functionale","11069"
"1112","0263 813 120","2018-12-08","Intrarea Tabacu Nr. 97, Oituz, 979928","Curatatoreasa Lenjerie","11070"
"1113","0245 637 228","1937-04-29","Strada Atena Ionescu Nr. 63, Peretu, 394362","Inspector General Scolar","11071"
"1114","0746 966 928","1970-08-14","Intrarea Ardelean Nr. 23, Covasna, 925355","Cusator Manusi Piele","11072"
"1115","0763 171 425","2001-12-11","Intrarea Georgescu Nr. 61 Bl. 57  Sc. 69 Ap. 755, Borsa, 907643","Tehnician Proiectant In Constructii","11073"
"1116","0245 418 803","1930-04-16","Bulevardul Marin Nr. 94, Poienile de sub Munte, 271483","Sef/Sef Adjunct Tura Statie Electrica (Studii Medii)","11074"
"1117","0267 478 664","1974-07-10","Aleea Manole Nr. 41, Constanta, 677301","Confectioner Bibelouri Din Jenille","11075"
"1118","0236 030 360","1978-10-08","Drumul Diaconescu, Sangeorz-Bai, 430000","Operator Incheietor Fire","11076"
"1119","0756 386 212","1986-09-15","Bulevardul Doriana Ionescu Nr. 872, Mioveni, 303501","Sef Garaj","11077"
"1120","0725 749 118","1948-08-25","Soseaua Marinela Dinu Nr. 70 Bl. 39  Sc. 36 Ap. 248, Reghin, 721933","Operator Calitate Flux","11078"
"1121","0246 928 072","1999-03-19","Strada Dinu Nr. 754 Bl. 69  Sc. 94 Ap. 205, Fundeni, 344886","Electromecanic Radio-Radioficare","11079"
"1122","0258 338 805","2023-04-28","Aleea Stan Nr. 668, Caracal, 892139","Inspector De Specialitate Formare, Evaluare Si Selectie Profesionala","11080"
"1123","0254 639 538","2000-09-09","Bulevardul Dochioiu, Fetesti-Gara, 217437","Montator-Reglor, Depanator Aparate Electronice, Telecomunicatii, Radio","11081"
"1124","0248 193 875","2018-01-10","Bulevardul Dumitrescu, Petrosani, 133603","Diriginte Oficiu Transporturi","11082"
"1125","0261 747 066","2006-12-23","Strada Tudor Nr. 937, Campina, 510089","Tehnician In Bacteriologie","11083"
"1126","0762 980 725","1919-02-27","Drumul Diaconescu Nr. 769 Bl. 80  Sc. 66 Ap. 142, Harsova, 157478","Optician Medical","11084"
"1127","0268 672 219","1931-03-18","Intrarea Popescu, Barlad, 551201","Evaluator De Risc Si Auditor In Domeniul Securitatii Sisanatatii In Munca","11085"
"1128","0771 930 170","1923-11-23","Drumul Alexandra Nistor, Gherla, 642718","Procuror General","11086"
"1129","0770 653 255","1959-11-08","Soseaua Mocanu Nr. 502 Bl. 27  Sc. 90 Ap. 946, Targu Jiu, 705106","Sef Centrala Telefonica","11087"
"1130","0255 365 199","1932-10-11","Bulevardul Dima, Caransebes, 772178","Numarator Bani","11088"
"1131","0747 206 543","1973-02-01","Strada Diaconescu, Moreni, 139346","Ofiter Operatiuni Financiar-Bancare","11089"
"1132","0767 556 537","2017-05-14","Intrarea Manole Nr. 64, Mogosoaia, 714399","Aburitor Textile","11090"
"1134","0249 878 357","1923-12-17","Intrarea Tudor Nr. 44, Bailesti, 870853","Inginer De Cercetare In Constructii Civile, Industriale Si Agricole","11092"
"1135","0246 676 189","2022-06-11","Strada Darius Stancu Nr. 346, Motatei, 696301","Expert Inginer Metalurg","11093"
"1136","0746 660 655","1994-10-16","Strada Augustin Tomescu Nr. 232, Ramnicu Valcea, 943896","Tehnician/Tehnician Responsabil Afacere, Metode Organizarea Si Masurarea Muncii","11094"
"1137","0256 353 714","1947-10-02","Soseaua Gregorian Ionescu Nr. 85 Bl. 69  Sc. 75 Ap. 353, Vaslui, 971553","Sef Vama","11095"
"1138","0245 020 551","2005-07-28","Drumul Stancu Nr. 30 Bl. 77  Sc. 42 Ap. 638, Gura Humorului, 804302","Preparator Rachiuri Industriale Si Lichioruri","11096"
"1139","0722 958 146","2005-08-29","Intrarea Stan Nr. 241 Bl. 59  Sc. 46 Ap. 369, Matca, 330820","Curbator-Montator Butoaie Din Lemn","11097"
"1140","0750 079 234","1917-06-27","Bulevardul Tomescu Nr. 876, Mihail Kogalniceanu, 235748","Sef Serviciu De Reintegrare Sociala Si Supraveghere","11098"
"1141","0267 323 765","1992-11-19","Aleea Petronela Eftimie, Eforie Nord, 297897","Montator, Reglor Si Depanator De Aparate Si Echipamente Electronice","11099"
"1142","0751 586 767","1947-12-16","Intrarea Florian Ababei, Targu Secuiesc, 620014","Asistent De Cercetare In Microbiologie-Bacteriologie","11100"
"1143","0737 432 639","1940-05-21","Intrarea Florea Nr. 167, Seini, 974692","Fotograf Si Tehnician La Echipamente De Inregistrare Imagine Si Sunet","11101"
"1144","0244 793 863","1988-07-28","Soseaua Frederic Barbu Nr. 33 Bl. 62  Sc. 59 Ap. 550, Chitila, 201913","Controlor Emisii Rtv","11102"
"1145","0772 144 721","1955-09-03","Intrarea Adelaida Gheorghiu Nr. 274 Bl. 32  Sc. 69 Ap. 183, Botosani, 346003","Expert Statistician","11103"
"1146","0730 707 618","2015-10-07","Drumul Augustina Niță Nr. 264, Domnesti, 857448","Asistent De Cercetare In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor","11104"
"1147","0242 767 593","1981-04-18","Bulevardul Mazilescu Nr. 81 Bl. 20  Sc. 51 Ap. 621, Sighetu Marmatiei, 130408","Sef Birou Aprovizionare-Desfacere","11105"
"1148","0240 564 584","1968-02-18","Aleea Ababei, Oravita, 680097","Dulgher Restaurator","11106"
"1149","0772 867 784","1935-02-23","Drumul Dobre Nr. 71, Berceni, 291258","Subinginer Industrializarea Lemnului","11107"
"1150","0767 232 958","1942-05-21","Drumul Pop Nr. 468 Bl. 48  Sc. 38 Ap. 991, Valu lui Traian, 462541","Consilier Inginer Prelucrarea Sticlei Si Ceramicii","11108"
"1151","0763 533 897","1965-02-01","Drumul Adriana Niță Nr. 34 Bl. 41  Sc. 22 Ap. 888, Strehaia, 260483","Biolog Sef Sectie, Laborator","11109"
"1152","0766 613 769","1941-06-20","Strada Dochioiu Nr. 38, Ianca, 296159","Electrician De Mina","11110"
"1153","0239 444 010","1948-12-05","Drumul Dima Nr. 897, Turda, 959966","Inginer De Cercetare In Centrale Hidroelectrice In Ingineria Mediului","11111"
"1154","0788 783 484","1980-12-23","Intrarea Gică Suciu Nr. 401 Bl. 94  Sc. 96 Ap. 380, Avrig, 509065","Laminator Semifabricate, Profiluri Tabla Si Platbanda","11112"
"1155","0740 528 449","1917-12-10","Soseaua Maximilian Manole Nr. 114 Bl. 31  Sc. 40 Ap. 256, Petrila, 107201","Medic Igienist","11113"
"1156","0746 320 439","1987-03-30","Strada Stoica, Rovinari, 382442","Auditor Financiar","11114"
"1157","0241 419 049","2015-06-03","Soseaua Dochioiu Nr. 68 Bl. 41  Sc. 86 Ap. 279, Lugoj, 109002","Expert Prevenire-Reducere Riscuri Tehnologice","11115"
"1158","0771 112 001","1946-02-06","Aleea Manole Nr. 544, Strehaia, 235037","Menajera","11116"
"1159","0723 403 281","1909-04-12","Drumul Pușcașu Nr. 68, Tulcea, 664106","Profilator Produse Din Cauciuc","11117"
"1160","0752 768 706","2011-05-19","Drumul Voinea Nr. 369 Bl. 67  Sc. 79 Ap. 338, Slatina, 855820","Detectiv Particular","11118"
"1161","0742 967 291","1950-08-06","Strada Adelaida Oprea Nr. 93 Bl. 81  Sc. 11 Ap. 809, Timisoara, 503045","Lucrator Operativ Pentru Autocompactoare","11119"
"1162","0766 848 296","1952-08-19","Soseaua Ozana Popa, Navodari, 691428","Instalator Pentru Sisteme Termice Solare","11120"
"1163","0262 107 845","2010-09-13","Strada Stan Nr. 29, Curtea de Arges, 169613","Contabil","11121"
"1164","0762 186 209","2010-05-19","Bulevardul Tomescu, Valea Mare (Babeni), 358452","Sef Expozitii Si Targuri","11122"
"1165","0788 410 229","1981-01-25","Intrarea Nistor Nr. 56 Bl. 78  Sc. 26 Ap. 486, Macin, 493584","Conservator Arhiva (Studii Medii)","11123"
"1166","0263 560 676","1966-11-08","Intrarea Romulus Diaconu Nr. 162, Otelu Rosu, 100915","Dispecer Retea Distributie","11124"
"1167","0261 997 109","1948-08-01","Soseaua Timea Cristea, Buftea, 976293","Agricultor In Culturi Vegetale Si Crescator De Animale","11125"
"1168","0772 941 785","1926-05-06","Strada Nemeș Nr. 599 Bl. 30  Sc. 17 Ap. 555, Ludus, 445592","Solist Concertist","11126"
"1169","0242 128 601","2004-03-01","Strada Paulina Pop, Otopeni, 457190","Uscator, Aburitor Material Lemnos","11127"
"1170","0242 436 323","2004-08-04","Aleea Nistor, Homocea, 493294","Sef Birou Aprovizionare-Desfacere","11128"
"1171","0742 329 308","1962-02-23","Strada Timotei Dobre Nr. 39, Siret, 846931","Confectioner Rondele Din Pluta","11129"
"1172","0235 840 074","1988-06-24","Drumul Eftimie, Greci, 134003","Operator La Pregatirea Sarjelor Pentru Tratament Termic","11130"
"1173","0754 947 964","1989-05-30","Bulevardul Costin Cristea Nr. 226 Bl. 90  Sc. 49 Ap. 781, Vladimirescu, 570463","Director General Societate Comerciala","11131"
"1174","0742 954 811","1995-04-08","Intrarea Marta Diaconu Nr. 581 Bl. 33  Sc. 25 Ap. 296, Baia, 898723","Multiplicator Sabloane Croitorie","11132"
"1175","0264 900 728","1944-11-02","Bulevardul Rebeca Ionescu Nr. 35, Sibiu, 768896","Reglor La Masini Pentru Fabricarea Lampilor Electrice","11133"
"1176","0241 203 249","1946-06-27","Strada Georgeta Nemeș, Bals, 198149","Montator La Lipit Ace","11134"
"1177","0769 151 010","2011-03-23","Strada Stancu Stoica Nr. 73, Pogoanele, 410415","Constructor Structuri Monolite","11135"
"1178","0784 464 462","1948-02-01","Strada Ioniță Nr. 24, Aiud, 788219","Inginer De Cercetare In Electromecanica","11136"
"1179","0727 774 838","2005-05-04","Soseaua Gherghina Dima Nr. 23, Popesti-Leordeni, 663739","Operator La Fabricarea Maltului","11137"
"1180","0240 466 633","1956-05-09","Strada Suciu Nr. 962 Bl. 65  Sc. 33 Ap. 891, Simeria, 607774","Asistent De Cercetare In Istorie","11138"
"1181","021 207 0207","1928-07-06","Intrarea Mocanu, Hateg, 977496","Operator La Instalatiile Din Centrale Electrice","11139"
"1182","0253 439 238","1950-04-01","Intrarea Popa, Branesti, 865549","Cameraman","11140"
"1183","0251 384 189","1921-04-08","Bulevardul Toma Nr. 28, Tecuci, 450591","Consultant In Resurse Umane","11141"
"1184","0788 260 729","1990-07-31","Drumul Lascăr Toma, Ruscova, 577635","Cercetator In Tehnologia Substantelor Anorganice","11142"
"1185","0788 511 783","1933-10-24","Intrarea Gheorghiu Nr. 524, Cumpana, 931501","Modelier Naval","11143"
"1186","0729 976 565","1985-01-30","Soseaua Suciu, Poienile de sub Munte, 476536","Controlor Vamal, Controlor Pentru Datoria Vamala, Agent Vamal (Studii Superioare)","11144"
"1187","0751 823 365","1939-10-20","Aleea Amanda Dochioiu Nr. 720, Nadlac, 866613","Dirijor Cor","11145"
"1188","0261 910 247","2017-04-23","Intrarea Cristea, Campulung Moldovenesc, 756764","Operator La Fabricarea Mezelurilor","11146"
"1189","0771 151 044","1923-09-11","Soseaua Ababei, Rodna, 677399","Agent Ecolog","11147"
"1190","0766 065 393","1983-05-25","Intrarea Stănescu Nr. 54 Bl. 69  Sc. 25 Ap. 775, Diosig, 597076","Sef Centru Dezinfectie, Deratizare Si Dezinsectie","11148"
"1191","0746 086 401","1923-09-24","Aleea Ardelean, Cajvana, 329223","Farmacist Diriginte","11149"
"1192","0738 711 963","1933-12-22","Drumul Cristea Nr. 13, Murfatlar, 214561","Operator Chimist La Chimizarea Metanului","11150"
"1193","0769 512 666","1939-10-29","Soseaua Clarisa Ioniță, Sighisoara, 575000","Strungar La Strung Carusel","11151"
"1194","0720 951 616","1938-05-21","Soseaua Florea Nr. 532, Codlea, 564605","Preparator Amestec Si Topitor Sticla","11152"
"1195","0720 303 092","1989-11-06","Soseaua Casandra Popa Nr. 11, Babadag, 751927","Ghid De Animatie","11153"
"1196","0720 077 438","1982-09-05","Intrarea Ardelean Nr. 46, Ploiesti, 972363","Inginer De Cercetare In Horticultura","11154"
"1197","0722 291 894","1983-12-31","Drumul Damian Stănescu Nr. 142 Bl. 62  Sc. 63 Ap. 111, Lugoj, 556586","Asistent De Cercetare In Geografie","11155"
"1198","0250 608 949","2007-11-19","Soseaua Suciu Nr. 94, Valea Caselor (Dragasani), 876946","Inspector Scolar Pentru Mentorat","11156"
"1199","0784 929 770","1931-04-23","Strada Aanei Nr. 745, Baia Sprie, 368605","Redactor","11157"
"1200","0780 223 259","1960-02-01","Drumul Albu Nr. 257, Rasinari, 209327","Pregatitor Seturi De Cabluri Electrice Pentru Autotrac Si Accesorii","11158"
"1201","0721 008 184","1946-11-30","Drumul Barbu, Cornetu, 656181","Inginer De Cercetare In Calculatoare","11159"
"1202","0737 403 017","2009-05-25","Strada Stan Nr. 596 Bl. 87  Sc. 38 Ap. 168, Zalau, 165534","Consultant In Domeniul Fortei De Munca","11160"
"1203","0243 588 255","1994-05-16","Bulevardul Pușcașu Nr. 94 Bl. 49  Sc. 15 Ap. 559, Lumina, 139188","Probator Hidraulic Cazane, Tevi, Recipiente","11161"
"1204","0763 619 846","1923-03-15","Intrarea Tomescu, Bumbesti-Jiu, 500842","Operator La Utilaje De Reabilitari Conducte Subterane","11162"
"1205","0769 656 048","1910-11-21","Drumul Amza Nistor Nr. 451, Beclean, 182597","Dispecer Operatiuni Salubrizare","11163"
"1206","0733 705 535","1966-01-08","Soseaua Ionescu Nr. 13 Bl. 93  Sc. 99 Ap. 777, Straja, 882158","Taietor Geam","11164"
"1207","0247 073 521","1950-04-03","Intrarea Norica Mocanu Nr. 93 Bl. 30  Sc. 43 Ap. 220, Campulung Moldovenesc, 424669","Gravor Placi Litografice","11165"
"1208","0263 381 948","1924-11-14","Soseaua Vincențiu Stănescu Nr. 753 Bl. 86  Sc. 19 Ap. 666, Toflea, 126451","Operator Masini Puitoare","11166"
"1209","0254 462 858","1938-09-20","Drumul Dumitra Eftimie Nr. 67, Jibou, 268854","Miezuitor Panele Si Placi Celulare","11167"
"1210","0767 637 476","1934-10-16","Bulevardul Alberta Manole Nr. 644 Bl. 76  Sc. 24 Ap. 274, Breaza de Sus, 413237","Aburitor Textile","11168"
"1211","0770 809 807","1981-02-05","Bulevardul Suciu Nr. 11, Tulcea, 555721","Lucrator In Culturi Acvatice","11169"
"1212","0727 811 237","1939-10-30","Soseaua Pop Nr. 12, Petrosani, 150533","Grefier Dactilograf (Curtea De Apel, Tribunal, Judecatorie)","11170"
"1213","0720 270 950","1961-12-15","Intrarea Tudor Nr. 93 Bl. 95  Sc. 18 Ap. 735, Huedin, 818138","Sef Port","11171"
"1214","0784 697 665","2008-11-22","Bulevardul Toma Nr. 457, Glina, 449025","Conservator Arhiva (Studii Superioare)","11172"
"1215","0750 675 173","1983-12-10","Intrarea Cristea Nr. 34 Bl. 19  Sc. 51 Ap. 548, Onesti, 172736","Sef Revizie Locomotive, Automotoare","11173"
"1216","0788 961 439","2021-10-30","Soseaua Pușcașu Nr. 71, Pecica, 183804","Fotograf","11174"
"1217","0763 638 535","1941-01-08","Aleea Marin, Curcani, 858971","Electromecanic Telegrafie, Telefonie","11175"
"1218","0746 948 648","1917-07-22","Intrarea Pop Nr. 23, Bocsa, 476135","Redactor Prezentator De Televiziune","11176"
"1219","0236 560 997","1966-08-29","Aleea Albu Nr. 61 Bl. 94  Sc. 97 Ap. 872, Lumina, 256962","Cercetator In Geologie","11177"
"1220","0736 548 322","1915-06-26","Drumul Pleșu Popescu Nr. 114, Navodari, 205949","Asistent De Cercetare In Matematica-Mecanica","11178"
"1221","0245 806 642","1946-07-11","Soseaua Dochioiu Nr. 18 Bl. 26  Sc. 48 Ap. 853, Motatei, 995942","Asistent De Cercetare In Constructii De Masini Agricole","11179"
"1222","0745 010 038","1915-10-13","Intrarea Eftimie Nr. 379 Bl. 14  Sc. 57 Ap. 841, Aiud, 136480","Sofer Automacaragiu","11180"
"1223","0724 587 564","1990-11-03","Bulevardul Diaconu, Medias, 134827","Reprezentant Tehnic","11181"
"1224","0769 102 425","1990-11-24","Soseaua Nistor, Balan, 694172","Tehnician Proiectant In Reconstructie Ecologica","11182"
"1225","0720 865 045","1946-10-09","Aleea Pavel Eftimie Nr. 735, Targu Frumos, 570744","Preparator La Concentratele Miniere","11183"
"1226","0738 054 032","1957-10-24","Bulevardul Mocanu Nr. 96 Bl. 64  Sc. 81 Ap. 315, Curtea de Arges, 573446","Ceasornicar","11184"
"1227","0724 799 069","1945-01-26","Strada Florea Nr. 586, Sannicolau Mare, 879250","Sef Ferma Agricola (Agrozootehnica)","11185"
"1228","0753 584 459","1909-09-23","Aleea Oprea Nr. 83, Diosig, 624678","Tehnician Mineralurg","11186"
"1229","021 204 2665","1941-10-09","Drumul Nistor, Baia Sprie, 133688","Turnator Geam","11187"
"1230","0735 956 845","1981-03-29","Aleea Manole Nr. 342, Dobroesti, 830409","Tocator La Masini De Maruntit Roci","11188"
