"economic_id","iban","currency","user_id"
"2817","RO51KJBF7454465957775951","SZL","12777"
"2818","RO18NLHB5239266605715751","UZS","12778"
"2819","RO24HPSH5360089664093083","MWK","12779"
"2820","RO87WALA4178890970454308","IQD","12780"
"2821","RO43BEYP0789729162627773","NIO","12782"
"2822","RO43WHFM6488336725259279","HRK","12783"
"2823","RO56HALL1500790650181944","SLL","12784"
"2824","RO18CTCX9640207637681564","PYG","12785"
"2825","RO91MAVA6652869696767330","MNT","12786"
"2826","RO89LAXV7759281921124921","MAD","12787"
"2827","RO43KEIP2241279818721091","BTN","12788"
"2828","RO33OCGN7136545481077187","TOP","12789"
"2829","RO18CEMX8968698442996201","HUF","12790"
"2830","RO62XQGN0192313764913976","RON","12791"
"2831","RO07EYCD2347357738457507","AOA","12792"
"2832","RO41RSLR5676287277385972","YER","12793"
"2833","RO51POMM7149134166314502","ZMW","12794"
"2834","RO62HBID5530651361868010","VEF","12795"
"2835","RO58ERIQ7497300168186488","XCD","12796"
"2836","RO72ZCXW7569631332547221","LTL","12797"
"2837","RO07QJGV2277599123925383","HKD","12798"
"2838","RO51IAER1051212375922039","MYR","12799"
"2839","RO10COQJ4093484035426561","LBP","12800"
"2840","RO57MHQU4016963753608618","MOP","12801"
"2841","RO57ELOE5079756644748790","ZWD","12802"
"2842","RO77ZDXA4033443470618569","CLP","12803"
"2843","RO30CXJP2350858118210868","GMD","12804"
"2844","RO10MVOU1112346480671298","PHP","12805"
"2845","RO78NWGF7966731028503020","SEK","12806"
"2846","RO83OCBL1583852472805643","TMT","12807"
"2847","RO76KBGW5477087950438337","AUD","12808"
"2848","RO82GCPZ8169361964395116","CUC","12809"
"2849","RO38TJZG3961557502774142","NIO","12810"
"2850","RO23GPCE6141082006070586","LSL","12811"
"2851","RO51UEVX2946518196641343","ETB","12812"
"2852","RO16QLMF0273679098022260","JMD","12813"
"2853","RO12MIXO5763850815097801","BIF","12814"
"2854","RO58CNCE9576998856786422","BHD","12815"
"2855","RO61KERV8435787341109554","BOB","12816"
"2856","RO77ADCO1117069556619249","HKD","12817"
"2857","RO41XRUX1462621608061902","GNF","12818"
"2858","RO35NFRR9086570698230123","SPL","12820"
"2859","RO32OZLD8346408834063484","MXN","12821"
"2860","RO09MUAY1170671956189976","FJD","12822"
"2861","RO24QSQX1337184434572405","TMT","12823"
"2862","RO75EOJG5564112085044283","GYD","12824"
"2863","RO17ESPA3216002986595937","UAH","12825"
"2864","RO07JEPZ9300716285816311","TMT","12826"
"2865","RO27BDNM7984693401935948","GBP","12827"
"2866","RO38IDAV7645344867795850","XPF","12828"
"2867","RO90FKZX8979159536467310","SPL","12829"
"2868","RO51OEDF4308330665812534","MKD","12830"
"2869","RO24XGIB2874827538796381","TZS","12831"
"2870","RO02CGBY4539794161678766","LTL","12832"
"2871","RO88UPQX3456995436180259","CVE","12833"
"2872","RO35JGIV2011472231953862","SGD","12834"
"2873","RO11XYZF0834238743297185","COP","12835"
"2874","RO54YGRO9568877125782173","SZL","12836"
"2875","RO40HEVG6151671378944944","INR","12837"
"2876","RO06XXEY5619851736518383","XCD","12838"
"2877","RO63LSOD6132787101019636","KPW","12839"
"2878","RO84BYWX7076167476939330","ISK","12840"
"2879","RO17JGJI6698579068476197","TJS","12841"
"2880","RO63XYSX4156374250545840","XDR","12842"
"2881","RO49IAJM5243563877456962","JPY","12843"
"2882","RO84PHLG1194922993298505","KGS","12844"
"2883","RO19OFGL3434540880023018","HTG","12845"
"2884","RO50LGIG1863024012529445","UGX","12846"
"2885","RO74VLTH7878259123618849","CUP","12847"
"2886","RO44CNQX0929867199901524","XOF","12848"
"2887","RO88GFXL2955157663444601","LTL","12849"
"2888","RO21KVOQ6953025895847179","PYG","12850"
"2889","RO50ZOWA8530969252310004","MUR","12851"
"2890","RO34HMCB5539106318837752","XPF","12852"
"2891","RO13QKST3188217191370813","NAD","12853"
"2892","RO38VXUB1772810286481447","MGA","12854"
"2893","RO41HYHI7672304138009064","TTD","12855"
"2894","RO81FVQY3766919271766894","NIO","12856"
"2895","RO49HPHQ9524879985186499","BDT","12857"
"2896","RO71QYJU9882734149957690","DJF","12858"
"2897","RO26HLTY8293564944453493","BHD","12859"
"2898","RO14QVZW7444994376217702","UYU","12860"
"2899","RO43MFKP2715067941570803","EGP","12861"
"2900","RO67VCAC4714169898914258","LAK","12862"
"2901","RO32VHTY9408552713178406","GYD","12863"
"2902","RO03BBZT8128811787541007","LYD","12864"
"2903","RO81VTMJ3359406505866718","AZN","12865"
"2904","RO27OOCK0002270866920138","MGA","12866"
"2905","RO44QCFX3701127289697555","PEN","12867"
"2906","RO57QAZA3783815903856355","VUV","12868"
"2907","RO83JLBY0661702229234670","NIS","12869"
"2908","RO24KWLG4303848321377613","BBD","12870"
"2909","RO67XFKW0576304454010269","GTQ","12871"
"2910","RO07IEKC9422846384718878","LBP","12872"
"2911","RO98XMNG4734907833895423","DZD","12873"
"2912","RO79AMTG3324180335374746","ILS","12874"
"2913","RO11ATBJ8745906464525895","LAK","12875"
"2914","RO75TZMJ6341507330333927","INR","12876"
"2915","RO39CUPI3841263464959150","XOF","12877"
"2916","RO09OUGH2988599481471585","PKR","12878"
"2917","RO48DZSE1774116808246719","SYP","12879"
"2918","RO14GFJT4511527213850737","BDT","12880"
"2919","RO16FMNV2801702849703660","BTN","12881"
"2920","RO89FPGF3897874428017365","NPR","12882"
"2921","RO15QRVB2447008520643650","PAB","12883"
"2922","RO45ZTCV0072784782164427","SGD","12884"
"2923","RO69XMNM6168615272560276","KRW","12885"
"2924","RO44BXIE7883374072086320","GHS","12886"
"2925","RO33CJDK9267764076331425","DZD","12887"
"2926","RO74EBMU3653278575730339","TND","12888"
"2927","RO94OGOA7996736403194179","BSD","12889"
"2928","RO08KLVP3495406032049480","CHF","12890"
"2929","RO56PTYP2608808080579583","KZT","12891"
"2930","RO53QKUJ3190209798038389","RUB","12892"
"2931","RO25RCLA2281026144677688","MVR","12893"
"2932","RO44OBPQ1159898385961386","BIF","12894"
"2933","RO21CBKM2854357286656125","AFN","12895"
"2934","RO78UWDB3351057023048576","LAK","12896"
"2935","RO88IRFV8075301190799775","JOD","12897"
"2936","RO13DUXX5874377261630150","AWG","12898"
"2937","RO62YWET6031889208234714","GYD","12899"
"2938","RO63XYKS4154446601056051","LTL","12900"
"2939","RO14CWFQ8709122866819222","NGN","12901"
"2940","RO20GVGQ3069606706846847","HTG","12902"
"2941","RO57WPLY6864071981250648","THB","12903"
"2942","RO46GMNK0611728595638249","DOP","12904"
"2943","RO91EMAR5616396258773360","LRD","12905"
"2944","RO25TOTV5022973541012497","KWD","12906"
"2945","RO45TYPK0106182534652376","NAD","12907"
"2946","RO33FJCK6651743740102421","VUV","12908"
"2947","RO37EHYZ3814777523863493","ZWD","12909"
"2948","RO09GKMX8682622451152367","LYD","12910"
"2949","RO46IGIR3165993338098373","CVE","12911"
"2950","RO60QPBB4719995652849646","CRC","12912"
"2951","RO26VFEO6605091342032079","BND","12913"
"2952","RO14ANYJ6840012826763488","CUC","12914"
"2953","RO54XOQF5273315278571802","AZN","12915"
"2954","RO67PNDD5945652362129648","BOB","12916"
"2955","RO07FLHO3174812415470606","ZAR","12917"
"2956","RO88OVHF1104231714178763","MWK","12918"
"2957","RO06THHD1272609747577284","SOS","12919"
"2958","RO75TNZP3110425181426557","ETB","12920"
"2959","RO66RAZY3070880483112596","PKR","12921"
"2960","RO22RSEV8710450552399726","AUD","12922"
"2961","RO43SFSH9130561571620211","FKP","12923"
"2962","RO09YFJQ9591612087048734","HRK","12924"
"2963","RO19LGNO5913866561060690","NIS","12925"
"2964","RO80HYGH7318533154698547","LRD","12926"
"2965","RO86ILIJ5781502000726512","NGN","12927"
"2966","RO54OUUJ6021569873416540","CUP","12928"
"2967","RO31AHUZ3216919061164888","IQD","12929"
"2968","RO85PVGA9171760823755564","GHS","12930"
"2969","RO73DVSE3280800169002298","JPY","12931"
"2970","RO75YGET1333552793959747","SZL","12932"
"2971","RO45UNBR9455269655109093","PLN","12933"
"2972","RO87BLPK6985504018467544","MUR","12934"
"2973","RO74OAIP8170386389541830","THB","12935"
"2974","RO11SKWI1451997314292722","HNL","13011"
"2975","RO90ZVIJ4188862544063602","HKD","12936"
"2976","RO07ZVRY4608630405130054","CDF","12937"
"2977","RO54PQNN2810501248322118","BGN","12938"
"2978","RO94PJYX3299416779036869","JOD","12939"
"2979","RO81DNVD0142177833681637","HTG","12940"
"2980","RO62ZJOJ2777086064673795","UAH","12941"
"2981","RO34ADUZ0565419487105391","ETB","12942"
"2982","RO45SFMX8934901241716398","MOP","12943"
"2983","RO71RZOA7763612260670504","ZMW","12944"
"2984","RO70BVUV9148670361784967","ZWD","12945"
"2985","RO43WMTD1065593680644655","RUB","12946"
"2986","RO31BHVN3651504073278901","RSD","12947"
"2987","RO70EOCO1644469730173796","GYD","12948"
"2988","RO88XDKB6231095735697623","MGA","12949"
"2989","RO55AMMB3763287843183062","IRR","12950"
"2990","RO93OZCE8133290158134839","PKR","12951"
"2991","RO67THWQ4955243478862980","PYG","12952"
"2992","RO70WPUZ7698870192986524","SHP","12953"
"2993","RO96EZZN7286652357928831","BOB","12954"
"2994","RO43AXSK5685905056702537","PGK","12955"
"2995","RO76KCWY2033134255668472","COP","12956"
"2996","RO14MAGL7585409396188612","GEL","12957"
"2997","RO84WZYC8540720965196294","CDF","12958"
"2998","RO27PVCE9080765895415481","SRD","12959"
"2999","RO14NKJY6299580793748651","LTL","12960"
"3000","RO47YFWB5866224290453632","LTL","12961"
"3001","RO57EJFV1438671446792305","NIO","12962"
"3002","RO32XMSI8607491153663989","PAB","12963"
"3003","RO78PRCN6680746918219654","SOS","12964"
"3004","RO33RQSN8744240057195599","CLP","12965"
"3005","RO94NHNX8133159906640703","BMD","12966"
"3006","RO76UJIB6752858303292315","YER","12967"
"3007","RO21SIAX1685301776529498","CUC","12968"
"3008","RO94TMCP4814318385990001","NZD","12969"
"3009","RO50NMEU6524431536967749","ZWD","12970"
"3010","RO45GOYK8467537384919528","VEF","12971"
"3011","RO82QPBI9781838751601097","QAR","12972"
"3012","RO64WYPP9643132995906005","BOB","12973"
"3013","RO44UJEY8892151332455232","IQD","12974"
"3014","RO43DLVK9627256224185359","CDF","12975"
"3015","RO97CNAV3053591009780653","CVE","12976"
"3016","RO90ADUP2245896508111015","VEF","12977"
"3017","RO49MXET9461527234545246","SHP","12978"
"3018","RO89QJKS4769436904052794","EUR","12979"
"3019","RO59QCDM0735046236364369","BIF","12980"
"3020","RO16YAWS1114532461493555","LSL","12981"
"3021","RO11YVOT4250117354344425","OMR","12982"
"3022","RO97WYLC9864504943807649","LSL","12983"
"3023","RO33QBSS4614367102607963","CDF","12984"
"3024","RO07PYZS8040717988336564","SRD","12985"
"3025","RO67FUJF5732940636402907","KPW","12986"
"3026","RO22MSUH5420051556600921","AOA","12987"
"3027","RO77VDWA6094306512554152","HRK","12988"
"3028","RO38WUKN0508166515669534","TJS","12989"
"3029","RO05PUEQ6015336069541049","GMD","12990"
"3030","RO27VYTZ5058744736998741","COP","12991"
"3031","RO56EMNZ9659361449165416","RSD","12992"
"3032","RO94VMBE3166477026220414","HTG","12993"
"3033","RO91QUPY6517696339654003","MGA","12994"
"3034","RO56GKDT2237870490350875","WST","12995"
"3035","RO45WOYA2179210005202273","ISK","12996"
"3036","RO03OCBE7013882117699297","GYD","12997"
"3037","RO78HZKY0247646804766679","KZT","12998"
"3038","RO37RKLR9792638286279716","BND","12999"
"3039","RO14XMQI7574345544749348","TRY","13000"
"3040","RO07GRJV9193556953727590","SRD","13001"
"3041","RO22FNPV2482676795117671","CDF","13002"
"3042","RO35ZRJB3657893080084012","MWK","13003"
"3043","RO85IGSN5482561519146665","KES","13004"
"3044","RO68DWAU8951395115063433","SBD","13005"
"3045","RO95UKAV2763329750665034","HNL","13006"
"3046","RO84HWXI4952406725993785","AUD","13007"
"3047","RO64OVIS9514235340617967","GHS","13008"
"3048","RO75WEAS8058383877326695","UGX","13009"
"3049","RO96SSEP2746487084894947","CDF","13010"
"3050","RO96IWCI2096902919345737","HNL","13012"
"3051","RO39BMUA2166234129796347","SHP","13013"
"3052","RO28DBXA3004593892130818","BHD","13014"
"3053","RO30RNTI3031775044953560","NIS","13015"
"3054","RO96NQPB4307655226582956","SHP","13016"
"3055","RO24FZJW8690895419715226","XPF","13017"
"3056","RO61IHFV8789529501163359","MVR","13018"
"3057","RO10HIHE0891578155424703","SVC","13019"
"3058","RO90WMUZ3765574496727728","GBP","13020"
"3059","RO11PGWB7929235611217984","MZN","13021"
"3060","RO06IFPZ2271268568857938","BDT","13022"
"3061","RO22LUMK2960357715917403","SPL","13023"
"3062","RO44JWYF4972877982396650","IRR","13024"
"3063","RO81OOKR1774992516080129","MAD","13025"
"3064","RO91AYLF6110530064041492","AWG","13026"
"3065","RO79SDOH4554842577483353","VEF","13027"
"3066","RO53EILJ6238167678202983","HUF","13028"
"3067","RO77LSGG8624317810748754","EGP","13029"
"3068","RO18HHJE0522858171456717","ZMW","13030"
"3069","RO37NTKT9997106623597187","ISK","13031"
"3070","RO64WCLM9385677713230846","ZAR","13032"
"3071","RO02JHCS6906001423809647","STD","13033"
"3072","RO97BWNF7737451955610913","AOA","13034"
"3073","RO79SXEY8823499398034708","RSD","13035"
"3074","RO02QZDT7340267692251535","JEP","13036"
"3075","RO47SIFR8234629541913724","XPF","13037"
"3076","RO61JVKB8067897814887993","WST","13038"
"3077","RO17XFLS5042801496006967","TRY","13039"
"3078","RO87SWAR2151367215562562","JMD","13040"
"3079","RO80RQOX4799145365140467","JOD","13041"
"3080","RO95AGXA9041930869646567","ISK","13042"
"3081","RO86PPLH6598751408340911","AOA","13043"
"3082","RO13HQNZ2693773122350058","IMP","13044"
"3083","RO46UTLS2974663817735617","ALL","13045"
"3084","RO28SJXO7667768516205884","PAB","13046"
"3085","RO73HRSG7993462888947239","LRD","13047"
"3086","RO07QNLJ3510584732368530","PGK","13048"
"3087","RO12TWLX7845774330822814","TMT","13049"
"3088","RO15MHVY9950130166102497","CDF","13050"
"3089","RO96SJGQ5669231190868740","COP","13051"
"3090","RO72GFWK2902179310030740","TND","13052"
"3091","RO60BAZZ8148642613532442","CLP","13053"
"3092","RO75PRQB4976963767305567","SCR","13054"
"3093","RO79OWNS7776695519829688","KPW","13055"
"3094","RO10GJDA2139462521522403","MKD","13056"
"3095","RO92NMCO1199121580812853","FJD","13057"
"3096","RO29LQFQ8059689839962223","TJS","13058"
"3097","RO62EEPS2226773380171991","NGN","13059"
"3098","RO39LRIO6195959273713869","NOK","13060"
"3099","RO13YGMP9796705270737937","HTG","13061"
"3100","RO15WNZB2022587101695016","DKK","13062"
"3101","RO08QUXF5881879640732584","JPY","13063"
"3102","RO59JJUP7297891477141587","BWP","13064"
"3103","RO82TTMB3871942275992398","SGD","13065"
"3104","RO10EDJS3926248458336981","SGD","13066"
"3105","RO44REVH1418440770508307","BTN","13067"
"3106","RO31DSMV1117651192585895","AZN","13068"
"3107","RO72HWIH3302598852853959","VEF","13069"
"3108","RO24UWYF0969102287544515","OMR","13070"
"3109","RO84EENM1883333185138031","VUV","13071"
"3110","RO84EDLS1557992690646140","ARS","13072"
"3111","RO59AFCK2388303080035960","RWF","13073"
"3112","RO33SJCB6700313399848912","GMD","13074"
"3113","RO31OIFS5970492601711352","CZK","13075"
"3114","RO29MWKH5528893924357997","ALL","13076"
"3115","RO77KBAV8691191793688840","JEP","13077"
"3116","RO22OZAA5253719836032602","BDT","13078"
"3117","RO54ETRR7976106082920911","AED","13079"
"3118","RO41GPRB2495869753107874","XPF","13080"
"3119","RO37ARZH0693574996301121","OMR","13081"
"3120","RO75VPMO5299786925638169","MOP","13082"
"3121","RO53BLMD8168118817076502","THB","13083"
"3122","RO51GJSP4943074113145970","TJS","13084"
"3123","RO21BYWB6724772334291434","ETB","13085"
"3124","RO49WYHL4979148866272217","XAF","13086"
"3125","RO97MLHO3483123102416950","XAF","13087"
"3126","RO61NJWA6664173602890283","TOP","13088"
"3127","RO22JLTK6486130752275322","MMK","13089"
"3128","RO21MMWG6950563989803637","CVE","13090"
"3129","RO13IUBZ6865197764703858","ETB","13091"
"3130","RO84JVBT3994007379270492","UGX","13092"
"3131","RO82ACFN4812951708454505","OMR","13093"
"3132","RO51AWKO0298263521623623","ZWD","13094"
"3133","RO09UNYI0750346505066045","GEL","13095"
"3134","RO28PHUS4159936656848884","MNT","13096"
"3135","RO46TEFW9412782558655623","KWD","13097"
"3136","RO87ONMB4873121037961785","SGD","13098"
"3137","RO91AMGI3114549272291119","LKR","13099"
"3138","RO39GKKD1272407055619832","NIO","13100"
"3139","RO80VVIE7730157647748204","GBP","13101"
"3140","RO46NJRT2018382386656895","JEP","13102"
"3141","RO50LWNR9595105169385951","CAD","13103"
"3142","RO88HJQE3227364319383066","PAB","13104"
"3143","RO02EZYD9791736349070507","BHD","13105"
"3144","RO12TQJW4476087529409788","TRY","13106"
"3145","RO58OYRX7593857375555484","LTL","13107"
"3146","RO90IHEB1317324646680986","ARS","13108"
"3147","RO80ZLXQ1902264614744893","USD","13109"
"3148","RO22ECCE4425135919770665","VND","13110"
"3149","RO10QPKY8150406360095713","GIP","13111"
"3150","RO17VGSP0723016646682858","BHD","13112"
"3151","RO14DBOQ0198687203230423","GYD","13113"
"3152","RO42TNCZ7025547006718211","CUC","13114"
"3153","RO39EJFA3624661790310575","VUV","13115"
"3154","RO16IEAK0450172370648386","AUD","13116"
"3155","RO73GLXQ2105116114729626","IDR","13117"
"3156","RO33DJNF2363710339654556","PKR","13118"
"3157","RO54DNBE7934374078215390","BRL","13119"
"3158","RO21LTWE6173869123581854","CNY","13120"
"3159","RO92GOBQ4709539635155371","BTN","13121"
"3160","RO06NXAY7126118371894352","ZMW","13122"
"3161","RO79PTWL9647589597995386","NZD","13123"
"3162","RO93DEHZ7515325224062433","SHP","13124"
"3163","RO10UWFJ5734240285971167","NPR","13125"
"3164","RO15VGEA0013469347943228","SYP","13126"
"3165","RO12TCFN7830404307762167","XAF","13127"
"3166","RO74NZRU3165689978197163","TVD","13128"
"3167","RO58WLVF0175552361579159","LTL","13129"
"3168","RO68PDWO3927914062905721","LRD","13130"
"3169","RO51MDAC0091816994649935","SAR","13131"
"3170","RO71TDWC6816855172185008","VUV","13132"
"3171","RO58DULM5734554246673702","JOD","13133"
"3172","RO08SPDT5995378164799222","CHF","13134"
"3173","RO23STTP3541189841754489","SDG","13135"
"3174","RO25ZMDU7082808871714719","VUV","13136"
"3175","RO26MVYZ9522361536399772","BZD","13137"
"3176","RO07IQXQ9610591762147582","HUF","13138"
"3177","RO92IYZW4602215506916892","GNF","13139"
"3178","RO58ZHMV6822910978680888","JEP","13140"
"3179","RO05MRCQ3873655514424679","VND","13141"
"3180","RO37RIGR0014518829003966","AOA","13142"
"3181","RO45LFJE2688559052297239","TWD","13143"
"3182","RO92ZIAH8195699864239621","KZT","13144"
"3183","RO26HSVR0370931641844509","XDR","13145"
"3184","RO86HOOS6060163238674278","CUC","13146"
"3185","RO46OBOM1358669818791759","LYD","13147"
"3186","RO06MLXQ6091196161677840","BND","13148"
"3187","RO54OPQK2408761291655729","TOP","13149"
"3188","RO95HNFJ2100597759870721","COP","13150"
"3189","RO97OICL8638802541510248","VEF","13151"
"3190","RO42DNNJ5789275268127557","VND","13152"
"3191","RO14OQOX0903644324372663","GYD","13153"
"3192","RO50DBIL8891789283972577","UGX","13154"
"3193","RO18EPTH7407553666578337","GEL","13155"
"3194","RO58QTHZ4849592075313563","GGP","13156"
"3195","RO77BYGB2329985457812310","BAM","13157"
"3196","RO91WDEA5566659180764012","XAF","13158"
"3197","RO49GLSR6177161545856278","KHR","13159"
"3198","RO67YVOB5964450494194261","ALL","13160"
"3199","RO24HLHI6704247421690306","ANG","13161"
"3200","RO32CYTO9305066150851067","THB","13162"
"3201","RO95HZUA0491677485316518","INR","13163"
"3202","RO58FBID9503921079145280","BZD","13164"
"3203","RO27NLLX9438859845825701","MUR","13165"
"3204","RO39QXSP4248254426116981","AWG","13166"
"3205","RO84FCNW5395574713763691","IRR","13167"
"3206","RO12XRDX3658361875853018","MOP","13168"
"3207","RO50FVYO7528088057711456","GNF","13169"
"3208","RO32BPPY8550443194463270","LRD","13170"
"3209","RO45WKSQ0319162326921870","ARS","13171"
"3210","RO02VIIY3141069256650876","UAH","13172"
"3211","RO24KDWD1821013128192140","CVE","13173"
"3212","RO21UOUT0578013388129736","LRD","13174"
"3213","RO50NNAE5809960611606851","MKD","13175"
"3214","RO54YVFY0646295745242341","UYU","13176"
"3215","RO84VGFB1536358004559881","CNY","13177"
"3216","RO47NEPQ8354590159002497","IQD","13178"
"3217","RO05OSMG0613189088792918","KHR","13179"
"3218","RO40SIRB6256591483422474","RON","13180"
"3219","RO83JFYJ3780630794873050","MUR","13181"
"3220","RO74LWBV3155901193372070","MGA","13182"
"3221","RO05OLJM2666770124539968","CRC","13183"
"3222","RO45YIIE2771276834021085","VND","13184"
"3223","RO16TTUB6532232871246975","CZK","13185"
"3224","RO06DARX4688866875072583","XCD","13186"
"3225","RO87JONL6093784725712540","ETB","13187"
"3226","RO69BZXE7191625573518005","XCD","13188"
"3227","RO54PYUW8950864684336111","SHP","13189"
"3228","RO71ZJHD8713661675200064","TOP","13190"
"3229","RO77ZAUN7666520207925791","CNY","13191"
"3230","RO51GPFT8780783380132796","LYD","13192"
"3231","RO75IYVG4350378788954268","TJS","13193"
"3232","RO88RAXD4778778765268186","AZN","13194"
"3233","RO36HVLB5597729787523354","HUF","13195"
"3234","RO89JRRE0152150068908931","GBP","13196"
"3235","RO69VXWA5208217183692271","THB","13197"
"3236","RO16QBVJ3037011729752231","AWG","13198"
"3237","RO29ZXXP9920947893149606","GGP","13199"
"3238","RO07OYGA4789612747989554","KPW","13200"
"3239","RO44XNUF9937012098135217","SDG","13201"
"3240","RO74RYMC6184704362796510","HTG","13202"
"3241","RO10RXSR6280285822070550","THB","13203"
"3242","RO06VIIA0810256504406297","ZAR","13204"
"3243","RO97QYUR4924950209733451","MOP","13205"
"3244","RO79FGYX2833737780755448","UGX","13206"
"3245","RO98ZMKE3844672476246980","PAB","13207"
"3246","RO59SFCC7250125938459351","CDF","13208"
"3247","RO60GEQB2805618520916923","LTL","13209"
"3248","RO98NNEA3170042675560606","GHS","13210"
"3249","RO47SVQQ6825513512107633","TND","13211"
"3250","RO25AITV6266943032502577","CLP","13212"
"3251","RO93XMXR6459730659950133","XAF","13213"
"3252","RO67BZFI9089231464226464","COP","13214"
"3253","RO63YWYE4504287819415726","ISK","13215"
"3254","RO15CDWX3567084887061267","ZAR","13216"
"3255","RO43EXTQ3454613246064634","BMD","13217"
"3256","RO17AFHP5452386152362316","EGP","13218"
"3257","RO59XTIW7795222704250422","DZD","13219"
"3258","RO81XEUP6249360037949100","SLL","13220"
"3259","RO37HCHJ8822639721937759","VND","13221"
"3260","RO05SIMI3494366932320159","MXN","13222"
"3261","RO45XNOT4860798085360984","GYD","13223"
"3262","RO08TNEP8438716004656115","JPY","13224"
"3263","RO58MJAZ4009466571421143","WST","13225"
"3264","RO02ZHHV7305858076700609","LYD","13226"
"3265","RO09OIJH9570929677399055","IMP","13227"
"3266","RO44PSJA9266340973043061","BGN","13228"
"3267","RO90GEDA3787934853967398","KHR","13229"
"3268","RO93KHVO5120070556977786","TTD","13230"
"3269","RO28BMRV8275554230804798","TRY","13231"
"3270","RO88HJIY5895618998734911","LRD","13232"
"3271","RO41XAVN1716983501372713","JEP","13233"
"3272","RO55EPXC0988406492584485","GEL","13234"
"3273","RO52KAXM9283799233631770","PLN","13235"
"3274","RO56XETH8907975146110211","ANG","13236"
"3275","RO24QYSC2305136839745278","KHR","13237"
"3276","RO53ICUK9369747179202621","BIF","13238"
"3277","RO93ADCR3024194697933923","MDL","13239"
"3278","RO31VNKG1834453132448937","BDT","13240"
"3279","RO49XIEY0321648967214491","CUP","13241"
"3280","RO63KMUU8873214761622166","DZD","13242"
"3281","RO02MZHP3570687141958216","TVD","13243"
"3282","RO12GLBM1381604779232996","MOP","13244"
"3283","RO84ZWNK1153453222970024","RSD","13245"
"3284","RO22FXPS2541733069833636","TVD","13246"
"3285","RO51EXGM7291438048818481","XOF","13247"
"3286","RO65OBDQ5653581626917799","PAB","13248"
"3287","RO17BMTZ5117118665848858","RWF","13249"
"3288","RO73MZVD4381949339409163","RON","13250"
"3289","RO29WVHZ8861148730341072","AOA","13251"
"3290","RO54PKUQ8324648929958712","MDL","13252"
"3291","RO69BUWC1313194337339100","NIS","13253"
"3292","RO20MITR2687724054885230","NGN","13254"
"3293","RO68JXER6261903045269167","CLP","13255"
"3294","RO82VGQI9095953383862653","AMD","13256"
"3295","RO43IWNM2363860645821381","AED","13257"
"3296","RO82TLHK2715954829356303","SBD","13258"
"3297","RO54KTYK3671224816082725","INR","13259"
"3298","RO32UOJR9373920874376565","UAH","13260"
"3299","RO48GVGC6166981636998012","AZN","13261"
"3300","RO04LVIJ0393929347485465","DJF","13262"
"3301","RO51BHHW7560557233628714","ISK","13263"
"3302","RO35GONR3530837223746672","MWK","13264"
"3303","RO82JUME6618904185127381","NIO","13265"
"3304","RO14TDWO9553887971378277","TJS","13267"
"3305","RO14IESR6335242779381975","SBD","13268"
"3306","RO23LNCW6559005083870138","CLP","13269"
"3307","RO45DOMM7145633066513759","MXN","13270"
"3308","RO60UBBQ2710685253777110","NOK","13271"
"3309","RO81KKUU9054131511640746","GBP","13272"
"3310","RO84SJQB9744088367624298","CHF","13273"
"3311","RO84VVEJ6620359592386918","TRY","13274"
"3312","RO84YPCA4393034298921487","XOF","13275"
"3313","RO15CJHK8017679342442951","AFN","13276"
"3314","RO35KXIP5001182457263444","TVD","13277"
"3315","RO04JVGX9525041473447768","SBD","13278"
"3316","RO23WWUE1322255893938307","JEP","13279"
"3317","RO50URSR5658158849831606","SEK","13280"
"3318","RO43XMBB7330384292056972","JOD","13281"
"3319","RO42EORI3475725295101027","DOP","13282"
"3320","RO11CMKS4380142853695282","EUR","13283"
"3321","RO03ZMWN9549930560619977","NPR","13284"
"3322","RO02TPDS5987330355234515","DOP","13285"
"3323","RO58YYWF0195992491082234","XCD","13286"
"3324","RO31BULK1987337764317336","HKD","13287"
"3325","RO30HHLU0939878507930390","TOP","13288"
"3326","RO95NGMI7081789904083348","XPF","13289"
"3327","RO03VOIH3448373018180388","MRO","13290"
"3328","RO24LYSW3356540110970615","AFN","13291"
"3329","RO67IUOE1269097363657752","LAK","13292"
"3330","RO72RREX8169237724539876","SRD","13293"
"3331","RO02ATOI5068029419294324","KHR","13294"
"3332","RO42ATER4793929785571105","LAK","13295"
"3333","RO11FVUU0410726076540176","BIF","13296"
"3334","RO54CZAT7135459567804520","HNL","13297"
"3335","RO67MCJQ8758057122845954","BWP","13298"
"3336","RO77ZYVX1392192431787107","GBP","13299"
"3337","RO06IHWL0198520162761933","KES","13300"
"3338","RO92QKYK8934008810728713","SZL","13301"
"3339","RO68SENV1758897368477959","TZS","13302"
"3340","RO36EQRC1639261339030530","MMK","13304"
"3341","RO46TSRE9154661093421930","GNF","13305"
"3342","RO19VGWX6595599146960944","GYD","13306"
"3343","RO69XLQJ3909947113902321","NZD","13307"
"3344","RO80AYHS5666300862140700","GIP","13308"
"3345","RO56BUHI8116697070813396","USD","13309"
"3346","RO23QQWF8844206767779568","BDT","13310"
"3347","RO58LSIM0031912875321429","CVE","13311"
"3348","RO11WRNX3890773274070379","XPF","13312"
"3349","RO85HBQK7817508845275384","UZS","13313"
"3350","RO56KGHV7338285039133036","SBD","13314"
"3351","RO13CUMG4239607782018891","IQD","13315"
"3352","RO12SCXX9104654251729440","UGX","13316"
