first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,job
Ilarie,Tabacu,7900607066110,2009-02-27,"Strada Ioniță, Sibiu, 731976",Suceava,0260 055 241,0b:0a:b1:c6:49:c9,180.13.186.126,Director Braserie
Dumitru,Pușcașu,8601216061180,1937-10-29,"Strada Mocanu, Draganesti-Olt, 835679",Argeș,0735 727 765,38:79:ca:44:d6:6c,198.21.16.98,Ingrijitor Batrani La Domiciliu
Flaviu,Aanei,5331125131529,1976-01-01,"Intrarea Niță, Odobesti, 694738",Botoșani,0263 532 686,c8:42:18:41:6d:79,146.172.29.106,Administrator Imobile
Bucur,Diaconescu,2201220072713,1993-10-05,"Soseaua Pop Nr. 54, Boldesti-Scaeni, 716938",Alba,0260 357 234,31:06:d1:a6:a3:eb,12.64.171.76,Epizotolog
Barbu,Dima,2310905356877,1929-08-04,"Intrarea Nistor Nr. 438, Zarnesti, 981910",Covasna,0730 897 028,76:58:2f:e5:a6:8b,30.241.231.68,Consilier Presedinte Organizatie Profesionala Nationala
Fabian,Dinu,4870323381894,2016-12-23,"Aleea Călin Georgescu Nr. 40 Bl. 94  Sc. 78 Ap. 219, Uricani, 538327",Giurgiu,0267 505 041,04:cf:49:39:7b:cf,108.10.215.85,Vicepresedinte Asociatie Teritoriala De Organizatii Cooperatiste
Codrin,Ionescu,3271011377088,1965-04-05,"Intrarea Popescu, Hateg, 547622",Gorj,0766 930 882,21:5e:96:ac:74:33,40.137.153.100,Administrator Financiar (Patrimoniu) 
Loredana,Diaconu,6031229334299,1974-12-23,"Aleea Pușcașu, Alexandria, 180891",Galați,0243 342 473,7c:61:c0:6c:c8:9d,191.171.178.57,Tehnician Mentenanta Electromecanica 
Bănel,Niță,8130207073391,1974-10-28,"Aleea Nemeș Nr. 150 Bl. 49  Sc. 19 Ap. 693, Balan, 535317",Buzău,0268 743 459,92:15:4b:b0:85:6c,134.1.107.102,Ingrijitor Spatii Verzi
Aida,Popescu,2031105046314,1995-12-10,"Bulevardul Ababei, Plosca, 766066",Neamț,0269 443 239,25:ea:7d:f0:8c:93,104.115.7.91,Director De Motel
Ivan,Nemeș,7180521036501,1919-10-29,"Strada Voinea Nr. 220, Baraolt, 954953",Bistrița-Năsăud,0268 123 440,90:cd:f6:51:a4:df,73.141.146.202,Expert Administratia Publica
Adela,Pușcașu,8700216190641,1909-01-16,"Bulevardul Octaviu Dochioiu, Borsa, 589947",Harghita,0730 364 390,bc:1d:2b:d9:84:b0,141.62.71.177,"Tehnician/Tehnician Responsabil Afacere, Metode Pregatire De Industrializare"
Iuliana,Mocanu,5320826317160,1987-06-02,"Drumul Cristea Nr. 996, Afumati, 202793",Mureș,0266 042 958,48:89:76:26:62:c5,46.128.144.82,Consilier Teritorial Sef Inspectoratul Pentru Cultura
Adina,Dinu,3370501088284,2003-01-10,"Soseaua Sorin Stănescu Nr. 715 Bl. 26  Sc. 74 Ap. 275, Giarmata, 529754",Argeș,0724 886 463,f4:05:07:d1:6a:fb,174.135.211.71,Consilier/Expert/Inspector/Referent/Economist In Economie Generala
Nicuță,Oprea,4090122431038,1997-05-30,"Drumul Virginia Popa, Fetesti, 970749",Dolj,0736 764 537,21:25:ef:3c:17:d4,205.73.150.135,Operator Finisor Vegetal
Ligia,Manole,8860210104271,1972-02-05,"Drumul Barbu, Targoviste, 487437",Sibiu,0761 333 936,19:b9:55:74:20:23,54.179.96.233,Asistent Analist
Milena,Ardelean,8940203229811,1989-09-17,"Intrarea Dima, Pascani, 925308",Neamț,0248 844 831,b7:b6:af:4d:1d:d6,14.74.226.157,Tipograf Print Digital Si Offset
Zaraza,Gheorghiu,2950108074719,1996-01-08,"Aleea Nemeș Nr. 95 Bl. 78  Sc. 76 Ap. 438, Glina, 667356",Gorj,0246 288 095,8a:69:0d:f0:3e:ac,208.116.216.37,Cercetator Economist In Management
Ilie,Dima,4300221401261,1965-06-08,"Bulevardul Stancu Nr. 92, Babeni, 278251",Ialomița,0725 515 910,50:2b:05:84:d5:e6,70.58.240.4,"Tehnician/Tehnician Responsabil Afacere, Metode Implantare"
Axenia,Preda,2821226457979,2001-05-09,"Aleea Pop, Botosani, 104247",Brăila,0236 933 209,7f:76:bf:4c:15:1d,45.64.130.74,Sef Atelier Industria Prelucratoare
Sabina,Voinea,8100125275199,1996-01-19,"Intrarea Iuliana Marin Nr. 193, Pucioasa, 323923",Alba,0740 202 689,a7:19:9d:97:c1:8b,68.171.150.176,Psihopedagog
Lăcrămioara,Tudor,8110617290481,1944-11-03,"Strada Voinea Nr. 13 Bl. 36  Sc. 85 Ap. 431, Tandarei, 206784",Gorj,0268 888 613,c3:3c:7e:3c:a3:9b,144.74.104.204,Prelucrator Manual De Par
Corina,Voinea,1131211169370,1969-06-25,"Bulevardul Niță Nr. 355, Odorheiu Secuiesc, 551948",Ilfov,0264 789 308,1e:19:3e:c9:c2:15,9.243.10.229,Educator In Penitenciare
Leordean,Toma,8410516195462,2013-08-30,"Bulevardul Marin Nr. 124, Fieni, 373734",Olt,0730 432 481,3c:f6:f6:62:ed:38,144.22.190.146,Sef Tura Exploatare In Centre Sau Oficii De Calcul
Bogdana,Georgescu,8960312172598,1939-01-02,"Strada Flavia Diaconu Nr. 846, Corund, 149227",Maramureș,021 259 6456,b0:90:96:1d:0f:c3,210.70.40.221,Mentor
Bebe,Stănescu,5240316113400,1914-12-21,"Bulevardul Petre Dobre, Videle, 516052",Dâmbovița,0253 311 644,34:38:e1:9d:53:16,111.77.231.44,"Operator La Prepararea Conservelor Din Carne, Peste Si In Amestec Legume Si Peste"
Sorana,Nistor,2180230035596,1956-03-11,"Aleea Dobre Nr. 582, Tufesti, 939712",Arad,0758 072 643,c4:36:cc:5d:b2:23,134.183.41.93,Electrician Exploatare Retele Electrice
Corneliu,Oprea,7011008422959,1908-08-30,"Bulevardul Eftimie, Cernavoda, 837696",Galați,0756 757 990,5f:52:50:a7:ce:21,205.227.234.21,Constructor Structuri Monolite
Leopoldina,Nistor,4850426263376,1957-09-29,"Drumul Pușcașu Nr. 300 Bl. 75  Sc. 55 Ap. 209, Jilava, 322248",Maramureș,0264 993 893,10:8d:ad:15:80:58,208.32.120.212,Asistent De Cercetare In Mineralogia Tehnica Si Experimentala
Ioan,Cristea,5260518383872,2018-01-22,"Aleea Pușcașu Nr. 890, Brasov, 432914",Bacău,0729 174 226,0a:e0:8c:fc:4a:82,162.200.66.174,Stucaturist
Antonela,Pop,7651211198961,1943-04-04,"Intrarea Oprea Nr. 597 Bl. 64  Sc. 62 Ap. 677, Savinesti, 472161",Vâlcea,0244 239 870,e5:3a:1d:d8:1c:d3,199.73.169.103,Sef Agentie Colectare Si Expeditie Marfuri
Lucia,Stănescu,1231218522786,1943-12-19,"Aleea Viorica Voinea, Medias, 744307",București,0711 946 488,83:d7:61:f0:df:bc,46.172.209.21,"Inspector Specialitate Inginer Textile, Pielarie"
Clara,Niță,6421225429574,2008-05-02,"Soseaua Dobre Nr. 122 Bl. 60  Sc. 24 Ap. 367, Blaj, 785269",Maramureș,0767 397 086,be:f3:5e:7b:72:cc,198.41.35.208,Examinator De Stat De Specialitate
Bogdana,Dochioiu,4130929176986,2007-07-09,"Soseaua Matilda Georgescu Nr. 16 Bl. 60  Sc. 86 Ap. 563, Baia Sprie, 610752",Sibiu,0721 510 586,3f:6d:42:65:e0:c2,37.34.13.64,Operator Apretor Textile
Florian,Nistor,2840208111000,1918-04-26,"Aleea Voinea Nr. 223 Bl. 49  Sc. 87 Ap. 790, Targu Lapus, 432609",Ilfov,0250 353 711,cf:e7:0c:94:02:a4,190.210.41.3,Verificator Valori
Benone,Suciu,5781030157334,1914-04-07,"Drumul Mazilescu Nr. 218, Simleu Silvaniei, 778360",Călărași,0246 565 591,b2:ce:53:0a:a3:1e,196.195.65.67,Maistru In Industria Alimentara
Maria,Dima,5340725043022,2006-01-21,"Bulevardul Denis Ioniță Nr. 893 Bl. 20  Sc. 15 Ap. 887, Sovata, 144308",Vâlcea,0741 327 358,eb:9b:e6:06:18:6a,186.58.139.247,"Maistru Protectia Navigatiei Aeriene (Comunicatii, Navigatie, Supraveghere)"
Basarab,Popescu,6980610331551,1923-09-25,"Drumul Dinu Nr. 99, Amara, 547922",Cluj,0253 507 694,1c:ff:c2:be:83:57,100.216.155.111,Prezentator (Crainic) Radio
Constantin,Dumitrescu,6171216015802,1970-12-20,"Intrarea Florea, Saveni, 502425",Timiș,0745 853 184,89:7d:32:2e:54:94,216.173.8.156,"Electrician Montare Si Reparatii Echipament Electric Din Centrale, Statii Si Posturi De Transformare"
Daria,Barbu,2790125196984,1939-05-30,"Strada Aanei Nr. 16 Bl. 58  Sc. 56 Ap. 445, Valea Mare (Babeni), 701280",Olt,0755 197 004,03:8f:37:3c:ef:68,165.158.65.230,Turnator Geam
Adrian,Eftimie,6230523161022,1930-07-01,"Bulevardul Dobre Nr. 22, Baia, 127964",Buzău,0253 586 461,de:58:c6:ac:c7:02,59.164.53.31,Plapumar
Bianca,Dochioiu,7470303159053,2004-10-11,"Intrarea Gheorghiu, Dobroesti, 654729",Arad,0252 106 207,9a:be:75:a7:ac:8a,221.71.84.202,Farmacist
Jenel,Toma,6850122190855,1986-06-17,"Bulevardul Eftimie Nr. 47, Orsova, 748092",Mureș,0264 347 549,07:61:e5:0c:a6:b7,48.131.231.107,Agent Vanzari Standarde Si Produse Conexe
Avram,Barbu,7351219262771,2014-01-06,"Bulevardul Coralia Popa Nr. 73, Dobroesti, 522738",București,0771 978 855,03:a9:67:ea:18:b9,92.165.31.30,Finisor Confectii Industriale Din Blana
Victoria,Ionescu,5461203416349,1991-04-23,"Bulevardul Julia Marin Nr. 452 Bl. 70  Sc. 25 Ap. 496, Negresti-Oas, 837689",Dolj,0247 655 258,3a:1a:08:e6:37:0b,53.85.251.242,Cercetator Economist In Economia Mediului
Iustinian,Albu,6051031092650,1985-12-21,"Strada Despina Oprea Nr. 651, Tunari, 275664",Mureș,0732 895 457,08:98:fa:97:1b:37,183.26.210.250,Inspector De Concurenta
Leopoldina,Dima,7901220114594,1954-06-03,"Intrarea Anatolie Nistor Nr. 65, Greci, 317664",Cluj,0266 539 338,2f:15:30:b8:b1:30,163.182.100.136,Expert Inginer Horticol
Marioara,Oprea,1160803033854,1919-09-30,"Drumul Dinu, Negresti-Oas, 307114",Tulcea,0266 495 087,51:c8:5f:ac:9a:b9,2.77.154.210,Gospodar
Arian,Stancu,8630728128536,1923-09-02,"Bulevardul Dinu Nr. 244, Onesti, 215793",Vaslui,0727 756 975,36:30:f5:b7:04:46,36.45.142.66,Masinist La Masini Mobile Pentru Transporturi Interioare
Nichifor,Mazilescu,1241124040732,1917-05-21,"Soseaua Ioniță, Macin, 448682",Iași,0785 162 972,fb:63:02:5d:2f:89,84.83.228.97,Operator La Masina De Etichetat
Lelia,Ababei,2780624294819,1920-03-06,"Intrarea Dan Mocanu Nr. 480, Moisei, 363348",Olt,0728 689 686,dd:c5:c8:bf:b8:de,98.127.68.16,Decorticator Crupe
Mugurel,Ababei,7390920203848,1926-07-05,"Soseaua Cantemir Ababei Nr. 546, Baile Borsa, 967248",Vaslui,0723 911 438,87:9c:ce:03:9d:18,211.139.206.244,Afumator Carne
Dida,Oprea,2030722520630,1984-12-20,"Intrarea Aanei, Constanta, 347568",Călărași,0248 657 359,ce:25:45:71:6c:26,184.148.19.206,Analist Sisteme Salarizare
Florin,Nemeș,3530927093065,1945-10-08,"Intrarea Barbu Nr. 846, Curcani, 190533",Hunedoara,0256 339 641,03:b5:ee:90:3f:9d,147.67.152.116,"Cercetator In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor"
Jenel,Marin,4590712066194,2000-05-29,"Aleea Romulus Suciu, Bumbesti-Jiu, 590847",București,0726 948 120,72:22:16:82:5c:96,109.225.80.3,Sef Formatie Sisteme Radiante (Antene)
Vasile,Ionescu,2770714106302,1917-07-16,"Drumul Pușcașu Nr. 37, Dumbraveni, 205608",Bihor,0260 644 724,64:0a:d6:3b:d1:d4,5.247.11.159,Impiegat Auto
Crin,Stancu,4130215190902,1986-09-10,"Bulevardul Albu, Deva, 635411",Dâmbovița,0263 848 974,98:e7:b7:fa:7e:9d,140.240.77.0,Inginer De Sistem Software
Aglaia,Pușcașu,2000329204525,1946-03-25,"Drumul Popescu Nr. 685, Strehaia, 586763",Buzău,0257 607 361,83:0d:f2:d5:2b:13,119.32.6.64,Lucrator Calificat In Floricultura Si Arboricultura
Bogdana,Niță,7090820076084,2015-01-01,"Soseaua Mazilescu, Targu Secuiesc, 115663",Olt,0731 848 125,8c:8a:ab:8b:cb:e7,100.22.212.228,Sef Statie Lucrari De Irigatie Si Ameliorare A Solului
Ciprian,Ene,7570318073736,1988-08-12,"Soseaua Tudor Nr. 83 Bl. 81  Sc. 99 Ap. 660, Simeria, 258508",Giurgiu,0744 068 170,ad:7d:6e:17:36:17,89.55.233.62,Grefier
Tania,Dumitrescu,8271114285432,2015-08-25,"Bulevardul Mădălina Ene Nr. 653, Onesti, 536643",Sălaj,0734 962 820,8f:b5:99:10:87:ee,116.243.181.22,Cercetator In Matematica-Fizica
Emanoil,Dima,3670431296684,1963-03-08,"Drumul Dochioiu Nr. 82 Bl. 76  Sc. 28 Ap. 119, Otelu Rosu, 461064",București,0269 578 196,62:f0:9c:6b:49:4c,177.173.203.186,Operator La Prepararea Bauturilor Alcoolice Si Racoritoare
Vlaicu,Voinea,6781003052457,1941-08-27,"Aleea Matilda Tomescu Nr. 244 Bl. 28  Sc. 59 Ap. 606, Bistrita, 996440",Timiș,0264 661 209,17:08:2a:1f:8a:7a,174.127.149.204,Confectioner Mantale De Plumb Prin Presare La Cabluri
Florența,Preda,6020612122580,1981-08-13,"Strada Diaconu Nr. 67, Sabaoani, 966724",Sălaj,0236 889 184,ac:5f:6b:9c:a2:18,182.67.96.200,Tehnician Constructii Telefonice
Lucrețiu,Stoica,3580303199682,1978-07-15,"Soseaua Cătălin Dochioiu Nr. 496, Salonta, 184429",Bacău,0238 028 258,3a:47:b1:d0:7e:41,68.110.156.87,"Monitor De Schi, Snow-Board Si Sporturi De Alunecare Pe Zapada"
Maricica,Mazilescu,1050625091939,1913-02-17,"Drumul Stancu Nr. 481 Bl. 85  Sc. 69 Ap. 551, Mogosoaia, 664620",Hunedoara,0728 996 912,28:a4:ca:42:3d:ae,48.42.29.196,Inginer De Cercetare In Calculatoare
Ivan,Ababei,4670625214177,2007-06-06,"Drumul Ionescu Nr. 51 Bl. 15  Sc. 19 Ap. 709, Horodnic de Sus, 195484",Buzău,0237 040 993,57:09:b9:bf:b6:4a,138.26.166.231,Lacatus Sdv
Antonie,Dochioiu,7830829206011,1947-02-01,"Aleea Barbu Nr. 76, Saveni, 721185",Teleorman,0734 254 956,84:38:17:db:a8:95,101.39.248.168,Antreprenor Servicii Funerare
Dariana,Ardelean,5701022030054,1908-12-14,"Drumul Ababei Nr. 153, Copsa Mica, 986971",Harghita,0762 369 583,e3:8c:d0:fb:1e:1c,131.123.230.119,Sef Birou/Serviciu Relatii Internationale
Bebe,Oprea,2240915344415,1911-07-22,"Intrarea Vlaicu Mocanu Nr. 92 Bl. 64  Sc. 95 Ap. 619, Sabaoani, 681384",Dolj,0735 474 419,8a:d8:4e:c8:e5:f8,178.80.203.132,Flotator La Prepararea Carbunilor
Filip,Pop,4200818080961,1921-06-08,"Intrarea Camil Niță Nr. 728, Pancota, 504915",Hunedoara,0242 190 256,40:3f:0b:f8:69:4f,189.238.122.13,Asistent De Cercetare In Masini Si Echipamente Termice
Viorica,Dochioiu,1601030341803,1984-07-29,"Strada Cristea Nr. 119, Oravita, 377752",Cluj,0721 432 682,16:d9:35:40:18:51,62.93.176.188,Armurier
Constantina,Nistor,3390703416498,1928-10-06,"Strada Cristea Nr. 611, Mangalia, 324317",Satu Mare,0743 911 703,6e:a2:3f:89:31:6a,43.221.225.24,Meteorolog Previzionist
Nelu,Albu,7230918164268,1949-11-10,"Intrarea Niță Nr. 605 Bl. 27  Sc. 45 Ap. 366, Moisei, 436506",Giurgiu,0785 059 261,ce:c6:81:d6:18:53,130.112.156.190,Presator Metale La Rece
Valter,Preda,1300210037754,1931-07-03,"Bulevardul Maia Pop, Mihail Kogalniceanu, 107925",Mureș,0269 129 380,3f:46:62:9d:bd:79,8.42.129.130,Spalatoreasa Lenjerie
Roberta,Oprea,8291004263968,1953-06-01,"Strada Oprea Nr. 269, Rasinari, 490188",Argeș,0253 640 257,fb:16:86:99:46:b4,143.249.135.137,Trezorier (Studii Medii)
Ioana,Barbu,1100103290566,1987-12-16,"Bulevardul Stancu Nr. 46 Bl. 20  Sc. 54 Ap. 573, Sabaoani, 414469",Arad,0258 907 872,c8:17:32:98:96:cd,66.196.224.46,Sef Halta
Eliza,Tomescu,3220426223209,1926-09-12,"Aleea Stoica, Cumpana, 408771",Tulcea,0768 899 254,91:fa:3a:29:76:6d,137.21.24.50,Registrator Carte Funciara
Bucur,Voinea,5420515451988,1973-03-26,"Bulevardul Mina Diaconescu Nr. 775, Talmaciu, 597789",Maramureș,0784 907 402,2a:cc:a9:a0:83:ad,154.9.236.198,Agent Transporturi
Crenguța,Stan,3360302159745,1954-08-31,"Aleea Rareș Toma Nr. 776, Macin, 913787",Brăila,0763 455 550,55:ac:fe:e4:01:2b,99.74.243.8,Peisagist-Floricultor
Nicoară,Toma,8560526455099,1989-07-21,"Bulevardul Stana Eftimie Nr. 55, Deta, 150103",Constanța,0752 649 871,61:47:c0:35:ff:e7,126.17.240.220,Tehnician Proiectant
Aristide,Toma,3250121067804,1993-11-07,"Aleea Dumitrescu Nr. 63, Carei, 247510",Cluj,0261 694 168,2f:3f:e9:f5:e0:38,170.80.178.37,Redactor Prezentator De Televiziune
Carina,Popescu,2490727263402,2007-08-23,"Intrarea Diaconescu, Sfantu Gheorghe, 248520",Caraș Severin,0764 603 368,e1:11:dd:51:70:0f,38.54.115.55,"Expert Inginer Textile, Pielarie"
Mara,Gheorghiu,2300201040643,1934-02-17,"Soseaua Silvana Diaconu Nr. 61 Bl. 70  Sc. 59 Ap. 254, Dumbravita, 590445",Gorj,0240 091 671,ec:ff:61:6e:41:2c,81.107.133.72,Electromecanic Radio-Radioficare
Sergiu,Diaconu,6470718276139,1999-02-08,"Aleea Sorin Niță, Slobozia, 880371",Arad,0747 031 500,c7:25:3a:38:1b:49,77.188.64.151,Educatoare
Valeriu,Stancu,4300901426794,1953-04-16,"Intrarea Marius Georgescu Nr. 28, Rasnov, 415704",Brăila,0742 731 398,5d:cc:01:e7:6c:e7,172.15.182.20,Concert Maestru
Andrada,Ioniță,3260917346156,1979-10-25,"Soseaua Gheorghiu Nr. 79 Bl. 20  Sc. 21 Ap. 832, Strehaia, 656652",Arad,0736 980 036,32:14:17:ce:d8:b0,126.200.76.127,Strungar La Masini De Strunjit Roti Cai Ferate
Flaviu,Barbu,2230516199227,1969-04-22,"Intrarea Nemeș Nr. 65 Bl. 50  Sc. 62 Ap. 809, Eforie Nord, 203969",Maramureș,0749 689 012,b4:1c:e3:7c:50:66,184.127.188.150,Referent De Specialitate Zoolog
Larisa,Stancu,1430226330803,1930-05-30,"Bulevardul Popescu, Caransebes, 304637",Călărași,0253 207 774,13:b1:7f:70:04:b0,129.204.211.131,Expert Poligraf
Floriana,Popa,2930920056541,1919-05-03,"Drumul Voinea Nr. 601 Bl. 27  Sc. 40 Ap. 812, Ocna Mures, 864439",Dolj,0233 017 092,92:ef:d3:cc:ec:1c,200.190.203.47,Turnator Valuri
Sorana,Aanei,7140612202593,1949-06-12,"Strada Diaconu, Slatina, 391388",Caraș Severin,0757 301 263,2d:4d:88:8d:89:98,210.228.175.220,Expert Jurist
Codruț,Nemeș,7150428198151,1916-03-31,"Soseaua Diaconescu, Calarasi, 987103",Argeș,0250 981 281,2e:be:c3:a4:15:2a,155.125.203.51,Referent De Specialitate Chimist
Sergiu,Nemeș,4171018426214,2018-07-14,"Intrarea Diaconescu Nr. 34 Bl. 28  Sc. 23 Ap. 613, Oravita, 149853",Giurgiu,0764 458 199,b8:73:c9:3c:79:31,115.210.173.25,Maistru Electronica
Letiția,Stan,4090319220938,1955-02-06,"Bulevardul Preda, Dumbravita, 117530",Sălaj,0741 121 625,2e:bb:3a:e4:aa:3c,81.80.249.182,Hamal
Răzvan,Diaconu,8390120469959,1966-04-16,"Strada Ionescu Nr. 965 Bl. 24  Sc. 75 Ap. 395, Motru, 367643",Iași,0725 761 026,03:64:6a:05:41:3c,66.59.208.97,Secretar General Al Guvernului
Ianis,Stănescu,2450217311701,1996-03-09,"Bulevardul Ardelean, Oravita, 641332",Sibiu,0255 578 863,54:cc:91:88:19:d5,184.221.65.168,Asistent De Cercetare In Turnarea Metalelor
Claudiu,Stancu,7950514529640,1945-05-11,"Drumul Popa, Suceava, 886898",Olt,0720 752 077,7d:bc:2b:9c:5d:2c,128.94.157.228,Operator La Masini-Unelte Semiautomate Si Automate
Cristian,Stănescu,2300605249134,1912-10-04,"Strada Dobre, Borsa, 290284",Sibiu,0263 377 430,2c:86:4f:9f:f9:04,1.88.5.184,"Subinginer Mecanic, Mecanica Fina"
Fiona,Mocanu,1100909144269,1913-08-09,"Strada Toma Nr. 421 Bl. 91  Sc. 52 Ap. 181, Barlad, 262531",Gorj,0231 544 723,44:4a:a0:5b:6f:09,110.144.93.50,Manager Al Sistemelor De Management De Mediu
Renata,Barbu,6151214432146,1948-12-01,"Aleea Ene Nr. 30, Pascani, 185441",Botoșani,0725 515 921,88:e7:7d:a4:62:32,187.212.197.165,Ghid De Turism Intern (Local)
Alexe,Dumitrescu,4380706192181,1940-03-14,"Soseaua Violeta Popescu Nr. 51, Reghin, 274631",Suceava,0757 948 789,ab:65:7f:44:81:45,84.178.71.181,"Sef Statie Productie, Exploatare, Intretinere In Agricultura"
Heracleea,Tudor,6580106208424,1963-06-05,"Strada Clementina Tabacu Nr. 197, Valenii de Munte, 292239",Buzău,0749 937 270,e0:ab:5a:85:07:6d,176.137.112.207,Confectioner Imbracare Volane In Piele
Casandra,Diaconu,7670418315651,2006-04-30,"Intrarea Ardelean Nr. 391, Boldesti-Scaeni, 468023",Mureș,0744 017 542,15:71:11:ef:9f:56,151.165.73.132,Administrator Financiar (Patrimoniu) 
Arina,Tudor,6081116352410,1964-12-23,"Strada Nemeș, Moreni, 145508",Constanța,0262 283 602,87:fa:1e:2a:fd:8e,150.46.128.168,"Operator Confectioner Industrial Imbracaminte Din Tesaturi, Tricotaje, Materiale Sintetice"
Sabrina,Popescu,4520302083559,1972-10-07,"Intrarea Stoica, Poienile de sub Munte, 649006",București,0765 712 742,08:06:39:02:d1:9e,162.234.249.173,Ajutor Sef Brigada In Constructii
Claudia,Ionescu,4360912326754,2005-07-01,"Drumul Ababei Nr. 301, Blaj, 292991",Covasna,0236 623 056,16:bb:a9:67:44:31,99.53.71.19,Cercetator In Medicina Traditionala
Cleopatra,Tabacu,1600411323349,1946-03-06,"Soseaua Catrinel Ababei, Moinesti, 896483",Tulcea,0247 013 768,8e:9b:8c:2f:70:e3,140.184.163.32,Agent Repartizare A Fortei De Munca
Melina,Gheorghiu,6440816457261,1986-09-10,"Drumul Eftimie Nr. 67 Bl. 40  Sc. 66 Ap. 645, Timisoara, 374068",Olt,0729 234 531,eb:21:b6:7f:4c:61,8.136.214.77,Controlor Si Reconditioner Filme
Daciana,Eftimie,2081201280913,1909-10-27,"Drumul Manole Nr. 740 Bl. 86  Sc. 57 Ap. 341, Tunari, 840820",Harghita,0263 641 641,15:94:ac:c5:8a:3f,110.194.96.248,Operator Masina Contabilizat
Marin,Suciu,8020611381216,2003-08-27,"Intrarea Barbu Nr. 956, Zarnesti, 660519",Harghita,0750 017 175,ce:0b:1f:58:d4:97,128.92.186.41,Economist Banca
Varvara,Florea,7081203305008,1929-06-28,"Aleea Diaconu Nr. 372, Rasinari, 653804",Buzău,0749 287 116,f2:d8:0d:22:ce:ad,11.155.176.199,Asistent De Cercetare In Arte Plastice 
Severin,Dima,8120919259491,1963-03-25,"Drumul Popescu Nr. 75 Bl. 42  Sc. 43 Ap. 691, Gura Humorului, 802909",Iași,0266 432 264,4c:74:18:e7:bd:d0,23.164.189.116,Formator La Innobilare Pfl
Floriana,Toma,3550509336796,1937-04-11,"Intrarea Marin Nr. 673, Sacele, 183716",Prahova,0739 947 458,b4:9b:bc:30:52:91,77.94.254.47,Agent Feroviar Marfa
Iustina,Ionescu,1631215363638,2020-02-19,"Bulevardul Ioniță Nr. 945 Bl. 66  Sc. 34 Ap. 220, Podu Iloaiei, 220130",Teleorman,0768 737 949,65:f1:c6:d7:6c:5a,37.45.134.144,Asistent De Cercetare In Matematica-Informatica
Ofelia,Albu,5240912238039,2006-03-08,"Soseaua Heracleea Pop, Ocna Mures, 901243",Bihor,0733 094 469,9b:6f:b7:df:51:dd,74.237.188.254,Translator Emisie
Irina,Tomescu,8750308050624,1919-09-03,"Aleea Tudor, Brasov, 672161",Argeș,0237 124 534,c3:49:a8:d8:03:ac,15.190.229.239,Asistent De Cercetare In Stiinta Materialelor
Ana,Nemeș,4760712458357,2020-02-05,"Intrarea Aanei Nr. 33, Agnita, 454110",Brașov,0247 427 072,b2:78:c1:b4:57:1c,151.120.41.152,Asistent De Cercetare In Arte Plastice 
Camelia,Dumitrescu,2710907459544,1938-10-28,"Drumul Eftimia Pușcașu, Amara, 913578",Timiș,0772 804 011,b8:94:88:5c:10:97,20.74.175.12,"Sef Atelier Reparatii Obiecte De Uz Casnic, Curatatorii Si Alte Servicii Pentru Populatie"
Miron,Dobre,1540411354015,1977-09-26,"Bulevardul Ioniță Nr. 940, Fetesti, 937187",Cluj,0785 522 552,f4:15:4e:1a:19:af,43.146.145.79,Operator La Prepararea Produselor Lactate
Titus,Georgescu,8740921344842,1971-05-20,"Strada Ioniță, Calarasi, 870383",Caraș Severin,0246 200 414,89:08:40:d0:9a:15,174.206.77.95,Functionar Economic
Ciprian,Cristea,4210309075514,1939-06-06,"Bulevardul Ioniță, Turnu Magurele, 917189",Constanța,0265 018 951,fc:18:80:0c:a9:d0,73.205.250.106,Asistent De Cercetare In Stiinta Materialelor
Ariadna,Aanei,7121013207661,1960-07-21,"Bulevardul Nistor Nr. 993 Bl. 42  Sc. 38 Ap. 304, Onesti, 794620",Alba,0768 659 812,64:a4:e9:6f:b4:b7,6.223.96.241,Sef Agentie Bancara
Maria,Marin,7180525056945,1945-09-28,"Soseaua Ardelean, Tulcea, 924357",Vrancea,0250 654 419,80:ed:c4:05:a5:71,211.216.131.212,Director De Agentie De Turism Touroperatoare/ Detailista/Filiala/Sucursala
Daniel,Ionescu,8640530128629,1982-09-09,"Drumul Stan, Titu, 367203",Călărași,0248 447 341,f4:e3:30:0f:8f:d8,189.26.155.42,Inginer-Sef In Constructii
Ioanina,Mocanu,6060511216389,1938-06-26,"Bulevardul Georgescu Nr. 21 Bl. 10  Sc. 83 Ap. 307, Zimnicea, 904745",Galați,0721 366 215,5f:b2:3d:14:e8:3c,78.172.27.226,Secretar Dactilograf Laborator Expertize Criminalistice
Lăcrămioara,Dumitrescu,4271225128321,1946-08-28,"Aleea Diaconescu Nr. 796, Vaslui, 567814",Cluj,0749 029 333,ff:1f:7f:64:d4:4b,89.136.175.140,"Inginer De Cercetare In Constructii De Cai Ferate, Drumuri Si Poduri"
Relu,Ardelean,8121014321187,2001-01-03,"Intrarea Pop Nr. 439, Curtici, 158755",Brașov,0261 723 433,4f:e6:51:47:83:16,59.143.147.195,Operator Bobinator-Dublator
Maia,Dima,8510811139662,1910-03-02,"Intrarea Suciu Nr. 668 Bl. 69  Sc. 33 Ap. 270, Fundulea, 742288",Arad,0755 195 923,2b:72:55:42:3f:5a,169.55.179.156,Cazangiu Recipiente
